time,CCSM4,CESM1-CAM5
2000.0,3646099600000.0,3646099600000.0
2001.0,3630449600000.0,3630449600000.0
2002.0,3619795200000.0,3619795200000.0
2003.0,3617222000000.0,3617222000000.0
2004.0,3606108000000.0,3606108000000.0
2005.0,3592676700000.0,3592676700000.0
2006.0,3585865000000.0,3585865000000.0
2007.0,3578603800000.0,3578603800000.0
2008.0,3577170600000.0,3577170600000.0
2009.0,3558707000000.0,3558707000000.0
2010.0,3553073000000.0,3553073000000.0
2011.0,3528993800000.0,3528993800000.0
2012.0,3530225400000.0,3530225400000.0
2013.0,3529745000000.0,3529745000000.0
2014.0,3528008000000.0,3528008000000.0
2015.0,3516553500000.0,3516553500000.0
2016.0,3514765000000.0,3514765000000.0
2017.0,3497463400000.0,3497463400000.0
2018.0,3480095800000.0,3480095800000.0
2019.0,3475432300000.0,3475432300000.0
2020.0,3452667200000.0,3452667200000.0
2021.0,3436919400000.0,3437373200000.0
2022.0,3414284300000.0,3410112000000.0
2023.0,3408270700000.0,3391335000000.0
2024.0,3399609000000.0,3371139300000.0
2025.0,3377040700000.0,3347115400000.0
2026.0,3361777400000.0,3330600000000.0
2027.0,3342061800000.0,3297575000000.0
2028.0,3326852200000.0,3263141500000.0
2029.0,3305286100000.0,3234476000000.0
2030.0,3269563300000.0,3200071500000.0
2031.0,3251325600000.0,3179737800000.0
2032.0,3234476900000.0,3153056200000.0
2033.0,3224179800000.0,3124211000000.0
2034.0,3203290600000.0,3105669300000.0
2035.0,3179843700000.0,3082616600000.0
2036.0,3162973000000.0,3067697700000.0
2037.0,3129634000000.0,3043387500000.0
2038.0,3111648000000.0,3022407900000.0
2039.0,3096776500000.0,3000254300000.0
2040.0,3072133400000.0,2980676400000.0
2041.0,3039034900000.0,2955946000000.0
2042.0,3031105300000.0,2934783300000.0
2043.0,3008962500000.0,2916386000000.0
2044.0,2981148200000.0,2903353600000.0
2045.0,2964573000000.0,2873729700000.0
2046.0,2946838000000.0,2841695200000.0
2047.0,2930737000000.0,2817174000000.0
2048.0,2914895000000.0,2787432200000.0
2049.0,2902840300000.0,2748911500000.0
2050.0,2882025600000.0,2715725600000.0
2051.0,2862572600000.0,2680691600000.0
2052.0,2840560100000.0,2659822300000.0
2053.0,2822614000000.0,2640880000000.0
2054.0,2786529400000.0,2618548600000.0
2055.0,2764605000000.0,2591518000000.0
2056.0,2750515000000.0,2568455000000.0
2057.0,2723906300000.0,2544314400000.0
2058.0,2694506000000.0,2522896100000.0
2059.0,2675598700000.0,2500897500000.0
2060.0,2656921700000.0,2473159600000.0
2061.0,2633079200000.0,2454604500000.0
2062.0,2611708700000.0,2434584000000.0
2063.0,2594487700000.0,2411585000000.0
2064.0,2569817300000.0,2392324600000.0
2065.0,2538840500000.0,2351445600000.0
2066.0,2513046000000.0,2313526000000.0
2067.0,2484990400000.0,2287609600000.0
2068.0,2458454600000.0,2258897700000.0
2069.0,2434255800000.0,2222840300000.0
2070.0,2413241800000.0,2181442200000.0
2071.0,2377110800000.0,2155463600000.0
2072.0,2347533300000.0,2120959300000.0
2073.0,2315043200000.0,2086286400000.0
2074.0,2276052700000.0,2047114500000.0
2075.0,2253360500000.0,2015796900000.0
2076.0,2215338600000.0,1982470400000.0
2077.0,2193523600000.0,1943829300000.0
2078.0,2175558500000.0,1912834100000.0
2079.0,2146694200000.0,1887068400000.0
2080.0,2123132800000.0,1866608000000.0
2081.0,2098116600000.0,1829893400000.0
2082.0,2065704800000.0,1794616300000.0
2083.0,2035819600000.0,1755838700000.0
2084.0,2018897000000.0,1733018500000.0
2085.0,1994560600000.0,1707133800000.0
2086.0,1965729100000.0,1669568300000.0
2087.0,1940092100000.0,1633328300000.0
2088.0,1916345800000.0,1602945500000.0
2089.0,1895274900000.0,1573240700000.0
2090.0,1875963200000.0,1543542400000.0
2091.0,1854344100000.0,1512354300000.0
2092.0,1831095500000.0,1472804700000.0
2093.0,1813572900000.0,1441352900000.0
2094.0,1790400800000.0,1415006500000.0
2095.0,1763389200000.0,1390406700000.0
2096.0,1736641500000.0,1369735000000.0
2097.0,1711260600000.0,1342211800000.0
2098.0,1678840000000.0,1319540100000.0
2099.0,1654567500000.0,1295655000000.0
2100.0,1626476400000.0,1262583500000.0
2101.0,1612324700000.0,1243494200000.0
2102.0,1590684300000.0,1224533500000.0
2103.0,1565825200000.0,1207704500000.0
2104.0,1542664200000.0,1185032200000.0
2105.0,1525266600000.0,1160873200000.0
2106.0,1506270200000.0,1144252700000.0
2107.0,1490950700000.0,1126777200000.0
2108.0,1468501600000.0,1113537200000.0
2109.0,1442613000000.0,1101724900000.0
2110.0,1422935500000.0,1086800000000.0
2111.0,1409355500000.0,1071609400000.0
2112.0,1393509500000.0,1057834000000.0
2113.0,1375597800000.0,1041089230000.0
2114.0,1358043700000.0,1029983100000.0
2115.0,1344334600000.0,1013436800000.0
2116.0,1331274200000.0,998248150000.0
2117.0,1325919600000.0,982561460000.0
2118.0,1307301900000.0,966511300000.0
2119.0,1292474100000.0,953693900000.0
2120.0,1278701200000.0,933198300000.0
2121.0,1265935800000.0,911150150000.0
2122.0,1253916700000.0,893942800000.0
2123.0,1241757300000.0,875554100000.0
2124.0,1227292100000.0,866139050000.0
2125.0,1211550800000.0,850020140000.0
2126.0,1196797900000.0,838872700000.0
2127.0,1183982400000.0,827981300000.0
2128.0,1169052800000.0,813569340000.0
2129.0,1154537100000.0,796185600000.0
2130.0,1138007300000.0,783404960000.0
2131.0,1123161900000.0,768349700000.0
2132.0,1112478600000.0,758839100000.0
