time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,2126858000.0,2126858000.0,2126858000.0,2126858000.0
2001.0,2142676200.0,2142676200.0,2142676200.0,2142676200.0
2002.0,2132961800.0,2132961800.0,2132961800.0,2132961800.0
2003.0,2196249900.0,2196249900.0,2196249900.0,2196249900.0
2004.0,2106638300.0,2106638300.0,2106638300.0,2106638300.0
2005.0,2100748900.0,2100748900.0,2100748900.0,2100748900.0
2006.0,2087348900.0,2087348900.0,2087348900.0,2087348900.0
2007.0,2073936100.0,2073936100.0,2073936100.0,2073936100.0
2008.0,2076352800.0,2076352800.0,2076352800.0,2076352800.0
2009.0,2107354100.0,2107354100.0,2107354100.0,2107354100.0
2010.0,2068434800.0,2068434800.0,2068434800.0,2068434800.0
2011.0,2084663800.0,2084663800.0,2084663800.0,2084663800.0
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1942317400.0,1905133200.0,1943969500.0,1908311700.0
2022.0,1916453100.0,1860959600.0,1873090400.0,1871208700.0
2023.0,1924827000.0,1846725200.0,1863172000.0,1863366800.0
2024.0,1867352800.0,1902010400.0,1807209300.0,1814919200.0
2025.0,2037583100.0,1800896500.0,1796519800.0,1774885000.0
2026.0,1874738600.0,1760859000.0,1760241300.0,1728125700.0
2027.0,1809665300.0,1735002000.0,1721156400.0,1693024500.0
2028.0,1733721200.0,1677275400.0,1696197900.0,1636235300.0
2029.0,1702585300.0,1659556900.0,1673923000.0,1586523100.0
2030.0,1681038300.0,1607306800.0,1627211400.0,1551389800.0
2031.0,1631227400.0,1609429500.0,1571128700.0,1452006700.0
2032.0,1564694500.0,1610572700.0,1672421800.0,1397255400.0
2033.0,1545442800.0,1505718100.0,1527765000.0,1320350300.0
2034.0,1515487600.0,1446363300.0,1455499900.0,1289078800.0
2035.0,1610356000.0,1370957800.0,1416025700.0,1246125000.0
2036.0,1471343400.0,1333189100.0,1361488800.0,1188323200.0
2037.0,1436660900.0,1306572500.0,1299288800.0,1104101600.0
2038.0,1388102100.0,1244319200.0,1255586000.0,1050099600.0
2039.0,1327171300.0,1205367000.0,1196338200.0,980263600.0
2040.0,1284975100.0,1174975600.0,1159403100.0,932709950.0
2041.0,1240775800.0,1143535200.0,1119155300.0,871375300.0
2042.0,1178730500.0,1107650300.0,1138760400.0,801880770.0
2043.0,1152924400.0,1065233000.0,1084203800.0,770141400.0
2044.0,1120695400.0,1028308740.0,1051802940.0,738324860.0
2045.0,1081633400.0,963791360.0,1005925250.0,706823800.0
2046.0,1043078140.0,916383400.0,968013000.0,679203600.0
2047.0,999860350.0,870806700.0,904413060.0,656907140.0
2048.0,975700030.0,807233150.0,907212100.0,629030100.0
2049.0,917236700.0,766671000.0,839137000.0,588817700.0
2050.0,882205300.0,707555700.0,787441100.0,556259300.0
2051.0,866846340.0,663321000.0,741736600.0,522873600.0
2052.0,838179900.0,645465400.0,695816200.0,495238660.0
2053.0,812342500.0,597416770.0,688793540.0,480853660.0
2054.0,790273340.0,564548700.0,633048260.0,449981500.0
2055.0,747223940.0,546086300.0,599702600.0,425530240.0
2056.0,709914900.0,512795260.0,574300600.0,404242000.0
2057.0,674259600.0,491193800.0,543566000.0,383168400.0
2058.0,644735100.0,454250880.0,519944160.0,365960930.0
2059.0,611450200.0,433266200.0,498021800.0,351720500.0
2060.0,602007550.0,405062400.0,461713250.0,339254700.0
2061.0,608601700.0,380258240.0,433038620.0,327327360.0
2062.0,577025660.0,353103200.0,409546270.0,321559170.0
2063.0,551085440.0,339269340.0,378781600.0,327714530.0
2064.0,622963460.0,312551230.0,355847070.0,331223100.0
2065.0,534132220.0,301616480.0,349984420.0,304285900.0
2066.0,526123740.0,280083360.0,326824420.0,314932160.0
2067.0,496306980.0,270163840.0,308074940.0,360455840.0
2068.0,496861250.0,266703780.0,300786940.0,292134700.0
2069.0,472467520.0,252491680.0,283376400.0,268439970.0
2070.0,815614660.0,249674300.0,281971140.0,295600200.0
2071.0,453213600.0,233049170.0,277325470.0,259648270.0
2072.0,429139420.0,229129070.0,277653220.0,377009300.0
2073.0,419286270.0,227291180.0,262992180.0,261620690.0
2074.0,463920160.0,214148780.0,251915730.0,298563740.0
2075.0,411622100.0,212703680.0,248386000.0,252694400.0
2076.0,396629820.0,203700800.0,238937000.0,250531790.0
2077.0,392522700.0,209159490.0,236007630.0,249778740.0
2078.0,391207940.0,200011260.0,230943900.0,243412590.0
2079.0,643457860.0,192013500.0,221023740.0,281323520.0
2080.0,476950900.0,188198340.0,211945540.0,272307230.0
2081.0,449410300.0,197680240.0,202051380.0,267924560.0
2082.0,392181700.0,183882910.0,323576220.0,257216270.0
2083.0,388356350.0,181568860.0,250482110.0,312313800.0
2084.0,371297280.0,173804240.0,216350880.0,288132200.0
2085.0,361350850.0,263482430.0,207902030.0,278106800.0
2086.0,364628700.0,175472660.0,199464670.0,259941010.0
2087.0,450560930.0,175875360.0,197028830.0,284262900.0
2088.0,355778500.0,175875230.0,192309570.0,256364500.0
