time,CESM2-WACCM,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2089.0,343275420.0,399358850.0,195249730.0,269250370.0
2090.0,442376260.0,299362180.0,193263840.0,358120260.0
2091.0,337325470.0,243595950.0,194566660.0,500461200.0
2092.0,528452220.0,205120830.0,188202500.0,338065660.0
2093.0,344382340.0,182318720.0,185723090.0,284753340.0
2094.0,329275300.0,252386050.0,188823900.0,272289760.0
2095.0,399557900.0,243044620.0,201816080.0,608436030.0
2096.0,324367600.0,397339520.0,306154370.0,385490340.0
2097.0,338849760.0,236099840.0,212169920.0,295400600.0
2098.0,346891200.0,231978350.0,208088850.0,437127700.0
2099.0,318830850.0,217480830.0,205364900.0,580158000.0
2100.0,324610900.0,197812850.0,202496560.0,496437950.0
