time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,CAMS-CSM1-0,GFDL-ESM4,NORESM2-MM,CESM2-WACCM,INM-CM5-0,CESM2
2012.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0,2047172500.0
2013.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0,2037956000.0
2014.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0,2041383000.0
2015.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0,2057318300.0
2016.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0,2007733500.0
2017.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0,1996571900.0
2018.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0,1976256300.0
2019.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0,1949224600.0
2020.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0,1933861100.0
2021.0,1883545600.0,1919472900.0,1896598500.0,1918155400.0,1899531600.0,1906546400.0,1945818800.0,1904194600.0,1899812200.0,1909759900.0,1882861000.0,1920484100.0,1909683600.0
2022.0,1895234400.0,1897450500.0,1864723300.0,1882487300.0,1872056300.0,1889179900.0,1895903400.0,1897363000.0,1872775700.0,1901136100.0,1859824500.0,1927306000.0,1882584300.0
2023.0,1908148900.0,1857292500.0,1840298200.0,2179964200.0,1841866200.0,1853683100.0,1860197100.0,1879461500.0,1860209000.0,1865204900.0,1838955100.0,1874000900.0,1865323100.0
2024.0,1833650700.0,1805109600.0,1797023700.0,1955193200.0,1806996600.0,1807744500.0,1826113800.0,1826963700.0,1821551500.0,1818608000.0,1872219800.0,1841911700.0,1808187000.0
2025.0,1775297700.0,1767501400.0,1760596600.0,1916516100.0,1803660700.0,1772753200.0,1822036900.0,1852612200.0,1799413200.0,1797105300.0,1796792400.0,1822988400.0,1796823900.0
2026.0,1811098100.0,1704452900.0,1736201600.0,1860900600.0,1789630000.0,1779150000.0,1802963600.0,1816504700.0,1804553100.0,1747459300.0,1760644900.0,1772020400.0,1750066400.0
2027.0,1718755500.0,1653849700.0,1700257000.0,1822489300.0,1743320000.0,1710278500.0,1772757900.0,1767306000.0,1800506900.0,1716385400.0,1715382500.0,1720917100.0,1685206500.0
2028.0,1680695900.0,1622359000.0,1636607900.0,1784880600.0,1667815400.0,1683063700.0,1727108700.0,1723128000.0,1739053400.0,1644099500.0,1679143200.0,1806314800.0,1642688100.0
2029.0,1835079000.0,1609469800.0,1586576000.0,1750214100.0,1616923000.0,1649190000.0,1714358000.0,1737085800.0,1707858600.0,1587342200.0,1666846300.0,1669379800.0,1583802900.0
2030.0,1744456200.0,1547885300.0,1527126000.0,1723862100.0,1554321200.0,1611128800.0,1675129700.0,1670111000.0,1673770400.0,1587455400.0,1623012200.0,1615505700.0,1545618300.0
2031.0,1593112600.0,1503279500.0,1461429100.0,1696588200.0,1524899800.0,1549953500.0,1647012100.0,1819457900.0,1681929100.0,1528241200.0,1558187400.0,1586316800.0,1506789800.0
2032.0,1552732700.0,1454013800.0,1378560100.0,1660565200.0,1539758800.0,1497943600.0,1603480800.0,1723496400.0,1615527200.0,1489969200.0,1516216700.0,1512562700.0,1591980400.0
2033.0,1498016000.0,1408188000.0,1291154600.0,1618728800.0,1435265700.0,1470487900.0,1551701000.0,1626325400.0,1590955600.0,1434898300.0,1589399600.0,1467776900.0,1465494000.0
2034.0,1453604000.0,1355241200.0,1214833500.0,1601556100.0,1384908000.0,1668334200.0,1526509800.0,1597233700.0,1562853100.0,1390174700.0,1458961900.0,1431978200.0,1426594800.0
2035.0,1410349700.0,1321599900.0,1144617100.0,1526003000.0,1349653800.0,1459199200.0,1507972600.0,1556776100.0,1530399700.0,1346590100.0,1430211200.0,1403920400.0,1346419000.0
2036.0,1398443300.0,1265475100.0,1085819500.0,1532160400.0,1309181000.0,1389480800.0,1473096300.0,1501667800.0,1495933300.0,1286757600.0,1362721400.0,1343188500.0,1286900400.0
2037.0,1355517600.0,1215791900.0,1028103200.0,1459090400.0,1322537100.0,1367561600.0,1416559000.0,1503676500.0,1483395200.0,1230732800.0,1309851400.0,1313846900.0,1248531500.0
2038.0,1325530400.0,1177837000.0,971982340.0,1444468200.0,1252314500.0,1319015300.0,1340455600.0,1467973900.0,1452665900.0,1169622900.0,1256450300.0,1254347500.0,1222603400.0
2039.0,1325301100.0,1121289700.0,929396800.0,1412434300.0,1211345300.0,1226611200.0,1283276500.0,1495438100.0,1405728800.0,1172501800.0,1369923100.0,1225360000.0,1189070300.0
2040.0,1508003200.0,1081673900.0,890885760.0,1369788900.0,1228963500.0,1187506300.0,1253549800.0,1483987000.0,1375645700.0,1116584700.0,1209402200.0,1163725200.0,1151683600.0
2041.0,1307004400.0,1027867140.0,836803200.0,1332665200.0,1177216300.0,1128017500.0,1216429700.0,1442098600.0,1321827800.0,1091139300.0,1203854600.0,1128918100.0,1105847900.0
2042.0,1237106800.0,981458000.0,824624600.0,1311214500.0,1133692700.0,1089738100.0,1279385700.0,1400074200.0,1302618100.0,1028167100.0,1169703200.0,1091040800.0,1118834600.0
2043.0,1216367500.0,937393500.0,788967300.0,1261516800.0,1105805600.0,1053087170.0,1152202800.0,1415828700.0,1276891500.0,988389000.0,1154338800.0,1044649340.0,1063696600.0
2044.0,1187798500.0,903078400.0,736024100.0,1214923500.0,1070998140.0,1018688700.0,1395665700.0,1428270500.0,1230817000.0,962946240.0,1116726100.0,967454500.0,1006911200.0
2045.0,1166796700.0,887651700.0,677180100.0,1181962200.0,1045080900.0,953112200.0,1167440900.0,1408489600.0,1224159600.0,929783940.0,1084745500.0,937243460.0,1001353540.0
2046.0,1141271700.0,857959400.0,640751200.0,1133649400.0,1014209000.0,910918140.0,1084830600.0,1367545600.0,1188819700.0,888948740.0,1054601400.0,894109900.0,961077900.0
2047.0,1113211100.0,837563200.0,618485760.0,1119064600.0,961242940.0,869289700.0,1065697200.0,1332446100.0,1167401700.0,853463550.0,1024862600.0,903050560.0,905722700.0
2048.0,1078064900.0,809020740.0,591779900.0,1088160500.0,924057200.0,843427700.0,1019728450.0,1302558500.0,1143000400.0,811972740.0,1002145340.0,848839740.0,841043650.0
2049.0,1090519900.0,763295300.0,570303700.0,1039241500.0,897577600.0,851889100.0,978815800.0,1284590000.0,1107444900.0,787182140.0,962816000.0,842492700.0,799118100.0
2050.0,1030853400.0,743462340.0,564202100.0,1005099650.0,863977540.0,794581600.0,956575550.0,1267220900.0,1081653000.0,754287600.0,940728770.0,848192960.0,756607040.0
2051.0,986332740.0,704891500.0,546364100.0,979513900.0,838274200.0,749469700.0,938519000.0,1233815900.0,1053503200.0,735600640.0,912776800.0,801170100.0,729053900.0
2052.0,962529660.0,695152500.0,500985300.0,954259650.0,811329000.0,705115400.0,892876740.0,1227490200.0,1034993100.0,705412540.0,898095400.0,774062100.0,746152300.0
2053.0,928277250.0,665859140.0,471512600.0,921745200.0,795909250.0,674003800.0,868577660.0,1207224300.0,980575500.0,656292600.0,857964860.0,731886800.0,680114500.0
2054.0,904406300.0,644665400.0,446590000.0,898366340.0,776925500.0,621082600.0,845180700.0,1193929600.0,962107400.0,625452300.0,831935740.0,693205200.0,638434100.0
2055.0,881336200.0,777962900.0,417596300.0,873011140.0,764751800.0,609645400.0,821167170.0,1439891500.0,933495900.0,600695900.0,801109600.0,656938940.0,608241500.0
2056.0,856370700.0,643665600.0,399552220.0,869606100.0,731343170.0,574529500.0,778634300.0,1177525000.0,905730000.0,567087300.0,768978370.0,628588000.0,586077300.0
2057.0,948085600.0,604071600.0,382062400.0,820182100.0,700650900.0,553654800.0,750402900.0,1164299600.0,857426200.0,540624100.0,734249500.0,606717950.0,563624960.0
2058.0,831271940.0,574924350.0,353861380.0,782032500.0,688755600.0,530427650.0,715731140.0,1141475100.0,842893800.0,523016830.0,714185660.0,596189400.0,567626240.0
2059.0,809152200.0,563930050.0,339265440.0,750723200.0,663496100.0,511417900.0,688076800.0,1120079400.0,820734300.0,477018050.0,704407900.0,571454000.0,523674460.0
2060.0,791116100.0,533530600.0,325117120.0,727977400.0,652716500.0,483436450.0,663392000.0,1100212900.0,796601500.0,465347230.0,668235600.0,539898200.0,501720540.0
2061.0,888901300.0,516232030.0,306143650.0,684517400.0,635784640.0,443537570.0,647009150.0,1078876900.0,780663940.0,443112640.0,652845400.0,511290370.0,477149540.0
2062.0,756498000.0,498828540.0,310250370.0,661295200.0,617794240.0,420868900.0,607448640.0,1052161660.0,757002940.0,415932480.0,619170940.0,502612200.0,455492000.0
2063.0,712033400.0,501608740.0,277224350.0,631699900.0,585571200.0,395880670.0,575527550.0,1042013000.0,726259000.0,393803000.0,587833860.0,468161340.0,423387400.0
2064.0,675812160.0,474210080.0,266134930.0,606648800.0,565828860.0,368494500.0,531260060.0,1009693630.0,705702660.0,380744830.0,557741700.0,456051230.0,417304060.0
2065.0,652849860.0,461570340.0,252324830.0,657590600.0,540313400.0,354549630.0,502871600.0,977587460.0,676799400.0,354605820.0,533920060.0,438778180.0,389110080.0
2066.0,713860500.0,448002750.0,266864480.0,580049500.0,526794700.0,341695500.0,476753120.0,942472000.0,680077900.0,335929300.0,520745860.0,439769340.0,360993300.0
2067.0,603872800.0,435243940.0,238750380.0,550769660.0,511977250.0,340424960.0,454238180.0,989378400.0,638549060.0,320551900.0,493120540.0,416374850.0,345336220.0
2068.0,583880200.0,424853600.0,228612800.0,523764450.0,483499420.0,317171300.0,419740160.0,921444900.0,614522500.0,305422720.0,465601570.0,405554300.0,403821630.0
2069.0,569447360.0,414519780.0,208375800.0,496915840.0,460285900.0,301045440.0,383261470.0,916995840.0,589884600.0,292792670.0,452652830.0,388981470.0,333806240.0
2070.0,556163200.0,396751680.0,193067310.0,466927800.0,442089380.0,289289630.0,361774080.0,885837400.0,554496900.0,280592220.0,426558900.0,367530340.0,320727840.0
2071.0,547644100.0,386878700.0,178625900.0,450450940.0,426624800.0,280843260.0,335412160.0,855723800.0,525090500.0,255448270.0,409772700.0,354600000.0,344621660.0
2072.0,526313060.0,376592600.0,171935680.0,429955420.0,412321000.0,267839020.0,322910240.0,838772740.0,563449860.0,237408880.0,404868350.0,345645000.0,302823650.0
2073.0,521219800.0,362035460.0,164831730.0,399646180.0,399212740.0,255166430.0,302097200.0,795216000.0,502762900.0,234100830.0,386595140.0,332149800.0,286004800.0
2074.0,471360000.0,360126800.0,156908270.0,395198980.0,383376000.0,241785200.0,292256260.0,805307400.0,466274200.0,215925980.0,368529600.0,321250980.0,262335180.0
2075.0,453524930.0,348406180.0,148152590.0,364088350.0,373768030.0,224091740.0,284092060.0,780377100.0,444603140.0,206714850.0,352509860.0,322641700.0,257663440.0
2076.0,436226050.0,339480350.0,137320350.0,362273100.0,362237280.0,210834370.0,267388860.0,752173760.0,428440860.0,194060940.0,338091260.0,302751070.0,425667040.0
2077.0,420037440.0,335941300.0,130835180.0,335578900.0,338965980.0,200699060.0,252088430.0,724583700.0,423117700.0,187912240.0,329129300.0,316058180.0,258375900.0
2078.0,411059700.0,315072480.0,126541140.0,332016640.0,328099970.0,190572540.0,224435940.0,697921000.0,407991200.0,179042400.0,316466240.0,293713800.0,239829950.0
2079.0,469503550.0,308181300.0,119248536.0,327148500.0,313542720.0,181801810.0,214816780.0,661566300.0,398828900.0,177084460.0,302463170.0,274988320.0,230667250.0
2080.0,388356670.0,304365600.0,109282470.0,313295580.0,302706620.0,174997400.0,200492750.0,647447600.0,377612830.0,172015200.0,283758800.0,268538200.0,228466100.0
2081.0,384299520.0,310407780.0,101400140.0,291315870.0,299785000.0,166340930.0,190958240.0,631509950.0,364023460.0,166489740.0,272350370.0,259459200.0,219808510.0
2082.0,378474780.0,310866370.0,90550450.0,294300600.0,288602850.0,147488060.0,184112380.0,610337900.0,356838660.0,155202140.0,254603490.0,247934160.0,212500880.0
2083.0,361568540.0,292607840.0,86069290.0,278518820.0,290376860.0,138280400.0,166737540.0,590873660.0,338780740.0,147054900.0,234165180.0,241191820.0,200203150.0
2084.0,346035070.0,275987460.0,98874860.0,271314370.0,275774530.0,131921256.0,162170940.0,573453950.0,330123550.0,141841540.0,223802180.0,233609540.0,191260240.0
2085.0,349398400.0,265432850.0,83367304.0,258818190.0,260273870.0,122402850.0,158438190.0,566310800.0,315764600.0,132608776.0,216364380.0,214606880.0,189194200.0
2086.0,321325150.0,257973340.0,71255816.0,251284290.0,250210540.0,107098660.0,139668100.0,541462700.0,303954660.0,126798980.0,210302700.0,209629390.0,182185250.0
2087.0,307534880.0,240866290.0,69666240.0,242520240.0,241066720.0,96909910.0,132706470.0,519465300.0,297616500.0,122870310.0,197606940.0,206394540.0,176432910.0
2088.0,291403870.0,228366260.0,66095750.0,237091420.0,233442140.0,95476030.0,126954730.0,484597400.0,292447970.0,106471360.0,189185500.0,191126530.0,171985090.0
2089.0,282762980.0,217555890.0,95636050.0,218489280.0,230405150.0,84416810.0,121223470.0,475348100.0,285370980.0,104406856.0,177873980.0,178588400.0,160963150.0
2090.0,275290140.0,211251540.0,62253010.0,211554220.0,224144860.0,83745360.0,107666184.0,457954700.0,273959870.0,100503310.0,174543000.0,172032180.0,158481120.0
2091.0,266982110.0,205829420.0,61241976.0,205330800.0,213821360.0,78472580.0,103448310.0,440952640.0,264571410.0,94895990.0,163182800.0,162670880.0,155494140.0
2092.0,266819470.0,200843840.0,59653668.0,200716850.0,203416050.0,77145490.0,94003310.0,427958400.0,250868670.0,96402616.0,154609520.0,152463980.0,150043820.0
2093.0,250436430.0,195273870.0,65700480.0,189005710.0,202426290.0,70890250.0,88695900.0,414819600.0,246720980.0,86684330.0,143799330.0,143267170.0,143135840.0
2094.0,229410850.0,259916210.0,57319532.0,177927920.0,194759660.0,66929756.0,79820344.0,398111840.0,233937040.0,81425700.0,127080390.0,137228880.0,128550330.0
2095.0,215958450.0,182743650.0,49400680.0,169638190.0,188858620.0,57990188.0,71173190.0,390847650.0,225742110.0,80310440.0,121612030.0,124613550.0,124713500.0
2096.0,208453470.0,178929490.0,46317030.0,166561440.0,184742530.0,48992250.0,66046092.0,381040900.0,219790480.0,78628740.0,105443550.0,115474830.0,115297200.0
2097.0,197042270.0,172115680.0,42854260.0,157151310.0,172972300.0,45939100.0,61238116.0,360960130.0,207966100.0,73273020.0,101082184.0,113252616.0,108446850.0
2098.0,200784270.0,164729820.0,39954276.0,150273020.0,175125340.0,45156904.0,56193284.0,346118050.0,198799860.0,69980220.0,91713870.0,110471496.0,106183560.0
2099.0,204804340.0,158401280.0,37535736.0,143901580.0,167465090.0,41764690.0,50608036.0,341890400.0,191530560.0,69016120.0,80079440.0,98428770.0,99565660.0
2100.0,190167740.0,152359300.0,36815340.0,136586290.0,159126180.0,40877730.0,41571610.0,342828030.0,183178430.0,64715604.0,71347656.0,90517420.0,84540600.0
