time,ACCESS-CM2,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,MRI-ESM2-0
2070.0,47369780000.0,38434525000.0,44161700000.0,48310215000.0,49264470000.0,44627180000.0
2071.0,47101510000.0,37940433000.0,43571830000.0,48109900000.0,49177444000.0,44360960000.0
2072.0,46820577000.0,37446220000.0,43129350000.0,47766050000.0,49082740000.0,44186900000.0
2073.0,46452027000.0,37027226000.0,42547966000.0,47533216000.0,48910885000.0,43942870000.0
2074.0,46052225000.0,36648770000.0,42152546000.0,47327320000.0,48785363000.0,43648004000.0
2075.0,45702100000.0,36255000000.0,41643960000.0,47076782000.0,48620500000.0,43362330000.0
2076.0,45374177000.0,35809340000.0,41086600000.0,46834420000.0,48515097000.0,43114344000.0
2077.0,45031424000.0,35347014000.0,40701780000.0,46499380000.0,48292140000.0,42748318000.0
2078.0,44770996000.0,34863186000.0,40158490000.0,46214620000.0,48137550000.0,42480370000.0
2079.0,44482638000.0,34448904000.0,39673930000.0,45988336000.0,47983985000.0,42189630000.0
2080.0,44333662000.0,33921413000.0,39236920000.0,45701920000.0,47830323000.0,41932880000.0
2081.0,44123206000.0,33520263000.0,38662308000.0,45435978000.0,47589487000.0,41613783000.0
2082.0,43881574000.0,33035356000.0,38171394000.0,45044020000.0,47405937000.0,41226630000.0
2083.0,43672617000.0,32612798000.0,37503357000.0,44692660000.0,47177142000.0,40865800000.0
2084.0,43453220000.0,32162066000.0,36915830000.0,44430905000.0,46943244000.0,40539484000.0
2085.0,43092550000.0,31761388000.0,36330586000.0,44052120000.0,46725923000.0,40255540000.0
2086.0,42773640000.0,31275252000.0,35624030000.0,43720910000.0,46417383000.0,39946720000.0
2087.0,42412737000.0,30813809000.0,35103986000.0,43223724000.0,46170657000.0,39641764000.0
2088.0,42073465000.0,30397747000.0,34444857000.0,42693935000.0,45842770000.0,39244476000.0
2089.0,41593330000.0,29894621000.0,33675840000.0,42193715000.0,45607485000.0,38884377000.0
2090.0,41076200000.0,29452753000.0,33070285000.0,41715044000.0,45350183000.0,38561820000.0
2091.0,40608340000.0,28926851000.0,32383504000.0,41312166000.0,45121343000.0,38211310000.0
2092.0,40075866000.0,28462582000.0,31770733000.0,40959440000.0,44762943000.0,37820430000.0
2093.0,39636226000.0,27945216000.0,31102466000.0,40534643000.0,44429316000.0,37388620000.0
2094.0,39287996000.0,27330853000.0,30494250000.0,40086684000.0,44044968000.0,37040540000.0
2095.0,38977892000.0,26794840000.0,29885740000.0,39594734000.0,43668820000.0,36703818000.0
2096.0,38467367000.0,26330853000.0,29393936000.0,39180680000.0,43340570000.0,36228362000.0
2097.0,37966823000.0,25841275000.0,28789406000.0,38611137000.0,42987545000.0,35707630000.0
2098.0,37430610000.0,25357996000.0,28305582000.0,38047674000.0,42791408000.0,35396230000.0
2099.0,36956676000.0,24891118000.0,27778335000.0,37458153000.0,42534450000.0,35023930000.0
2100.0,36450574000.0,24466194000.0,27236997000.0,36845388000.0,42182820000.0,34512210000.0
2101.0,35728940000.0,23929227000.0,26719881000.0,36417114000.0,41893646000.0,34111260000.0
2102.0,35103797000.0,23513470000.0,26303429000.0,35972043000.0,41536766000.0,33619850000.0
2103.0,34391760000.0,23024386000.0,25848062000.0,35536536000.0,41211980000.0,33113055000.0
2104.0,33731265000.0,22488936000.0,25490750000.0,35049070000.0,40815110000.0,32633448000.0
2105.0,33078968000.0,21919961000.0,24940960000.0,34619896000.0,40361976000.0,32184183000.0
2106.0,32507107000.0,21400371000.0,24512225000.0,34137133000.0,39955374000.0,31714535000.0
2107.0,31761934000.0,20926202000.0,24012755000.0,33492623000.0,39552950000.0,31151118000.0
2108.0,30955766000.0,20393409000.0,23559410000.0,33029319000.0,39041802000.0,30650757000.0
2109.0,30008824000.0,19885146000.0,23201450000.0,32499650000.0,38506430000.0,30233459000.0
2110.0,29192323000.0,19321924000.0,22721268000.0,31969556000.0,37894650000.0,29774470000.0
2111.0,28466602000.0,18944770000.0,22341923000.0,31340786000.0,37459595000.0,29359673000.0
2112.0,27721318000.0,18455308000.0,21867960000.0,30646108000.0,37008065000.0,28893495000.0
2113.0,27116198000.0,17887440000.0,21516046000.0,30004707000.0,36440480000.0,28344359000.0
2114.0,26278322000.0,17363186000.0,21072773000.0,29392620000.0,35801977000.0,27792605000.0
2115.0,25483678000.0,16872020000.0,20648636000.0,28799336000.0,35090416000.0,27084690000.0
2116.0,24642927000.0,16350491000.0,20145281000.0,28039854000.0,34543923000.0,26577789000.0
2117.0,23665912000.0,15813424000.0,19706080000.0,27420826000.0,34042544000.0,25932444000.0
2118.0,22819244000.0,15269640000.0,19220668000.0,26869078000.0,33571580000.0,25405140000.0
2119.0,22087070000.0,14680513000.0,18740072000.0,26320250000.0,32996786000.0,24920603000.0
2120.0,21383504000.0,14035047000.0,18216663000.0,25844627000.0,32602698000.0,24385915000.0
2121.0,20582697000.0,13452417000.0,17750018000.0,25197560000.0,31775367000.0,23877386000.0
2122.0,19779076000.0,12875073000.0,17310253000.0,24458439000.0,31157928000.0,23369940000.0
2123.0,18957263000.0,12362949000.0,16854176000.0,23655318000.0,30333070000.0,22903757000.0
2124.0,18026306000.0,11964677000.0,16417136000.0,22893455000.0,29703344000.0,22312423000.0
2125.0,17106162000.0,11645135000.0,16007517000.0,22014136000.0,29110610000.0,21739516000.0
2126.0,16074791000.0,11279586000.0,15671739000.0,21108802000.0,28402043000.0,21181520000.0
2127.0,15218389000.0,10777611000.0,15330020000.0,20241650000.0,27833205000.0,20612758000.0
2128.0,14539559000.0,10243358000.0,14912513000.0,19393044000.0,27134372000.0,20000223000.0
2129.0,13897276000.0,9796429000.0,14594257000.0,18569122000.0,26170671000.0,19310778000.0
2130.0,13302476000.0,9322315000.0,14343953000.0,17718884000.0,25459003000.0,18731342000.0
2131.0,12666697000.0,8780496000.0,14115372000.0,17032142000.0,24850980000.0,18121226000.0
2132.0,12073312000.0,8337455600.0,13722339000.0,16225863000.0,24162028000.0,17497950000.0
2133.0,11464130000.0,7826875000.0,13441745000.0,15490690000.0,23443106000.0,16879045000.0
2134.0,10929222000.0,7235076600.0,13184668000.0,14623730000.0,22907595000.0,16258170000.0
2135.0,10347758000.0,6805983000.0,12968983000.0,14003059000.0,22007828000.0,15675753000.0
2136.0,9766280000.0,6311771000.0,12710614000.0,13229200000.0,21142264000.0,15120590000.0
2137.0,9275295000.0,5792327700.0,12433265000.0,12607267000.0,20499438000.0,14619277000.0
2138.0,8734972000.0,5364146000.0,12199935000.0,11826159000.0,19729275000.0,14001670000.0
2139.0,8149975000.0,4904929300.0,11997465000.0,10885645000.0,19024750000.0,13417352000.0
2140.0,7590892000.0,4538646500.0,11745261000.0,10282677000.0,18228046000.0,12949856000.0
2141.0,7230016000.0,4152046300.0,11573454000.0,9686059000.0,17486062000.0,12307180000.0
2142.0,6860387300.0,3811127300.0,11309765000.0,9067284000.0,16595308000.0,11687827000.0
2143.0,6575148000.0,3456822000.0,11048619000.0,8436597000.0,15696811000.0,10974577000.0
2144.0,6172888600.0,3118479400.0,10797706000.0,7926461000.0,14852879000.0,10415532000.0
2145.0,5767891500.0,2617339000.0,10536379000.0,7385316400.0,14076396000.0,9806634000.0
2146.0,5438411000.0,2175448800.0,10242142000.0,6786748400.0,13311751000.0,9222662000.0
2147.0,5122732000.0,1818665900.0,10029114000.0,6433006000.0,12622421000.0,8829344000.0
2148.0,4772173000.0,1580515800.0,9852385000.0,5936186400.0,11779502000.0,8436709000.0
2149.0,4471582000.0,1331798100.0,9613208000.0,5511341000.0,10828618000.0,8025464000.0
2150.0,4065713200.0,1206054500.0,9417108000.0,5144551400.0,10227116000.0,7588600000.0
2151.0,3798304300.0,1023467800.0,9205603000.0,4817246000.0,9557720000.0,7148177400.0
2152.0,3516962300.0,851601900.0,8937967000.0,4490064000.0,8939864000.0,6816421000.0
2153.0,3299794200.0,752495200.0,8710777000.0,4155914800.0,8354073600.0,6527334000.0
2154.0,3062114300.0,658661570.0,8523549700.0,3905190000.0,7620847000.0,6232969700.0
2155.0,2797377000.0,519988400.0,8202965000.0,3581249000.0,6904895500.0,5893037600.0
2156.0,2378588700.0,376486200.0,8023711000.0,3287357200.0,6362204000.0,5540945000.0
2157.0,1991279900.0,301517900.0,7881232400.0,2739960800.0,5859218000.0,5289308000.0
2158.0,1632147800.0,213493700.0,7762465000.0,2251057700.0,5304527000.0,4922581500.0
2159.0,1468103700.0,186866800.0,7608387000.0,1904751000.0,4962737000.0,4553132000.0
2160.0,1242840800.0,155062460.0,7425348000.0,1720076400.0,4325107700.0,4249463800.0
2161.0,1089216400.0,119484810.0,7347028500.0,1530161700.0,3997774800.0,3908576000.0
2162.0,899878000.0,80559976.0,7188648400.0,1287674500.0,3693446700.0,3587735800.0
2163.0,760204300.0,59214468.0,7035400000.0,1113001200.0,3436222500.0,3318102500.0
2164.0,678676600.0,46559452.0,6918513700.0,903870600.0,3232902400.0,3105787000.0
2165.0,573706000.0,30558114.0,6808295400.0,732146050.0,3067362300.0,2929849600.0
2166.0,486797500.0,13015928.0,6711787000.0,626802200.0,2822436900.0,2682871300.0
2167.0,413198700.0,96838.91,6605297000.0,535335900.0,2546941700.0,2481882400.0
2168.0,331941400.0,96541.53,6456792600.0,425377500.0,2390682400.0,2204994600.0
2169.0,284879680.0,96277.664,6367418400.0,341200130.0,2305053200.0,1970210400.0
2170.0,248883170.0,95914.31,6202820000.0,280801100.0,2193854000.0,1785681500.0
2171.0,217041260.0,95907.086,6072058000.0,224045310.0,2064549200.0,1618251100.0
2172.0,178397390.0,95458.37,5954303500.0,165509950.0,1958380300.0,1460963100.0
2173.0,150301570.0,95114.76,5870833000.0,122041464.0,1814610800.0,1322342700.0
2174.0,127815780.0,94680.6,5812830700.0,111671760.0,1692034000.0,1023972000.0
2175.0,112150520.0,94083.09,5722334700.0,96958300.0,1469609600.0,790018940.0
2176.0,102254570.0,93122.836,5635672600.0,87885700.0,1345125800.0,694310000.0
2177.0,92903464.0,92194.11,5556398600.0,79322010.0,1183900500.0,607025100.0
2178.0,84063000.0,91013.05,5459621400.0,71282664.0,1048811800.0,531456600.0
2179.0,75719200.0,89334.77,5352752000.0,56306172.0,684418370.0,426958500.0
2180.0,64012036.0,87484.73,5281078000.0,46163156.0,615584400.0,343507520.0
2181.0,53308924.0,84226.28,5209564000.0,33662176.0,565662600.0,298018340.0
2182.0,43409284.0,80453.945,5123776000.0,25165446.0,499121100.0,252899440.0
2183.0,34106910.0,46294.35,5018645000.0,14709004.0,457648930.0,211896260.0
2184.0,26206750.0,44095.375,4880220700.0,140534.48,429001470.0,174840260.0
2185.0,18833340.0,40894.953,4807532000.0,140814.14,397226080.0,127691670.0
2186.0,11637599.0,37070.133,4749576700.0,140614.84,369520400.0,112080500.0
2187.0,0.0,0.0,4657922000.0,140254.2,339669440.0,102284100.0
2188.0,0.0,0.0,4600018000.0,140113.0,320013700.0,92988904.0
2189.0,0.0,0.0,4517869000.0,139944.03,280497400.0,88444376.0
2190.0,0.0,0.0,4470944300.0,139961.6,247097860.0,79894970.0
2191.0,0.0,0.0,4249547500.0,139951.75,217030190.0,71614500.0
2192.0,0.0,0.0,4052893000.0,139782.42,180981730.0,67732030.0
2193.0,0.0,0.0,3958342400.0,139960.11,165437780.0,56896172.0
2194.0,0.0,0.0,3858825200.0,139800.89,140015230.0,49998650.0
2195.0,0.0,0.0,3781247000.0,139727.05,90638430.0,40082816.0
2196.0,0.0,0.0,3718154200.0,139404.33,77138390.0,34233300.0
2197.0,0.0,0.0,3662352400.0,139327.9,55551400.0,28843986.0
2198.0,0.0,0.0,3596299800.0,138997.38,41866264.0,23408384.0
2199.0,0.0,0.0,3537392400.0,138934.92,31199242.0,16288773.0
2200.0,0.0,0.0,3489168100.0,138996.92,12239494.0,3067070.5
2201.0,0.0,0.0,3425795600.0,139009.31,9024498.0,144920.31
2202.0,0.0,0.0,3336571000.0,138531.5,7620147.5,144641.33
2203.0,0.0,0.0,3215655200.0,138315.03,5234306.0,144611.11
2204.0,0.0,0.0,3155388000.0,138427.42,3283139.2,144537.55
2205.0,0.0,0.0,3117254700.0,138278.33,1245643.8,144606.2
2206.0,0.0,0.0,3067590000.0,137874.86,61313.78,144878.6
2207.0,0.0,0.0,3014808800.0,137278.34,36199.66,144885.08
2208.0,0.0,0.0,2971866600.0,137292.48,0.0,144709.47
2209.0,0.0,0.0,2931913500.0,136823.89,0.0,144654.78
2210.0,0.0,0.0,2890869000.0,137274.45,0.0,144744.16
2211.0,0.0,0.0,2813239300.0,137129.06,0.0,144810.0
2212.0,0.0,0.0,2751531800.0,137136.97,0.0,144596.89
2213.0,0.0,0.0,2698292500.0,137054.22,0.0,144666.16
2214.0,0.0,0.0,2649574400.0,137215.02,0.0,144494.83
2215.0,0.0,0.0,2588516400.0,137359.69,0.0,144624.6
2216.0,0.0,0.0,2520696600.0,137673.55,0.0,145150.44
2217.0,0.0,0.0,2444494800.0,137774.67,0.0,144925.06
2218.0,0.0,0.0,2364756000.0,137781.81,0.0,144797.34
2219.0,0.0,0.0,2312490800.0,137658.53,0.0,144773.97
2220.0,0.0,0.0,2226295800.0,137584.53,0.0,144373.47
2221.0,0.0,0.0,2200326700.0,137667.81,0.0,144597.22
2222.0,0.0,0.0,2168150500.0,138051.28,0.0,144491.55
2223.0,0.0,0.0,2112782300.0,138074.23,0.0,144851.38
2224.0,0.0,0.0,2039471700.0,138310.83,0.0,144803.84
2225.0,0.0,0.0,1989680500.0,137790.16,0.0,144868.42
2226.0,0.0,0.0,1929963000.0,137450.44,0.0,144725.84
2227.0,0.0,0.0,1907011100.0,137338.27,0.0,144676.81
2228.0,0.0,0.0,1855100500.0,137281.4,0.0,144538.47
2229.0,0.0,0.0,1808510100.0,137304.69,0.0,144263.3
2230.0,0.0,0.0,1699794000.0,137312.98,0.0,144506.2
2231.0,0.0,0.0,1639404500.0,137438.77,0.0,144692.17
2232.0,0.0,0.0,1601389200.0,137567.89,0.0,144316.66
2233.0,0.0,0.0,1521857200.0,137310.73,0.0,144411.52
2234.0,0.0,0.0,1500782100.0,137046.69,0.0,144609.02
2235.0,0.0,0.0,1416272300.0,136497.03,0.0,144685.39
2236.0,0.0,0.0,1381260800.0,136364.5,0.0,144543.53
2237.0,0.0,0.0,1340622100.0,136389.36,0.0,144485.23
2238.0,0.0,0.0,1305338000.0,136330.33,0.0,144524.67
2239.0,0.0,0.0,1255449000.0,136386.84,0.0,144194.0
2240.0,0.0,0.0,1226108500.0,136657.58,0.0,144483.52
2241.0,0.0,0.0,1130773900.0,136627.5,0.0,144460.7
2242.0,0.0,0.0,1086570500.0,136752.89,0.0,144508.14
2243.0,0.0,0.0,1011377700.0,137022.47,0.0,144473.39
2244.0,0.0,0.0,949479700.0,137043.22,0.0,144417.48
2245.0,0.0,0.0,930528260.0,137339.5,0.0,144587.56
2246.0,0.0,0.0,890304300.0,137317.9,0.0,144246.7
2247.0,0.0,0.0,874866800.0,137603.55,0.0,144187.16
2248.0,0.0,0.0,854840800.0,137534.64,0.0,144178.66
2249.0,0.0,0.0,837072640.0,137261.9,0.0,143949.25
2250.0,0.0,0.0,794462100.0,136868.62,0.0,143911.23
2251.0,0.0,0.0,766393900.0,136443.08,0.0,144187.08
2252.0,0.0,0.0,736365500.0,136489.1,0.0,144457.05
2253.0,0.0,0.0,686573100.0,136215.33,0.0,144392.3
2254.0,0.0,0.0,651685440.0,136005.67,0.0,144434.0
2255.0,0.0,0.0,576724500.0,135784.08,0.0,144617.55
2256.0,0.0,0.0,535437440.0,135744.92,0.0,144510.11
2257.0,0.0,0.0,500689540.0,135454.88,0.0,144606.66
2258.0,0.0,0.0,464234000.0,135385.17,0.0,144714.1
2259.0,0.0,0.0,358485300.0,135292.92,0.0,144816.84
2260.0,0.0,0.0,297082370.0,134944.16,0.0,144800.19
2261.0,0.0,0.0,272588160.0,134618.25,0.0,144817.58
2262.0,0.0,0.0,246305440.0,134143.94,0.0,145223.9
2263.0,0.0,0.0,219778020.0,133698.14,0.0,145110.36
2264.0,0.0,0.0,201220340.0,133324.69,0.0,144979.47
2265.0,0.0,0.0,190525340.0,133300.4,0.0,144786.94
2266.0,0.0,0.0,186906260.0,133239.3,0.0,144555.92
2267.0,0.0,0.0,173798800.0,133025.72,0.0,144360.14
2268.0,0.0,0.0,166122350.0,133023.69,0.0,144314.5
2269.0,0.0,0.0,153353440.0,133038.19,0.0,144254.89
2270.0,0.0,0.0,145428270.0,132846.52,0.0,144467.84
2271.0,0.0,0.0,128941530.0,132418.61,0.0,144319.14
2272.0,0.0,0.0,105700040.0,132524.95,0.0,144170.12
2273.0,0.0,0.0,96665750.0,133120.47,0.0,144572.77
2274.0,0.0,0.0,43170160.0,133074.33,0.0,144276.56
2275.0,0.0,0.0,0.0,133360.11,0.0,144292.4
2276.0,0.0,0.0,0.0,133546.2,0.0,144129.05
2277.0,0.0,0.0,0.0,134220.89,0.0,143887.84
2278.0,0.0,0.0,0.0,134365.31,0.0,143999.28
2279.0,0.0,0.0,0.0,134427.6,0.0,143902.55
2280.0,0.0,0.0,0.0,134665.3,0.0,144010.47
2281.0,0.0,0.0,0.0,134890.84,0.0,143822.98
2282.0,0.0,0.0,0.0,135494.92,0.0,143942.28
2283.0,0.0,0.0,0.0,135537.95,0.0,144286.8
2284.0,0.0,0.0,0.0,135484.64,0.0,144225.31
2285.0,0.0,0.0,0.0,135244.38,0.0,144170.33
2286.0,0.0,0.0,0.0,135002.03,0.0,144338.94
2287.0,0.0,0.0,0.0,134761.45,0.0,144610.05
2288.0,0.0,0.0,0.0,134605.62,0.0,144442.28
2289.0,0.0,0.0,0.0,134784.0,0.0,144201.25
2290.0,0.0,0.0,0.0,134704.97,0.0,144366.9
2291.0,0.0,0.0,0.0,134530.84,0.0,144566.58
2292.0,0.0,0.0,0.0,134213.55,0.0,144509.66
2293.0,0.0,0.0,0.0,133977.34,0.0,144472.5
2294.0,0.0,0.0,0.0,133218.33,0.0,144568.98
2295.0,0.0,0.0,0.0,132550.5,0.0,144200.88
2296.0,0.0,0.0,0.0,132443.69,0.0,144420.23
2297.0,0.0,0.0,0.0,131922.36,0.0,144266.88
2298.0,0.0,0.0,0.0,131551.77,0.0,144104.1
2299.0,0.0,0.0,0.0,131323.97,0.0,143839.77
2300.0,0.0,0.0,0.0,130848.664,0.0,143816.81
