time,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM,CANESM5,BCC-CSM2-MR,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8
2038.0,10752724000.0,10647369000.0,10786457000.0,10231739000.0,10696838000.0,10743770000.0,10697012000.0,10695097000.0,10731856000.0,10647437000.0,10485830000.0,10905221000.0,10338403000.0,10678237000.0,10411218000.0,10478833000.0,10818789000.0
2039.0,10726272000.0,10605633000.0,10765575000.0,10141486000.0,10671548000.0,10715893000.0,10672569000.0,10670168000.0,10705923000.0,10611896000.0,10436273000.0,10975639000.0,10283987000.0,10645837000.0,10358054000.0,10411901000.0,10786932000.0
2040.0,10694506000.0,10579620000.0,10756322000.0,10028276000.0,10639456000.0,10680659000.0,10637928000.0,10623964000.0,10686156000.0,10617421000.0,10396988000.0,10878313000.0,10208903000.0,10607012000.0,10303650000.0,10350325000.0,10776333000.0
2041.0,10671865000.0,10554740000.0,10777600000.0,9929085000.0,10611713000.0,10663928000.0,10610534000.0,10568337000.0,10648559000.0,10528342000.0,10316960000.0,10855774000.0,10104614000.0,10557336000.0,10244143000.0,10318906000.0,10744332000.0
2042.0,10651255000.0,10554228000.0,10718127000.0,9823583000.0,10562185000.0,10632032000.0,10574872000.0,10527132000.0,10623002000.0,10484328000.0,10269212000.0,10804049000.0,10029887000.0,10522211000.0,10176281000.0,10270030000.0,10753918000.0
2043.0,10631433000.0,10530380000.0,10690688000.0,9720223000.0,10520443000.0,10612933000.0,10544654000.0,10476357000.0,10603262000.0,10444752000.0,10200344000.0,10793511000.0,9921148000.0,10497659000.0,10104183000.0,10195424000.0,10694771000.0
2044.0,10609698000.0,10479024000.0,10668538000.0,9559114000.0,10484246000.0,10620872000.0,10514269000.0,10431476000.0,10572462000.0,10419339000.0,10158355000.0,10753091000.0,9843240000.0,10459431000.0,10039998000.0,10150145000.0,10665080000.0
2045.0,10595726000.0,10450927000.0,10647623000.0,9399407000.0,10473350000.0,10582178000.0,10499257000.0,10390074000.0,10566454000.0,10381747000.0,10083425000.0,10732915000.0,9766244000.0,10425926000.0,9971174000.0,10075227000.0,10645249000.0
2046.0,10571923000.0,10418106000.0,10623566000.0,9257704000.0,10442503000.0,10552837000.0,10491963000.0,10326902000.0,10526839000.0,10326759000.0,9992054000.0,10717597000.0,9689269000.0,10385064000.0,9896780000.0,9979334000.0,10608664000.0
2047.0,10553138000.0,10378968000.0,10607824000.0,9113357000.0,10406880000.0,10527823000.0,10444921000.0,10281119000.0,10508887000.0,10266907000.0,9917008000.0,10703616000.0,9575951000.0,10329880000.0,9762782000.0,9866262000.0,10594758000.0
2048.0,10543380000.0,10305411000.0,10598859000.0,8980347000.0,10356752000.0,10482998000.0,10397678000.0,10174609000.0,10490618000.0,10222618000.0,9831935000.0,10685492000.0,9430676000.0,10279171000.0,9709625000.0,9788573000.0,10573194000.0
2049.0,10521464000.0,10280974000.0,10577991000.0,8834174000.0,10281378000.0,10443156000.0,10362143000.0,10103187000.0,10458098000.0,10169100000.0,9800474000.0,10715183000.0,9324064000.0,10231784000.0,9642991000.0,9700081000.0,10545707000.0
2050.0,10511547000.0,10231644000.0,10549400000.0,8703752000.0,10228403000.0,10418101000.0,10333539000.0,10013645000.0,10439393000.0,10124006000.0,9683105000.0,10712014000.0,9198241000.0,10184027000.0,9563812000.0,9599066000.0,10520973000.0
2051.0,10489751000.0,10177059000.0,10524550000.0,8574516700.0,10162295000.0,10352266000.0,10276444000.0,9930348000.0,10409193000.0,10068732000.0,9596326000.0,10682937000.0,9099075000.0,10146104000.0,9494074000.0,9519222000.0,10489176000.0
2052.0,10463796000.0,10122319000.0,10492888000.0,8490027500.0,10072526000.0,10325270000.0,10244083000.0,9835886000.0,10374969000.0,10002418000.0,9541311000.0,10683534000.0,9016255000.0,10089844000.0,9449706000.0,9457195000.0,10458425000.0
2053.0,10458386000.0,10083029000.0,10470559000.0,8371621400.0,10010599000.0,10278880000.0,10194281000.0,9762485000.0,10338909000.0,9926384000.0,9452574000.0,10670691000.0,8927143000.0,10043914000.0,9344690000.0,9340094000.0,10434629000.0
2054.0,10405392000.0,10063699000.0,10450510000.0,8237163500.0,9942356000.0,10231606000.0,10117600000.0,9674835000.0,10293837000.0,9862174000.0,9368340000.0,10656383000.0,8825311000.0,10021453000.0,9276838000.0,9315895000.0,10385854000.0
2055.0,10373752000.0,10007279000.0,10404352000.0,8116497400.0,9859701000.0,10176347000.0,10043677000.0,9615373000.0,10262772000.0,9809149000.0,9327510000.0,10653932000.0,8767680000.0,9983847000.0,9228410000.0,9205382000.0,10332767000.0
2056.0,10356784000.0,9957450000.0,10376387000.0,7998389000.0,9785775000.0,10132991000.0,9995049000.0,9523197000.0,10234339000.0,9749651000.0,9263209000.0,10725599000.0,8696504000.0,9926898000.0,9138958000.0,9125621000.0,10293786000.0
2057.0,10327240000.0,9899133000.0,10342084000.0,7866176500.0,9701888000.0,10083826000.0,9985367000.0,9418566000.0,10203976000.0,9626988000.0,9174834000.0,10880194000.0,8623001000.0,9887165000.0,9136339000.0,9048154000.0,10232521000.0
2058.0,10313129000.0,9873035000.0,10301357000.0,7748772000.0,9609924000.0,10070573000.0,9911099000.0,9324756000.0,10187267000.0,9567098000.0,9128596000.0,10873099000.0,8543530000.0,9841201000.0,9055837000.0,9000638000.0,10211822000.0
2059.0,10282793000.0,9844663000.0,10275436000.0,7556450000.0,9545776000.0,9989426000.0,9810063000.0,9257688000.0,10147098000.0,9499805000.0,9067701000.0,10816894000.0,8473586700.0,9798578000.0,8994397000.0,8939384000.0,10145215000.0
2060.0,10256318000.0,9777765000.0,10213428000.0,7401692000.0,9460234000.0,9947252000.0,9746938000.0,9173812000.0,10094828000.0,9417727000.0,9051870000.0,10775772000.0,8410494500.0,9779176000.0,8931933000.0,8873968000.0,10117532000.0
2061.0,10201699000.0,9726242000.0,10173674000.0,7262996000.0,9390909000.0,9904622000.0,9684343000.0,9098474000.0,10057199000.0,9304696000.0,8973246000.0,10735338000.0,8336675000.0,9778519000.0,8902713000.0,8804872000.0,10037829000.0
2062.0,10173617000.0,9663513000.0,10143924000.0,7133154300.0,9313671000.0,9814511000.0,9602803000.0,9024424000.0,10072858000.0,9281755000.0,8920765000.0,10802094000.0,8270881300.0,9672934000.0,8842830000.0,8741353000.0,9991720000.0
2063.0,10142718000.0,9622214000.0,10098014000.0,7006194000.0,9265442000.0,9758839000.0,9538406000.0,8961263000.0,10010557000.0,9205804000.0,8881442000.0,10803450000.0,8193470500.0,9656847000.0,8758749000.0,8677122000.0,9922600000.0
2064.0,10106227000.0,9561139000.0,10068607000.0,6851297000.0,9187259000.0,9690276000.0,9460986000.0,8854884000.0,9981062000.0,9129849000.0,8852230000.0,10867227000.0,8105053000.0,9639382000.0,8714174000.0,8662770000.0,9841181000.0
2065.0,10077388000.0,9513470000.0,10006590000.0,6726804000.0,9141299000.0,9645103000.0,9410099000.0,8765878000.0,10034193000.0,9075495000.0,8828402000.0,10816452000.0,8039411700.0,9593849000.0,8653429000.0,8576466000.0,9742197000.0
2066.0,10043543000.0,9483140000.0,9955498000.0,6601162000.0,9123246000.0,9589856000.0,9315152000.0,8712678000.0,10000020000.0,9014919000.0,8784153000.0,10785690000.0,7960719400.0,9542260000.0,8594946000.0,8537754600.0,9707677000.0
2067.0,9989701000.0,9417429000.0,9888375000.0,6443076600.0,9068930000.0,9497939000.0,9303911000.0,8628300000.0,10034859000.0,9010241000.0,8747553000.0,10745439000.0,7877987000.0,9530093000.0,8550462000.0,8459518000.0,9635565000.0
2068.0,9946661000.0,9374559000.0,9862695000.0,6344883700.0,9004584000.0,9438829000.0,9249483000.0,8556428000.0,9960051000.0,8912823000.0,8684294000.0,10684904000.0,7810088400.0,9469686000.0,8478918000.0,8376791600.0,9580189000.0
2069.0,9905338000.0,9348535000.0,9819948000.0,6228640000.0,8978940000.0,9413514000.0,9219494000.0,8491631600.0,10088528000.0,8857720000.0,8616130000.0,10654768000.0,7745309700.0,9491657000.0,8446743000.0,8307340300.0,9490148000.0
2070.0,9856680000.0,9315568000.0,9772249000.0,6134530600.0,8914652000.0,9364332000.0,9180368000.0,8441708500.0,9935993000.0,8836549000.0,8552753700.0,10620389000.0,7659491000.0,9556996000.0,8346342000.0,8215523000.0,9478084000.0
2071.0,9839389000.0,9280573000.0,9714661000.0,6039853600.0,8838786000.0,9320385000.0,9188089000.0,8364640000.0,9852303000.0,8773490000.0,8542841300.0,10588159000.0,7602835000.0,9556568000.0,8274024000.0,8192920600.0,9413422000.0
2072.0,9810224000.0,9242112000.0,9692582000.0,5908731000.0,8770293000.0,9261629000.0,9117131000.0,8288108500.0,9844771000.0,8789539000.0,8494624000.0,10532703000.0,7545324000.0,9465828000.0,8222850600.0,8133662700.0,9380302000.0
2073.0,9774279000.0,9200465000.0,9638787000.0,5832714000.0,8732197000.0,9210204000.0,9054877000.0,8226487300.0,9807610000.0,8691642000.0,8461086700.0,10498430000.0,7475426300.0,9473303000.0,8141468700.0,8065339400.0,9353081000.0
2074.0,9783737000.0,9169039000.0,9635171000.0,5713885000.0,8676667000.0,9204259000.0,9006460000.0,8182685000.0,9776220000.0,8630631000.0,8402375700.0,10494080000.0,7393688000.0,9402437000.0,8089569000.0,8012911000.0,9270753000.0
2075.0,9746754000.0,9137619000.0,9584584000.0,5649018400.0,8607542000.0,9162234000.0,8972607000.0,8159911000.0,9846921000.0,8574755000.0,8355245000.0,10460956000.0,7319158000.0,9383569000.0,8035647000.0,7953825300.0,9219113000.0
2076.0,9671743000.0,9103176000.0,9547528000.0,5524963300.0,8554838500.0,9096735000.0,8932327000.0,8083610600.0,9779135000.0,8525610000.0,8345269000.0,10449185000.0,7259946500.0,9367700000.0,7991903700.0,7898201600.0,9148886000.0
2077.0,9640354000.0,9091674000.0,9538921000.0,5451435000.0,8453894000.0,9049353000.0,8905127000.0,8014092000.0,9713338000.0,8466576000.0,8312785000.0,10421189000.0,7151741400.0,9390669000.0,7962332000.0,7837203000.0,9112494000.0
2078.0,9611607000.0,9062681000.0,9630090000.0,5311413000.0,8402289000.0,8977851000.0,8865170000.0,7959841300.0,9719422000.0,8409064400.0,8294851000.0,10373527000.0,7100307000.0,9328538000.0,7895898000.0,7802675700.0,9035255000.0
2079.0,9609771000.0,9017736000.0,9519899000.0,5213799400.0,8353392000.0,8952074000.0,8809797000.0,7869625300.0,9738413000.0,8340472000.0,8248098000.0,10341613000.0,7025691600.0,9391388000.0,7860854300.0,7729338000.0,8995002000.0
2080.0,9591090000.0,8959621000.0,9491958000.0,5095745500.0,8316385300.0,8898727000.0,8772237000.0,7810836500.0,9844124000.0,8303720000.0,8279522300.0,10364478000.0,6974797000.0,9371720000.0,7822618000.0,7702666000.0,8936600000.0
2081.0,9615836000.0,8924049000.0,9468983000.0,4984477000.0,8245875000.0,8865698000.0,8750654000.0,7769094000.0,9675958000.0,8244147000.0,8189297700.0,10311434000.0,6901675000.0,9403957000.0,7746963000.0,7653867000.0,8900314000.0
2082.0,9534137000.0,8890780000.0,9423090000.0,4909630500.0,8188165000.0,8792844000.0,8698194000.0,7734271500.0,9641947000.0,8144992000.0,8252150300.0,10271241000.0,6855240000.0,9655218000.0,7703412000.0,7585299000.0,8817574000.0
2083.0,9501903000.0,8843542000.0,9397301000.0,4802518000.0,8125358000.0,8750383000.0,8650425000.0,7641332000.0,9608842000.0,8103393000.0,8172826000.0,10227916000.0,6784024000.0,9436231000.0,7657747000.0,7535473700.0,8795772000.0
2084.0,9534214000.0,8813835000.0,9378610000.0,4704269300.0,8113149000.0,8710758000.0,8608191000.0,7587324000.0,9669507000.0,8047569400.0,8196384300.0,10225976000.0,6703436300.0,9350313000.0,7619300400.0,7500585000.0,8769833000.0
2085.0,9513410000.0,8780717000.0,9429214000.0,4609853400.0,8041490400.0,8644852000.0,8536731600.0,7532383000.0,9707289000.0,7978740000.0,8201914000.0,10219532000.0,6680122400.0,9316070000.0,7537358000.0,7483188000.0,8688537000.0
2086.0,9477284000.0,8753059000.0,9366883000.0,4533829600.0,7987695000.0,8612210000.0,8467955700.0,7482794000.0,9732754000.0,7919448000.0,8305948700.0,10195946000.0,6655629000.0,9308812000.0,7482892300.0,7427493000.0,8603523000.0
2087.0,9453687000.0,8729400000.0,9364091000.0,4462063600.0,7960712700.0,8593184000.0,8408085000.0,7418644000.0,9626376000.0,7883566000.0,8197999600.0,10195261000.0,6617536500.0,9287977000.0,7420513000.0,7382184000.0,8559408000.0
2088.0,9440313000.0,8696056000.0,9369594000.0,4358087000.0,7925433300.0,8532027400.0,8382212600.0,7308482600.0,9608014000.0,7827310000.0,8074109400.0,10156169000.0,6551934000.0,9336906000.0,7382449000.0,7335328300.0,8524659000.0
2089.0,9431943000.0,8680911000.0,9473461000.0,4284714500.0,7865938000.0,8510373400.0,8339189000.0,7277283000.0,9638330000.0,7760300500.0,8081374000.0,10138138000.0,6492003300.0,9399905000.0,7339637000.0,7286327300.0,8477163000.0
2090.0,9393201000.0,8615727000.0,9351355000.0,4223230500.0,7827568600.0,8464290000.0,8287655000.0,7212992500.0,9678263000.0,7693598700.0,8037942000.0,10157429000.0,6447493000.0,9338161000.0,7289429500.0,7284002300.0,8416959500.0
2091.0,9331191000.0,8615049000.0,9291253000.0,4126609000.0,7778722300.0,8422552600.0,8258667500.0,7170061300.0,9571040000.0,7666943500.0,8029083000.0,10115322000.0,6405287400.0,9350678000.0,7264909000.0,7234369500.0,8372571600.0
2092.0,9319998000.0,8574116000.0,9266023000.0,4068067300.0,7759234600.0,8337863700.0,8210977300.0,7077842400.0,9552083000.0,7609316000.0,8059331000.0,10133873000.0,6331569000.0,9305817000.0,7228492000.0,7181687300.0,8347930600.0
2093.0,9314417000.0,8522596000.0,9298973000.0,3990467300.0,7741233000.0,8296861000.0,8155252700.0,7007286000.0,9557938000.0,7540962300.0,8087246000.0,10099143000.0,6316456400.0,9265554000.0,7142760000.0,7192936000.0,8290233300.0
2094.0,9339122000.0,8499642000.0,9359501000.0,3938126000.0,7710527500.0,8245690000.0,8144668000.0,6926622000.0,9542595000.0,7502817300.0,7989026000.0,10097859000.0,6246170600.0,9294251000.0,7163248000.0,7102223000.0,8229859300.0
2095.0,9286279000.0,8441799000.0,9288640000.0,3912117500.0,7657067500.0,8235321000.0,8095959600.0,6824945000.0,9529483000.0,7435764700.0,7961836000.0,10104638000.0,6175062000.0,9277274000.0,7074513000.0,7039809500.0,8190081000.0
2096.0,9251078000.0,8409051600.0,9249920000.0,3826883800.0,7624319000.0,8195923500.0,8046960000.0,6748136400.0,9564487000.0,7367149000.0,8106013000.0,10090659000.0,6138216000.0,9320348000.0,7113268700.0,7013742000.0,8150781400.0
2097.0,9248276000.0,8387075600.0,9249302000.0,3720610800.0,7602511000.0,8158438000.0,8010531300.0,6687763500.0,9517441000.0,7325166600.0,8044186600.0,10070767000.0,6064045600.0,9451070000.0,7046302700.0,7106162700.0,8122240000.0
2098.0,9253787000.0,8357581000.0,9292085000.0,3635000600.0,7598835700.0,8171943400.0,7996206600.0,6622352400.0,9571635000.0,7321305000.0,8124165600.0,10094764000.0,6037702000.0,9347597000.0,6987799600.0,6963026000.0,8091332000.0
2099.0,9207822000.0,8326135300.0,9222521000.0,3551138600.0,7525206500.0,8075206700.0,7946102300.0,6573146600.0,9504802000.0,7212991500.0,7984003000.0,10062567000.0,5982310400.0,9386786000.0,6984092000.0,6929403000.0,8034709500.0
2100.0,9187813000.0,8255007000.0,9192940000.0,3444333300.0,7483947500.0,8051953700.0,7884419600.0,6515854000.0,9521535000.0,7166087700.0,7948304000.0,10030947000.0,5929974000.0,9317913000.0,6950481400.0,6877006300.0,8062563300.0
