time,CANESM5,FGOALS-F3-L,IPSL-CM6A-LR,BCC-CSM2-MR,ACCESS-CM2,CESM2,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,EC-EARTH3,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MRI-ESM2-0,EC-EARTH3-VEG,ACCESS-ESM1-5,CMCC-CM2-SR5
2021.0,10978873000.0,10982306000.0,10984934000.0,10986183000.0,10978031000.0,10995934000.0,10982856000.0,10978323000.0,10988485000.0,10982411000.0,10987142000.0,11007687000.0,10981729000.0,10983863000.0,10986144000.0,10985126000.0,10989053000.0,11024227000.0,11020013000.0
2022.0,10966083000.0,10973354000.0,10982611000.0,11022927000.0,10966919000.0,10980871000.0,10984274000.0,10965849000.0,10980316000.0,10969329000.0,10972200000.0,10986600000.0,10976767000.0,10971531000.0,10973619000.0,10975278000.0,10976944000.0,11004964000.0,10990462000.0
2023.0,10948788000.0,10965571000.0,10970214000.0,10979764000.0,10958151000.0,10971638000.0,10976440000.0,10958735000.0,10976103000.0,10962602000.0,10966654000.0,10981083000.0,10953455000.0,10970538000.0,10965549000.0,10963666000.0,10970599000.0,10980611000.0,10981338000.0
2024.0,10926762000.0,10956954000.0,10968502000.0,10972350000.0,10947928000.0,10962918000.0,10973507000.0,10951284000.0,10964766000.0,10950259000.0,10959069000.0,10976821000.0,10933409000.0,10955549000.0,10959479000.0,10948483000.0,10957211000.0,11000962000.0,11017089000.0
2025.0,10908153000.0,10965583000.0,10960977000.0,10957834000.0,10960822000.0,10957209000.0,10961497000.0,10942525000.0,10959632000.0,10932150000.0,10947485000.0,10971146000.0,10915206000.0,10945401000.0,10957152000.0,10931957000.0,10950275000.0,10971185000.0,10990167000.0
2026.0,10885377000.0,10955620000.0,10951543000.0,10952982000.0,10939417000.0,10947306000.0,10953993000.0,10949248000.0,10966168000.0,10918461000.0,10936247000.0,10963394000.0,10899487000.0,10930469000.0,10942148000.0,10917488000.0,10942874000.0,10964307000.0,10974451000.0
2027.0,10860044000.0,10941286000.0,10941590000.0,10937871000.0,10930443000.0,10932106000.0,10942878000.0,10931984000.0,10949353000.0,10891931000.0,10921282000.0,10968933000.0,10862616000.0,10915240000.0,10934819000.0,10896272000.0,10952590000.0,10952448000.0,10968868000.0
2028.0,10820160000.0,10920561000.0,10920553000.0,10921404000.0,10910379000.0,10983692000.0,10939837000.0,10921976000.0,10939210000.0,10876109000.0,10901074000.0,10961163000.0,10858289000.0,10884059000.0,10916737000.0,10890402000.0,10915192000.0,10942817000.0,10948722000.0
2029.0,10781473000.0,10910926000.0,10914617000.0,10909345000.0,10895369000.0,10943950000.0,10989041000.0,10912079000.0,10931738000.0,10843175000.0,10881127000.0,10947456000.0,10818219000.0,10848839000.0,10903547000.0,10855383000.0,10900208000.0,10941520000.0,10938070000.0
2030.0,10748196000.0,10893013000.0,10887051000.0,10885906000.0,10867252000.0,10891297000.0,10925812000.0,10896503000.0,10908306000.0,10807862000.0,10859987000.0,10932543000.0,10789453000.0,10815321000.0,10885808000.0,10821664000.0,10872011000.0,10912650000.0,10908196000.0
2031.0,10701450000.0,10901439000.0,10874715000.0,10864766000.0,10838228000.0,10880910000.0,10904586000.0,10867610000.0,10912854000.0,10774648000.0,10822385000.0,10915034000.0,10763440000.0,10797755000.0,10865354000.0,10792719000.0,10852625000.0,10897812000.0,10893233000.0
2032.0,10664168000.0,10872834000.0,10847987000.0,10839429000.0,10821010000.0,10853818000.0,10885270000.0,10851779000.0,10876759000.0,10730280000.0,10801714000.0,10896133000.0,10725172000.0,10764849000.0,10841839000.0,10756577000.0,10841601000.0,10876072000.0,10871045000.0
2033.0,10613382000.0,10863605000.0,10833680000.0,10823365000.0,10803312000.0,10834861000.0,10868360000.0,10827556000.0,10862633000.0,10688802000.0,10766280000.0,10882388000.0,10700640000.0,10734077000.0,10826375000.0,10720486000.0,10828742000.0,10866773000.0,10856140000.0
2034.0,10569330000.0,10856086000.0,10804782000.0,10796471000.0,10763441000.0,10807195000.0,10856765000.0,10806872000.0,10863732000.0,10626977000.0,10725675000.0,10861029000.0,10659254000.0,10691832000.0,10799016000.0,10661777000.0,10798113000.0,10848976000.0,10827731000.0
2035.0,10505044000.0,10817450000.0,10772466000.0,10762112000.0,10734945000.0,10779338000.0,10851369000.0,10773040000.0,10826652000.0,10572569000.0,10689071000.0,10850838000.0,10616172000.0,10644151000.0,10774106000.0,10616293000.0,10770766000.0,10816499000.0,10807890000.0
2036.0,10443220000.0,10806406000.0,10760374000.0,10738848000.0,10699453000.0,10761587000.0,10824122000.0,10738750000.0,10814005000.0,10513212000.0,10640369000.0,10828614000.0,10559602000.0,10604928000.0,10758718000.0,10568814000.0,10746745000.0,10821778000.0,10782915000.0
2037.0,10385310000.0,10792689000.0,10733553000.0,10719835000.0,10653068000.0,10750166000.0,10810774000.0,10719311000.0,10800221000.0,10444023000.0,10589757000.0,10805728000.0,10518126000.0,10570320000.0,10722995000.0,10522119000.0,10719599000.0,10804250000.0,10757679000.0
2038.0,10287261000.0,10768115000.0,10699555000.0,10675941000.0,10611644000.0,10715725000.0,10803003000.0,10677717000.0,10761858000.0,10379598000.0,10538084000.0,10781897000.0,10477128000.0,10507902000.0,10698973000.0,10463442000.0,10684904000.0,10787891000.0,10715546000.0
2039.0,10190036000.0,10741917000.0,10659785000.0,10658305000.0,10563293000.0,10684524000.0,10783075000.0,10641379000.0,10735294000.0,10292219000.0,10489591000.0,10759976000.0,10430300000.0,10459735000.0,10670863000.0,10417319000.0,10680819000.0,10755810000.0,10668917000.0
2040.0,10067693000.0,10714236000.0,10616553000.0,10618771000.0,10530703000.0,10640734000.0,10756199000.0,10602494000.0,10700270000.0,10210442000.0,10420973000.0,10725402000.0,10379888000.0,10420035000.0,10636369000.0,10359933000.0,10622530000.0,10726475000.0,10625002000.0
2041.0,9965820000.0,10683167000.0,10584529000.0,10568190000.0,10477532000.0,10593658000.0,10726556000.0,10557783000.0,10652906000.0,10096910000.0,10373562000.0,10704668000.0,10347837000.0,10378166000.0,10595345000.0,10307722000.0,10576059000.0,10688817000.0,10589999000.0
2042.0,9864579000.0,10653127000.0,10553040000.0,10529619000.0,10437769000.0,10559618000.0,10688660000.0,10524941000.0,10614950000.0,9972258000.0,10332988000.0,10671907000.0,10315929000.0,10331599000.0,10558113000.0,10210974000.0,10541934000.0,10646925000.0,10548324000.0
2043.0,9752548000.0,10633632000.0,10506260000.0,10494111000.0,10409768000.0,10529202000.0,10672940000.0,10483503000.0,10592819000.0,9857522000.0,10280252000.0,10653218000.0,10274266000.0,10264347000.0,10524712000.0,10133479000.0,10496091000.0,10632071000.0,10504703000.0
2044.0,9588106000.0,10613901000.0,10459852000.0,10461157000.0,10372123000.0,10501172000.0,10644137000.0,10435747000.0,10559116000.0,9744827000.0,10231532000.0,10619644000.0,10217771000.0,10196366000.0,10505070000.0,10057358000.0,10447606000.0,10583433000.0,10453203000.0
2045.0,9429137000.0,10585795000.0,10421473000.0,10423146000.0,10325106000.0,10461764000.0,10610631000.0,10395662000.0,10553332000.0,9636067000.0,10171936000.0,10582139000.0,10158750000.0,10116772000.0,10478879000.0,9977474000.0,10417819000.0,10637723000.0,10389745000.0
2046.0,9272777000.0,10565053000.0,10368481000.0,10394444000.0,10265432000.0,10428547000.0,10595287000.0,10344034000.0,10522030000.0,9511827000.0,10102033000.0,10549368000.0,10108893000.0,10044051000.0,10439502000.0,9881769000.0,10393120000.0,10622607000.0,10323378000.0
2047.0,9133492000.0,10529300000.0,10316529000.0,10341934000.0,10188265000.0,10389034000.0,10574017000.0,10303567000.0,10500745000.0,9337550000.0,9989512000.0,10517386000.0,10045241000.0,9926498000.0,10404051000.0,9757652000.0,10336826000.0,10554906000.0,10244764000.0
2048.0,9013499000.0,10497097000.0,10244461000.0,10286461000.0,10095822000.0,10340345000.0,10534877000.0,10237006000.0,10479717000.0,9192605000.0,9932430000.0,10472065000.0,9972131000.0,9828158000.0,10348607000.0,9655183000.0,10281008000.0,10535456000.0,10180703000.0
2049.0,8854665000.0,10452518000.0,10128985000.0,10231253000.0,10045672000.0,10302025000.0,10511506000.0,10187209000.0,10428630000.0,9084301000.0,9854952000.0,10414750000.0,9891426000.0,9729381000.0,10288963000.0,9550191000.0,10231097000.0,10502335000.0,10084528000.0
2050.0,8695796000.0,10394846000.0,10066645000.0,10188130000.0,9959502000.0,10259122000.0,10489966000.0,10128087000.0,10367743000.0,8975996000.0,9756654000.0,10370148000.0,9808812000.0,9575286000.0,10234275000.0,9426142000.0,10156515000.0,10460405000.0,9970324000.0
2051.0,8548009000.0,10340235000.0,9995668000.0,10095751000.0,9894672000.0,10200351000.0,10456038000.0,10085531000.0,10353356000.0,8845791000.0,9672872000.0,10307598000.0,9741768000.0,9432501000.0,10175193000.0,9327423000.0,10082355000.0,10419526000.0,9903757000.0
2052.0,8390298600.0,10286668000.0,9893961000.0,10012620000.0,9814722000.0,10128802000.0,10433513000.0,10021969000.0,10285460000.0,8722772000.0,9580893000.0,10248495000.0,9693732000.0,9292499000.0,10094910000.0,9197347000.0,10021094000.0,10391252000.0,9832263000.0
2053.0,8259887600.0,10227151000.0,9818652000.0,9939674000.0,9738983000.0,10068193000.0,10397634000.0,9965838000.0,10247370000.0,8630908000.0,9475014000.0,10180204000.0,9620280000.0,9119006000.0,10032049000.0,9111203000.0,9878919000.0,10344001000.0,9760776000.0
2054.0,8109241000.0,10157646000.0,9734861000.0,9866447000.0,9655291000.0,9990630000.0,10373411000.0,9906898000.0,10185651000.0,8561454600.0,9352452000.0,10075409000.0,9551664000.0,9009585000.0,9963000000.0,9008305000.0,9805989000.0,10295749000.0,9635263000.0
2055.0,7989333500.0,10068540000.0,9607294000.0,9824622000.0,9539602000.0,9921105000.0,10328161000.0,9841859000.0,10143025000.0,8457254400.0,9240856000.0,10011808000.0,9477827000.0,8879492000.0,9903089000.0,8901381000.0,9692808000.0,10247229000.0,9526156000.0
2056.0,7844726000.0,9963274000.0,9485842000.0,9708477000.0,9412917000.0,9858208000.0,10291584000.0,9773111000.0,10094353000.0,8344949000.0,9137019000.0,9904073000.0,9400233000.0,8738410000.0,9851843000.0,8840331000.0,9557234000.0,10192725000.0,9418577000.0
2057.0,7658847000.0,9889934000.0,9348574000.0,9628812000.0,9320854000.0,9790906000.0,10249624000.0,9701802000.0,10043815000.0,8227689000.0,9068643000.0,9786582000.0,9303885000.0,8598630000.0,9767692000.0,8771710000.0,9476086000.0,10134359000.0,9305103000.0
2058.0,7507668500.0,9763448000.0,9252910000.0,9540481000.0,9210801000.0,9721457000.0,10202507000.0,9628443000.0,9995972000.0,8118799400.0,8942019000.0,9696366000.0,9221084000.0,8518989300.0,9686914000.0,8685432000.0,9365778000.0,10062183000.0,9204770000.0
2059.0,7326378500.0,9648073000.0,9157190000.0,9476302000.0,9099996000.0,9647052000.0,10147012000.0,9616016000.0,9921861000.0,8005940700.0,8893613000.0,9628361000.0,9167457000.0,8415557600.0,9603761000.0,8623497000.0,9267155000.0,10019959000.0,9112445000.0
2060.0,7106340400.0,9525552000.0,9063952000.0,9387737000.0,9052024000.0,9584203000.0,10107429000.0,9508092000.0,9856495000.0,7905838600.0,8796439000.0,9512514000.0,9051050000.0,8289097000.0,9509489000.0,8553757000.0,9159917000.0,9972527000.0,8983066000.0
2061.0,6883297000.0,9433246000.0,8937030000.0,9313291000.0,8930342000.0,9515123000.0,10042744000.0,9458530000.0,9777659000.0,7757220000.0,8714765000.0,9388375000.0,8989577000.0,8148276700.0,9454880000.0,8450676000.0,9060025000.0,9897061000.0,8907721000.0
2062.0,6686695400.0,9369580000.0,8841802000.0,9244042000.0,8834692000.0,9435476000.0,10001400000.0,9385457000.0,9712231000.0,7645186000.0,8647327000.0,9295028000.0,8903087000.0,8004133400.0,9374551000.0,8396940300.0,8963751000.0,9808880000.0,8804172000.0
2063.0,6449955000.0,9256526000.0,8755797000.0,9148547000.0,8744125000.0,9394263000.0,9966263000.0,9327223000.0,9646236000.0,7570430000.0,8568025600.0,9124108000.0,8853225000.0,7872231400.0,9321764000.0,8288436700.0,8901528000.0,9735851000.0,8687123000.0
2064.0,6320641500.0,9165817000.0,8630655000.0,9068605000.0,8653676000.0,9297471000.0,9892866000.0,9275660000.0,9563113000.0,7480891000.0,8470875000.0,8982169000.0,8782597000.0,7753167400.0,9246356000.0,8164679000.0,8813072000.0,9695607000.0,8566291500.0
2065.0,6166011000.0,9057121000.0,8563286000.0,9008515000.0,8588023300.0,9203547000.0,9844604000.0,9167829000.0,9493103000.0,7365296600.0,8379815000.0,8855352000.0,8713719000.0,7634033700.0,9188947000.0,8104077300.0,8719187000.0,9685283000.0,8441313300.0
2066.0,5968563000.0,8949379000.0,8473940500.0,8891363000.0,8496796700.0,9124721000.0,9793063000.0,9124923000.0,9438344000.0,7211098600.0,8315587600.0,8758946000.0,8631480000.0,7532095000.0,9148606000.0,8058800000.0,8632674000.0,9643743000.0,8320497000.0
2067.0,5843036000.0,8862501000.0,8400219600.0,8814244000.0,8422079500.0,9025560000.0,9748838000.0,9066296000.0,9345747000.0,7083680300.0,8228147000.0,8646983000.0,8570387500.0,7434949600.0,9092404000.0,7978694700.0,8558462500.0,9555391000.0,8188200000.0
2068.0,5720548000.0,8763478000.0,8336741000.0,8747461000.0,8327330000.0,8965331000.0,9687448000.0,8995631000.0,9292940000.0,6961989600.0,8149638000.0,8519334400.0,8493975600.0,7312731000.0,9045290000.0,7949638700.0,8447781000.0,9486624000.0,8041863700.0
2069.0,5516950000.0,8689492000.0,8244361000.0,8674948000.0,8255242000.0,8925004000.0,9657475000.0,8915544000.0,9249795000.0,6828210000.0,8070262000.0,8405741000.0,8457380000.0,7106920400.0,9011354000.0,7875090000.0,8349989400.0,9431379000.0,7905831400.0
2070.0,5377487000.0,8595913000.0,8160017400.0,8602167000.0,8171337700.0,8861619000.0,9591208000.0,8850740000.0,9198178000.0,6741207000.0,7984602000.0,8260608500.0,8423813600.0,6997060000.0,8970850000.0,7770131500.0,8222739000.0,9378713000.0,7778103300.0
2071.0,5249741000.0,8464312300.0,8087770000.0,8518776000.0,8063398400.0,8794681000.0,9530669000.0,8790380000.0,9132862000.0,6616270000.0,7921065500.0,8172029400.0,8350776000.0,6908748300.0,8911413000.0,7651969000.0,8116086300.0,9288177000.0,7619680000.0
2072.0,5102126000.0,8346236000.0,7978191400.0,8422816000.0,7933219000.0,8734980000.0,9481837000.0,8724463000.0,9073336000.0,6510430700.0,7828995000.0,8079741000.0,8254011000.0,6772360700.0,8869076000.0,7564912000.0,8034593300.0,9254844000.0,7552566300.0
2073.0,4966082000.0,8233776000.0,7887678000.0,8347625000.0,7829005000.0,8673803000.0,9433306000.0,8654998000.0,9012648000.0,6407218000.0,7740054500.0,7948274700.0,8186207700.0,6684846000.0,8805073000.0,7495256000.0,7930056700.0,9231004000.0,7441452000.0
2074.0,4814461400.0,8103668000.0,7748371500.0,8259468000.0,7706895000.0,8622946000.0,9380652000.0,8571517400.0,8982493000.0,6231757000.0,7692080600.0,7859136500.0,8109347300.0,6543590000.0,8768340000.0,7450751000.0,7838940700.0,9145891000.0,7332286500.0
2075.0,4615680000.0,7983362000.0,7656331300.0,8165746000.0,7587217000.0,8526580700.0,9338924000.0,8503116300.0,8932887000.0,6130300400.0,7607440000.0,7757779500.0,7990085000.0,6458196500.0,8708995000.0,7384434000.0,7721703400.0,9075232000.0,7194295000.0
2076.0,4492847600.0,7831882000.0,7541010000.0,8059909000.0,7443740700.0,8470282000.0,9276373000.0,8455260700.0,8866139000.0,5971362000.0,7542737400.0,7647603000.0,7901728300.0,6339249700.0,8633501000.0,7326948400.0,7620559400.0,9017223000.0,7035234300.0
2077.0,4391406000.0,7698478600.0,7406148000.0,7961222700.0,7341070300.0,8432216600.0,9234995000.0,8381456000.0,8826729000.0,5835378000.0,7459140000.0,7527667700.0,7838160400.0,6239536000.0,8593099000.0,7279950300.0,7489703400.0,8966871000.0,6890917000.0
2078.0,4266214000.0,7547873300.0,7325581000.0,7916266500.0,7223185400.0,8378660000.0,9170931000.0,8301747000.0,8781668000.0,5739766300.0,7383293400.0,7388802000.0,7812584000.0,6126204000.0,8488309000.0,7213901300.0,7383743500.0,8859532000.0,6780111000.0
2079.0,4094960600.0,7445868500.0,7177865700.0,7851811300.0,7072306000.0,8343639000.0,9133253000.0,8274286000.0,8704802000.0,5619035000.0,7340402700.0,7290909000.0,7723055000.0,5937058000.0,8435910000.0,7178191400.0,7242648000.0,8802788000.0,6602633700.0
2080.0,4011638500.0,7271616500.0,7107315000.0,7776622000.0,6935844400.0,8269431000.0,9071627000.0,8196141000.0,8669529000.0,5485421000.0,7294659600.0,7114470400.0,7644477000.0,5854595000.0,8339682300.0,7158084000.0,7119301600.0,8735716000.0,6414172700.0
2081.0,3833077000.0,7109845000.0,7004276000.0,7704110000.0,6783162400.0,8194214000.0,9033555000.0,8135919000.0,8597704000.0,5360768000.0,7214622700.0,7042034000.0,7556048000.0,5759905300.0,8289199600.0,7099813400.0,7015836700.0,8675025000.0,6249057300.0
2082.0,3702391600.0,6973518000.0,6873667000.0,7643824600.0,6688615400.0,8143904300.0,8969689000.0,8059694000.0,8554156500.0,5234496500.0,7132801500.0,6963137500.0,7462354400.0,5651433500.0,8174001000.0,7055291000.0,6804486700.0,8620599000.0,6074477600.0
2083.0,3594317800.0,6816248000.0,6739187700.0,7543937500.0,6547595300.0,8057573400.0,8903985000.0,7957169700.0,8481304000.0,5104749600.0,7051531000.0,6867185700.0,7420682000.0,5566355000.0,8081263000.0,7021620000.0,6651492400.0,8566252000.0,5915016700.0
2084.0,3426216200.0,6634096600.0,6675493000.0,7468529000.0,6449092000.0,7975001600.0,8874879000.0,7879997000.0,8380978700.0,4987885600.0,6963367000.0,6748113000.0,7369315000.0,5450547700.0,8008280000.0,6982325000.0,6448370700.0,8480837600.0,5787493000.0
2085.0,3247731500.0,6487533600.0,6551469600.0,7377452500.0,6354026000.0,7889511400.0,8783184000.0,7790618000.0,8312219600.0,4840512000.0,6885114400.0,6685683000.0,7297674000.0,5385532000.0,7932333600.0,6929835000.0,6286809000.0,8396360700.0,5638914000.0
2086.0,2998209800.0,6350319000.0,6470243300.0,7281992000.0,6227370000.0,7801215500.0,8719699000.0,7729447000.0,8223377400.0,4743378000.0,6807254000.0,6578791000.0,7337448400.0,5283219500.0,7842721300.0,6859076600.0,6119715300.0,8304041000.0,5514956300.0
2087.0,2842935800.0,6199459000.0,6361719300.0,7187109400.0,6099162000.0,7737427500.0,8663888000.0,7683517400.0,8192942000.0,4611107000.0,6723581400.0,6517469000.0,7136702500.0,5229161500.0,7780876000.0,6809847000.0,5960722000.0,8248975400.0,5372404700.0
2088.0,2686541800.0,6063123500.0,6290031000.0,7102480400.0,5978427400.0,7669058600.0,8592868000.0,7604216000.0,8138957300.0,4496007000.0,6658729500.0,6445512000.0,7049402400.0,5154457600.0,7718628400.0,6755451400.0,5787738000.0,8148391400.0,5290107000.0
2089.0,2525634300.0,5944401400.0,6215546000.0,7063939600.0,5886868500.0,7564393500.0,8521860600.0,7535372300.0,8089261600.0,4375376000.0,6554852400.0,6359389000.0,6995725000.0,5067672000.0,7624944000.0,6685653000.0,5613368000.0,8068038700.0,5141985300.0
2090.0,2331796500.0,5805224400.0,6129694000.0,7032928000.0,5745978400.0,7500072400.0,8438344000.0,7469641700.0,8037373400.0,4306033000.0,6474130400.0,6277501400.0,6915172400.0,5015900700.0,7525742000.0,6610592000.0,5461801000.0,7970715600.0,5015649300.0
2091.0,2207645400.0,5687238000.0,6007789600.0,6945820000.0,5606410000.0,7387279400.0,8352848000.0,7412539000.0,7984032300.0,4158327000.0,6376913000.0,6181604000.0,6843769300.0,4947759000.0,7434060300.0,6548358700.0,5335991300.0,7908642000.0,4886065000.0
2092.0,2083586000.0,5582910000.0,5908526000.0,6860825000.0,5503717000.0,7290075000.0,8302397000.0,7317458000.0,7922105300.0,4034966000.0,6285486000.0,6079528400.0,6771056600.0,4860720600.0,7316966400.0,6454059000.0,5165071400.0,7827732000.0,4747801600.0
2093.0,1962308400.0,5474416600.0,5782276600.0,6782189000.0,5431898600.0,7211177000.0,8217788000.0,7273683500.0,7835378700.0,3899806000.0,6241332000.0,5985448000.0,6708407300.0,4779879400.0,7209066500.0,6410908700.0,5048593000.0,7727826000.0,4647500300.0
2094.0,1863353100.0,5402731500.0,5679090000.0,6719351000.0,5336184300.0,7147370500.0,8147671600.0,7212589600.0,7738413000.0,3824859600.0,6146840600.0,5844463600.0,6641938400.0,4715932000.0,7109340000.0,6352905000.0,4903725000.0,7639396400.0,4560408000.0
2095.0,1712562000.0,5281638000.0,5576367600.0,6637991000.0,5235270700.0,7037973500.0,8079667000.0,7153817600.0,7692115000.0,3692007200.0,6023311400.0,5709913600.0,6571057000.0,4685001000.0,6994415600.0,6291157500.0,4741555000.0,7539488000.0,4439679500.0
2096.0,1629246500.0,5199397000.0,5476306400.0,6609059300.0,5107352600.0,6964375000.0,7988440000.0,7061050400.0,7637942300.0,3555228000.0,5937413000.0,5608819700.0,6505302000.0,4599530500.0,6913609700.0,6241769500.0,4590125000.0,7375809500.0,4318226400.0
2097.0,1541908700.0,5082505700.0,5375213000.0,6545873400.0,4998098000.0,6879372000.0,7921732000.0,7025867300.0,7560690700.0,3468495600.0,5858212400.0,5540245500.0,6428858400.0,4555684400.0,6813648400.0,6205442000.0,4496050700.0,7286242300.0,4215443000.0
