time,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,MRI-ESM2-0,CESM2,BCC-CSM2-MR,FGOALS-F3-L,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM
2048.0,10593914000.0,9817760000.0,9482615000.0,10523032000.0,9654663000.0,10434439000.0,9744313000.0,10497409000.0,10299894000.0,10441696000.0,10533559000.0,10389332000.0,10619973000.0
2049.0,10559306000.0,9714464000.0,9393308000.0,10475609000.0,9541743000.0,10379223000.0,9639500000.0,10460581000.0,10270298000.0,10391522000.0,10508072000.0,10320985000.0,10589587000.0
2050.0,10528976000.0,9610459000.0,9304445000.0,10449798000.0,9379083000.0,10324176000.0,9532494000.0,10438579000.0,10205377000.0,10323073000.0,10477857000.0,10298630000.0,10567287000.0
2051.0,10495734000.0,9517666000.0,9189465000.0,10391737000.0,9294097000.0,10279411000.0,9458777000.0,10428791000.0,10158844000.0,10261626000.0,10447693000.0,10247557000.0,10539986000.0
2052.0,10463758000.0,9365194000.0,9099251000.0,10343916000.0,9160534000.0,10207122000.0,9388335000.0,10375181000.0,10077530000.0,10194487000.0,10419530000.0,10192676000.0,10507133000.0
2053.0,10425912000.0,9278029000.0,9008315000.0,10284199000.0,9090595000.0,10140521000.0,9285382000.0,10326665000.0,10033712000.0,10086439000.0,10365217000.0,10142593000.0,10470932000.0
2054.0,10395535000.0,9138725000.0,8939535000.0,10199945000.0,8950386000.0,10048066000.0,9190673000.0,10311278000.0,9957878000.0,9999074000.0,10312541000.0,10098634000.0,10437233000.0
2055.0,10356271000.0,9059151000.0,8899342000.0,10139012000.0,8864801000.0,9982705000.0,9124180000.0,10273764000.0,9865741000.0,9930381000.0,10245283000.0,10037863000.0,10406804000.0
2056.0,10329468000.0,8944222000.0,8818920000.0,10073841000.0,8772737000.0,9908261000.0,9049790000.0,10232980000.0,9795524000.0,9842787000.0,10202497000.0,10000623000.0,10356499000.0
2057.0,10292379000.0,8854435000.0,8738025000.0,9990896000.0,8665194000.0,9841306000.0,8970050000.0,10185881000.0,9690838000.0,9738709000.0,10138509000.0,9933705000.0,10303371000.0
2058.0,10253937000.0,8770773000.0,8679509000.0,9922426000.0,8559092700.0,9741879000.0,8897185000.0,10150169000.0,9609752000.0,9634542000.0,10092213000.0,9877404000.0,10264870000.0
2059.0,10219612000.0,8672629000.0,8582941000.0,9806990000.0,8474278400.0,9633541000.0,8841776000.0,10139096000.0,9549202000.0,9521252000.0,10022018000.0,9789678000.0,10203260000.0
2060.0,10192736000.0,8564313600.0,8498659000.0,9736037000.0,8363428400.0,9533016000.0,8783561000.0,10088620000.0,9472637000.0,9432246000.0,9947890000.0,9734790000.0,10144138000.0
2061.0,10146158000.0,8441444400.0,8413622300.0,9636359000.0,8281821700.0,9431060000.0,8692345000.0,10047228000.0,9375494000.0,9349765000.0,9873031000.0,9662040000.0,10108390000.0
2062.0,10097036000.0,8358807600.0,8324722000.0,9572176000.0,8166056000.0,9334686000.0,8622567000.0,10001378000.0,9309243000.0,9268754000.0,9808691000.0,9598392000.0,10048053000.0
2063.0,10038694000.0,8281652700.0,8251796000.0,9497752000.0,8042004500.0,9267974000.0,8549400600.0,9974162000.0,9221582000.0,9190886000.0,9698960000.0,9524748000.0,9992657000.0
2064.0,10003643000.0,8198484500.0,8163710000.0,9384657000.0,7947666000.0,9150535000.0,8477921300.0,9943514000.0,9170303000.0,9110370000.0,9597250000.0,9451586000.0,9940019000.0
2065.0,9946674000.0,8176068600.0,8062462500.0,9311122000.0,7829010000.0,9050438000.0,8373616600.0,9892273000.0,9125745000.0,9006628000.0,9529609000.0,9370784000.0,9882845000.0
2066.0,9896506000.0,8096564000.0,7960406000.0,9224790000.0,7702441500.0,8958406000.0,8278985700.0,9858080000.0,9069871000.0,8948778000.0,9436005000.0,9325645000.0,9805221000.0
2067.0,9831479000.0,8035996700.0,7900964400.0,9141754000.0,7606622000.0,8876183000.0,8237022000.0,9820290000.0,9003890000.0,8873249000.0,9382806000.0,9266106000.0,9729048000.0
2068.0,9800334000.0,7929883000.0,7837992000.0,9026520000.0,7535544300.0,8765412000.0,8144129500.0,9809205000.0,8953387000.0,8823002000.0,9295522000.0,9206804000.0,9684626000.0
2069.0,9726632000.0,7849971000.0,7765921000.0,8935932000.0,7427921400.0,8673567000.0,8075256300.0,9772332000.0,8905818000.0,8749545000.0,9230376000.0,9160471000.0,9596830000.0
2070.0,9670725000.0,7773878300.0,7728635000.0,8869663000.0,7299157500.0,8545731600.0,7986010600.0,9709998000.0,8821993000.0,8654735000.0,9162948000.0,9101592000.0,9533252000.0
2071.0,9621589000.0,7667267000.0,7691099000.0,8748977000.0,7115670500.0,8464455700.0,7931802000.0,9656674000.0,8761987000.0,8580108300.0,9124452000.0,9019247000.0,9453652000.0
2072.0,9539124000.0,7599721000.0,7621901000.0,8688355000.0,6991635000.0,8354497500.0,7870955500.0,9604074000.0,8700845000.0,8480795000.0,9023662000.0,8961782000.0,9395802000.0
2073.0,9505304000.0,7561414700.0,7570438700.0,8588726300.0,6907973000.0,8240504300.0,7790545000.0,9561078000.0,8648640000.0,8372489700.0,8947375000.0,8930820000.0,9368761000.0
2074.0,9468444000.0,7486182000.0,7487621600.0,8510123000.0,6798731000.0,8138627000.0,7749314000.0,9539905000.0,8521744000.0,8267919400.0,8886568000.0,8856952000.0,9290410000.0
2075.0,9420519000.0,7442660400.0,7453911600.0,8445377500.0,6716515300.0,8029516000.0,7635274000.0,9524907000.0,8460862000.0,8162306000.0,8803880000.0,8809430000.0,9254681000.0
2076.0,9370392000.0,7314414600.0,7380566000.0,8324629000.0,6594921500.0,7956824000.0,7586168000.0,9499299000.0,8347301400.0,8025677000.0,8742316000.0,8750768000.0,9192743000.0
2077.0,9311830000.0,7271973000.0,7341405000.0,8279960600.0,6525306400.0,7818853000.0,7512907300.0,9462427000.0,8239948300.0,7943177000.0,8659752000.0,8720809000.0,9130701000.0
2078.0,9265244000.0,7230987300.0,7263009300.0,8205563400.0,6395202600.0,7703395300.0,7439749000.0,9426345000.0,8182119000.0,7865143000.0,8586851300.0,8657212000.0,9109487000.0
2079.0,9218091000.0,7232577500.0,7208546000.0,8152691700.0,6256140300.0,7565111000.0,7391214600.0,9394370000.0,8155769300.0,7769204700.0,8513858000.0,8595771000.0,9055854000.0
2080.0,9195887000.0,7128100000.0,7141146000.0,8098822000.0,6133523000.0,7471597000.0,7330495500.0,9346569000.0,8047713000.0,7691022300.0,8440184000.0,8531108400.0,9008488000.0
2081.0,9122385000.0,7079764000.0,7100395000.0,8035438600.0,6000917000.0,7297775000.0,7282004500.0,9310986000.0,7959738000.0,7602399700.0,8372489700.0,8476968000.0,8963108000.0
2082.0,9073494000.0,6994958300.0,7051537400.0,7959773000.0,5876416500.0,7201007000.0,7239556600.0,9294310000.0,7909700000.0,7484333600.0,8289685000.0,8441711000.0,8922403000.0
2083.0,9030833000.0,6952696300.0,6991494000.0,7889267000.0,5773978600.0,7058256000.0,7183224000.0,9274647000.0,7835396600.0,7354154500.0,8199890000.0,8379375000.0,8856855000.0
2084.0,8984584000.0,6897598000.0,6904579600.0,7791603700.0,5672127500.0,6904893400.0,7131780000.0,9213242000.0,7750616600.0,7253633000.0,8121433000.0,8338125300.0,8802377000.0
2085.0,8915242000.0,6838692400.0,6870827000.0,7717731300.0,5569491500.0,6780413000.0,7092982000.0,9172363000.0,7670874000.0,7178430500.0,8048120000.0,8266944000.0,8739095000.0
2086.0,8855344000.0,6764210700.0,6801657300.0,7647721000.0,5497193500.0,6632695000.0,7030972400.0,9160789000.0,7620508700.0,7076421600.0,7964611600.0,8226782000.0,8685001000.0
2087.0,8774807000.0,6706953700.0,6720170000.0,7606585300.0,5342243000.0,6464275500.0,6979392500.0,9128610000.0,7529246700.0,7018948600.0,7887270400.0,8131722000.0,8606155000.0
2088.0,8713328000.0,6687482400.0,6653181000.0,7492365000.0,5243584500.0,6314380000.0,6938970600.0,9080071000.0,7451535400.0,6949779000.0,7811953700.0,8075747000.0,8530730500.0
2089.0,8654129000.0,6591887400.0,6609833000.0,7430355500.0,5141074000.0,6167292400.0,6908547600.0,9041936000.0,7403831300.0,6858649600.0,7758767600.0,8009097000.0,8465570000.0
2090.0,8611737000.0,6495774000.0,6576533000.0,7363855000.0,5024856600.0,6026100000.0,6856400000.0,8987734000.0,7316214000.0,6783285000.0,7642493400.0,7944246300.0,8412808000.0
2091.0,8549329000.0,6384306700.0,6496425000.0,7300596700.0,4869829600.0,5878645000.0,6807412000.0,8942844000.0,7276246500.0,6625926700.0,7589614000.0,7862015000.0,8336483300.0
2092.0,8496954000.0,6314238000.0,6424835600.0,7177427500.0,4802498600.0,5764384000.0,6752743000.0,8899802000.0,7205594600.0,6533764000.0,7536158700.0,7814753300.0,8238814700.0
2093.0,8540302000.0,6251277000.0,6339121000.0,7074547000.0,4692897000.0,5629610000.0,6717893000.0,8847332000.0,7163094500.0,6417922600.0,7468045300.0,7772835000.0,8185196000.0
2094.0,8434328000.0,6182510000.0,6287851000.0,7017807400.0,4582088700.0,5507595000.0,6683598300.0,8808476000.0,7059571700.0,6268360700.0,7403841000.0,7689103000.0,8109100000.0
2095.0,8355376000.0,6072326700.0,6225457000.0,6932790300.0,4495325000.0,5381413000.0,6608501000.0,8745308000.0,7027395000.0,6184924700.0,7295997400.0,7643415600.0,8070263000.0
2096.0,8285573000.0,5995731000.0,6148788700.0,6844232000.0,4418455600.0,5246051000.0,6552672000.0,8681186000.0,6950932500.0,6096690700.0,7217407500.0,7584707600.0,7986522000.0
2097.0,8257082400.0,5925943300.0,6096507400.0,6781683000.0,4331516000.0,5121635000.0,6521180700.0,8651394000.0,6877371400.0,6002951700.0,7161448000.0,7530786000.0,7917217000.0
2098.0,8193533000.0,5850786000.0,6033776600.0,6696776000.0,4239495200.0,4981432300.0,6460955600.0,8612183000.0,6811444700.0,5881460700.0,7082788000.0,7461524500.0,7848515000.0
2099.0,8132073500.0,5777960000.0,5989827600.0,6601663500.0,4122174700.0,4855291000.0,6422857700.0,8547278000.0,6739199000.0,5780080600.0,7006279700.0,7397331500.0,7744204300.0
2100.0,8091225000.0,5656318500.0,5924223000.0,6531617000.0,4006220800.0,4740999000.0,6377404400.0,8508508700.0,6688520700.0,5686489600.0,6912830000.0,7345566700.0,7652551000.0
