time,EC-EARTH3,INM-CM4-8,INM-CM5-0,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,EC-EARTH3-VEG,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,CESM2,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4
2060.0,8652048000.0,9299666000.0,9134441000.0,9355474000.0,9834727000.0,9091769000.0,9484375000.0,9435301000.0,9908781000.0,8969112000.0,10601465000.0,10328600000.0,9906098000.0,9879960000.0
2061.0,8593732000.0,9248552000.0,9110029000.0,9282153000.0,9740131000.0,9035240000.0,9402372000.0,9353100000.0,9829709000.0,8899083000.0,10616294000.0,10289006000.0,9875220000.0,9821933000.0
2062.0,8515661000.0,9161975000.0,9046077000.0,9227615000.0,9671216000.0,8969167000.0,9327479000.0,9251020000.0,9759218000.0,8839099000.0,10566692000.0,10222091000.0,9821972000.0,9763899000.0
2063.0,8413623000.0,9110309000.0,8984328000.0,9192177000.0,9605645000.0,8938465000.0,9285915000.0,9122732000.0,9718339000.0,8771305000.0,10548603000.0,10157647000.0,9782790000.0,9725526000.0
2064.0,8341512700.0,9019412000.0,8949574000.0,9148434000.0,9534888000.0,8884292000.0,9213034000.0,9057847000.0,9665759000.0,8697309000.0,10540733000.0,10100494000.0,9746063000.0,9654341000.0
2065.0,8235385000.0,8977528000.0,8877215000.0,9089894000.0,9490758000.0,8827331000.0,9161107000.0,8936653000.0,9585630000.0,8646253000.0,10519607000.0,10058293000.0,9687072000.0,9569698000.0
2066.0,8134356000.0,8920326000.0,8807783000.0,9069182000.0,9423920000.0,8795949000.0,9092427000.0,8835924000.0,9542628000.0,8601324000.0,10512960000.0,9984665000.0,9643039000.0,9541161000.0
2067.0,8018569000.0,8877266000.0,8787923000.0,8985186000.0,9349004000.0,8733122000.0,9015492000.0,8755549000.0,9465260000.0,8484692500.0,10499950000.0,9915162000.0,9586059000.0,9479627000.0
2068.0,7912957000.0,8798663000.0,8732939000.0,8924092000.0,9312693000.0,8640761000.0,8957966000.0,8678726000.0,9404623000.0,8384077300.0,10464011000.0,9895775000.0,9535210000.0,9422253000.0
2069.0,7845281000.0,8749503000.0,8656687000.0,8853533000.0,9233783000.0,8587134000.0,8909558000.0,8605887000.0,9331302000.0,8330125300.0,10432900000.0,9814080000.0,9451655000.0,9389463000.0
2070.0,7757791000.0,8677549000.0,8603242000.0,8798856000.0,9234151000.0,8533048000.0,8812158000.0,8482455600.0,9283586000.0,8235562000.0,10417565000.0,9747347000.0,9418191000.0,9371408000.0
2071.0,7682302500.0,8600625000.0,8587216400.0,8725651000.0,9173101000.0,8502300700.0,8734846000.0,8351586300.0,9227798000.0,8163353000.0,10389185000.0,9701436000.0,9389904000.0,9323944000.0
2072.0,7608908300.0,8550688300.0,8508548600.0,8600079000.0,9116585000.0,8448963600.0,8668979000.0,8196845600.0,9168519000.0,8094696000.0,10372704000.0,9660671000.0,9355516000.0,9266082000.0
2073.0,7540715500.0,8479746000.0,8452812300.0,8537117700.0,9074640000.0,8398095000.0,8620628000.0,8108318700.0,9100322000.0,8031316500.0,10345620000.0,9605557000.0,9314311000.0,9254297000.0
2074.0,7470230500.0,8456090000.0,8384083000.0,8474270000.0,9034187000.0,8353352700.0,8533012500.0,8014696000.0,9066826000.0,7949561300.0,10357746000.0,9531374000.0,9248860000.0,9221266000.0
2075.0,7379176400.0,8382532600.0,8298149400.0,8428775400.0,8987710000.0,8302291000.0,8443575000.0,7886360000.0,9002476000.0,7881494500.0,10324008000.0,9489124000.0,9218748000.0,9172602000.0
2076.0,7284734500.0,8316585000.0,8214335500.0,8340330500.0,8949345000.0,8256755700.0,8365712000.0,7780987000.0,8957056000.0,7790905000.0,10325461000.0,9457906000.0,9172201000.0,9109743000.0
2077.0,7166434000.0,8260928000.0,8176035300.0,8277495000.0,9045138000.0,8193586000.0,8282837500.0,7691694000.0,8881823000.0,7737719000.0,10281836000.0,9406321000.0,9133279000.0,9099466000.0
2078.0,7080136000.0,8194073600.0,8151200000.0,8177358000.0,8914245000.0,8150433300.0,8197855000.0,7599437000.0,8820417000.0,7654342000.0,10273315000.0,9439044000.0,9088949000.0,9069545000.0
2079.0,6967084500.0,8116146700.0,8031245000.0,8063000000.0,8894944000.0,8101145000.0,8113501700.0,7494598700.0,8789324000.0,7606465000.0,10241707000.0,9319780000.0,9048919000.0,9028426000.0
2080.0,6890410500.0,8067065000.0,8002507000.0,7962876400.0,8847994000.0,8080448000.0,8017185300.0,7421285400.0,8751127000.0,7544190000.0,10229754000.0,9282147000.0,8986999000.0,8990708000.0
2081.0,6835840500.0,8030581000.0,7937966000.0,7879715000.0,8800024000.0,7990965000.0,7918955500.0,7304253400.0,8712278000.0,7460082000.0,10180304000.0,9219920000.0,8953731000.0,8944218000.0
2082.0,6763082000.0,7984339000.0,7905945600.0,7836051500.0,8802779000.0,7951226400.0,7852883500.0,7187913700.0,8654454000.0,7418164000.0,10178244000.0,9188588000.0,8916913000.0,8906035000.0
2083.0,6710228500.0,7915971000.0,7845446000.0,7754780700.0,8738403000.0,7929968000.0,7771604500.0,7045713400.0,8567308300.0,7369657000.0,10166119000.0,9179769000.0,8875179000.0,8877619000.0
2084.0,6607850000.0,7873435600.0,7794632000.0,7722026500.0,8678317000.0,7876791000.0,7700036600.0,6950139000.0,8508625400.0,7316599000.0,10134593000.0,9119177000.0,8819872000.0,8830294000.0
2085.0,6552125000.0,7821716000.0,7732840400.0,7619821000.0,8715926000.0,7841305600.0,7615260700.0,6813913600.0,8433515500.0,7259004400.0,10123465000.0,9082866000.0,8773932000.0,8807889000.0
2086.0,6465054000.0,7748629500.0,7675278000.0,7537746000.0,8675550000.0,7859672000.0,7529017000.0,6724072400.0,8379557000.0,7188488700.0,10119883000.0,9072352000.0,8733708000.0,8739496000.0
2087.0,6361625600.0,7697549300.0,7639743000.0,7493526500.0,8610980000.0,7803772000.0,7458711600.0,6610686000.0,8324544500.0,7133201400.0,10078255000.0,9018610000.0,8682210000.0,8727729000.0
2088.0,6265380000.0,7657601000.0,7575920000.0,7428758000.0,8567762000.0,7807877600.0,7366268000.0,6477464000.0,8247868000.0,7047646700.0,10075705000.0,8994113000.0,8639726000.0,8677745000.0
2089.0,6165093400.0,7596053000.0,7517013000.0,7392199700.0,8540315600.0,7754100700.0,7281371600.0,6371686400.0,8203974000.0,6996575000.0,10045820000.0,8939623000.0,8602870000.0,8643224000.0
2090.0,6003027000.0,7558467600.0,7464053000.0,7344012000.0,8490219000.0,7705539000.0,7160192500.0,6223218700.0,8159298000.0,6927075300.0,10034955000.0,8890575000.0,8546088400.0,8578456600.0
2091.0,5941737000.0,7498345000.0,7417953000.0,7245090000.0,8428820500.0,7671418400.0,7062421000.0,6099835000.0,8118706700.0,6859625500.0,10006298000.0,8879891000.0,8482173400.0,8511625000.0
2092.0,5869478400.0,7454578000.0,7363526700.0,7192222700.0,8377451500.0,7630485500.0,6959169500.0,5973105700.0,8038629400.0,6794720000.0,9989315000.0,8873739000.0,8426517000.0,8483036000.0
2093.0,5797259300.0,7414176000.0,7290244000.0,7109126000.0,8367215600.0,7624932000.0,6862873000.0,5850266600.0,7974428000.0,6746024400.0,9984618000.0,8815308000.0,8383284000.0,8422397000.0
2094.0,5700518400.0,7336817000.0,7247449600.0,7053310500.0,8324674600.0,7578388000.0,6779614000.0,5690354000.0,7899499500.0,6662520000.0,9943085000.0,8778728000.0,8331529700.0,8371834000.0
2095.0,5638269000.0,7282216400.0,7158507000.0,6994449400.0,8260894000.0,7533341700.0,6672290000.0,5581009400.0,7821206000.0,6586005500.0,9929530000.0,8741410000.0,8265006000.0,8328051000.0
2096.0,5565078500.0,7199062000.0,7139103000.0,6920634000.0,8227330000.0,7532223500.0,6590656000.0,5481616000.0,7754958300.0,6526829000.0,9913127000.0,8707451000.0,8196054000.0,8294886400.0
2097.0,5445091300.0,7146974700.0,7102962700.0,6873249300.0,8204456400.0,7503588000.0,6510613500.0,5344807400.0,7690380000.0,6443896300.0,9868680000.0,8680478000.0,8154475000.0,8271165000.0
2098.0,5353314000.0,7099916000.0,7039380500.0,6846980600.0,8179431000.0,7467747300.0,6399116300.0,5228128000.0,7614512000.0,6356015000.0,9870983000.0,8660676000.0,8100220000.0,8292259000.0
2099.0,5266599400.0,7043154400.0,6980596700.0,6736921600.0,8160400000.0,7445252000.0,6309252600.0,5104893000.0,7563970600.0,6249446000.0,9866892000.0,8680883000.0,8054210600.0,8228879400.0
2100.0,5189605000.0,6955185700.0,6911156700.0,6670945000.0,8118889500.0,7426332700.0,6231749000.0,4970713000.0,7523419600.0,6154257000.0,9860856000.0,8595408000.0,7989753300.0,8192335000.0
