time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2065.0,1829714400000.0,1317281100000.0,1643059100000.0,1808284000000.0
2066.0,1815154800000.0,1306948300000.0,1654617100000.0,1801016700000.0
2067.0,1790285300000.0,1270721500000.0,1634500600000.0,1789535700000.0
2068.0,1800132100000.0,1253099200000.0,1614203300000.0,1773617000000.0
2069.0,1799099900000.0,1238830000000.0,1607179300000.0,1769745500000.0
2070.0,1789177500000.0,1218987600000.0,1589051400000.0,1756101900000.0
2071.0,1774617000000.0,1233444300000.0,1562042600000.0,1752554000000.0
2072.0,1733913000000.0,1206173800000.0,1546673200000.0,1751065200000.0
2073.0,1699284900000.0,1183846900000.0,1544302800000.0,1746478700000.0
2074.0,1694287900000.0,1157751400000.0,1535691600000.0,1742532000000.0
2075.0,1682831800000.0,1139042500000.0,1536383300000.0,1724893400000.0
2076.0,1665266200000.0,1132338300000.0,1532086200000.0,1722641400000.0
2077.0,1651717600000.0,1121255700000.0,1532945500000.0,1727145000000.0
2078.0,1643151400000.0,1100887600000.0,1519432900000.0,1719738200000.0
2079.0,1645141700000.0,1079924700000.0,1495810800000.0,1705754400000.0
2080.0,1654789400000.0,1066687900000.0,1478708000000.0,1704215200000.0
2081.0,1667930400000.0,1049689600000.0,1456225000000.0,1690924100000.0
2082.0,1663742100000.0,1032297000000.0,1466381500000.0,1664665400000.0
2083.0,1660997900000.0,1020297500000.0,1461336000000.0,1647929200000.0
2084.0,1637383100000.0,1014434230000.0,1452644600000.0,1646515500000.0
2085.0,1638484300000.0,998782200000.0,1445972700000.0,1627313700000.0
2086.0,1629323400000.0,980801550000.0,1435885900000.0,1617013500000.0
2087.0,1621101600000.0,964096900000.0,1420388700000.0,1607995600000.0
2088.0,1618552000000.0,951154200000.0,1423296800000.0,1606750000000.0
2089.0,1628610000000.0,942301840000.0,1420126700000.0,1601315500000.0
2090.0,1616621500000.0,923814300000.0,1415468000000.0,1592609600000.0
2091.0,1600801300000.0,915974600000.0,1409795900000.0,1593104900000.0
2092.0,1596941800000.0,915823800000.0,1406859700000.0,1601553400000.0
2093.0,1588241000000.0,909203500000.0,1392274800000.0,1589844100000.0
2094.0,1566717500000.0,897249300000.0,1381068700000.0,1581485400000.0
2095.0,1560688100000.0,887395300000.0,1382944700000.0,1569030500000.0
2096.0,1542679400000.0,866889300000.0,1383216800000.0,1567155600000.0
2097.0,1526775800000.0,856745200000.0,1379674400000.0,1566652800000.0
2098.0,1515544400000.0,855885550000.0,1385024000000.0,1569224100000.0
2099.0,1519035000000.0,847053900000.0,1368712000000.0,1579935900000.0
2100.0,1509964600000.0,836932800000.0,1351823000000.0,1574311200000.0
