time,TAIESM1,UKESM1-0-LL,GFDL-ESM4,IITM-ESM,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,IPSL-CM6A-LR
2040.0,2333576300000.0,2024940400000.0,2418914400000.0,2569686200000.0,2359232800000.0,2332250900000.0,2263840700000.0,2431225000000.0,2167875200000.0
2041.0,2306836500000.0,1984384500000.0,2395391000000.0,2567182200000.0,2354579200000.0,2281280000000.0,2227538200000.0,2404081000000.0,2139560900000.0
2042.0,2310614300000.0,1931941000000.0,2371586400000.0,2534900500000.0,2335361200000.0,2237590100000.0,2214361000000.0,2404590600000.0,2112149100000.0
2043.0,2309385000000.0,1895933000000.0,2382771300000.0,2524658800000.0,2312066300000.0,2224112000000.0,2199040800000.0,2397371600000.0,2062775600000.0
2044.0,2266829700000.0,1849160600000.0,2367069600000.0,2518730400000.0,2291523400000.0,2209383200000.0,2189364300000.0,2357549900000.0,2031669300000.0
2045.0,2211059000000.0,1817091400000.0,2348498600000.0,2521518800000.0,2283988300000.0,2179705700000.0,2177713300000.0,2302292000000.0,1996934900000.0
2046.0,2174763500000.0,1765558600000.0,2319479000000.0,2500300400000.0,2250293000000.0,2153192600000.0,2113100800000.0,2286762300000.0,1967235500000.0
2047.0,2154798100000.0,1716624800000.0,2271962200000.0,2485465400000.0,2223442800000.0,2124169900000.0,2105488200000.0,2287678800000.0,1927049000000.0
2048.0,2137303200000.0,1677768300000.0,2266520600000.0,2457048000000.0,2184557600000.0,2085113000000.0,2060613000000.0,2270054300000.0,1887533700000.0
2049.0,2096266700000.0,1637563500000.0,2265400000000.0,2460720800000.0,2158006200000.0,2071561600000.0,2047010500000.0,2229429000000.0,1858567300000.0
2050.0,2064520800000.0,1586989500000.0,2246636500000.0,2445319600000.0,2124406200000.0,2038793200000.0,2009281000000.0,2220608200000.0,1826811300000.0
2051.0,2030825800000.0,1542319900000.0,2215169200000.0,2443752200000.0,2103007200000.0,1997116900000.0,1970305900000.0,2195112100000.0,1810660200000.0
2052.0,1997137200000.0,1494561800000.0,2187922900000.0,2435439100000.0,2082835800000.0,1963661500000.0,1936186800000.0,2195710000000.0,1773890600000.0
2053.0,1977915000000.0,1483006100000.0,2171048600000.0,2424713000000.0,2054602600000.0,1919925500000.0,1890914700000.0,2176410500000.0,1747706300000.0
2054.0,1937172200000.0,1443039500000.0,2162843300000.0,2399803300000.0,2020436100000.0,1879840500000.0,1850160600000.0,2148901200000.0,1727018200000.0
2055.0,1890376000000.0,1420705900000.0,2130439800000.0,2373793300000.0,1980848100000.0,1848788400000.0,1804961600000.0,2115485000000.0,1714416100000.0
2056.0,1864797800000.0,1395933000000.0,2129612900000.0,2358394200000.0,1966646900000.0,1837007600000.0,1772965000000.0,2087985200000.0,1714505300000.0
2057.0,1832169000000.0,1373565400000.0,2113593300000.0,2336139500000.0,1957488900000.0,1818979900000.0,1742357800000.0,2048305800000.0,1686307600000.0
2058.0,1793184500000.0,1345269900000.0,2070803600000.0,2329512800000.0,1931489600000.0,1813539000000.0,1735181600000.0,2033367900000.0,1657419200000.0
2059.0,1760231700000.0,1303640500000.0,2046131400000.0,2327683300000.0,1892914700000.0,1782203700000.0,1700891300000.0,2010214000000.0,1630097100000.0
2060.0,1742531000000.0,1277328100000.0,2014734500000.0,2306570700000.0,1871487400000.0,1743130100000.0,1666828000000.0,2009113200000.0,1599096500000.0
2061.0,1736336900000.0,1262356700000.0,1990013000000.0,2284904800000.0,1853369200000.0,1715438600000.0,1636474300000.0,1975305500000.0,1565378700000.0
2062.0,1714926100000.0,1239205300000.0,1944862900000.0,2279476800000.0,1833470800000.0,1700586800000.0,1613535400000.0,1936009900000.0,1541148600000.0
2063.0,1667456600000.0,1203567600000.0,1911095700000.0,2254498700000.0,1804928400000.0,1675995800000.0,1608886600000.0,1884788600000.0,1527539300000.0
2064.0,1653124900000.0,1170066000000.0,1880247000000.0,2228232400000.0,1769027900000.0,1632804700000.0,1573088100000.0,1871560400000.0,1519990900000.0
2065.0,1650330800000.0,1144764100000.0,1847978600000.0,2209437500000.0,1749979600000.0,1599998800000.0,1548150500000.0,1845115600000.0,1496185000000.0
2066.0,1624910300000.0,1125878200000.0,1819222100000.0,2192987400000.0,1727580500000.0,1570645500000.0,1523247600000.0,1865824500000.0,1471120900000.0
2067.0,1609105400000.0,1103278000000.0,1802036000000.0,2186032600000.0,1682569000000.0,1543446000000.0,1476714200000.0,1840397300000.0,1454944600000.0
2068.0,1585622200000.0,1092281570000.0,1761886200000.0,2181802200000.0,1666966900000.0,1513954300000.0,1461323600000.0,1815992100000.0,1427280500000.0
2069.0,1580768200000.0,1063042700000.0,1732598200000.0,2154511500000.0,1651133900000.0,1494502100000.0,1443097500000.0,1786206600000.0,1396211700000.0
2070.0,1562075500000.0,1046948740000.0,1696124500000.0,2129913200000.0,1624558500000.0,1468886000000.0,1438318000000.0,1750357600000.0,1364799900000.0
2071.0,1533460200000.0,1037564840000.0,1668102600000.0,2124945200000.0,1610572800000.0,1431885000000.0,1413637100000.0,1716893600000.0,1345841100000.0
2072.0,1510047500000.0,1009402200000.0,1649825300000.0,2107456200000.0,1613925200000.0,1414485500000.0,1387961900000.0,1721511300000.0,1327377400000.0
2073.0,1481198400000.0,975581000000.0,1625211100000.0,2092513900000.0,1580026200000.0,1387640300000.0,1365024800000.0,1706964000000.0,1300182600000.0
2074.0,1438506000000.0,955728460000.0,1605247000000.0,2075176700000.0,1558337700000.0,1376911000000.0,1349715100000.0,1700702300000.0,1272740600000.0
2075.0,1418991100000.0,929555400000.0,1575321000000.0,2063387500000.0,1542863800000.0,1359779600000.0,1325891500000.0,1665365700000.0,1245589900000.0
2076.0,1421481900000.0,907528800000.0,1555362700000.0,2060506800000.0,1527927100000.0,1356780800000.0,1319732600000.0,1638781000000.0,1220850900000.0
2077.0,1375559400000.0,884601060000.0,1534941100000.0,2042533500000.0,1514626900000.0,1343814500000.0,1307436800000.0,1600581900000.0,1204432400000.0
2078.0,1339505800000.0,863240060000.0,1516326000000.0,2013416800000.0,1496971300000.0,1316099200000.0,1309184600000.0,1548446600000.0,1182379800000.0
2079.0,1312277300000.0,839274400000.0,1485890500000.0,2010865900000.0,1476532800000.0,1291059200000.0,1275133300000.0,1520746800000.0,1168111700000.0
2080.0,1284869000000.0,813712400000.0,1479558800000.0,2000472500000.0,1457408700000.0,1284071900000.0,1264783000000.0,1490227300000.0,1146375800000.0
2081.0,1276092900000.0,803086860000.0,1460310000000.0,1997286800000.0,1439750800000.0,1264072700000.0,1252854000000.0,1456024200000.0,1129678200000.0
2082.0,1239192600000.0,792003150000.0,1431428300000.0,1990494300000.0,1425648000000.0,1259153300000.0,1219706200000.0,1436322500000.0,1109868000000.0
2083.0,1208078600000.0,772397140000.0,1402314700000.0,1973478200000.0,1406227000000.0,1242602300000.0,1216412500000.0,1420405800000.0,1090414200000.0
2084.0,1183170000000.0,747810300000.0,1376371100000.0,1958861900000.0,1411776100000.0,1228440900000.0,1193336500000.0,1381776800000.0,1068501400000.0
2085.0,1171283100000.0,723488870000.0,1350652100000.0,1939753100000.0,1385521200000.0,1213741500000.0,1175163900000.0,1368524300000.0,1045758300000.0
2086.0,1140941100000.0,701454550000.0,1328476000000.0,1936304800000.0,1354530300000.0,1202201300000.0,1156365200000.0,1344743700000.0,1026590640000.0
2087.0,1112715800000.0,680347400000.0,1308666200000.0,1920682200000.0,1345260200000.0,1186924700000.0,1151703400000.0,1325922600000.0,1002035500000.0
2088.0,1096285800000.0,658148560000.0,1289335300000.0,1905629200000.0,1341710100000.0,1177894500000.0,1138255700000.0,1304957200000.0,981666600000.0
2089.0,1067586400000.0,641982900000.0,1268013200000.0,1880343800000.0,1330204800000.0,1158056100000.0,1120518100000.0,1289303800000.0,967962070000.0
2090.0,1047064540000.0,617427400000.0,1242361100000.0,1867193500000.0,1319500300000.0,1147239500000.0,1098976460000.0,1290841200000.0,950229600000.0
2091.0,1028174800000.0,603474950000.0,1228815500000.0,1865932600000.0,1299639600000.0,1124216300000.0,1098067740000.0,1279393700000.0,935072040000.0
2092.0,1001269700000.0,588069140000.0,1215165500000.0,1864207400000.0,1269771300000.0,1097829600000.0,1091325900000.0,1266643500000.0,918715100000.0
2093.0,972389900000.0,576729900000.0,1198313400000.0,1848602500000.0,1254286000000.0,1077016800000.0,1071600200000.0,1242252800000.0,903465300000.0
2094.0,956234300000.0,566919000000.0,1171989000000.0,1844850300000.0,1246237700000.0,1076296600000.0,1061158700000.0,1225531700000.0,892279400000.0
2095.0,930338900000.0,550949400000.0,1147261300000.0,1815459100000.0,1225590600000.0,1059832200000.0,1044820600000.0,1199298300000.0,873229900000.0
2096.0,905013100000.0,530492900000.0,1129194800000.0,1804760800000.0,1220217800000.0,1039008600000.0,1039025240000.0,1181067900000.0,858401500000.0
2097.0,875872700000.0,522772350000.0,1107608200000.0,1784573300000.0,1195874700000.0,1038401200000.0,1031392130000.0,1162772200000.0,842057700000.0
2098.0,852910800000.0,507728920000.0,1086939140000.0,1772631900000.0,1176519400000.0,1029179440000.0,1017096100000.0,1155532500000.0,834698200000.0
2099.0,838730900000.0,493020940000.0,1067924700000.0,1750949800000.0,1158954400000.0,1020652700000.0,1003344900000.0,1147791000000.0,813130900000.0
2100.0,818847940000.0,475141960000.0,1048562960000.0,1741439900000.0,1148563100000.0,1012082000000.0,997103300000.0,1139370900000.0,799009000000.0
