time,EC-EARTH3,TAIESM1,CNRM-CM6-1,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,GFDL-ESM4,IITM-ESM,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR
2010.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0,2801784600000.0
2011.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0,2815268700000.0
2012.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0,2804944500000.0
2013.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0,2788001000000.0
2014.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0,2775820800000.0
2015.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0,2776653400000.0
2016.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0,2799073800000.0
2017.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0,2777002500000.0
2018.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0,2776250200000.0
2019.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0,2763531500000.0
2020.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0,2768378800000.0
2021.0,2724686700000.0,2763774800000.0,2754484600000.0,2746914200000.0,2754971700000.0,2734406500000.0,2723979500000.0,2771848300000.0,2735414400000.0,2719758000000.0,2753211700000.0,2746817200000.0,2767469400000.0,2730711300000.0
2022.0,2666082900000.0,2722623400000.0,2739165500000.0,2748953100000.0,2730263300000.0,2693814300000.0,2722195000000.0,2778241400000.0,2705112700000.0,2687756100000.0,2740925800000.0,2746418200000.0,2776066700000.0,2739024200000.0
2023.0,2625548600000.0,2678306600000.0,2702975200000.0,2715149400000.0,2705976000000.0,2633592000000.0,2697594400000.0,2764039500000.0,2681802900000.0,2671485000000.0,2693978400000.0,2755661700000.0,2755777800000.0,2725825000000.0
2024.0,2547155700000.0,2686079700000.0,2681291400000.0,2703458000000.0,2667643400000.0,2583914600000.0,2659229000000.0,2741209400000.0,2656244300000.0,2657924000000.0,2664676000000.0,2732459300000.0,2758796600000.0,2693371500000.0
2025.0,2488416300000.0,2667553500000.0,2681532000000.0,2690370800000.0,2627440700000.0,2516051000000.0,2632654800000.0,2718835700000.0,2625289000000.0,2653139500000.0,2640239100000.0,2715027000000.0,2732951300000.0,2667598000000.0
2026.0,2470798000000.0,2636471300000.0,2648928200000.0,2705774000000.0,2590635000000.0,2458878200000.0,2623983000000.0,2713290000000.0,2587408000000.0,2650008500000.0,2615512100000.0,2673794000000.0,2744491400000.0,2617699000000.0
2027.0,2436265100000.0,2620635000000.0,2599039500000.0,2676977000000.0,2550166200000.0,2442851500000.0,2609468400000.0,2684699300000.0,2575230600000.0,2632876000000.0,2564333800000.0,2641657600000.0,2781210700000.0,2583761000000.0
2028.0,2396968500000.0,2593034000000.0,2574352000000.0,2637671700000.0,2528114600000.0,2384966500000.0,2588589200000.0,2685767800000.0,2541970500000.0,2580267100000.0,2530273400000.0,2617441800000.0,2759927000000.0,2556180600000.0
2029.0,2331943400000.0,2586783500000.0,2524371200000.0,2608916600000.0,2493268000000.0,2336618000000.0,2587889200000.0,2679327200000.0,2541096500000.0,2558781000000.0,2513636200000.0,2574042800000.0,2762098300000.0,2534772000000.0
2030.0,2240379000000.0,2537503000000.0,2501593800000.0,2614833400000.0,2442079000000.0,2262161000000.0,2540945800000.0,2678013800000.0,2500403000000.0,2555352700000.0,2504093900000.0,2558437000000.0,2713137200000.0,2509292400000.0
2031.0,2168613100000.0,2502887000000.0,2472512800000.0,2587386400000.0,2412015300000.0,2206412600000.0,2526487000000.0,2644458300000.0,2489317900000.0,2532730000000.0,2478879800000.0,2543787700000.0,2682656700000.0,2528418700000.0
2032.0,2111604000000.0,2459152700000.0,2450094300000.0,2561446200000.0,2374545000000.0,2157058900000.0,2504355000000.0,2652830200000.0,2467716000000.0,2510716400000.0,2467926000000.0,2518717600000.0,2662805300000.0,2510954700000.0
2033.0,2088465000000.0,2407017200000.0,2422065600000.0,2527701200000.0,2330109700000.0,2097106300000.0,2477802700000.0,2657922300000.0,2416166600000.0,2481467000000.0,2425431500000.0,2492902700000.0,2609461900000.0,2490818000000.0
2034.0,2044637300000.0,2375290700000.0,2386865400000.0,2486523400000.0,2282751500000.0,2052860800000.0,2482698500000.0,2649574300000.0,2386903200000.0,2461403000000.0,2390535400000.0,2454157000000.0,2578721500000.0,2469753300000.0
2035.0,1969223200000.0,2374237000000.0,2367551700000.0,2432617700000.0,2247042300000.0,1971918200000.0,2444111400000.0,2639014700000.0,2396113300000.0,2420906000000.0,2364366400000.0,2415791400000.0,2540727400000.0,2465447000000.0
2036.0,1901903500000.0,2315738400000.0,2344747000000.0,2421514600000.0,2199715800000.0,1920265500000.0,2406458000000.0,2623537700000.0,2393802800000.0,2387536200000.0,2337869400000.0,2399158400000.0,2513068000000.0,2450785300000.0
2037.0,1853590500000.0,2255500000000.0,2323731200000.0,2395726400000.0,2147374600000.0,1868974900000.0,2381147800000.0,2626681600000.0,2371674200000.0,2367487700000.0,2308571000000.0,2386273000000.0,2499346700000.0,2429657800000.0
2038.0,1793956600000.0,2196469800000.0,2295823000000.0,2397408600000.0,2113030200000.0,1818833300000.0,2375282900000.0,2615374500000.0,2343487400000.0,2339764200000.0,2250284000000.0,2370112800000.0,2466409000000.0,2389026800000.0
2039.0,1741117300000.0,2155496900000.0,2251741500000.0,2371752600000.0,2083382900000.0,1751515400000.0,2327647600000.0,2610756800000.0,2313896600000.0,2292407300000.0,2200063400000.0,2329620300000.0,2393952500000.0,2378301200000.0
2040.0,1671002200000.0,2114883300000.0,2222227200000.0,2377645000000.0,2059611000000.0,1739151000000.0,2303652800000.0,2591580500000.0,2271959600000.0,2273403000000.0,2187533900000.0,2289471300000.0,2343871400000.0,2342309900000.0
2041.0,1636876200000.0,2099257900000.0,2176006400000.0,2376576000000.0,2031123300000.0,1696601900000.0,2271070400000.0,2543536000000.0,2218552700000.0,2237648600000.0,2148281000000.0,2236814500000.0,2342280200000.0,2305760000000.0
2042.0,1615244600000.0,2089281800000.0,2150640600000.0,2342640200000.0,1977543300000.0,1645497800000.0,2245861300000.0,2533462400000.0,2199956500000.0,2192530100000.0,2119571100000.0,2196297000000.0,2317411400000.0,2289327700000.0
2043.0,1536018500000.0,2054689800000.0,2116103400000.0,2310301800000.0,1912203100000.0,1595924500000.0,2209856000000.0,2538315400000.0,2166445300000.0,2203990400000.0,2093898700000.0,2157121600000.0,2284057500000.0,2267346600000.0
2044.0,1477178000000.0,2007947000000.0,2077122900000.0,2278101400000.0,1876067000000.0,1554175800000.0,2175852000000.0,2546051000000.0,2129169900000.0,2153890300000.0,2064430100000.0,2139512800000.0,2235163700000.0,2241703700000.0
2045.0,1426059700000.0,1964655600000.0,2039011300000.0,2278428200000.0,1827689500000.0,1539829900000.0,2165690700000.0,2514948000000.0,2084135200000.0,2134220000000.0,2023522400000.0,2098558700000.0,2183077000000.0,2212114000000.0
2046.0,1402170500000.0,1931374500000.0,2008120000000.0,2253327000000.0,1773179100000.0,1525019000000.0,2140345300000.0,2487181400000.0,2061284700000.0,2107173500000.0,1975551500000.0,2071227800000.0,2147618700000.0,2181977300000.0
2047.0,1350048500000.0,1882610000000.0,1958567500000.0,2204873000000.0,1730092500000.0,1467954600000.0,2115103400000.0,2462250700000.0,2021822800000.0,2067229300000.0,1935073000000.0,2031875000000.0,2101290000000.0,2150994500000.0
2048.0,1319230400000.0,1830726700000.0,1916133600000.0,2200861700000.0,1696456400000.0,1424742700000.0,2098427500000.0,2423411400000.0,1993626600000.0,2040982900000.0,1902665000000.0,1994155200000.0,2062461200000.0,2113064300000.0
2049.0,1277314000000.0,1800598800000.0,1867640300000.0,2162533300000.0,1656619800000.0,1380256300000.0,2085195700000.0,2402771800000.0,1968276900000.0,2005076300000.0,1854584500000.0,1962366200000.0,2006844600000.0,2080946700000.0
2050.0,1226288800000.0,1776999200000.0,1835978300000.0,2124550200000.0,1598721200000.0,1346059600000.0,2052290400000.0,2386198800000.0,1948347800000.0,1979634700000.0,1824157300000.0,1923493900000.0,1982277100000.0,2047788700000.0
2051.0,1193659100000.0,1740819500000.0,1815070100000.0,2067735400000.0,1543253800000.0,1306751400000.0,2017274000000.0,2377399100000.0,1913806300000.0,1913743500000.0,1794998400000.0,1867343300000.0,1950977000000.0,2003764500000.0
2052.0,1140887500000.0,1700167700000.0,1763377500000.0,2045120000000.0,1494569800000.0,1268425200000.0,1980018300000.0,2353140300000.0,1867348800000.0,1862449400000.0,1767916800000.0,1831931100000.0,1874783800000.0,1960328400000.0
2053.0,1114304300000.0,1676671300000.0,1738165800000.0,2005232500000.0,1432416600000.0,1227623100000.0,1940202700000.0,2344133900000.0,1813655500000.0,1836949200000.0,1711952200000.0,1787211300000.0,1813121500000.0,1916264000000.0
2054.0,1075144200000.0,1626968600000.0,1694128700000.0,1960216200000.0,1362749300000.0,1175151200000.0,1927243500000.0,2336096000000.0,1793938000000.0,1797574400000.0,1698185600000.0,1734997700000.0,1749841500000.0,1884221700000.0
2055.0,1021147200000.0,1593896100000.0,1645930300000.0,1924235500000.0,1304454200000.0,1131590300000.0,1890574500000.0,2326674300000.0,1750268600000.0,1786820800000.0,1647364700000.0,1692176700000.0,1726505200000.0,1873208800000.0
2056.0,974088700000.0,1579118200000.0,1602408200000.0,1897626300000.0,1255855000000.0,1088775450000.0,1865665500000.0,2320326700000.0,1702282300000.0,1752063400000.0,1613080000000.0,1649693700000.0,1678581600000.0,1832882500000.0
2057.0,955777700000.0,1523870300000.0,1566617400000.0,1857249500000.0,1206273200000.0,1049780800000.0,1836747800000.0,2307358700000.0,1694249600000.0,1737721100000.0,1584537000000.0,1619792100000.0,1622144700000.0,1795971500000.0
2058.0,916719500000.0,1477258400000.0,1525812300000.0,1803318000000.0,1164415000000.0,1018028160000.0,1822867000000.0,2296605800000.0,1660240400000.0,1706525900000.0,1553207700000.0,1568420900000.0,1572203000000.0,1771595200000.0
2059.0,887446040000.0,1429392900000.0,1480380300000.0,1768772900000.0,1109082100000.0,983860000000.0,1765697800000.0,2287939600000.0,1619597200000.0,1668500600000.0,1519523000000.0,1518429900000.0,1532714500000.0,1753813600000.0
2060.0,848787730000.0,1387567300000.0,1451135000000.0,1729296300000.0,1078768570000.0,950042030000.0,1716882500000.0,2248550000000.0,1589910200000.0,1621029200000.0,1488316300000.0,1469632000000.0,1491243500000.0,1734991500000.0
2061.0,810673700000.0,1344730700000.0,1425517000000.0,1680454300000.0,1046757800000.0,917664000000.0,1669837900000.0,2220478000000.0,1551268300000.0,1587309700000.0,1455253100000.0,1446162100000.0,1425720600000.0,1721286500000.0
2062.0,767997300000.0,1311942900000.0,1385228800000.0,1645670600000.0,1025305540000.0,884866150000.0,1647933500000.0,2209316600000.0,1528701500000.0,1544228400000.0,1416625100000.0,1406244900000.0,1359433800000.0,1689205200000.0
2063.0,730627100000.0,1279118900000.0,1341230700000.0,1602495300000.0,999637800000.0,861089370000.0,1632381800000.0,2203275800000.0,1508207400000.0,1526492300000.0,1378719500000.0,1372734000000.0,1333817100000.0,1651616400000.0
2064.0,703009800000.0,1235573700000.0,1302433400000.0,1570030000000.0,964525360000.0,824698600000.0,1602854000000.0,2173993000000.0,1471175200000.0,1471045700000.0,1325026600000.0,1338714800000.0,1302132400000.0,1621201600000.0
2065.0,667605140000.0,1185555700000.0,1271455500000.0,1518882300000.0,928992900000.0,795019440000.0,1585709800000.0,2173174200000.0,1439408200000.0,1450692000000.0,1309392200000.0,1295214300000.0,1247656400000.0,1571780800000.0
2066.0,637172900000.0,1152247800000.0,1220664500000.0,1481667800000.0,910438200000.0,755361500000.0,1567299300000.0,2173200000000.0,1416105400000.0,1418020000000.0,1293926900000.0,1258102600000.0,1217971600000.0,1563690300000.0
2067.0,605090940000.0,1116813400000.0,1187594900000.0,1463598300000.0,881065850000.0,729153540000.0,1544285600000.0,2161612300000.0,1387771700000.0,1389668200000.0,1260525800000.0,1236714700000.0,1168188000000.0,1544187700000.0
2068.0,592107500000.0,1067950740000.0,1147284600000.0,1414448800000.0,850428600000.0,702737740000.0,1500315900000.0,2147333600000.0,1342467700000.0,1357195000000.0,1221313800000.0,1202023300000.0,1143290500000.0,1515442800000.0
2069.0,561716900000.0,1036915600000.0,1102918500000.0,1361575700000.0,812711350000.0,673031700000.0,1459393400000.0,2120113800000.0,1320470400000.0,1318725900000.0,1204692300000.0,1174903200000.0,1107438700000.0,1504279400000.0
2070.0,542663600000.0,1011082660000.0,1059065950000.0,1330405300000.0,789738100000.0,651021000000.0,1434620100000.0,2103359400000.0,1286161800000.0,1282489500000.0,1186078700000.0,1138755800000.0,1075314160000.0,1483853700000.0
2071.0,513159920000.0,981799530000.0,1022798900000.0,1304333600000.0,763429400000.0,625317500000.0,1405148200000.0,2084608700000.0,1259927600000.0,1245601700000.0,1151489300000.0,1108302900000.0,1037371240000.0,1466631000000.0
2072.0,492342640000.0,960508500000.0,994595500000.0,1278753900000.0,750313140000.0,601773600000.0,1391157400000.0,2059531200000.0,1227622700000.0,1216113800000.0,1127531500000.0,1081531600000.0,1001147600000.0,1425637500000.0
2073.0,464939420000.0,925942900000.0,964284600000.0,1262522500000.0,732315700000.0,569775550000.0,1364785400000.0,2012514500000.0,1197532900000.0,1163826300000.0,1121856100000.0,1048931500000.0,976851040000.0,1394923100000.0
2074.0,437751020000.0,895414100000.0,934676900000.0,1238066800000.0,701360700000.0,551927740000.0,1346115000000.0,1997422700000.0,1162440900000.0,1106815500000.0,1112320800000.0,1021636840000.0,951995900000.0,1373713600000.0
2075.0,414344580000.0,879581270000.0,907053560000.0,1210580900000.0,663969100000.0,525018960000.0,1332036200000.0,1974785700000.0,1133702400000.0,1082485050000.0,1082887630000.0,996738400000.0,921148650000.0,1332676300000.0
2076.0,394283480000.0,849782600000.0,876023000000.0,1181519600000.0,639082950000.0,497146500000.0,1300362200000.0,1946265200000.0,1115143700000.0,1052283100000.0,1045236200000.0,965661600000.0,897799950000.0,1291232700000.0
2077.0,380512340000.0,815211200000.0,831876900000.0,1149932300000.0,609763800000.0,472706120000.0,1273580100000.0,1931420000000.0,1083896400000.0,1025784500000.0,1023710700000.0,934276240000.0,858830340000.0,1258894900000.0
2078.0,362270620000.0,784890860000.0,802327700000.0,1132975800000.0,595175100000.0,455880440000.0,1249862900000.0,1920114900000.0,1051606840000.0,995715700000.0,994532100000.0,902783570000.0,818303860000.0,1238494300000.0
2079.0,341236900000.0,765404640000.0,774917600000.0,1095846400000.0,567565100000.0,434893000000.0,1214425700000.0,1892355300000.0,1018860700000.0,970694100000.0,960029850000.0,867389870000.0,773774400000.0,1204363600000.0
2080.0,326970640000.0,745937440000.0,746544560000.0,1073111400000.0,545981630000.0,413394170000.0,1178729200000.0,1885232600000.0,996574040000.0,954718900000.0,937602100000.0,826843800000.0,739638050000.0,1165228000000.0
2081.0,308286420000.0,719410300000.0,722198130000.0,1050080640000.0,515542400000.0,400070340000.0,1143649900000.0,1867523600000.0,985708170000.0,925682300000.0,922967900000.0,795046600000.0,719557000000.0,1139992000000.0
2082.0,287463800000.0,701489600000.0,699833450000.0,1028096800000.0,493905840000.0,386069430000.0,1117744100000.0,1852663400000.0,953058660000.0,904748500000.0,900612700000.0,757172860000.0,695801300000.0,1123706700000.0
2083.0,277742780000.0,676423340000.0,667798730000.0,999335700000.0,472435700000.0,363210180000.0,1092407070000.0,1829640500000.0,916605440000.0,886813360000.0,892294270000.0,723884050000.0,658517100000.0,1100218200000.0
2084.0,262335700000.0,648949200000.0,641860570000.0,974122700000.0,454284700000.0,345853000000.0,1055738700000.0,1803554000000.0,891814400000.0,867163770000.0,857008770000.0,698012200000.0,631723100000.0,1067499260000.0
2085.0,244656500000.0,621033600000.0,622181600000.0,948836300000.0,435250230000.0,330311700000.0,1029265000000.0,1773791300000.0,870060200000.0,843454940000.0,841662140000.0,676498960000.0,613620600000.0,1050480350000.0
2086.0,224197120000.0,601901430000.0,598857800000.0,917905870000.0,409592270000.0,313633830000.0,1001570440000.0,1754577100000.0,849758100000.0,812348900000.0,816614340000.0,642471950000.0,593508430000.0,1016792300000.0
2087.0,209776430000.0,582297600000.0,577662100000.0,892227200000.0,384980200000.0,293039340000.0,977024900000.0,1729080200000.0,824934500000.0,790580560000.0,797752500000.0,621762500000.0,582791270000.0,997424370000.0
2088.0,191890210000.0,561681100000.0,553495000000.0,864957300000.0,366047530000.0,280333580000.0,947269000000.0,1719250800000.0,803000160000.0,773784600000.0,783078060000.0,588389550000.0,561521160000.0,959353060000.0
2089.0,178032800000.0,540131520000.0,532387140000.0,828308900000.0,346456030000.0,264182150000.0,921442600000.0,1697755700000.0,785792000000.0,768334360000.0,766793500000.0,567878550000.0,539512270000.0,929893700000.0
2090.0,164488510000.0,513798050000.0,507618460000.0,798168840000.0,327406550000.0,246969530000.0,899113350000.0,1674072200000.0,765898260000.0,750486700000.0,750845760000.0,547734550000.0,522893920000.0,901395450000.0
2091.0,152237240000.0,496568930000.0,483752500000.0,763801760000.0,306978520000.0,235237160000.0,874803800000.0,1643690600000.0,736112800000.0,723480540000.0,734453560000.0,517727160000.0,505101580000.0,879409900000.0
2092.0,145628660000.0,472766740000.0,460131600000.0,731128800000.0,286686640000.0,222950360000.0,857245300000.0,1616490000000.0,709760900000.0,690007800000.0,719726800000.0,491561840000.0,479480500000.0,857702860000.0
2093.0,134604920000.0,450839450000.0,434466550000.0,708351800000.0,268453360000.0,210766990000.0,829366900000.0,1594931300000.0,685892600000.0,656355500000.0,701486140000.0,469985900000.0,447799360000.0,825181600000.0
2094.0,123728495000.0,434985960000.0,412294120000.0,681621850000.0,251533410000.0,198047330000.0,795442540000.0,1562620100000.0,664075600000.0,622058500000.0,681703400000.0,451197860000.0,414619400000.0,796019800000.0
2095.0,113990000000.0,414513860000.0,387000930000.0,652983800000.0,238300920000.0,186470550000.0,786205300000.0,1550569200000.0,652532800000.0,608410340000.0,665125800000.0,431898300000.0,395152130000.0,771830500000.0
2096.0,108219064000.0,390851760000.0,362573330000.0,635098600000.0,222038470000.0,174363230000.0,775791000000.0,1524963000000.0,631570560000.0,581850560000.0,641794050000.0,411616640000.0,380177200000.0,755691750000.0
2097.0,100207410000.0,372231930000.0,340922470000.0,599758700000.0,209921150000.0,163791110000.0,751174940000.0,1492540600000.0,614804950000.0,565825700000.0,624806200000.0,390538400000.0,359341330000.0,733413900000.0
2098.0,94352330000.0,353984480000.0,323867800000.0,569981600000.0,199004540000.0,154445660000.0,718183860000.0,1467010000000.0,587619600000.0,541949460000.0,600079900000.0,372356150000.0,344367430000.0,717114250000.0
2099.0,88317400000.0,332864160000.0,306032600000.0,544702820000.0,189095200000.0,145567990000.0,691807450000.0,1447226100000.0,568331200000.0,519746700000.0,578205500000.0,355856060000.0,324327150000.0,703131300000.0
2100.0,81442960000.0,315558920000.0,288269370000.0,515866300000.0,179543080000.0,137083980000.0,666726760000.0,1430200100000.0,543509500000.0,515979200000.0,561118500000.0,340810330000.0,303590600000.0,683417700000.0
