time,GFDL-ESM4,CAMS-CSM1-0,EC-EARTH3-VEG,MRI-ESM2-0
2050.0,56874803000.0,78635426000.0,39656956000.0,39369960000.0
2051.0,56130912000.0,78756270000.0,38569280000.0,38496760000.0
2052.0,54497763000.0,78832394000.0,37980094000.0,37406950000.0
2053.0,53080244000.0,77752705000.0,36698427000.0,36981340000.0
2054.0,51794543000.0,77791670000.0,35439694000.0,36730376000.0
2055.0,50715492000.0,78637425000.0,34197969000.0,36002240000.0
2056.0,49436550000.0,77526990000.0,32765241000.0,35076100000.0
2057.0,48258716000.0,76601170000.0,31994233000.0,33834455000.0
2058.0,47959750000.0,75606900000.0,31058977000.0,32950120000.0
2059.0,47338246000.0,75856210000.0,30426966000.0,32229765000.0
2060.0,46803927000.0,75980210000.0,30111152000.0,31652889000.0
2061.0,47145394000.0,74821770000.0,29709132000.0,31008588000.0
2062.0,46182863000.0,74906845000.0,29204216000.0,30858695000.0
2063.0,45560787000.0,74559920000.0,28348877000.0,30256894000.0
2064.0,45383300000.0,73015580000.0,27740432000.0,30213070000.0
2065.0,45067280000.0,71694670000.0,27554103000.0,29748650000.0
2066.0,44989444000.0,70701690000.0,26913677000.0,29544610000.0
2067.0,44624703000.0,69458530000.0,26182468000.0,29237527000.0
2068.0,43533406000.0,69664280000.0,25602118000.0,29421795000.0
2069.0,42894262000.0,70028110000.0,25108740000.0,29448763000.0
2070.0,42934520000.0,69723480000.0,24583985000.0,28954733000.0
2071.0,42017698000.0,69026980000.0,23936596000.0,28781634000.0
2072.0,41695285000.0,68320272000.0,23989460000.0,28081983000.0
2073.0,41948120000.0,67952880000.0,23764374000.0,27864945000.0
2074.0,41397318000.0,68741276000.0,23605123000.0,27739605000.0
2075.0,40898666000.0,70243350000.0,23127728000.0,27890530000.0
2076.0,41192880000.0,69676670000.0,23070906000.0,27572042000.0
2077.0,41066190000.0,69933750000.0,22963786000.0,27974370000.0
2078.0,41640305000.0,70097265000.0,23052777000.0,28649690000.0
2079.0,40948720000.0,69730160000.0,22800298000.0,28836020000.0
2080.0,41059025000.0,70245065000.0,22772984000.0,28629715000.0
2081.0,40717443000.0,69893915000.0,22381617000.0,28319502000.0
2082.0,40599118000.0,69305910000.0,22198266000.0,28377473000.0
2083.0,40617714000.0,68652462000.0,22256468000.0,28299580000.0
2084.0,40754720000.0,68368253000.0,22141653000.0,27975062000.0
2085.0,40742097000.0,68996325000.0,21988753000.0,27706743000.0
2086.0,40890780000.0,68323025000.0,21877707000.0,27709737000.0
2087.0,40607666000.0,69273305000.0,21642205000.0,27419206000.0
2088.0,40759443000.0,69444450000.0,21752986000.0,27018131000.0
2089.0,40468020000.0,69241840000.0,21503689000.0,27303047000.0
2090.0,39984185000.0,69068500000.0,21191289000.0,27132460000.0
2091.0,39411675000.0,68454457000.0,20785652000.0,27111002000.0
2092.0,39230200000.0,68750480000.0,20533324000.0,27450563000.0
2093.0,39366775000.0,68468790000.0,20249459000.0,27386438000.0
2094.0,39121680000.0,68550484000.0,20176044000.0,27716073000.0
2095.0,38529110000.0,68706243000.0,19980573000.0,27759022000.0
2096.0,38831112000.0,68996880000.0,20045756000.0,28046068000.0
2097.0,38999140000.0,69170170000.0,19941181000.0,27995617000.0
2098.0,39153816000.0,68892930000.0,19750173000.0,28507447000.0
2099.0,39410745000.0,69414930000.0,19501095000.0,28383236000.0
2100.0,39068480000.0,69827980000.0,19344870000.0,28754164000.0
