time,MRI-ESM2-0,CESM2-WACCM,CANESM5,IPSL-CM6A-LR
2051.0,31097764000.0,37632426000.0,28909148000.0,33814852000.0
2052.0,30364291000.0,35698418000.0,27766682000.0,32072264000.0
2053.0,29385470000.0,33849205000.0,26478197000.0,30733117000.0
2054.0,28401240000.0,32379668000.0,24902005000.0,29254509000.0
2055.0,27335530000.0,31158063000.0,24019225000.0,27552743000.0
2056.0,26681661000.0,29874045000.0,22584156000.0,26330376000.0
2057.0,26079803000.0,28454332000.0,21736614000.0,25160331000.0
2058.0,25002860000.0,26991987000.0,20658450000.0,24034250000.0
2059.0,24266027000.0,25464046000.0,19544988000.0,22936627000.0
2060.0,23546827000.0,24458836000.0,18687156000.0,21903670000.0
2061.0,22812082000.0,23692814000.0,17899200000.0,21140859000.0
2062.0,22295067000.0,23152480000.0,17104894000.0,20168900000.0
2063.0,21879243000.0,22439920000.0,16638911000.0,19300112000.0
2064.0,21511672000.0,21595111000.0,15937538000.0,18722259000.0
2065.0,20874820000.0,20986001000.0,15122975000.0,17899823000.0
2066.0,20404520000.0,20385710000.0,14555299000.0,17250517000.0
2067.0,19993932000.0,19750451000.0,14039247000.0,16665111000.0
2068.0,19694954000.0,19055227000.0,13763295000.0,15984695000.0
2069.0,19050980000.0,18489842000.0,13203572000.0,15212607000.0
2070.0,18771288000.0,17944797000.0,12809346000.0,14583314000.0
2071.0,18361913000.0,17464465000.0,12522358000.0,14014339000.0
2072.0,18218093000.0,17281421000.0,12455063000.0,13603858000.0
2073.0,17891355000.0,17221644000.0,12160114000.0,13254150000.0
2074.0,17738865000.0,16873288000.0,12088444000.0,12981846000.0
2075.0,17551639000.0,16750812000.0,11803608000.0,12719094000.0
2076.0,17298430000.0,16617039000.0,11689350000.0,12454133000.0
2077.0,17074953000.0,16359410000.0,11538307000.0,12246292000.0
2078.0,17295900000.0,16053754000.0,11480195000.0,12116026000.0
2079.0,17048293000.0,15900022000.0,11256152000.0,11858948000.0
2080.0,16997749000.0,15886191000.0,11160531000.0,11611147000.0
2081.0,16920510000.0,15843424000.0,11170958000.0,11384661000.0
2082.0,16877909000.0,15691540000.0,11146945000.0,11318954000.0
2083.0,16790539000.0,15532538000.0,11104010000.0,11285192000.0
2084.0,16618508000.0,15231732000.0,11054473000.0,11333484000.0
2085.0,16599895000.0,15034185000.0,10939067000.0,11248266000.0
2086.0,16583218000.0,14883590000.0,10998519000.0,11233874000.0
2087.0,16643912000.0,14815555000.0,10956444000.0,11311167000.0
2088.0,16755496000.0,14526071000.0,10905183000.0,11297573000.0
2089.0,16762551000.0,14437117000.0,10891162000.0,11271239000.0
2090.0,16929690000.0,14418403000.0,10872395000.0,11231497000.0
2091.0,16994717000.0,14293379000.0,10750749000.0,11174652000.0
2092.0,17108011000.0,14193677000.0,10730537000.0,11157963000.0
2093.0,17287637000.0,14094661000.0,10761622000.0,11139655000.0
2094.0,17446982000.0,14084536000.0,10860685000.0,11150800000.0
2095.0,17705865000.0,14158959000.0,10884328000.0,11068510000.0
2096.0,17911108000.0,14116351000.0,10889381000.0,11197806000.0
2097.0,18169883000.0,14218191000.0,10869855000.0,11164120000.0
2098.0,18347807000.0,14257418000.0,10907019000.0,11197093000.0
2099.0,18544894000.0,14369928000.0,10946823000.0,11217872000.0
2100.0,18590840000.0,14486816000.0,10940804000.0,11303310000.0
