time,CCSM4,GISS-E2-R,CANESM2,GFDL-CM3,CNRM-CM5,NORESM1-M,MPI-ESM-LR,GFDL-ESM2G,IPSL-CM5A-LR,CSIRO-MK3-6-0
2032.0,104317710000.0,104284820000.0,104116050000.0,103963280000.0,104439050000.0,104071274000.0,104336370000.0,104369090000.0,104045950000.0,104240865000.0
2033.0,104251540000.0,104305690000.0,104056365000.0,103880425000.0,104418760000.0,104083740000.0,104236320000.0,104434860000.0,104001630000.0,104217220000.0
2034.0,104264710000.0,104210240000.0,103975410000.0,103828310000.0,104258530000.0,104000225000.0,104342140000.0,104325520000.0,103914270000.0,104222240000.0
2035.0,104230620000.0,104142045000.0,104293380000.0,103745770000.0,104155250000.0,103896230000.0,104133200000.0,104330130000.0,103815660000.0,104106290000.0
2036.0,104175100000.0,104140720000.0,103910540000.0,103684550000.0,104491060000.0,103766520000.0,104080890000.0,104378970000.0,103673400000.0,104078970000.0
2037.0,104103560000.0,104094750000.0,103934710000.0,103581975000.0,104118260000.0,103696695000.0,104092540000.0,104392610000.0,103573140000.0,104127455000.0
2038.0,104140980000.0,104061890000.0,103800410000.0,103579190000.0,104111415000.0,103687410000.0,104027470000.0,104261310000.0,103443550000.0,104010285000.0
2039.0,103980196000.0,105082870000.0,103758740000.0,103438580000.0,104046910000.0,103568890000.0,103929560000.0,104237064000.0,103301500000.0,103878630000.0
2040.0,103905124000.0,104001210000.0,103781940000.0,103271180000.0,103944995000.0,103466490000.0,103827380000.0,104180690000.0,103189330000.0,103800504000.0
2041.0,103829510000.0,104001790000.0,103837010000.0,103170600000.0,103856000000.0,103377990000.0,103785095000.0,104159090000.0,103120350000.0,103775120000.0
2042.0,103781695000.0,103908500000.0,103664410000.0,103009770000.0,103875670000.0,103257470000.0,103746360000.0,104075200000.0,104257544000.0,103775830000.0
2043.0,103710160000.0,103944995000.0,103529865000.0,102864765000.0,103749665000.0,103151150000.0,103703230000.0,104007690000.0,103076840000.0,103732314000.0
2044.0,103645980000.0,103783100000.0,103428010000.0,102717200000.0,103712375000.0,103016490000.0,103578090000.0,103922030000.0,102896484000.0,103654556000.0
2045.0,103533550000.0,103698140000.0,103317430000.0,102531640000.0,103551690000.0,102889550000.0,103411000000.0,103871950000.0,102734980000.0,103642010000.0
2046.0,103431330000.0,105457940000.0,103194714000.0,102373230000.0,103575920000.0,102778590000.0,103289864000.0,103793290000.0,102572460000.0,103463540000.0
2047.0,103327840000.0,103978680000.0,103225190000.0,102180270000.0,103397655000.0,102583280000.0,103171300000.0,103717585000.0,102392290000.0,103386040000.0
2048.0,103324470000.0,103641780000.0,103075000000.0,102044385000.0,103621240000.0,102857700000.0,103324115000.0,103609960000.0,102242705000.0,103355430000.0
2049.0,103237290000.0,103543054000.0,103075300000.0,101902790000.0,103377350000.0,102483280000.0,103096320000.0,103570360000.0,102118380000.0,103259350000.0
2050.0,103179805000.0,103394200000.0,103273480000.0,101723250000.0,103198654000.0,102318710000.0,103166850000.0,103478590000.0,102012750000.0,103172210000.0
2051.0,103349240000.0,103362950000.0,102815785000.0,101536860000.0,103258410000.0,102146000000.0,102935570000.0,103464730000.0,102048604000.0,103090810000.0
2052.0,103184286000.0,103241800000.0,102692905000.0,101289330000.0,102975504000.0,102029345000.0,102794445000.0,103365660000.0,101698450000.0,103037260000.0
2053.0,103040010000.0,103159095000.0,102582680000.0,101061160000.0,102779404000.0,102458760000.0,102731325000.0,103562840000.0,101477605000.0,102947070000.0
2054.0,102957840000.0,103065985000.0,102455020000.0,100742370000.0,103036170000.0,101849480000.0,102666520000.0,103334430000.0,101287940000.0,102842606000.0
2055.0,102824010000.0,103636250000.0,102372610000.0,100485220000.0,102726115000.0,101668070000.0,102600220000.0,103563340000.0,101146180000.0,102782850000.0
2056.0,104086140000.0,103045235000.0,102186660000.0,100221070000.0,102522730000.0,101653500000.0,102495445000.0,103259010000.0,101068630000.0,102732110000.0
2057.0,103448180000.0,102931940000.0,101998560000.0,99915620000.0,102355880000.0,101857020000.0,102456480000.0,103225780000.0,100931985000.0,102609084000.0
2058.0,102955810000.0,102825730000.0,101989150000.0,99733700000.0,103346960000.0,101401390000.0,102308730000.0,103197020000.0,100593345000.0,102491455000.0
2059.0,102777420000.0,102778920000.0,101914935000.0,99445620000.0,102794560000.0,101234200000.0,102392690000.0,103068450000.0,100933050000.0,102405290000.0
2060.0,102566280000.0,102579690000.0,101904420000.0,99277720000.0,101941760000.0,101058950000.0,102209870000.0,103230120000.0,100205900000.0,102273130000.0
2061.0,102647510000.0,102516160000.0,101725540000.0,98962850000.0,101964520000.0,100813780000.0,101951470000.0,103010240000.0,100039840000.0,102557170000.0
2062.0,102381720000.0,104054820000.0,101555610000.0,98662425000.0,101744840000.0,100661280000.0,101831510000.0,102952800000.0,100010310000.0,102193410000.0
2063.0,102809600000.0,102375520000.0,101782600000.0,98317780000.0,101581700000.0,100477624000.0,101702110000.0,102863060000.0,99825345000.0,102092190000.0
2064.0,102401960000.0,102193990000.0,101352430000.0,97922785000.0,101336140000.0,100340760000.0,101550780000.0,102758490000.0,99567575000.0,102014630000.0
2065.0,102562370000.0,102141820000.0,101265180000.0,97586080000.0,101168500000.0,100130890000.0,101748834000.0,102693030000.0,99399740000.0,101879230000.0
2066.0,102321120000.0,102428930000.0,101109220000.0,97307120000.0,101141350000.0,100018030000.0,101468160000.0,102853440000.0,99380090000.0,101849500000.0
2067.0,102965430000.0,102039800000.0,101037450000.0,96850780000.0,100878385000.0,99856800000.0,101315890000.0,102605260000.0,98977680000.0,101720090000.0
2068.0,102302590000.0,101898720000.0,100823070000.0,96442210000.0,101330805000.0,99607950000.0,101151760000.0,102464630000.0,98873050000.0,101611250000.0
2069.0,101974660000.0,101805770000.0,100730760000.0,96093320000.0,100696320000.0,100010730000.0,101103930000.0,102418120000.0,98580840000.0,101525930000.0
2070.0,101812510000.0,102215940000.0,100527740000.0,95878500000.0,100546520000.0,99396170000.0,101015626000.0,102287740000.0,98386500000.0,101443160000.0
2071.0,101732590000.0,102554984000.0,100447494000.0,95485450000.0,100352795000.0,99140760000.0,100876330000.0,102367035000.0,98106000000.0,101287770000.0
2072.0,101500180000.0,102144910000.0,100345820000.0,95076230000.0,100238230000.0,99009266000.0,100687100000.0,102819380000.0,97781730000.0,101224810000.0
2073.0,101408014000.0,101697765000.0,100329510000.0,94822320000.0,100055390000.0,98783100000.0,100545050000.0,102324855000.0,97448935000.0,101156560000.0
2074.0,101332574000.0,101642445000.0,100028460000.0,94420650000.0,99944150000.0,98638900000.0,100569465000.0,102170984000.0,97137250000.0,101085960000.0
2075.0,101160500000.0,101649830000.0,99979040000.0,94216200000.0,99823280000.0,98495046000.0,100247380000.0,102635120000.0,96897630000.0,100959680000.0
2076.0,101017650000.0,101223645000.0,99721270000.0,93608624000.0,99656974000.0,98404660000.0,100088920000.0,102120186000.0,96675170000.0,100886040000.0
2077.0,101047120000.0,101113560000.0,99579190000.0,93486090000.0,99380510000.0,98172310000.0,100050920000.0,102105555000.0,96632200000.0,100808610000.0
2078.0,101961600000.0,100980250000.0,100050010000.0,93006050000.0,100837750000.0,98023420000.0,100040510000.0,102355890000.0,96336265000.0,100602310000.0
2079.0,100850020000.0,100822320000.0,99161060000.0,92485260000.0,99237130000.0,97775280000.0,100300350000.0,101927330000.0,96031280000.0,100533035000.0
2080.0,100871320000.0,101012690000.0,98949360000.0,92167290000.0,99034800000.0,97660590000.0,99732595000.0,101809160000.0,95795100000.0,100358450000.0
2081.0,100640110000.0,100626825000.0,98690245000.0,91815220000.0,98813100000.0,97324850000.0,99490710000.0,101676580000.0,95511240000.0,100253630000.0
2082.0,100480860000.0,100496290000.0,99425340000.0,91338000000.0,98656510000.0,97134480000.0,99369650000.0,101661835000.0,95918830000.0,100101430000.0
2083.0,100359230000.0,100924200000.0,98382560000.0,90923835000.0,98491730000.0,96859710000.0,99171330000.0,101526820000.0,95196460000.0,99947495000.0
2084.0,100622090000.0,100845190000.0,98317250000.0,90706760000.0,98970720000.0,96553620000.0,98989160000.0,101418074000.0,95120654000.0,99851485000.0
2085.0,100654010000.0,100361420000.0,98096030000.0,90305580000.0,98166735000.0,96424820000.0,99292750000.0,101359880000.0,94715830000.0,100053870000.0
2086.0,100224490000.0,100246410000.0,97727220000.0,89874490000.0,98034240000.0,96198740000.0,98727640000.0,101261700000.0,94622335000.0,99875135000.0
2087.0,100079900000.0,100147315000.0,97633380000.0,89405740000.0,97797860000.0,96053570000.0,98502170000.0,101258930000.0,95339856000.0,101028530000.0
2088.0,99905850000.0,100369510000.0,97730630000.0,89136200000.0,98260320000.0,95744336000.0,98410455000.0,101145840000.0,94134780000.0,99569795000.0
2089.0,99759730000.0,99925310000.0,97489440000.0,88916850000.0,97476350000.0,95457690000.0,98363280000.0,101110500000.0,95294910000.0,99361300000.0
2090.0,99548720000.0,99799335000.0,97886710000.0,87888410000.0,97129230000.0,95186665000.0,98118670000.0,100978156000.0,93851810000.0,99271434000.0
2091.0,99396890000.0,101382030000.0,96787130000.0,87413340000.0,97179845000.0,94917680000.0,98508870000.0,100941330000.0,93703610000.0,99024050000.0
2092.0,99678224000.0,100382745000.0,96622030000.0,86979764000.0,96812570000.0,94569030000.0,97859390000.0,100867570000.0,93462260000.0,99058065000.0
2093.0,100066020000.0,99879150000.0,96391740000.0,86668120000.0,96585730000.0,94324010000.0,99285430000.0,100787090000.0,93214335000.0,98851560000.0
2094.0,99088425000.0,99621970000.0,96449765000.0,86972860000.0,96378340000.0,94220900000.0,97776080000.0,100742790000.0,93269780000.0,98644210000.0
2095.0,98951130000.0,99525530000.0,96236730000.0,85806660000.0,96128650000.0,94256020000.0,97577550000.0,101075270000.0,92615090000.0,98713240000.0
2096.0,99218670000.0,100952310000.0,95894800000.0,87256520000.0,96413426000.0,94205534000.0,97778400000.0,100816570000.0,92336150000.0,98401120000.0
2097.0,98949360000.0,99316590000.0,95742984000.0,85338595000.0,95849800000.0,93728620000.0,97413290000.0,100767920000.0,92079890000.0,98514740000.0
2098.0,98839690000.0,99191180000.0,95534690000.0,84900980000.0,95700935000.0,93447830000.0,97152380000.0,100492920000.0,91733640000.0,98113780000.0
2099.0,98483110000.0,99191140000.0,95416360000.0,84540380000.0,95493090000.0,93207660000.0,97139710000.0,100397285000.0,91569530000.0,98024290000.0
2100.0,99246875000.0,99006300000.0,95331090000.0,84091960000.0,95297450000.0,93075080000.0,96985080000.0,100288390000.0,91512545000.0,97924190000.0
