time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2063.0,58618634000.0,69900470000.0,49912840000.0,67215503000.0,62380474000.0
2064.0,57878893000.0,69731990000.0,49157235000.0,66799133000.0,65592830000.0
2065.0,56740160000.0,69134475000.0,48095986000.0,66460885000.0,62104162000.0
2066.0,55622484000.0,68484770000.0,46870254000.0,65740423000.0,61526036000.0
2067.0,54864200000.0,67814760000.0,46004670000.0,65295770000.0,60705833000.0
2068.0,54319250000.0,67259953000.0,44943577000.0,65665200000.0,60171104000.0
2069.0,53205280000.0,66685624000.0,44170355000.0,64469737000.0,60596480000.0
2070.0,52681806000.0,66357342000.0,43634180000.0,64013340000.0,59547263000.0
2071.0,51736535000.0,65651274000.0,42460307000.0,63518097000.0,58821698000.0
2072.0,50853724000.0,65145983000.0,41260090000.0,63018443000.0,58064420000.0
2073.0,50033074000.0,64644930000.0,40317400000.0,62260180000.0,57489592000.0
2074.0,49213915000.0,64526328000.0,39552877000.0,61543813000.0,57161466000.0
2075.0,48444895000.0,63769310000.0,38819660000.0,60931224000.0,56472460000.0
2076.0,47390670000.0,63029590000.0,37748654000.0,61104460000.0,56106013000.0
2077.0,46416140000.0,62664438000.0,36814545000.0,60185140000.0,55530045000.0
2078.0,45731647000.0,62189090000.0,35898420000.0,59726156000.0,54859880000.0
2079.0,45137450000.0,61493477000.0,34883540000.0,59242455000.0,54336280000.0
2080.0,44290322000.0,60741874000.0,33724555000.0,58873012000.0,53836900000.0
2081.0,43527074000.0,60289750000.0,32668187000.0,58274775000.0,53305045000.0
2082.0,42820428000.0,59780534000.0,31816016000.0,57723277000.0,52597740000.0
2083.0,41988465000.0,59285550000.0,31122252000.0,57185542000.0,52037095000.0
2084.0,41349722000.0,58944060000.0,30465352000.0,56505508000.0,51587576000.0
2085.0,40763523000.0,58434793000.0,29364474000.0,55893550000.0,51209990000.0
2086.0,39933694000.0,58247810000.0,28955025000.0,55286804000.0,50657853000.0
2087.0,39399047000.0,57554416000.0,28019452000.0,54681590000.0,50102860000.0
2088.0,38616170000.0,57449845000.0,27347614000.0,54101606000.0,49519526000.0
2089.0,38159184000.0,56694542000.0,26518378000.0,53415838000.0,50289738000.0
2090.0,37563437000.0,56325760000.0,25735342000.0,52992990000.0,48794220000.0
2091.0,36989360000.0,56977490000.0,25084285000.0,52490680000.0,48376250000.0
2092.0,37534320000.0,56084144000.0,24299580000.0,51928297000.0,47767220000.0
2093.0,35961962000.0,55490638000.0,23736187000.0,51523842000.0,46991170000.0
2094.0,35223540000.0,54905830000.0,23025086000.0,50830823000.0,46362950000.0
2095.0,34513703000.0,54434898000.0,22374164000.0,50092830000.0,45893760000.0
2096.0,34000360000.0,53954912000.0,21862482000.0,49629938000.0,45412570000.0
2097.0,33387252000.0,53482775000.0,21259747000.0,49190840000.0,44792214000.0
2098.0,32629260000.0,52966800000.0,20515303000.0,48648393000.0,44172026000.0
2099.0,31974451000.0,52500214000.0,19633873000.0,48456890000.0,43857093000.0
2100.0,31198286000.0,52128820000.0,19009372000.0,47805130000.0,43670730000.0
