time,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-CM2,CESM2-WACCM
2037.0,1423057700.0,1349494300.0,1150293000.0,1308812200.0,1127249200.0,1546466300.0
2038.0,1375902600.0,1310679800.0,1113025400.0,1257654400.0,1085411800.0,1531897500.0
2039.0,1332367200.0,1272130700.0,1066334500.0,1208609300.0,1031826050.0,1484956700.0
2040.0,1264043800.0,1226908200.0,1020212600.0,1154406100.0,1005469440.0,1449770000.0
2041.0,1192922500.0,1198679700.0,989107700.0,1156753200.0,957652540.0,1419861900.0
2042.0,1152685600.0,1195210200.0,964503000.0,1091353300.0,913969800.0,1392894500.0
2043.0,1113574000.0,1151620900.0,976843700.0,1058248260.0,871198140.0,1360160400.0
2044.0,1088705700.0,1118130300.0,923317400.0,1036577400.0,834253900.0,1407552800.0
2045.0,1005661700.0,1088859500.0,886690900.0,992891460.0,810223800.0,1301120600.0
2046.0,974059650.0,1056406660.0,857803650.0,960340030.0,820173600.0,1348045600.0
2047.0,1013156600.0,1012711230.0,831821700.0,925181300.0,773216200.0,1261096100.0
2048.0,1026315800.0,990770560.0,819569800.0,887736640.0,750394400.0,1301975900.0
2049.0,958007100.0,947295800.0,780843260.0,849447200.0,729230900.0,1212734200.0
2050.0,897036300.0,908473500.0,767039700.0,822721700.0,703393600.0,1192970900.0
2051.0,875035650.0,854297800.0,729057860.0,794607900.0,703739650.0,1150025300.0
2052.0,841473340.0,830572000.0,711391040.0,762543900.0,684181570.0,1134748900.0
2053.0,809254700.0,842663550.0,695590300.0,752917100.0,667108400.0,1105609700.0
2054.0,760817150.0,777078140.0,667601150.0,710684300.0,708351800.0,1133283700.0
2055.0,764829200.0,747739000.0,645565100.0,685184800.0,672930100.0,1085021300.0
2056.0,734120200.0,718451140.0,616563000.0,679967200.0,620534340.0,1016631800.0
2057.0,691066800.0,705402300.0,592866900.0,648959700.0,596433150.0,992107000.0
2058.0,664375500.0,685333440.0,582839500.0,638682560.0,562239300.0,943583900.0
2059.0,651363100.0,673370800.0,590001200.0,618697540.0,544005900.0,930154000.0
2060.0,621925600.0,674658900.0,552409300.0,595855360.0,529075360.0,901112260.0
2061.0,598018800.0,638029250.0,538953300.0,564830660.0,555728500.0,878635300.0
2062.0,614880500.0,612176450.0,521898430.0,559853400.0,502897900.0,859007940.0
2063.0,586054900.0,618342700.0,551929660.0,559506900.0,486477060.0,948696260.0
2064.0,563812160.0,591492600.0,508566000.0,532292900.0,490139040.0,830288100.0
2065.0,549735940.0,569678100.0,484234300.0,513634240.0,475687600.0,811739500.0
2066.0,542846000.0,635447000.0,469394000.0,499734140.0,459664640.0,792168300.0
2067.0,560558100.0,564000800.0,456746050.0,491545440.0,448701540.0,811464800.0
2068.0,518294980.0,538891400.0,448453150.0,499178980.0,439732000.0,769302600.0
2069.0,501087140.0,524787970.0,431533380.0,479786400.0,430147460.0,755450600.0
2070.0,489788100.0,506076800.0,425855260.0,478615800.0,430711040.0,728251300.0
2071.0,478976480.0,497517820.0,412982460.0,462357820.0,417051800.0,703055360.0
2072.0,471405900.0,499224740.0,447736770.0,454021380.0,414130600.0,678825800.0
2073.0,449436930.0,470807650.0,574775550.0,445996400.0,407684540.0,653700540.0
2074.0,581181100.0,454337600.0,450393400.0,508888130.0,398742370.0,725046340.0
2075.0,448708800.0,439231550.0,507211200.0,482104300.0,391359680.0,648074750.0
2076.0,448960130.0,469544420.0,404546600.0,446697950.0,388144900.0,617697400.0
2077.0,462557540.0,430598460.0,425525060.0,451799840.0,497404960.0,719905800.0
2078.0,482247000.0,421215230.0,401456130.0,451690400.0,375093470.0,664581700.0
2079.0,422825920.0,414447140.0,388165440.0,448838200.0,367538850.0,618709760.0
2080.0,412939970.0,411425730.0,394418270.0,427680420.0,359570340.0,614908160.0
2081.0,403181820.0,404978560.0,406365660.0,418738180.0,351332350.0,582966100.0
2082.0,400445980.0,418742140.0,398944600.0,413672580.0,349936350.0,559875900.0
2083.0,391994460.0,411821700.0,386343550.0,423442560.0,344175740.0,753813700.0
2084.0,386677540.0,394783300.0,434491800.0,411246700.0,338206000.0,570138200.0
2085.0,380959680.0,385018080.0,381259420.0,422754750.0,337285570.0,548885060.0
2086.0,528369120.0,379602980.0,376232480.0,418693060.0,339542100.0,616453760.0
2087.0,373666530.0,373131970.0,423438700.0,407546800.0,373759680.0,551398600.0
2088.0,400855300.0,364433180.0,422959100.0,620782300.0,352678400.0,619315300.0
2089.0,370591140.0,359076830.0,398759300.0,409378140.0,361469380.0,538081800.0
2090.0,360866460.0,355938900.0,482912060.0,403169730.0,332453120.0,729805600.0
2091.0,354866500.0,381453280.0,423514180.0,404680480.0,325694820.0,544965440.0
2092.0,616643460.0,356202080.0,385773570.0,398654530.0,323071100.0,583543360.0
2093.0,344517300.0,368470750.0,475810020.0,395714530.0,320525400.0,531781000.0
2094.0,346547460.0,376189020.0,457645820.0,398125630.0,311615520.0,649044300.0
2095.0,337003600.0,360793100.0,424989000.0,389113820.0,316962240.0,598410800.0
2096.0,331265800.0,359804640.0,558338400.0,471097120.0,315894850.0,724785500.0
2097.0,331711600.0,343573500.0,419411620.0,605240260.0,303283520.0,542627650.0
2098.0,324942600.0,335930780.0,394225860.0,427236480.0,298407700.0,526166140.0
2099.0,315554780.0,343584640.0,389837920.0,404186880.0,296595070.0,520487070.0
2100.0,314507600.0,359956350.0,384318500.0,597293500.0,294019200.0,518100200.0
2101.0,311672450.0,441833400.0,425416770.0,461981060.0,292849630.0,508809540.0
2102.0,307402660.0,447788320.0,541973900.0,415100200.0,295694560.0,503105340.0
2103.0,317708320.0,385300800.0,407735200.0,390898270.0,289602240.0,498917440.0
2104.0,335496700.0,384015600.0,402122700.0,399402100.0,288176450.0,493104300.0
2105.0,315889500.0,343772220.0,438371520.0,387600700.0,285045920.0,486319840.0
2106.0,386920060.0,405861700.0,410943070.0,447902100.0,282234700.0,482351200.0
2107.0,299390530.0,343192260.0,443119170.0,394917570.0,276168000.0,506875520.0
2108.0,293056450.0,497090660.0,886882000.0,463501730.0,274528320.0,799992700.0
2109.0,295312300.0,352857900.0,508739700.0,397699330.0,270296640.0,515652220.0
2110.0,303366560.0,348192060.0,856590800.0,394740900.0,268297220.0,917541100.0
2111.0,299806300.0,337677500.0,487079400.0,388015650.0,261312850.0,493938700.0
2112.0,343222200.0,338711700.0,432104960.0,402018600.0,317145950.0,494961570.0
2113.0,567474700.0,334779200.0,803895000.0,389890100.0,257968320.0,688789060.0
2114.0,353400640.0,340586430.0,437705250.0,688858400.0,255721100.0,512195520.0
2115.0,312950100.0,369980800.0,431162200.0,602100600.0,254451220.0,494392480.0
2116.0,302314600.0,339784030.0,433948320.0,505744320.0,255288850.0,483505100.0
2117.0,295256540.0,844301630.0,449001060.0,426163680.0,249125250.0,495287000.0
2118.0,294945800.0,419351940.0,747758000.0,411261540.0,247761060.0,487004300.0
2119.0,294618180.0,425516740.0,526393020.0,437714620.0,248159760.0,483497800.0
2120.0,287869250.0,369147140.0,732530000.0,427616640.0,239508560.0,473749340.0
2121.0,286556400.0,347111040.0,603391600.0,422696060.0,236202110.0,471557000.0
2122.0,563748160.0,356557570.0,733687940.0,802827900.0,232728350.0,599869500.0
2123.0,297263550.0,350316700.0,571815600.0,466189380.0,230829000.0,469322370.0
2124.0,288532930.0,415463550.0,511569760.0,452757630.0,228731660.0,1197993500.0
2125.0,372096300.0,393596060.0,720138600.0,438213700.0,228040210.0,1103380000.0
2126.0,335126340.0,464658600.0,513260540.0,428701200.0,223805870.0,711140000.0
2127.0,380713000.0,375396260.0,549877760.0,869846800.0,237847500.0,499403870.0
2128.0,353222660.0,407606000.0,499576800.0,439598940.0,222082400.0,500951070.0
2129.0,407826430.0,365986750.0,487302300.0,432246750.0,263315710.0,569519360.0
2130.0,338731420.0,360035300.0,825953900.0,526484670.0,230359180.0,511749220.0
2131.0,308752740.0,359378020.0,666244800.0,658787200.0,217109730.0,542253100.0
2132.0,308511940.0,369176960.0,1569849700.0,531927870.0,214773100.0,536903360.0
2133.0,314346850.0,629165300.0,831796800.0,459880860.0,217021020.0,512689920.0
2134.0,342013220.0,811207800.0,658330240.0,458163740.0,210116900.0,500558180.0
2135.0,309301730.0,460263360.0,1249524500.0,718538800.0,225963120.0,484876600.0
2136.0,319706880.0,493800320.0,743557400.0,796507840.0,204815250.0,771571300.0
2137.0,306528220.0,452848300.0,636670660.0,540806900.0,345191600.0,607941300.0
2138.0,442174270.0,417634500.0,609451460.0,530630080.0,254258910.0,595175230.0
2139.0,350175520.0,623010300.0,1161920500.0,665215300.0,223556290.0,533790100.0
2140.0,307745400.0,530898800.0,695304500.0,573170300.0,210805970.0,538181200.0
2141.0,310658300.0,529380960.0,1722163100.0,575138600.0,207553700.0,526823100.0
2142.0,328372200.0,439531170.0,1215994400.0,554534100.0,208801680.0,508534620.0
2143.0,316554780.0,430122140.0,772799740.0,544701400.0,208730220.0,538233800.0
2144.0,303271740.0,425889280.0,821391200.0,507161280.0,204315300.0,513211870.0
2145.0,369462240.0,448985380.0,800789600.0,507800400.0,213406540.0,504151800.0
2146.0,552025000.0,454019330.0,700592400.0,605876350.0,491098560.0,505573820.0
2147.0,340794620.0,427990980.0,1071768000.0,517896700.0,274956260.0,1090350700.0
2148.0,306834700.0,420302700.0,715396500.0,511779330.0,274265300.0,588506050.0
2149.0,358090700.0,417268380.0,772518900.0,609553700.0,248293870.0,507134400.0
2150.0,317718560.0,466079170.0,1485568900.0,554215800.0,224730910.0,505400770.0
2151.0,301368220.0,529902720.0,1271105200.0,788853250.0,211627400.0,515867100.0
2152.0,371066750.0,528712200.0,914912900.0,665520060.0,210354160.0,580866560.0
2153.0,307287170.0,429869900.0,1022045440.0,563918800.0,234675790.0,702899400.0
2154.0,302249630.0,424991500.0,756664800.0,549788860.0,223506200.0,898582460.0
2155.0,301743500.0,505563600.0,738295230.0,539802050.0,229655630.0,795694700.0
2156.0,415288350.0,436576960.0,781049660.0,541669100.0,213148960.0,684697600.0
2157.0,314256000.0,425471680.0,767022850.0,532805150.0,235610370.0,629921100.0
2158.0,1202500900.0,422958000.0,750575040.0,525098800.0,373053280.0,846569900.0
2159.0,724845500.0,421592860.0,980965700.0,521780670.0,252749310.0,716147800.0
2160.0,644456600.0,424193250.0,802595260.0,925391500.0,237573060.0,594083100.0
2161.0,703997630.0,426576770.0,809249600.0,621579000.0,264648700.0,561024640.0
2162.0,554360450.0,533616860.0,773749950.0,642509000.0,271090940.0,562091000.0
2163.0,425662200.0,437866430.0,750026700.0,578840900.0,265141660.0,724417800.0
2164.0,392739840.0,426229660.0,1096827000.0,578839940.0,306087000.0,617825900.0
2165.0,362590370.0,438632640.0,1139158000.0,604831550.0,281508480.0,605568600.0
2166.0,362646880.0,460392130.0,832740900.0,778041600.0,386305120.0,770558100.0
2167.0,348381400.0,444567360.0,759137100.0,698730200.0,272084130.0,573770430.0
2168.0,346964960.0,457903460.0,748379260.0,641533760.0,274209180.0,567294200.0
2169.0,367835330.0,432349470.0,918347100.0,574097900.0,258008720.0,579190300.0
2170.0,350172130.0,744494850.0,1142177400.0,668187400.0,277602900.0,569702660.0
2171.0,345567230.0,599058000.0,792207500.0,599933400.0,258280580.0,560716000.0
2172.0,360066900.0,463418100.0,786952100.0,724952400.0,270868860.0,904809150.0
2173.0,458317570.0,453114300.0,784634430.0,595422850.0,285787260.0,906841300.0
2174.0,374081440.0,437872540.0,1327377200.0,579536200.0,261498080.0,652075100.0
2175.0,362401000.0,432906370.0,906987800.0,578919000.0,288021920.0,1533738600.0
2176.0,482616260.0,456882100.0,1079160700.0,578295900.0,257419860.0,907662400.0
2177.0,446009860.0,434754800.0,848115600.0,780308600.0,279408300.0,871958300.0
2178.0,687455800.0,431649860.0,831223700.0,866668200.0,262129620.0,705891600.0
2179.0,392304600.0,432374180.0,1051444540.0,685802400.0,372363300.0,765255700.0
2180.0,392839940.0,428302700.0,1239932200.0,596058300.0,348579460.0,648359900.0
2181.0,369785470.0,464272200.0,1102890500.0,841259100.0,301935970.0,624640960.0
2182.0,1021573700.0,458907200.0,1035198140.0,1178575000.0,302009100.0,634231700.0
2183.0,510690370.0,461194880.0,946340740.0,1140436200.0,281976770.0,667649700.0
2184.0,434247170.0,566420000.0,999704640.0,883464450.0,275432670.0,637401900.0
2185.0,449482780.0,454794080.0,929516200.0,865781900.0,317687780.0,618328200.0
2186.0,449954850.0,622962050.0,925770560.0,739590900.0,290567550.0,998181000.0
2187.0,399397500.0,510314200.0,1426631800.0,688445250.0,299383870.0,630544900.0
2188.0,400066200.0,443406200.0,1418707100.0,752089300.0,273667330.0,619315900.0
2189.0,393202800.0,509305630.0,1583675400.0,677071040.0,272083000.0,656994300.0
2190.0,448742300.0,441167460.0,1284265000.0,699200500.0,267533280.0,615403140.0
2191.0,391101300.0,477133660.0,1125063600.0,639919740.0,265671310.0,631686460.0
2192.0,417111460.0,480668380.0,981050200.0,653473400.0,266982620.0,620251840.0
2193.0,397372030.0,451938750.0,973563900.0,744320830.0,346005300.0,649937500.0
2194.0,389190400.0,451562720.0,1272614800.0,696068000.0,266760400.0,620925400.0
2195.0,411660220.0,445643140.0,1045883400.0,670680770.0,267032100.0,614758460.0
2196.0,428721900.0,602934000.0,1049616100.0,639903700.0,262633380.0,688576960.0
2197.0,412439780.0,573603500.0,993687100.0,637367600.0,289562720.0,617966100.0
2198.0,418335680.0,473626400.0,967799800.0,640047800.0,281386340.0,611784400.0
2199.0,646430700.0,480682460.0,979819100.0,647985900.0,285863330.0,610684540.0
2200.0,487677760.0,461878340.0,950039800.0,686976100.0,296553060.0,609463300.0
2201.0,430052260.0,582598100.0,939626400.0,1281146100.0,272975970.0,759591100.0
2202.0,429204400.0,456397280.0,1387751000.0,735296060.0,263931740.0,924880060.0
2203.0,626962370.0,545655800.0,1059204030.0,698375550.0,261481250.0,1013909440.0
2204.0,462952740.0,460095420.0,952829250.0,664413100.0,269599870.0,1070120450.0
2205.0,446102370.0,472514980.0,1113550600.0,653218560.0,332546980.0,858116350.0
2206.0,415067680.0,454597760.0,957622140.0,752408000.0,283919040.0,920825000.0
2207.0,750925250.0,510005400.0,932187600.0,651415400.0,272395070.0,784647100.0
2208.0,457344740.0,575529000.0,945801800.0,647100160.0,352517500.0,732054300.0
2209.0,412345100.0,470832420.0,928185700.0,677620900.0,280994400.0,695090100.0
2210.0,409821380.0,462641120.0,928291140.0,775651700.0,262459620.0,718718900.0
2211.0,408835230.0,458004350.0,1234459600.0,675933300.0,269550000.0,669288800.0
2212.0,406660830.0,455628500.0,1027581700.0,663511940.0,408648640.0,783319400.0
2213.0,410943040.0,459271460.0,929099300.0,653605100.0,295451200.0,1115051000.0
2214.0,439697400.0,452321000.0,987427260.0,700899140.0,271991600.0,1140298000.0
2215.0,412460200.0,449548320.0,915978800.0,897309000.0,268730000.0,880169150.0
2216.0,456414820.0,450718080.0,1088045800.0,844475300.0,266738670.0,815578700.0
2217.0,404953900.0,479051070.0,1273493600.0,1184387200.0,263773500.0,714482300.0
2218.0,400955700.0,459717630.0,935575700.0,816186240.0,272764740.0,683681000.0
2219.0,398183230.0,446152580.0,1016450100.0,816160800.0,328907870.0,679492900.0
2220.0,398742560.0,464809920.0,1162794900.0,1093727600.0,321240670.0,700085600.0
2221.0,395095520.0,454101700.0,1050143170.0,836376060.0,269314430.0,771699800.0
2222.0,394811140.0,485925820.0,1464555800.0,887611500.0,329203070.0,704406460.0
2223.0,394034750.0,515677020.0,1480740000.0,871065300.0,313694180.0,911235140.0
2224.0,390155680.0,473467100.0,1260738000.0,789899840.0,316671900.0,705397060.0
2225.0,387167700.0,568857800.0,1066447100.0,765534850.0,288326300.0,943711800.0
2226.0,392545660.0,463257600.0,1028942400.0,1141288300.0,274243300.0,986775230.0
2227.0,451510080.0,498358140.0,1326187600.0,864328500.0,307148000.0,803886460.0
2228.0,396437540.0,448370900.0,1015281500.0,789725900.0,274966180.0,989257900.0
2229.0,399523740.0,445064030.0,984687040.0,823755200.0,272272480.0,872337200.0
2230.0,384787550.0,464447840.0,1175918700.0,790284350.0,282897180.0,1305908600.0
2231.0,380226880.0,657858940.0,1026973900.0,780700900.0,276270400.0,788619000.0
2232.0,419563360.0,461040860.0,996625800.0,764114500.0,274415650.0,781755100.0
2233.0,712024100.0,446716350.0,1354794600.0,930416450.0,272821220.0,762457900.0
2234.0,399347420.0,443843740.0,1036526300.0,809288100.0,295210530.0,731413250.0
2235.0,380528540.0,443041200.0,1277158100.0,778465900.0,269877800.0,721643100.0
2236.0,374967300.0,606138600.0,995240960.0,772456960.0,282701380.0,1206051800.0
2237.0,372174560.0,531794940.0,971682370.0,763058100.0,306898980.0,977688900.0
2238.0,369074600.0,546675700.0,952335170.0,851392800.0,275855230.0,913950850.0
2239.0,410326530.0,485924580.0,1072177900.0,1173305500.0,274687800.0,880085760.0
2240.0,470569000.0,468844500.0,1085609900.0,784390400.0,269251260.0,840132300.0
2241.0,364889570.0,464127940.0,1055377150.0,771325400.0,270600670.0,793553400.0
2242.0,362980030.0,476410050.0,1123419000.0,762685900.0,276833660.0,1015776960.0
2243.0,380906980.0,541565600.0,1032832100.0,792561660.0,332763170.0,847929540.0
2244.0,419737470.0,495367330.0,1068438100.0,820367400.0,284025920.0,769199170.0
2245.0,368932830.0,462538720.0,1029880600.0,777502660.0,307684220.0,758010700.0
2246.0,389065100.0,478511840.0,1000781500.0,812416450.0,346494460.0,758845950.0
2247.0,361601150.0,565554400.0,1380541700.0,785203900.0,331350430.0,920432700.0
2248.0,353086660.0,755854600.0,1039527230.0,771626050.0,457253020.0,846769400.0
2249.0,502464450.0,545729900.0,1010359100.0,932185540.0,328896160.0,751494300.0
2250.0,465211460.0,568036100.0,1086080900.0,864198700.0,299805820.0,743781200.0
2251.0,514178720.0,496361760.0,1035015100.0,1212225200.0,301496930.0,739679800.0
2252.0,456282500.0,579689200.0,1009403650.0,1109080000.0,296251300.0,1511495200.0
2253.0,458991500.0,601245630.0,985815900.0,966347200.0,295125220.0,902567700.0
2254.0,402028480.0,541164600.0,1363842700.0,891654100.0,317509220.0,1093608100.0
2255.0,383168130.0,513543500.0,1408194400.0,838403200.0,296993180.0,824704600.0
2256.0,376085220.0,520699780.0,1092219600.0,800516030.0,293499900.0,866418900.0
2257.0,372878200.0,715372740.0,1023812000.0,783870100.0,288917700.0,829126800.0
2258.0,378897700.0,952143940.0,1191531900.0,816242940.0,484194660.0,939818700.0
2259.0,364879970.0,758361340.0,1100788700.0,786712960.0,388065730.0,902349760.0
2260.0,359496450.0,698389570.0,1027197250.0,784315140.0,353865820.0,1552466000.0
2261.0,355792260.0,630696770.0,1101336300.0,796091970.0,321989440.0,890454300.0
2262.0,354936580.0,561837900.0,1320003100.0,819429500.0,384942850.0,819200960.0
2263.0,549598800.0,625250200.0,1611022600.0,801709950.0,327842500.0,843679170.0
2264.0,486468220.0,546323100.0,1411213700.0,790123300.0,377141920.0,795213630.0
2265.0,363515870.0,529897200.0,1235004700.0,785446800.0,329286620.0,841281660.0
2266.0,549277700.0,738528640.0,1288515600.0,779063740.0,311793800.0,821142900.0
2267.0,501821440.0,561618240.0,1176867800.0,776642300.0,309723200.0,955109700.0
2268.0,422476640.0,531739840.0,1102138600.0,933141000.0,629798900.0,995927900.0
2269.0,365734500.0,581563400.0,1074076700.0,835131400.0,336172860.0,881067800.0
2270.0,572897700.0,752636400.0,1115002200.0,1379235500.0,308764640.0,825347300.0
2271.0,414036770.0,919499300.0,1109476600.0,890682700.0,305461730.0,823126850.0
2272.0,529100130.0,658815040.0,1481232300.0,798104600.0,318489860.0,801488060.0
2273.0,646502900.0,641216260.0,1076767200.0,1060483300.0,307445300.0,782944600.0
2274.0,417801150.0,585427260.0,1500285700.0,795912640.0,300368540.0,1390055300.0
2275.0,395487170.0,650071500.0,1242556400.0,780201200.0,380499740.0,823265000.0
2276.0,398004800.0,631853900.0,1182455600.0,774232260.0,299690900.0,797215000.0
2277.0,399817730.0,558547400.0,1094002800.0,772552770.0,295450530.0,976130500.0
2278.0,427215680.0,570442200.0,1388058800.0,769345700.0,294212930.0,784615200.0
2279.0,385505470.0,568473300.0,1113418400.0,793621060.0,293817470.0,859157760.0
2280.0,488213730.0,1281702300.0,1423735800.0,868706900.0,306884930.0,785070200.0
2281.0,412719600.0,869654460.0,1184491900.0,824753200.0,292650200.0,800645250.0
2282.0,493101800.0,720782400.0,1117667500.0,797317440.0,289973150.0,777480200.0
2283.0,439904860.0,641971900.0,1289284600.0,872427600.0,323347000.0,1647762300.0
2284.0,406639170.0,692993200.0,1280295600.0,806857300.0,287946180.0,1166485800.0
2285.0,406742050.0,746986800.0,1122624600.0,781530200.0,311626660.0,776269250.0
2286.0,433604060.0,936890240.0,2171328800.0,760277900.0,278101540.0,1070835000.0
2287.0,413338200.0,694724900.0,1746772400.0,1048005800.0,272655230.0,874501800.0
2288.0,417183070.0,625436600.0,1403705500.0,833874200.0,268762720.0,1653195900.0
2289.0,400065340.0,610242050.0,1324852700.0,765150300.0,266097170.0,1831776800.0
2290.0,436094300.0,663442940.0,1295319000.0,1070147500.0,264890240.0,1253611900.0
2291.0,515173220.0,638933950.0,1239368600.0,760759040.0,263256560.0,1113961900.0
2292.0,932903040.0,599973570.0,1451710500.0,794428600.0,260227940.0,961704700.0
2293.0,566458750.0,665262340.0,1225182500.0,754290600.0,274508380.0,909471900.0
2294.0,523624060.0,599198850.0,1185217700.0,766214000.0,266543090.0,878140800.0
2295.0,483155840.0,638354050.0,1173490400.0,799664100.0,265301870.0,891016700.0
2296.0,434329020.0,597759040.0,1160645800.0,783185150.0,253185780.0,842703500.0
2297.0,460865800.0,626679200.0,1154759400.0,853745660.0,268039340.0,883330000.0
2298.0,483743940.0,594130800.0,1166542500.0,785974200.0,251149630.0,869854700.0
2299.0,460871300.0,653552800.0,1227076200.0,808561500.0,248287630.0,812930900.0
2300.0,455825180.0,615081500.0,1139309000.0,860874100.0,378896450.0,826554200.0
