time,MRI-ESM2-0,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,CANESM5
2037.0,1110043500.0,1283213300.0,1303674900.0,1445709700.0,1248973300.0,1311442300.0
2038.0,1050361150.0,1223248500.0,1256177300.0,1390479700.0,1184351100.0,1245001700.0
2039.0,981833300.0,1161899000.0,1194687100.0,1328104600.0,1156368500.0,1206647300.0
2040.0,928740350.0,1110677600.0,1158992500.0,1283500400.0,1120621000.0,1178474000.0
2041.0,889948350.0,1073192900.0,1113044000.0,1230976100.0,1084095500.0,1110770000.0
2042.0,846410800.0,1015804800.0,1062358400.0,1203684600.0,1018861700.0,1113758200.0
2043.0,808727100.0,957316860.0,1058930240.0,1165742100.0,980435000.0,1028578050.0
2044.0,787884350.0,895078800.0,967834000.0,1145809300.0,958686100.0,1044413100.0
2045.0,737370050.0,827757200.0,908545900.0,1110587800.0,927429100.0,982535230.0
2046.0,707630000.0,782787460.0,838494660.0,1078980200.0,900858500.0,942403500.0
2047.0,667521100.0,722531200.0,792601200.0,1031222600.0,883010600.0,887403840.0
2048.0,642899260.0,666598000.0,748957600.0,996842560.0,830923800.0,852591740.0
2049.0,612537800.0,612845700.0,709911360.0,954905200.0,791122300.0,813621600.0
2050.0,579188900.0,560111740.0,671773100.0,897976060.0,770804600.0,793504900.0
2051.0,552578700.0,496903500.0,637573500.0,853934000.0,732585340.0,746648450.0
2052.0,521225600.0,463858430.0,608185800.0,815528600.0,711017400.0,720940200.0
2053.0,509916100.0,485349400.0,571221500.0,792391200.0,674046400.0,681138900.0
2054.0,485691230.0,432430620.0,529530140.0,749338000.0,629686800.0,642279700.0
2055.0,449286050.0,443947460.0,495054720.0,722863740.0,595573900.0,610733700.0
2056.0,432924930.0,384786200.0,470089820.0,677675900.0,548117760.0,592394940.0
2057.0,421658600.0,398221200.0,428553800.0,645624400.0,525096100.0,555822800.0
2058.0,437168600.0,353818080.0,393192740.0,612975700.0,482524350.0,524763520.0
2059.0,394099740.0,315545060.0,358731940.0,584180350.0,441117570.0,477607330.0
2060.0,390092830.0,276620350.0,335920060.0,573977200.0,419682800.0,444618300.0
2061.0,369782800.0,243825260.0,314846500.0,540206500.0,389015700.0,428434900.0
2062.0,358054560.0,232733360.0,289934080.0,495634100.0,356744300.0,405591740.0
2063.0,342178900.0,222700510.0,260671260.0,467583330.0,323227460.0,376127260.0
2064.0,329844640.0,210363620.0,237733260.0,442611230.0,292751500.0,351682020.0
2065.0,320083300.0,192977650.0,220136900.0,410798940.0,266601250.0,324902900.0
2066.0,303881180.0,173317330.0,203105060.0,387065470.0,251388430.0,313292770.0
2067.0,293905150.0,170899780.0,176563700.0,359360670.0,243346200.0,287923550.0
2068.0,273577820.0,159374530.0,172170880.0,343631520.0,232534980.0,275486000.0
2069.0,255762750.0,154696460.0,156409550.0,319736900.0,221441150.0,251659120.0
2070.0,250274320.0,163480340.0,135824030.0,300999000.0,194664660.0,222997310.0
2071.0,244203600.0,143464660.0,131812470.0,279884160.0,181853540.0,205746050.0
2072.0,240364340.0,136880290.0,124148740.0,254248160.0,163077520.0,187971280.0
2073.0,235380180.0,119793176.0,113090980.0,232569550.0,147709260.0,167170860.0
2074.0,228078740.0,116753670.0,95687560.0,211337700.0,144189490.0,149012260.0
2075.0,216915540.0,107222540.0,82391624.0,199855940.0,123546090.0,143590460.0
2076.0,206038060.0,92924010.0,76175010.0,171803100.0,117644990.0,127631736.0
2077.0,200918640.0,89789030.0,73635050.0,157710100.0,113403970.0,120534040.0
2078.0,193331840.0,87052860.0,69299016.0,151481390.0,109094460.0,108991270.0
2079.0,189037810.0,84330750.0,60680810.0,135090510.0,104602456.0,97138344.0
2080.0,187575710.0,81108296.0,52806316.0,125307660.0,99646020.0,85674630.0
2081.0,168931490.0,76253390.0,50695090.0,105985520.0,90090536.0,78723704.0
2082.0,153912980.0,64686732.0,44791240.0,91594540.0,85018776.0,76143560.0
2083.0,146636160.0,58790696.0,43770868.0,84379256.0,73664270.0,71722056.0
2084.0,141148670.0,53984524.0,38158760.0,78053720.0,71054570.0,62406090.0
2085.0,137095740.0,50753788.0,37042720.0,75867270.0,60411770.0,56187380.0
2086.0,129495810.0,50032730.0,33378764.0,72077064.0,56635824.0,52940028.0
2087.0,116436330.0,44422052.0,31441696.0,68579336.0,46705636.0,49247884.0
2088.0,113075240.0,42284090.0,28731886.0,64136708.0,41305310.0,44545988.0
2089.0,106187470.0,38113424.0,27399604.0,51130704.0,36325360.0,40263596.0
2090.0,102477710.0,37150492.0,24635070.0,45902140.0,35558180.0,36294650.0
2091.0,91167550.0,35254590.0,22729906.0,44714340.0,33334756.0,33173230.0
2092.0,84319590.0,33980256.0,22193426.0,39946612.0,29974640.0,30188468.0
2093.0,80234880.0,29578278.0,21419438.0,38267588.0,26688368.0,27796938.0
2094.0,79165384.0,28717404.0,16498304.0,35152524.0,25576848.0,26411926.0
2095.0,77018930.0,26961108.0,14168948.0,33199122.0,23247882.0,23610516.0
2096.0,72238090.0,26306630.0,13457556.0,32544440.0,20989406.0,22402156.0
2097.0,64818276.0,23938262.0,12743614.0,30268160.0,17584798.0,21054616.0
2098.0,61516644.0,34520212.0,10886339.0,29643296.0,16303211.0,20338964.0
2099.0,58873716.0,24262362.0,10694225.0,25815804.0,12955468.0,17368498.0
2100.0,53560200.0,23298594.0,10261830.0,25450126.0,11392530.0,15929467.0
2101.0,49295388.0,22613552.0,9241421.0,22951528.0,11325842.0,13384718.0
2102.0,47913064.0,22548024.0,9010405.0,22796808.0,11301066.0,11695056.0
2103.0,49694220.0,20520814.0,7902027.5,22204628.0,10279833.0,9465745.0
2104.0,45921790.0,19677826.0,6836363.5,19903914.0,8949320.0,9384277.0
2105.0,43628280.0,18105292.0,6193455.0,18880634.0,8018228.5,8862284.0
2106.0,40088690.0,17773254.0,6078084.0,18506218.0,7781152.5,8014462.0
2107.0,39394452.0,16015479.0,4933557.0,16261531.0,6868559.5,6779615.0
2108.0,37157564.0,15183952.0,4681266.5,14361826.0,5940426.0,5680136.0
2109.0,36045470.0,15161978.0,4665782.5,14085643.0,5477502.0,5236876.5
2110.0,33800740.0,15146716.0,4588411.0,13768294.0,4734995.5,4563397.5
2111.0,36089124.0,14514488.0,4594165.5,12226365.0,4019114.0,4099641.5
2112.0,32560670.0,12259909.0,4111149.2,11820015.0,3898951.2,3823398.8
2113.0,29554038.0,11541235.0,3982525.8,11403988.0,3569553.8,3633297.0
2114.0,28255492.0,11253566.0,3893265.2,11338050.0,3350129.8,3624941.0
2115.0,28037136.0,11054180.0,3890701.5,10552720.0,2991582.0,3467407.8
2116.0,27592626.0,9657624.0,3878979.5,9825653.0,2742467.8,3383827.0
2117.0,27132458.0,8604377.0,3636680.8,8724886.0,2367540.2,3165884.0
2118.0,26521058.0,7491905.5,3626335.2,8551440.0,2251850.2,2982837.2
2119.0,26273516.0,6589432.0,3622837.0,10325036.0,1842742.5,2872612.0
2120.0,25575118.0,5601864.0,3305704.8,9633349.0,1738133.8,2783712.8
2121.0,25529542.0,5266099.0,3281834.5,7805545.0,1347055.9,2641338.2
2122.0,24858588.0,4883302.5,3193978.2,7170696.0,1338410.2,2479068.2
2123.0,23958956.0,4270154.5,3010156.8,6018424.0,1318126.2,2231561.5
2124.0,22180912.0,3981167.2,2759368.0,5805098.5,1118139.6,1902964.0
2125.0,21860830.0,3935436.8,2631819.0,5772873.0,938309.4,1805013.1
2126.0,21487152.0,3784774.8,2614280.2,4971422.0,837929.5,1335238.2
2127.0,21115774.0,3540505.8,2372728.5,4752916.5,616407.6,1329141.5
2128.0,24249618.0,3395784.0,2257546.8,4746479.5,614574.0,1322116.0
2129.0,21663136.0,3373668.5,2149027.0,4749330.0,436833.62,1191157.0
2130.0,21111568.0,3073862.5,1993047.1,4331726.5,433489.06,950709.8
2131.0,20835984.0,3071414.8,1987827.0,3761500.5,428643.5,679970.75
2132.0,20683858.0,3070720.2,1755532.4,3759154.8,294923.44,504262.6
2133.0,20384184.0,2941543.8,1756190.1,3692999.0,292612.5,497017.12
2134.0,22805772.0,2697770.0,1612248.2,3370556.0,291518.53,428917.4
2135.0,17319302.0,2608683.5,1250579.4,3325134.5,260083.25,300365.66
2136.0,17278396.0,2572628.2,1246036.2,3094989.2,250118.81,299266.06
2137.0,17410406.0,2463585.2,1235817.8,2988026.8,248495.48,297731.2
2138.0,17135910.0,2457374.0,1043543.5,2965809.8,219995.77,295415.62
2139.0,16197217.0,2464522.8,1036091.6,2822263.2,210458.48,293841.72
2140.0,15901476.0,2463063.2,707926.3,2655690.5,209698.69,263557.8
2141.0,15763323.0,2463230.5,605777.94,2528040.2,199525.48,262074.23
2142.0,15393928.0,3251513.0,518856.78,2525325.5,199525.48,260427.23
2143.0,15157115.0,2464872.5,427617.7,2536181.2,199525.48,258272.38
2144.0,15117054.0,2182233.8,423198.75,2320549.5,199525.48,215870.62
2145.0,13423623.0,2170862.5,421533.88,2251520.8,181674.19,206002.16
2146.0,13262975.0,2165500.8,420438.25,2236914.2,181674.19,206590.69
2147.0,12677764.0,2842287.2,293522.44,2198599.0,181674.19,197856.36
2148.0,12664420.0,2136665.0,292721.2,2016542.9,181674.19,180005.06
2149.0,12320978.0,2051440.8,291393.4,2013281.4,181674.19,179019.83
2150.0,12121488.0,2033079.6,259513.39,1909493.4,177397.06,179019.83
2151.0,11456384.0,2416827.0,258813.97,1788428.2,177397.06,175781.86
2152.0,10613517.0,2047393.5,248326.72,1775771.0,176411.83,171504.73
2153.0,10165188.0,2467264.2,247045.05,1777957.8,176411.83,171504.73
2154.0,8951316.0,2052373.8,209654.88,1504746.8,174742.7,171504.73
2155.0,8930042.0,2029782.5,207985.56,1495279.1,171504.73,171504.73
2156.0,7850139.5,2029367.6,207629.34,1924793.8,158325.02,171504.73
2157.0,7404303.0,2034451.1,206944.38,1415406.4,158325.02,171504.73
2158.0,6836043.0,2027765.0,196871.12,1252142.4,158325.02,152825.66
2159.0,5959907.5,2014071.8,196871.12,1248877.4,152825.66,152825.66
2160.0,5504154.5,2004632.5,178143.05,1242548.5,152825.66,152825.66
2161.0,5417224.0,1996002.9,175781.86,1170899.9,152825.66,152825.66
2162.0,5150494.0,1857449.0,175781.86,1028858.0,152825.66,152825.66
2163.0,5106669.5,1844006.5,177643.86,901689.4,152825.66,152825.66
2164.0,5062277.0,1664676.5,175781.86,901662.6,152825.66,152825.66
2165.0,5043983.5,1522349.8,172489.97,904412.8,152825.66,152825.66
2166.0,5035149.0,1362882.2,171504.73,800949.94,152825.66,152825.66
2167.0,4813984.5,1176680.8,171504.73,709462.06,152825.66,151241.34
2168.0,4660716.0,1046042.9,171504.73,609969.7,152825.66,148384.72
2169.0,4671516.5,1039153.4,171504.73,522750.12,152825.66,146180.44
2170.0,4358991.0,1182707.2,171504.73,468052.88,152825.66,151241.34
2171.0,4106967.5,1041283.5,158325.02,373529.47,151241.34,149037.06
2172.0,4098980.5,1040836.4,156740.7,368739.06,151241.34,146180.44
2173.0,3989096.2,616668.5,151241.34,337268.75,151241.34,146180.44
2174.0,3991131.5,529863.4,151241.34,326982.7,149037.06,146180.44
2175.0,3970966.2,528340.75,151241.34,250213.33,149037.06,146180.44
2176.0,3967105.0,437082.8,148384.72,240251.56,146180.44,146180.44
2177.0,3889936.5,431521.2,148384.72,239823.47,146180.44,146180.44
2178.0,3890262.0,425440.03,148384.72,238644.44,146180.44,146180.44
2179.0,3891182.2,267778.9,148384.72,199525.48,146180.44,145292.23
2180.0,3876362.0,266593.8,148384.72,197856.36,146180.44,145292.23
2181.0,3871577.2,256378.19,148384.72,816081.8,146180.44,145292.23
2182.0,3726163.2,257035.77,148384.72,199525.48,146180.44,145292.23
2183.0,3494092.8,256608.19,148384.72,199525.48,146180.44,145292.23
2184.0,3495021.8,245678.97,146180.44,199525.48,146180.44,144464.23
2185.0,3463461.5,245141.5,146180.44,199525.48,146180.44,144464.23
2186.0,3381541.2,216769.66,146180.44,197856.36,146180.44,144464.23
2187.0,3888681.5,270500.06,146180.44,197856.36,146180.44,142964.75
2188.0,3371171.8,216332.48,146180.44,197856.36,146180.44,142964.75
2189.0,4696809.5,215825.58,146180.44,197856.36,146180.44,142964.75
2190.0,3430822.2,215204.48,146180.44,197856.36,146180.44,142964.75
2191.0,3370032.0,204051.25,146180.44,197856.36,146180.44,142964.75
2192.0,3212511.2,204051.25,146180.44,197856.36,146180.44,140917.38
2193.0,3217550.2,204051.25,146180.44,179019.83,145292.23,140917.38
2194.0,3210683.2,204051.25,146180.44,179019.83,145292.23,140917.38
2195.0,3216016.0,372400.6,146180.44,178143.05,145292.23,140917.38
2196.0,3810746.8,204976.8,146180.44,178143.05,144464.23,140917.38
2197.0,3185327.5,204976.8,146180.44,178143.05,146180.44,140917.38
2198.0,3088416.5,204976.8,145292.23,178143.05,144464.23,140917.38
2199.0,3091204.2,187125.5,145292.23,173865.92,144464.23,140917.38
2200.0,3713631.8,186199.95,143792.75,173865.92,144464.23,140917.38
2201.0,3095764.0,186199.95,144680.94,173865.92,144464.23,140917.38
2202.0,3090424.0,187125.5,144680.94,160686.2,144464.23,135726.75
2203.0,3043371.0,184446.0,143792.75,160686.2,144464.23,135726.75
2204.0,3036722.0,184446.0,143792.75,160686.2,144464.23,135726.75
2205.0,3026494.2,180168.88,143792.75,160686.2,144464.23,135726.75
2206.0,3023091.5,180168.88,144680.94,158325.02,142964.75,135726.75
2207.0,3016650.8,177397.06,143792.75,158325.02,142964.75,131227.34
2208.0,3021507.8,177397.06,143792.75,158325.02,144464.23,131227.34
2209.0,3024067.8,180168.88,143792.75,158325.02,144464.23,131227.34
2210.0,3012347.8,180168.88,143792.75,158325.02,144464.23,131227.34
2211.0,3100716.2,177397.06,142964.75,158325.02,142964.75,135726.75
2212.0,3018424.0,177397.06,142964.75,158325.02,142964.75,131227.34
2213.0,4983233.0,164217.34,142964.75,158325.02,142964.75,131227.34
2214.0,3427749.0,164217.34,142964.75,158325.02,142964.75,131227.34
2215.0,3025724.5,164217.34,142964.75,158325.02,142964.75,128285.88
2216.0,2872890.8,166989.16,142964.75,158325.02,142964.75,131227.34
2217.0,3075346.8,164217.34,142964.75,158325.02,142964.75,131227.34
2218.0,3237975.5,164217.34,142964.75,158325.02,142964.75,131227.34
2219.0,3104458.0,161856.16,142964.75,158325.02,137774.12,131227.34
2220.0,2999777.2,161856.16,142964.75,152825.66,135726.75,131227.34
2221.0,3094373.0,161856.16,142964.75,152825.66,135726.75,128285.88
2222.0,3776200.0,160187.02,142964.75,152825.66,144464.23,131227.34
2223.0,3049335.5,160187.02,142964.75,152825.66,139273.61,131227.34
2224.0,3046909.8,160187.02,142964.75,151241.34,135726.75,122629.62
2225.0,3042556.0,161856.16,142964.75,151241.34,135726.75,122629.62
2226.0,2992043.5,161856.16,142964.75,152825.66,135726.75,122629.62
2227.0,2996245.0,161856.16,142964.75,151241.34,135726.75,121214.945
2228.0,2992529.2,161856.16,142964.75,151241.34,135726.75,121214.945
2229.0,3040308.8,161856.16,142964.75,152825.66,135726.75,121214.945
2230.0,3254419.8,160187.02,142964.75,152825.66,135726.75,121214.945
2231.0,3936609.0,160187.02,142964.75,158325.02,135726.75,121214.945
2232.0,3056085.5,160187.02,142964.75,158325.02,135726.75,121214.945
2233.0,3048896.0,161856.16,142964.75,152825.66,135726.75,131227.34
2234.0,3042560.0,160187.02,142964.75,152825.66,135726.75,121214.945
2235.0,3032932.0,161856.16,142964.75,152825.66,135726.75,121214.945
2236.0,3030211.5,161856.16,142964.75,151241.34,131227.34,121214.945
2237.0,3033235.5,154687.67,142964.75,151241.34,131227.34,121214.945
2238.0,3033818.2,154687.67,142964.75,151241.34,131227.34,121214.945
2239.0,3025093.0,160187.02,142964.75,151241.34,131227.34,121214.945
2240.0,3025550.0,160870.92,142964.75,148384.72,131227.34,121214.945
2241.0,3030601.5,161856.16,142964.75,151241.34,131227.34,121214.945
2242.0,3017353.8,176680.14,142964.75,151241.34,131227.34,122629.62
2243.0,2974515.2,166989.16,142964.75,148384.72,131227.34,121214.945
2244.0,3025722.2,166989.16,142964.75,148384.72,131227.34,121214.945
2245.0,2974969.0,164217.34,142964.75,148384.72,131227.34,119324.48
2246.0,2971226.5,160870.92,140917.38,148384.72,131227.34,113945.88
2247.0,2965120.2,160870.92,140917.38,148384.72,131227.34,115516.26
2248.0,2966476.5,161856.16,140917.38,148384.72,131227.34,115516.26
2249.0,2969107.0,161856.16,140917.38,148384.72,131227.34,115516.26
2250.0,2944319.5,161856.16,140917.38,151241.34,131227.34,113945.88
2251.0,2931933.0,161856.16,140917.38,148384.72,131227.34,113945.88
2252.0,2923825.0,161856.16,140917.38,148384.72,131227.34,113945.88
2253.0,2923621.0,161856.16,140917.38,148384.72,131227.34,115516.26
2254.0,2831422.0,161856.16,140917.38,148384.72,131227.34,119324.48
2255.0,2589085.5,161856.16,140917.38,148384.72,131227.34,119324.48
2256.0,2607303.0,161856.16,140917.38,156740.7,131227.34,119324.48
2257.0,2602004.5,161856.16,140917.38,158325.02,131227.34,114725.12
2258.0,2825701.0,161856.16,140917.38,158325.02,131227.34,113945.88
2259.0,2613303.8,160870.92,140917.38,151241.34,131227.34,113945.88
2260.0,2613759.2,160870.92,140917.38,151241.34,131227.34,113945.88
2261.0,2503444.8,161856.16,140917.38,148384.72,131227.34,113945.88
2262.0,2422592.8,155371.56,140917.38,148384.72,131227.34,115516.26
2263.0,2488732.8,160870.92,140917.38,148384.72,131227.34,113945.88
2264.0,2430742.5,160870.92,140917.38,151241.34,131227.34,119324.48
2265.0,2559699.2,160870.92,140917.38,148384.72,131227.34,113945.88
2266.0,2565762.5,161856.16,140917.38,148384.72,131227.34,115516.26
2267.0,2507401.5,155371.56,142964.75,148384.72,131227.34,113945.88
2268.0,2510196.5,156356.8,140917.38,148384.72,131227.34,113945.88
2269.0,2509952.0,155371.56,140917.38,148384.72,131227.34,119324.48
2270.0,2499242.2,154494.8,140917.38,148384.72,131227.34,119324.48
2271.0,2495338.5,160870.92,140917.38,148384.72,131227.34,121214.945
2272.0,2500547.2,154494.8,140917.38,148384.72,131227.34,119324.48
2273.0,2489278.5,154494.8,137975.92,146180.44,131227.34,115516.26
2274.0,2417423.0,154494.8,137975.92,146180.44,131227.34,113945.88
2275.0,2427791.0,154494.8,140917.38,146180.44,131227.34,113945.88
2276.0,2433080.2,155371.56,132785.3,148384.72,131227.34,113945.88
2277.0,2697923.0,166989.16,132785.3,148384.72,131227.34,113945.88
2278.0,2512512.8,161856.16,140917.38,146180.44,131227.34,113945.88
2279.0,2444392.2,155371.56,140917.38,146180.44,131227.34,113945.88
2280.0,2445195.0,154494.8,140917.38,148384.72,131227.34,113945.88
2281.0,2438081.2,152825.66,140917.38,148384.72,131227.34,113945.88
2282.0,2434162.2,154687.67,140917.38,146180.44,131227.34,115516.26
2283.0,2428080.8,154494.8,140917.38,146180.44,131227.34,113945.88
2284.0,2423043.8,154494.8,142964.75,148384.72,131227.34,119324.48
2285.0,2544334.0,152825.66,140917.38,148384.72,133274.72,113945.88
2286.0,2423251.0,161856.16,140917.38,148384.72,131227.34,113945.88
2287.0,2433850.8,160187.02,140917.38,148384.72,131227.34,113945.88
2288.0,2427236.2,153702.44,140917.38,148384.72,131227.34,113945.88
2289.0,2430267.5,152825.66,135726.75,148384.72,131227.34,119324.48
2290.0,2435517.5,152825.66,132785.3,146180.44,131227.34,113945.88
2291.0,2435740.2,152825.66,132785.3,146180.44,131227.34,113945.88
2292.0,2666877.8,152825.66,132785.3,146180.44,131227.34,113945.88
2293.0,2348169.5,152825.66,135726.75,146180.44,131227.34,113945.88
2294.0,2336615.5,160187.02,135726.75,151241.34,131227.34,113945.88
2295.0,2331305.5,153702.44,132785.3,148384.72,131227.34,113945.88
2296.0,2329955.5,152825.66,132785.3,151241.34,131227.34,113945.88
2297.0,2413794.0,152825.66,131370.62,148384.72,131227.34,113945.88
2298.0,2327905.8,152825.66,131370.62,148384.72,131227.34,113945.88
2299.0,2325290.8,153702.44,132785.3,148384.72,131227.34,113945.88
2300.0,2975077.2,153702.44,126871.21,148384.72,131227.34,113945.88
