time,NORESM2-MM,CMCC-CM2-SR5,EC-EARTH3,CESM2,BCC-CSM2-MR,FGOALS-F3-L,INM-CM5-0,INM-CM4-8,MPI-ESM1-2-HR,MRI-ESM2-0,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG
2065.0,35408577000.0,34366490000.0,33460349000.0,34625580000.0,36712067000.0,37309900000.0,37162120000.0,35702570000.0,37172760000.0,34060431000.0,36967002000.0,34720297000.0,37887103000.0,34684944000.0
2066.0,35203030000.0,34007402000.0,33133418000.0,34369892000.0,36413640000.0,37154870000.0,37014737000.0,35532685000.0,37050065000.0,33877510000.0,36810166000.0,34510110000.0,37638656000.0,34384340000.0
2067.0,34973520000.0,33635670000.0,32879452000.0,34010774000.0,36194780000.0,36993982000.0,36921280000.0,35348034000.0,36936036000.0,33608663000.0,36661928000.0,34304512000.0,37675315000.0,34079887000.0
2068.0,34735825000.0,33222908000.0,32607042000.0,33739411000.0,35966607000.0,36814400000.0,36710910000.0,35142304000.0,36794163000.0,33400450000.0,36474253000.0,34028120000.0,37508202000.0,33747059000.0
2069.0,34536580000.0,32877763000.0,32214446000.0,33477298000.0,35731513000.0,36617232000.0,36548395000.0,34874315000.0,36673905000.0,33099557000.0,36367815000.0,33756910000.0,37368610000.0,33392857000.0
2070.0,34256378000.0,32443140000.0,31943290000.0,33226793000.0,35541254000.0,36435260000.0,36434235000.0,34642317000.0,36486803000.0,32849996000.0,36180935000.0,33408641000.0,37244273000.0,33036497000.0
2071.0,33989878000.0,32096266000.0,31594004000.0,32959175000.0,35352930000.0,36247490000.0,36240030000.0,34446280000.0,36315730000.0,32612841000.0,36016630000.0,33099674000.0,37175914000.0,32753973000.0
2072.0,33761180000.0,31608480000.0,31272430000.0,32826579000.0,35234312000.0,36117946000.0,36066120000.0,34243977000.0,36172263000.0,32304810000.0,35983294000.0,32844521000.0,36991455000.0,32512182000.0
2073.0,33477698000.0,31171430000.0,30905047000.0,32437082000.0,35079500000.0,35927286000.0,35931740000.0,34062190000.0,36107457000.0,32063468000.0,35708187000.0,32598833000.0,36934005000.0,32226816000.0
2074.0,33279148000.0,30763040000.0,30560547000.0,32137204000.0,34932100000.0,35740144000.0,35775005000.0,33798152000.0,35873560000.0,31803548000.0,35525652000.0,32302066000.0,36742783000.0,31951495000.0
2075.0,33040450000.0,30348222000.0,30216151000.0,31711414000.0,34620110000.0,35780723000.0,35607680000.0,33592035000.0,35703940000.0,31623074000.0,35353706000.0,31962735000.0,36588930000.0,31587084000.0
2076.0,32758260000.0,29934277000.0,29784967000.0,31449290000.0,34434232000.0,35508072000.0,35445416000.0,33383078000.0,35574526000.0,31390800000.0,35189006000.0,31683260000.0,36414450000.0,31233806000.0
2077.0,32521930000.0,29449951000.0,29387820000.0,31049398000.0,34273782000.0,35251302000.0,35234423000.0,33202436000.0,35485710000.0,31086655000.0,34973774000.0,31365532000.0,36387484000.0,30926029000.0
2078.0,32201791000.0,28957112000.0,28990855000.0,30689070000.0,34146107000.0,35054887000.0,35015940000.0,32994445000.0,35298136000.0,30773725000.0,34826277000.0,31091524000.0,36196258000.0,30452419000.0
2079.0,31898968000.0,28498502000.0,28647152000.0,30465434000.0,34013583000.0,34886230000.0,34858308000.0,32714562000.0,35127587000.0,30460785000.0,34615587000.0,30771417000.0,36107993000.0,30076482000.0
2080.0,31570979000.0,27999169000.0,28245412000.0,30102122000.0,33787714000.0,34712502000.0,34663750000.0,32393697000.0,35032867000.0,30158694000.0,34465268000.0,30431713000.0,35926475000.0,29729116000.0
2081.0,31308001000.0,27483826000.0,27885939000.0,29952313000.0,33514760000.0,34503180000.0,34491220000.0,32162726000.0,34888008000.0,29887883000.0,34256962000.0,30139214000.0,35721884000.0,29377750000.0
2082.0,30988612000.0,26997715000.0,27556176000.0,29627417000.0,33300333000.0,34292312000.0,34333460000.0,31929385000.0,34778804000.0,29676444000.0,34113001000.0,29793427000.0,35550130000.0,29010704000.0
2083.0,30775558000.0,26526544000.0,27229712000.0,29322125000.0,33042678000.0,34084770000.0,34288700000.0,31733223000.0,34562322000.0,29312520000.0,33922259000.0,29521224000.0,35365330000.0,28676862000.0
2084.0,30540306000.0,26034758000.0,26874495000.0,28954595000.0,32711705000.0,33904450000.0,34010425000.0,31496045000.0,34485860000.0,28987860000.0,33772370000.0,29258785000.0,35192740000.0,28337300000.0
2085.0,30221128000.0,25514926000.0,26563043000.0,28581351000.0,32383226000.0,33703240000.0,33785676000.0,31289844000.0,34361140000.0,28644008000.0,33560800000.0,28866400000.0,35064746000.0,27948610000.0
2086.0,29910358000.0,25101767000.0,26188532000.0,28294283000.0,32035082000.0,33495603000.0,33607815000.0,31034833000.0,34247242000.0,28397880000.0,33641181000.0,28502276000.0,35034477000.0,27646920000.0
2087.0,29664066000.0,24608295000.0,25802365000.0,28038656000.0,31904408000.0,33325347000.0,33411630000.0,30809590000.0,34068648000.0,28066957000.0,33247437000.0,28314022000.0,34810810000.0,27262202000.0
2088.0,29273252000.0,24115958000.0,25300967000.0,27774040000.0,31706767000.0,33129685000.0,33238587000.0,30584580000.0,33947036000.0,27704166000.0,33048291000.0,27870511000.0,34766033000.0,26843077000.0
2089.0,28970080000.0,23709820000.0,24841884000.0,27450160000.0,31422595000.0,32950835000.0,33038533000.0,30331105000.0,33773963000.0,27415917000.0,32910920000.0,27596670000.0,34567786000.0,26442630000.0
2090.0,28718090000.0,23254546000.0,24517720000.0,27104240000.0,31182778000.0,32726307000.0,32927058000.0,30158430000.0,33598444000.0,27167988000.0,32722950000.0,27233737000.0,34472858000.0,26004734000.0
2091.0,28376955000.0,22819385000.0,24137388000.0,26811533000.0,30893822000.0,32464701000.0,32685683000.0,29908343000.0,33429877000.0,26880651000.0,32566657000.0,26873944000.0,34306880000.0,25572200000.0
2092.0,28122495000.0,22273020000.0,23725048000.0,26550708000.0,30670965000.0,32372353000.0,32594231000.0,29675575000.0,33260612000.0,26604702000.0,32276066000.0,26535102000.0,34173645000.0,25066103000.0
2093.0,27772103000.0,21882001000.0,23340431000.0,26260673000.0,30408714000.0,32112030000.0,32334397000.0,29405796000.0,33073916000.0,26345214000.0,32076290000.0,26201104000.0,34028362000.0,24701366000.0
2094.0,27425059000.0,21418795000.0,22913962000.0,25885698000.0,30129822000.0,31910337000.0,32147800000.0,29071251000.0,32950118000.0,26269594000.0,31875447000.0,25811624000.0,33919203000.0,24291047000.0
2095.0,27178210000.0,20880325000.0,22508567000.0,25593410000.0,29811579000.0,31820737000.0,31980468000.0,28881179000.0,32692158000.0,25946292000.0,31705143000.0,25533012000.0,33753745000.0,23939856000.0
2096.0,26905833000.0,20313809000.0,22026207000.0,25336642000.0,29425222000.0,31470766000.0,31720930000.0,28589150000.0,32493000000.0,25814751000.0,31452303000.0,25214540000.0,33577128000.0,23544996000.0
2097.0,26611489000.0,19831839000.0,21480798000.0,25091768000.0,29170270000.0,31292977000.0,31802757000.0,28319058000.0,32319126000.0,25475932000.0,31144190000.0,24945160000.0,33345845000.0,23143821000.0
2098.0,26329979000.0,19319790000.0,21007725000.0,24746762000.0,28823820000.0,31109784000.0,31479194000.0,28018842000.0,32144845000.0,25202805000.0,30932163000.0,24557978000.0,33270850000.0,22752133000.0
2099.0,25969922000.0,18838422000.0,20623823000.0,24400234000.0,28528100000.0,30872852000.0,31215331000.0,27698885000.0,31968946000.0,25043137000.0,30712652000.0,24269087000.0,33931629000.0,22343637000.0
2100.0,25744855000.0,18270500000.0,20043194000.0,24011395000.0,28237357000.0,30619722000.0,31015650000.0,27478874000.0,31770647000.0,24838932000.0,30533919000.0,23875688000.0,33008388000.0,21797263000.0
