time,IPSL-CM6A-LR,ACCESS-ESM1-5,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CESM2,EC-EARTH3,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM
2000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0,41378730000.0
2001.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0,41218425000.0
2002.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0,41149290000.0
2003.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0,41168744000.0
2004.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0,41087672000.0
2005.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0,41117250000.0
2006.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0,41489785000.0
2007.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0,41273330000.0
2008.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0,41068335000.0
2009.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0,40982712000.0
2010.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0,40923288000.0
2011.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0
2012.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0
2013.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0
2014.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0
2015.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0
2016.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0
2017.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0
2018.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0
2019.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0
2020.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0
2021.0,40573120000.0,40578675000.0,40652538000.0,40667218000.0,40576643000.0,40530137000.0,40573813000.0,40590033000.0,40572097000.0,40598730000.0,40619885000.0,40585236000.0,40642630000.0,40721970000.0,40564785000.0,40590692000.0,40550195000.0
2022.0,40521888000.0,40519160000.0,40528364000.0,40604287000.0,40501530000.0,40499618000.0,40507716000.0,40527753000.0,40463016000.0,40525513000.0,40562250000.0,40539754000.0,40556618000.0,40580104000.0,40513696000.0,40506490000.0,40515285000.0
2023.0,40454984000.0,40462170000.0,40468304000.0,40554730000.0,40496680000.0,40435400000.0,40762290000.0,40487900000.0,40398365000.0,40504730000.0,40512918000.0,40429425000.0,40634163000.0,40498490000.0,40474956000.0,40447300000.0,40457953000.0
2024.0,40464050000.0,40465883000.0,40407958000.0,40489837000.0,40560530000.0,40414487000.0,40516550000.0,40454050000.0,40335260000.0,40478437000.0,40512480000.0,40413774000.0,40593113000.0,40491246000.0,40447310000.0,40426947000.0,40506850000.0
2025.0,40431710000.0,40443437000.0,40362717000.0,40453964000.0,40409522000.0,40310223000.0,40433377000.0,40454574000.0,40274084000.0,40392376000.0,40601810000.0,40321516000.0,40515494000.0,40482210000.0,40388780000.0,40354296000.0,40405012000.0
2026.0,40328032000.0,40375566000.0,40346100000.0,40407530000.0,40327934000.0,40242078000.0,40375500000.0,40392530000.0,40221757000.0,40339526000.0,40460538000.0,40256760000.0,40406850000.0,40370848000.0,40338346000.0,40385855000.0,40346130000.0
2027.0,40258183000.0,40300184000.0,40278176000.0,40370684000.0,40236986000.0,40155636000.0,40365590000.0,40553124000.0,40166430000.0,40329260000.0,40396560000.0,40238285000.0,40331760000.0,40450740000.0,40293958000.0,40278634000.0,40293650000.0
2028.0,40235660000.0,40309424000.0,40260497000.0,40313930000.0,40202236000.0,40083345000.0,40298590000.0,40388923000.0,40065770000.0,40243655000.0,40383440000.0,40132317000.0,40294110000.0,40335716000.0,40253200000.0,40242110000.0,40216547000.0
2029.0,40148718000.0,40296050000.0,40200552000.0,40267383000.0,40159875000.0,40009550000.0,40419357000.0,40297677000.0,39991603000.0,40317506000.0,40307483000.0,40073593000.0,40290537000.0,40245002000.0,40197880000.0,40214815000.0,40178102000.0
2030.0,40095910000.0,40209908000.0,40137190000.0,40209390000.0,40082080000.0,39945626000.0,40282178000.0,40228598000.0,39896936000.0,40220360000.0,40252637000.0,39980556000.0,40350118000.0,40190235000.0,40141484000.0,40128713000.0,40293585000.0
2031.0,40022446000.0,40139110000.0,40136974000.0,40143450000.0,39997350000.0,39849020000.0,40166100000.0,40175760000.0,39795410000.0,40164770000.0,40275170000.0,39894348000.0,40190464000.0,40140964000.0,40114373000.0,40069740000.0,40121410000.0
2032.0,39985406000.0,40072143000.0,40022610000.0,40098476000.0,39908823000.0,39774420000.0,40160100000.0,40114598000.0,39698360000.0,40108614000.0,40197340000.0,39805354000.0,40211900000.0,40104670000.0,40034677000.0,40042947000.0,40086516000.0
2033.0,39896506000.0,40008190000.0,40023830000.0,40047686000.0,39830446000.0,39696196000.0,40137460000.0,40040830000.0,39625290000.0,40040820000.0,40114774000.0,39687766000.0,40146924000.0,40013610000.0,39966794000.0,39987520000.0,40009910000.0
2034.0,39851060000.0,39969915000.0,39932215000.0,40122556000.0,39749624000.0,39604867000.0,40116543000.0,39981634000.0,39488260000.0,39979823000.0,40052847000.0,39596280000.0,40064750000.0,39932610000.0,39895765000.0,39889100000.0,39918830000.0
2035.0,39761134000.0,39870170000.0,39876110000.0,39986692000.0,39668000000.0,39509914000.0,40010200000.0,39904230000.0,39354544000.0,39991517000.0,39977406000.0,39488668000.0,39979258000.0,39864130000.0,39833150000.0,39833235000.0,39857810000.0
2036.0,39699230000.0,39827263000.0,39832510000.0,39940047000.0,39541273000.0,39555985000.0,39941906000.0,39837850000.0,39226690000.0,39899230000.0,39922344000.0,39329034000.0,39932035000.0,39813100000.0,39766745000.0,39747680000.0,39780700000.0
2037.0,39699320000.0,39804390000.0,39900226000.0,40326620000.0,39406563000.0,39393850000.0,39885087000.0,39816356000.0,39087575000.0,39821720000.0,39826670000.0,39134253000.0,39881890000.0,39736800000.0,39702100000.0,39697293000.0,39701574000.0
2038.0,39581700000.0,39918535000.0,39817667000.0,39949190000.0,39296760000.0,39277912000.0,39808370000.0,39687737000.0,38950710000.0,39776680000.0,39711027000.0,38991757000.0,39808940000.0,39650796000.0,39637800000.0,39630418000.0,39575736000.0
2039.0,39493964000.0,39676330000.0,39904930000.0,39862210000.0,39205765000.0,39144670000.0,39749456000.0,39562810000.0,38795410000.0,39666065000.0,39664423000.0,38830993000.0,39725360000.0,39558492000.0,39527630000.0,39672996000.0,39479350000.0
2040.0,39367393000.0,39605280000.0,39662174000.0,39823823000.0,39094500000.0,39024697000.0,39650976000.0,39458770000.0,38630035000.0,39638495000.0,39612190000.0,38666215000.0,39658310000.0,39464722000.0,39496212000.0,39509066000.0,39394427000.0
2041.0,39254970000.0,39494320000.0,39634522000.0,39656380000.0,38941544000.0,39013257000.0,39568933000.0,39373450000.0,38440223000.0,39510660000.0,39586460000.0,38473433000.0,39601144000.0,39423050000.0,39386760000.0,39509766000.0,39270310000.0
2042.0,39166718000.0,39423390000.0,39514698000.0,39714290000.0,38797050000.0,39008293000.0,39582237000.0,39227360000.0,38240936000.0,39605776000.0,39490880000.0,38249734000.0,39492590000.0,39296094000.0,39279690000.0,39392290000.0,39155253000.0
2043.0,39070507000.0,39402455000.0,39436460000.0,39619215000.0,38707870000.0,38744390000.0,39455880000.0,39078113000.0,37989460000.0,39398183000.0,39369093000.0,38075466000.0,39420735000.0,39199502000.0,39203127000.0,39249930000.0,38992785000.0
2044.0,38947656000.0,39247620000.0,39369245000.0,39496008000.0,38543954000.0,38593266000.0,39423780000.0,38968103000.0,37776335000.0,39290120000.0,39328993000.0,37885166000.0,39431160000.0,39096635000.0,39133540000.0,39135277000.0,38873985000.0
2045.0,38830270000.0,39205294000.0,39365476000.0,39453577000.0,38389760000.0,38472000000.0,39344060000.0,38862533000.0,37533917000.0,39215490000.0,39367350000.0,37662015000.0,39376420000.0,39038640000.0,39026827000.0,39128780000.0,38790824000.0
2046.0,38707120000.0,39072990000.0,39181510000.0,39353520000.0,38198047000.0,38385656000.0,39245710000.0,38740144000.0,37350543000.0,39218640000.0,39306076000.0,37444792000.0,39535250000.0,38902415000.0,38895055000.0,38982350000.0,38622814000.0
2047.0,38554630000.0,39032795000.0,39105098000.0,39302520000.0,38044238000.0,38223120000.0,39185953000.0,38617367000.0,37169525000.0,39222034000.0,39205302000.0,37206266000.0,39230890000.0,38782222000.0,38798397000.0,39032550000.0,38500270000.0
2048.0,38410680000.0,38989623000.0,39227220000.0,39597097000.0,37994045000.0,38101926000.0,39065653000.0,38445138000.0,36894880000.0,39250960000.0,39069282000.0,36935995000.0,39156687000.0,38699516000.0,38711374000.0,38843326000.0,38375270000.0
2049.0,38239520000.0,38866637000.0,38946775000.0,39165567000.0,37746917000.0,37937460000.0,39001620000.0,38271295000.0,36743197000.0,39002780000.0,38920892000.0,36709536000.0,39040220000.0,38549490000.0,38584920000.0,38742565000.0,38199615000.0
2050.0,38054210000.0,38809424000.0,38922080000.0,39036805000.0,37634105000.0,37778338000.0,38936450000.0,38085726000.0,36456040000.0,38966026000.0,38849696000.0,36451070000.0,38997533000.0,38410250000.0,38599254000.0,38630343000.0,38048117000.0
2051.0,37903598000.0,38657274000.0,38759334000.0,39022748000.0,37376983000.0,37621387000.0,39018275000.0,37910168000.0,36206023000.0,38864933000.0,38763640000.0,36174787000.0,38879236000.0,38302310000.0,38398095000.0,38547722000.0,37868827000.0
2052.0,37708796000.0,38535234000.0,38620920000.0,38918808000.0,37194297000.0,37470028000.0,38852170000.0,37726786000.0,35988296000.0,38812760000.0,38673420000.0,35939086000.0,38796976000.0,38182355000.0,38335304000.0,38409530000.0,37728535000.0
2053.0,37547060000.0,38381085000.0,38542967000.0,38786980000.0,37005030000.0,37367378000.0,38780465000.0,37545673000.0,35725783000.0,38727848000.0,38518320000.0,35628556000.0,38739317000.0,37957923000.0,38166770000.0,38397972000.0,37527925000.0
2054.0,37385298000.0,38292128000.0,38400954000.0,38858340000.0,36801800000.0,37186790000.0,38710174000.0,37342163000.0,35478190000.0,38620856000.0,38358950000.0,35359076000.0,38629798000.0,37801660000.0,38031410000.0,38126950000.0,37343953000.0
2055.0,37131560000.0,38197640000.0,38291830000.0,38940380000.0,36605380000.0,36962447000.0,38577467000.0,37196456000.0,35272372000.0,38504260000.0,38246250000.0,35023230000.0,38674625000.0,37607630000.0,37927076000.0,38207740000.0,37204107000.0
2056.0,36920350000.0,38175680000.0,38146330000.0,38882810000.0,36390605000.0,36749885000.0,38484670000.0,36989850000.0,35138760000.0,38371660000.0,38077247000.0,34721346000.0,38437163000.0,37452530000.0,37797835000.0,38021353000.0,36999045000.0
2057.0,36859120000.0,37985280000.0,38028930000.0,38594826000.0,36164817000.0,36712580000.0,38309536000.0,36748632000.0,34898706000.0,38249615000.0,38198230000.0,34342283000.0,38305880000.0,37243286000.0,37668364000.0,37889310000.0,36807504000.0
2058.0,36649370000.0,37864030000.0,37933540000.0,38513836000.0,35968635000.0,36418920000.0,38205014000.0,36592607000.0,34644795000.0,38157910000.0,38021930000.0,34036520000.0,38222940000.0,37076476000.0,37575980000.0,37713797000.0,36554570000.0
2059.0,36471013000.0,37709844000.0,37808840000.0,38366110000.0,35834550000.0,36389966000.0,38242636000.0,36316290000.0,34457490000.0,38047260000.0,37929865000.0,33757094000.0,38110966000.0,36871533000.0,37423360000.0,37546353000.0,36346737000.0
2060.0,36219752000.0,37573950000.0,37819640000.0,38199554000.0,35607450000.0,36076180000.0,38199760000.0,36125274000.0,34231388000.0,37909557000.0,37813660000.0,33369151000.0,38200640000.0,36706922000.0,37364867000.0,37431000000.0,36127613000.0
2061.0,36000970000.0,37455335000.0,37531140000.0,38089850000.0,35395985000.0,35813030000.0,37988143000.0,35868103000.0,34066237000.0,37795332000.0,37724676000.0,32975342000.0,37976957000.0,36531750000.0,37214732000.0,37416133000.0,35899810000.0
2062.0,35789820000.0,37505634000.0,37633982000.0,38051672000.0,35163670000.0,35613300000.0,37854510000.0,35658035000.0,33834426000.0,37650797000.0,37474644000.0,32659778000.0,37881710000.0,36332945000.0,37067110000.0,37237930000.0,35766747000.0
