time,CCSM4,GISS-E2-R,CNRM-CM5,MPI-ESM-LR,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR
2064.0,6800054000000.0,6296298000000.0,6368002600000.0,6277037000000.0,6482205600000.0,6256156700000.0,6381587400000.0,5995849000000.0,4190661000000.0,5407282000000.0
2065.0,6758612300000.0,6245276000000.0,6305930000000.0,6232515500000.0,6457348600000.0,6213555000000.0,6338311600000.0,5940820600000.0,4098346500000.0,5332638000000.0
2066.0,6710760600000.0,6212427400000.0,6225853000000.0,6189193600000.0,6424401300000.0,6156087500000.0,6302487500000.0,5859527600000.0,4010858000000.0,5256945000000.0
2067.0,6662915600000.0,6174823000000.0,6180407600000.0,6133206500000.0,6399905000000.0,6084594000000.0,6260537700000.0,5768688400000.0,3929760600000.0,5178649500000.0
2068.0,6627966600000.0,6135237600000.0,6133333000000.0,6078510700000.0,6364182600000.0,6053897400000.0,6213071000000.0,5705860400000.0,3835850700000.0,5108134000000.0
2069.0,6575284000000.0,6074780400000.0,6084404000000.0,6036650000000.0,6328735000000.0,6002672000000.0,6165632000000.0,5637011400000.0,3736492000000.0,5020745500000.0
2070.0,6520682600000.0,6035431500000.0,6034454000000.0,6006034700000.0,6289735300000.0,5973102000000.0,6127683000000.0,5569452000000.0,3649509800000.0,4932241000000.0
2071.0,6473052600000.0,5986240700000.0,5982425400000.0,5950740600000.0,6257535000000.0,5926892000000.0,6091145000000.0,5496171400000.0,3567257400000.0,4855978500000.0
2072.0,6427330000000.0,5941733400000.0,5938128400000.0,5904931000000.0,6227534000000.0,5882030600000.0,6053725500000.0,5418510000000.0,3480240800000.0,4788333300000.0
2073.0,6376119000000.0,5889992000000.0,5895210000000.0,5862273000000.0,6169386500000.0,5813739000000.0,6003852000000.0,5363961000000.0,3388788700000.0,4709967000000.0
2074.0,6326320600000.0,5846122000000.0,5858187500000.0,5813202000000.0,6143019600000.0,5755668000000.0,5962632000000.0,5299398000000.0,3308510800000.0,4651582000000.0
2075.0,6274612700000.0,5797385000000.0,5804009700000.0,5756786000000.0,6102038000000.0,5715856000000.0,5917026000000.0,5234057000000.0,3228948200000.0,4573215000000.0
2076.0,6227890000000.0,5752858000000.0,5727939000000.0,5706831000000.0,6061750000000.0,5679018400000.0,5866903000000.0,5158304000000.0,3150583700000.0,4489983600000.0
2077.0,6182006700000.0,5702816000000.0,5681174000000.0,5660725500000.0,6029469300000.0,5645815000000.0,5831075000000.0,5081330600000.0,3073549500000.0,4414769000000.0
2078.0,6138256400000.0,5652395600000.0,5620330700000.0,5599374000000.0,5994686000000.0,5600480600000.0,5768602500000.0,5020931600000.0,2989037200000.0,4346585000000.0
2079.0,6089620000000.0,5600033400000.0,5586087000000.0,5551329000000.0,5961018000000.0,5554276000000.0,5711440400000.0,4962896600000.0,2916501000000.0,4289772000000.0
2080.0,6045499400000.0,5542772000000.0,5564826000000.0,5522661600000.0,5938686700000.0,5508613300000.0,5655298600000.0,4909181000000.0,2832045000000.0,4222620800000.0
2081.0,6001601000000.0,5496837000000.0,5504399600000.0,5467997700000.0,5902666600000.0,5455490000000.0,5603046500000.0,4838872000000.0,2754141200000.0,4137585700000.0
2082.0,5940164000000.0,5432346000000.0,5443577400000.0,5396204000000.0,5867444400000.0,5413909600000.0,5563510400000.0,4771879600000.0,2676497300000.0,4070527200000.0
2083.0,5895962500000.0,5377317400000.0,5396362700000.0,5338711000000.0,5834525400000.0,5363789000000.0,5511071700000.0,4700246600000.0,2603503600000.0,4011841300000.0
2084.0,5864809000000.0,5323792300000.0,5326022600000.0,5294880500000.0,5796457300000.0,5317284000000.0,5457013000000.0,4639090000000.0,2528319400000.0,3948731400000.0
2085.0,5820276000000.0,5292125000000.0,5265869000000.0,5236872000000.0,5758721700000.0,5270533000000.0,5399011000000.0,4566717000000.0,2467521400000.0,3878008000000.0
2086.0,5782923400000.0,5255701000000.0,5209766000000.0,5213232000000.0,5721256000000.0,5213501000000.0,5336184000000.0,4497594600000.0,2399374100000.0,3811503800000.0
2087.0,5733060000000.0,5212404700000.0,5157949000000.0,5169472300000.0,5690813300000.0,5136847000000.0,5283436300000.0,4421318000000.0,2331459500000.0,3748108400000.0
2088.0,5696597300000.0,5184052000000.0,5107065300000.0,5135866500000.0,5658111400000.0,5074438300000.0,5231787600000.0,4344762600000.0,2265393100000.0,3681415300000.0
2089.0,5652449000000.0,5142785000000.0,5066699000000.0,5076025300000.0,5629116700000.0,5023712000000.0,5182653000000.0,4271614000000.0,2188036700000.0,3622711600000.0
2090.0,5615260300000.0,5106622000000.0,5007310600000.0,5025119600000.0,5593965300000.0,4978074700000.0,5138609600000.0,4212663800000.0,2129637400000.0,3552892400000.0
2091.0,5571315000000.0,5060854000000.0,4956753500000.0,4999479000000.0,5567781000000.0,4938077300000.0,5085117500000.0,4152867200000.0,2066507400000.0,3489106200000.0
2092.0,5511026000000.0,5029464000000.0,4892838000000.0,4946207000000.0,5531412500000.0,4878142300000.0,5050097700000.0,4083223000000.0,2006872100000.0,3439670000000.0
2093.0,5478901400000.0,4994318700000.0,4847574700000.0,4898965400000.0,5501468300000.0,4833496500000.0,5000637400000.0,4019099000000.0,1950008500000.0,3395298300000.0
2094.0,5444083400000.0,4955003000000.0,4782399400000.0,4858792400000.0,5461731400000.0,4783374000000.0,4950246000000.0,3956154800000.0,1890328600000.0,3342854500000.0
2095.0,5411729000000.0,4910756700000.0,4735734600000.0,4808717600000.0,5431785000000.0,4724781000000.0,4904411000000.0,3897856600000.0,1831578600000.0,3278309400000.0
2096.0,5394749000000.0,4869216000000.0,4689674000000.0,4756862000000.0,5393477500000.0,4668011000000.0,4852600500000.0,3839596700000.0,1770613000000.0,3220921400000.0
2097.0,5370052300000.0,4832467400000.0,4626549600000.0,4727007300000.0,5361841500000.0,4599066000000.0,4817985000000.0,3779739300000.0,1716108300000.0,3170536500000.0
2098.0,5335386000000.0,4784952700000.0,4589679000000.0,4683971000000.0,5313565600000.0,4553765000000.0,4772512400000.0,3713839000000.0,1660518700000.0,3123891700000.0
2099.0,5302544000000.0,4742037000000.0,4547268300000.0,4633725000000.0,5284275700000.0,4489352000000.0,4716900000000.0,3653641700000.0,1606722400000.0,3084855300000.0
2100.0,5283656500000.0,4701232300000.0,4504595500000.0,4591498300000.0,5249918600000.0,4445377000000.0,4677133400000.0,3587634600000.0,1559204600000.0,3035544000000.0
