time,CANESM2,MPI-ESM-LR,GFDL-ESM2G,GISS-E2-R,CNRM-CM5,CCSM4,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CSIRO-MK3-6-0
2064.0,6415214700000.0,6407470000000.0,6924607000000.0,6573325300000.0,6860023000000.0,6875162600000.0,5381016000000.0,4422292700000.0,5721865000000.0,6420523000000.0
2065.0,6368295600000.0,6371156000000.0,6892796500000.0,6522493500000.0,6810587000000.0,6846561600000.0,5317043000000.0,4334623000000.0,5653596000000.0,6374700400000.0
2066.0,6316910000000.0,6326189600000.0,6869652000000.0,6467196000000.0,6769411000000.0,6810647400000.0,5261593400000.0,4252065300000.0,5584913000000.0,6328210000000.0
2067.0,6276267400000.0,6272432000000.0,6857276500000.0,6425869300000.0,6718712000000.0,6778130500000.0,5186030000000.0,4167854700000.0,5527140600000.0,6280319000000.0
2068.0,6234293400000.0,6227333000000.0,6817583000000.0,6405876600000.0,6693597500000.0,6760231000000.0,5112038700000.0,4079586000000.0,5467007400000.0,6240836000000.0
2069.0,6194910500000.0,6177520000000.0,6792258000000.0,6382154700000.0,6653800000000.0,6734052600000.0,5059414300000.0,3991527800000.0,5422863400000.0,6211904700000.0
2070.0,6132763500000.0,6146532300000.0,6767684600000.0,6369208000000.0,6633722000000.0,6697022000000.0,4994395300000.0,3910154600000.0,5364687000000.0,6175199300000.0
2071.0,6079204000000.0,6111831000000.0,6740613500000.0,6352383500000.0,6579683300000.0,6652214400000.0,4916001600000.0,3824895400000.0,5301871300000.0,6137488300000.0
2072.0,6046387000000.0,6068684000000.0,6730683000000.0,6329994300000.0,6540144000000.0,6595991300000.0,4849014000000.0,3742457100000.0,5234752000000.0,6092503000000.0
2073.0,6004181300000.0,6025218000000.0,6703770000000.0,6302971000000.0,6473972000000.0,6555892700000.0,4779966700000.0,3657774000000.0,5174868300000.0,6056641000000.0
2074.0,5957361300000.0,5978748000000.0,6678984000000.0,6308884000000.0,6438858000000.0,6512692000000.0,4727967300000.0,3581870900000.0,5134409000000.0,6018239000000.0
2075.0,5908003300000.0,5933174000000.0,6671024000000.0,6294290000000.0,6402355500000.0,6480782700000.0,4666778700000.0,3501125800000.0,5082247600000.0,5980843000000.0
2076.0,5864051700000.0,5891189400000.0,6648652400000.0,6269925000000.0,6370213500000.0,6427207000000.0,4604723500000.0,3415714600000.0,5037855600000.0,5945424300000.0
2077.0,5823696000000.0,5856018000000.0,6625205700000.0,6242123600000.0,6350458000000.0,6403248000000.0,4558316000000.0,3335883000000.0,4985849000000.0,5902491500000.0
2078.0,5772253600000.0,5823689000000.0,6619217000000.0,6203358300000.0,6320735400000.0,6378538000000.0,4496670000000.0,3257193500000.0,4929587500000.0,5857940000000.0
2079.0,5725040000000.0,5787882000000.0,6589044500000.0,6163486700000.0,6274546700000.0,6332035000000.0,4441838000000.0,3181215700000.0,4867181500000.0,5825326000000.0
2080.0,5670724700000.0,5748182000000.0,6548530700000.0,6142576600000.0,6246093600000.0,6296795000000.0,4381410300000.0,3111901500000.0,4800607400000.0,5790383000000.0
2081.0,5617163400000.0,5708063000000.0,6514543000000.0,6114091500000.0,6209123000000.0,6269744700000.0,4325056000000.0,3049455000000.0,4738436000000.0,5745332000000.0
2082.0,5578238700000.0,5680263600000.0,6500343300000.0,6070408300000.0,6175429500000.0,6234461000000.0,4257698800000.0,2983743500000.0,4672474600000.0,5707048400000.0
2083.0,5529452700000.0,5644127000000.0,6469166000000.0,6051383500000.0,6137219000000.0,6201711000000.0,4226029200000.0,2914578300000.0,4613311300000.0,5665109000000.0
2084.0,5472454700000.0,5598809000000.0,6436290600000.0,6033057000000.0,6108775000000.0,6165145000000.0,4173086300000.0,2857442700000.0,4553891600000.0,5612670300000.0
2085.0,5414449600000.0,5575360000000.0,6417959000000.0,6011039000000.0,6079945000000.0,6125547000000.0,4112587400000.0,2794954200000.0,4509876600000.0,5579531000000.0
2086.0,5373659400000.0,5514600000000.0,6393943000000.0,5989844000000.0,6065689000000.0,6091682300000.0,4057490800000.0,2733908200000.0,4453346000000.0,5549307500000.0
2087.0,5322600600000.0,5461113300000.0,6374124000000.0,5965471500000.0,6022470600000.0,6053205400000.0,4017553100000.0,2666476900000.0,4398193000000.0,5523682400000.0
2088.0,5257879000000.0,5430728000000.0,6364801300000.0,5943736700000.0,5993326000000.0,6018249500000.0,3975566600000.0,2611057000000.0,4338833000000.0,5481982600000.0
2089.0,5215023000000.0,5406263300000.0,6349226000000.0,5925159600000.0,5950924700000.0,5988323700000.0,3931442000000.0,2553591400000.0,4293881500000.0,5450849300000.0
2090.0,5157344000000.0,5362252500000.0,6323177500000.0,5901379000000.0,5919323700000.0,5940271000000.0,3882787300000.0,2492279300000.0,4230266700000.0,5418051000000.0
2091.0,5102157400000.0,5332123000000.0,6302989300000.0,5874428400000.0,5888046300000.0,5900650000000.0,3849925400000.0,2437146200000.0,4164330500000.0,5365076300000.0
2092.0,5046006700000.0,5302407000000.0,6279706000000.0,5845815000000.0,5839480400000.0,5882251000000.0,3798621500000.0,2377548800000.0,4114981000000.0,5343306300000.0
2093.0,4981741600000.0,5253021000000.0,6243028600000.0,5820983000000.0,5808442000000.0,5852874000000.0,3761981400000.0,2327440500000.0,4060082600000.0,5310205400000.0
2094.0,4944672300000.0,5222275000000.0,6206243500000.0,5776243400000.0,5776465000000.0,5804641500000.0,3704070000000.0,2289223300000.0,4006697500000.0,5267663000000.0
2095.0,4899290000000.0,5182758300000.0,6178275000000.0,5735729000000.0,5724234000000.0,5768060000000.0,3651085300000.0,2239674700000.0,3955514000000.0,5230225000000.0
2096.0,4855394500000.0,5151903400000.0,6156484300000.0,5699953000000.0,5694047600000.0,5735696000000.0,3600051600000.0,2197717300000.0,3909749600000.0,5199505700000.0
2097.0,4809625000000.0,5122727000000.0,6134165400000.0,5669851000000.0,5664502000000.0,5690921000000.0,3562740000000.0,2142569500000.0,3859009500000.0,5166399000000.0
2098.0,4752226000000.0,5096780000000.0,6107499600000.0,5650503000000.0,5623273000000.0,5657518000000.0,3521881800000.0,2094101200000.0,3805957000000.0,5136349400000.0
2099.0,4699675700000.0,5065723000000.0,6082548000000.0,5627090300000.0,5602318000000.0,5625830400000.0,3477665200000.0,2045779100000.0,3754264400000.0,5096691000000.0
2100.0,4656284600000.0,5033914000000.0,6046974000000.0,5604441600000.0,5562259500000.0,5579061000000.0,3438651400000.0,1996881900000.0,3708170300000.0,5056988000000.0
