time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,MPI-ESM1-2-HR,EC-EARTH3-VEG,MRI-ESM2-0,CMCC-CM2-SR5,BCC-CSM2-MR,GFDL-ESM4,CAMS-CSM1-0,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0,15416121000.0
2001.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0,14969346000.0
2002.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0,14923514000.0
2003.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0,14822442000.0
2004.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0,14758252000.0
2005.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0,14744956000.0
2006.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0,14864852000.0
2007.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0,14713094000.0
2008.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0,15021565000.0
2009.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0,14801224000.0
2010.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0,14661983000.0
2011.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0,14740180000.0
2012.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0
2013.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0
2014.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0
2015.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0
2016.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0
2017.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0
2018.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0
2019.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0
2020.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0
2021.0,13855440000.0,13907057000.0,14058116000.0,13909226000.0,13870499000.0,13827384000.0,13953935000.0,13897955000.0,13860257000.0,13851261000.0,13818333000.0,13907190000.0,14182427000.0,13832924000.0
2022.0,13728152000.0,13701329000.0,13761547000.0,13812496000.0,13744705000.0,13687184000.0,13819414000.0,13809199000.0,13687636000.0,13744372000.0,13735517000.0,13741229000.0,13806079000.0,13736578000.0
2023.0,13620617000.0,13768303000.0,13621506000.0,13645628000.0,13747069000.0,13586632000.0,13673740000.0,13658164000.0,13528550000.0,13747470000.0,13812186000.0,13612709000.0,13650857000.0,13594209000.0
2024.0,13596411000.0,13557515000.0,13455590000.0,13695209000.0,13583844000.0,13418002000.0,13567794000.0,13639392000.0,13351932000.0,13767146000.0,13482566000.0,13480004000.0,13508283000.0,13410507000.0
2025.0,13433843000.0,13517964000.0,13260818000.0,13424312000.0,13442715000.0,13244602000.0,13405399000.0,13671389000.0,13210492000.0,13967671000.0,13330139000.0,13452163000.0,13608342000.0,13252051000.0
2026.0,13489085000.0,13282332000.0,13042416000.0,13407911000.0,13312918000.0,13047557000.0,13293097000.0,13572088000.0,13171756000.0,13624333000.0,13259710000.0,13392689000.0,13295700000.0,13228323000.0
2027.0,13128914000.0,13084170000.0,12744925000.0,13202166000.0,13160190000.0,12913312000.0,13126173000.0,13393623000.0,12866973000.0,13621125000.0,13031022000.0,13370846000.0,13149449000.0,13372716000.0
2028.0,13036845000.0,13074566000.0,12530506000.0,13161942000.0,13064538000.0,12827359000.0,13000272000.0,13362101000.0,12849292000.0,13202980000.0,12803491000.0,13080832000.0,14153106000.0,13103933000.0
2029.0,12811259000.0,12847096000.0,12256067000.0,13058730000.0,12875361000.0,12371732000.0,12888289000.0,13135000000.0,12573588000.0,13249768000.0,12482318000.0,12995035000.0,13257121000.0,12887693000.0
2030.0,12618904000.0,12525334000.0,12055518000.0,12826768000.0,12883784000.0,12023938000.0,12727803000.0,12981553000.0,12509543000.0,13748984000.0,12139299000.0,12824684000.0,12936734000.0,12651101000.0
2031.0,12598348000.0,12281844000.0,11868158000.0,12695843000.0,12571047000.0,11832772000.0,12559196000.0,12844177000.0,12325665000.0,13131611000.0,11825551000.0,12746453000.0,12747206000.0,12406454000.0
2032.0,12293361000.0,12043779000.0,11644217000.0,12658638000.0,12836387000.0,11576396000.0,12322223000.0,12758742000.0,12137453000.0,12808483000.0,11776902000.0,12496716000.0,12508140000.0,12183354000.0
2033.0,12077409000.0,11838491000.0,11264389000.0,12385789000.0,12653775000.0,11334730000.0,12113906000.0,12576610000.0,11909387000.0,12727168000.0,11425569000.0,12328723000.0,12504092000.0,11998559000.0
2034.0,11786444000.0,11580597000.0,11019651000.0,12165330000.0,12323936000.0,11122786000.0,11752290000.0,12482331000.0,11716004000.0,13049950000.0,11142353000.0,12313175000.0,12327552000.0,11761615000.0
2035.0,11553543000.0,11277156000.0,10775905000.0,12175250000.0,12036967000.0,10893160000.0,11585543000.0,12397814000.0,11503235000.0,13669091000.0,10925697000.0,12031094000.0,12115706000.0,11915672000.0
2036.0,11313961000.0,10997163000.0,10510711000.0,11941267000.0,11877443000.0,10633223000.0,11425584000.0,12312108000.0,11283447000.0,12786740000.0,10552093000.0,11920265000.0,11995821000.0,11840418000.0
2037.0,11170816000.0,10825440000.0,10491304000.0,11802796000.0,11775843000.0,10347369000.0,11371792000.0,12242175000.0,11085519000.0,12499641000.0,10127373000.0,11730530000.0,11814179000.0,11526263000.0
2038.0,10928776000.0,10633436000.0,10594753000.0,11691462000.0,11674390000.0,10025706000.0,11074385000.0,11971865000.0,10869108000.0,12669571000.0,9684418000.0,11491838000.0,11702479000.0,11166306000.0
