time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,MPI-ESM1-2-HR,EC-EARTH3-VEG,MRI-ESM2-0,CMCC-CM2-SR5,BCC-CSM2-MR,GFDL-ESM4,CAMS-CSM1-0,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2039.0,10648403000.0,10393855000.0,9997397000.0,11486637000.0,11432505000.0,9838522000.0,10998042000.0,11690028000.0,10723576000.0,12347044000.0,9411561000.0,11377314000.0,11539697000.0,10762682000.0
2040.0,10410040000.0,10242810000.0,9700092000.0,11268027000.0,11242739000.0,9557485000.0,10565392000.0,11471059000.0,10616483000.0,12278838000.0,9103104000.0,11072323000.0,11254977000.0,10679468000.0
2041.0,10060838000.0,10028730000.0,9968723000.0,11257482000.0,11022725000.0,9304007000.0,10451129000.0,11211188000.0,10258703000.0,12185531000.0,8640351000.0,10980671000.0,11100334000.0,10387298000.0
2042.0,9971592000.0,9679488000.0,9394236000.0,11040667000.0,11168600000.0,9077806000.0,10069555000.0,11006886000.0,10045130000.0,12631900000.0,8342365700.0,10772055000.0,10991045000.0,10134304000.0
2043.0,9630808000.0,9431010000.0,9018182000.0,10828212000.0,10772312000.0,8748188000.0,9784453000.0,10799695000.0,10098519000.0,12360288000.0,8011196000.0,10756290000.0,10725221000.0,9811160000.0
2044.0,9253708000.0,9093976000.0,9347537000.0,10856773000.0,10554194000.0,8579377000.0,9673015000.0,10532903000.0,9809135000.0,11974598000.0,7604165000.0,10532670000.0,10482819000.0,9516801000.0
2045.0,8901077000.0,8802550000.0,8603414000.0,10506754000.0,10375170000.0,8331873000.0,9366455000.0,10371943000.0,9553920000.0,12294223000.0,7233283600.0,10467688000.0,10877496000.0,9265059000.0
2046.0,8520478000.0,8605567000.0,8311853000.0,10299816000.0,10145627000.0,8055785500.0,9103984000.0,10495605000.0,9446057000.0,11836418000.0,6976995000.0,10230330000.0,10304732000.0,8981786000.0
2047.0,8145952300.0,8491254000.0,8033120000.0,10427183000.0,9971657000.0,7752878000.0,8895185000.0,10122269000.0,9271596000.0,11778671000.0,6720852500.0,10041694000.0,9897167000.0,8611039000.0
2048.0,7770718700.0,8333021700.0,7916029400.0,10245288000.0,9769503000.0,7630686700.0,8562541000.0,9973557000.0,9098746000.0,11874707000.0,6479532500.0,9884297000.0,9604413000.0,8233631000.0
2049.0,7452356000.0,8123299000.0,7635946500.0,9993075000.0,9543714000.0,7196165000.0,8236173300.0,9746235000.0,8946687000.0,11741698000.0,6273747500.0,9752785000.0,9279084000.0,8078632000.0
2050.0,7229742600.0,7888677000.0,7518353000.0,10123879000.0,9358884000.0,7026133000.0,7982572000.0,9757226000.0,8745589000.0,11541023000.0,6071750000.0,9603066000.0,9059602000.0,7805689000.0
2051.0,6799507500.0,7677914000.0,7189910000.0,9681922000.0,9137861000.0,6704899600.0,7808463000.0,9350577000.0,8576594400.0,11470547000.0,5774664700.0,9537998000.0,8968929000.0,7554560000.0
2052.0,6462228500.0,7814146600.0,7081371000.0,9441562000.0,8911995000.0,6491178500.0,7542845000.0,9076317000.0,8590733000.0,11427331000.0,5550973400.0,9301034000.0,8661117000.0,7303353300.0
2053.0,6135791600.0,7432145000.0,6956758000.0,9237327000.0,8665201000.0,6267839500.0,7412261000.0,8939721000.0,8503570000.0,11217865000.0,5305044500.0,9122157000.0,8427255300.0,7055294000.0
2054.0,5917036500.0,7170366500.0,6870809600.0,9066850000.0,8651482000.0,6145041000.0,7216396000.0,8740136000.0,8300982000.0,11065232000.0,5121787000.0,9284656000.0,8138013700.0,6641237500.0
2055.0,5767907300.0,7009088500.0,6613816000.0,8937122000.0,8313465300.0,5922690000.0,7011591000.0,8587779600.0,7963721000.0,10894426000.0,4946357000.0,8998427000.0,7903261700.0,6360967000.0
2056.0,5498713600.0,6845099500.0,6417798700.0,8806304000.0,8146492000.0,5779784000.0,6759891000.0,8490217000.0,7683440000.0,10882613000.0,4715052500.0,8833013000.0,7537399300.0,6113344500.0
2057.0,5441701400.0,6698738000.0,6202905600.0,8693118000.0,7920520000.0,5612646400.0,6585733000.0,8262559000.0,7463555600.0,10714121000.0,4616305700.0,8737417000.0,7606935600.0,5893704700.0
2058.0,5061869600.0,6517893600.0,6058456600.0,8507336000.0,7656300500.0,5437159400.0,6359421400.0,8157097500.0,7359608300.0,10578458000.0,4486051300.0,8640088000.0,7182431000.0,5737858600.0
2059.0,4840098300.0,6343216000.0,5931480000.0,8294829000.0,7413922300.0,5242313700.0,6164285400.0,7857662000.0,7318313000.0,10553882000.0,4232135000.0,8585511400.0,6858006000.0,5657063400.0
2060.0,4573500400.0,6155386400.0,5708466700.0,8147850000.0,8034179000.0,5058116600.0,5985799000.0,7673988000.0,7207100000.0,10428671000.0,4074177300.0,8305380000.0,6615877600.0,5381105700.0
2061.0,4343139300.0,6047301000.0,5427611000.0,8058016000.0,7174786000.0,4916176400.0,5890544600.0,7467896000.0,7054040000.0,10272298000.0,3949509600.0,8127699000.0,6309723600.0,5123889700.0
2062.0,4223821600.0,5933221000.0,5230722600.0,7886942700.0,6917972000.0,4727652000.0,5697669600.0,7279983000.0,6811748000.0,10168390000.0,3816168400.0,8184615400.0,5969725400.0,4961065500.0
2063.0,4028851700.0,5786176000.0,5044727300.0,7671657500.0,6792174000.0,4855603700.0,5477502500.0,7086189600.0,6601328600.0,10384469000.0,3820559400.0,7902614000.0,5892242000.0,4836238000.0
2064.0,3902418400.0,5682731500.0,4908037600.0,7811841500.0,6600864000.0,4638756000.0,5200255500.0,6920849400.0,6472247300.0,10193736000.0,3635413500.0,7760657000.0,5657618000.0,4706828300.0
2065.0,3731503000.0,5570344000.0,4719415300.0,7511132700.0,6383359000.0,4438194700.0,5029042000.0,6816499000.0,6373532700.0,10009123000.0,3525013200.0,7698707000.0,5412147000.0,4608252400.0
2066.0,3580419300.0,5455107600.0,4555610600.0,7345017000.0,6199848000.0,4275780400.0,4825067000.0,6522625500.0,6351524000.0,9872468000.0,3320355600.0,7471014000.0,5250790000.0,4494201300.0
2067.0,3428763400.0,5306619400.0,4382267000.0,7215019500.0,6110887000.0,4159132200.0,4661628400.0,6382602000.0,6192176600.0,9764823000.0,3209171200.0,7338117000.0,5201070000.0,4368611000.0
2068.0,3297302800.0,5161635000.0,4258418700.0,7235798000.0,5884679000.0,3997808000.0,4454977000.0,6198033000.0,6057040000.0,9621086000.0,3116440800.0,7169670000.0,5151821300.0,4399579600.0
2069.0,3167966700.0,5140257000.0,4039372000.0,7117683700.0,5625917000.0,3909946600.0,4302834000.0,6029153000.0,5990598000.0,9550389000.0,2981566000.0,7008545300.0,4872433700.0,4153035500.0
2070.0,3066062300.0,5131274000.0,3914119700.0,6966095400.0,5453760500.0,3962696700.0,4139543000.0,5929634000.0,6066244000.0,9435845000.0,2972699000.0,6872750600.0,4766549000.0,3966556400.0
2071.0,2944943600.0,4937170400.0,3676339700.0,6768180700.0,5285272000.0,3713730300.0,3992477000.0,6687589000.0,5853607000.0,9365667000.0,2741633300.0,6726280700.0,4613450000.0,3801045500.0
2072.0,2812831700.0,4835523000.0,3580000500.0,6685507000.0,5037046000.0,3573712100.0,3825774800.0,5703507500.0,5716646400.0,9270928000.0,2624855800.0,6620795400.0,4556131300.0,3714142500.0
2073.0,2673516500.0,4730757600.0,3461037000.0,6562204000.0,4908155400.0,3487032600.0,3674697200.0,5599722000.0,5545699000.0,9138902000.0,2599080400.0,6510147000.0,4469058600.0,3583021000.0
2074.0,2600625000.0,4623181300.0,3320633000.0,6389229000.0,4681254400.0,3440611800.0,3499917000.0,5512047600.0,5430434000.0,9079239000.0,2467127300.0,6308462000.0,4300263400.0,3477579500.0
2075.0,2508548000.0,4579670000.0,3251480600.0,6298503700.0,4559516000.0,3258840800.0,3317542100.0,5271080000.0,5379380700.0,8903393000.0,2391103000.0,6195582500.0,4234068700.0,3363985200.0
2076.0,2425443300.0,4418092500.0,3355016200.0,6121783300.0,4433557000.0,3195656000.0,3126351000.0,5199570000.0,5334073300.0,8721649000.0,2396348000.0,6088423000.0,4016038700.0,3316818400.0
2077.0,2307997200.0,4359268400.0,3070071300.0,5969846300.0,4307591000.0,3042039300.0,2990208800.0,4961921500.0,5340670500.0,8487696400.0,2210980900.0,5953768400.0,3959628800.0,3237679600.0
2078.0,2235974400.0,4295575600.0,2940237000.0,5858650600.0,4144046300.0,2973119500.0,2832290600.0,4819007000.0,5082917400.0,8439112000.0,2138643800.0,5794737000.0,3810617300.0,3066014500.0
2079.0,2079989100.0,4224587300.0,2870310700.0,5751645000.0,4100553500.0,2955150300.0,2649018600.0,4602134500.0,5049033700.0,8201960400.0,2060355000.0,5631666000.0,3707263500.0,3011583200.0
2080.0,2105228400.0,4130797000.0,2757284000.0,5641103000.0,3910907000.0,2841659600.0,2492206000.0,4536237600.0,4887555000.0,8115731000.0,2005246800.0,5571433000.0,3528381700.0,2862710500.0
2081.0,1954260900.0,4046545000.0,2726192600.0,5654983700.0,3812969000.0,2753181400.0,2356548600.0,4450571300.0,4760646000.0,8367257000.0,1858935400.0,5537625600.0,3654635000.0,2726679800.0
2082.0,1737075000.0,4104227300.0,2495247400.0,5433773600.0,3839666000.0,2658247700.0,2188472300.0,4309306000.0,4735257000.0,7898554000.0,1778699800.0,5598127000.0,3348009000.0,2655157000.0
2083.0,1641597200.0,3913227800.0,2383188500.0,5315149000.0,3709310200.0,2609719000.0,1936149400.0,4174543000.0,4693430000.0,7713355000.0,1717329000.0,5438268000.0,3236408800.0,2590593500.0
2084.0,1659881300.0,3821402000.0,2709396200.0,5360794000.0,3482871600.0,2504889000.0,1859525500.0,4086247000.0,4503742500.0,7700410400.0,1712792600.0,5292770300.0,3078731500.0,2495540700.0
2085.0,1504104700.0,3830659000.0,2305825500.0,5173959000.0,3364408300.0,2441472800.0,1780529900.0,3990791200.0,4412891600.0,7691331600.0,1600696000.0,5186102300.0,3001810700.0,2406762200.0
2086.0,1429083500.0,3766308000.0,2125121200.0,5034449000.0,3175821300.0,2343983600.0,1712429200.0,3918645000.0,4376957000.0,7416680000.0,1491326200.0,5037893600.0,2884610300.0,2296217600.0
2087.0,1377488100.0,3658921500.0,2048931700.0,4852655000.0,3053014000.0,2272380700.0,1639235700.0,3804339500.0,4256086300.0,7424782000.0,1439846500.0,4923360000.0,2832216600.0,2177992200.0
2088.0,1268203300.0,3620335400.0,2616604700.0,4756180000.0,2888637200.0,2135504600.0,1558512800.0,3711228000.0,4468728000.0,7161810000.0,1367165800.0,4763489300.0,2718421500.0,2016655200.0
2089.0,1214613800.0,3531926300.0,1959727900.0,4612694000.0,2712724200.0,2065811300.0,1451840900.0,3664513000.0,4114943500.0,7088248300.0,1358193900.0,4704655000.0,2648918800.0,1928975900.0
2090.0,1158994700.0,3413073400.0,1848787300.0,4553446000.0,2613942800.0,1955930800.0,1366394600.0,3511561200.0,4068026600.0,7195344400.0,1301398300.0,4590987300.0,2555519700.0,1903192400.0
2091.0,1082054500.0,3369116400.0,1753333400.0,4579530000.0,2494040300.0,1957910500.0,1303948900.0,3445833500.0,3926941000.0,6842792400.0,1222066000.0,4561629700.0,2441766400.0,1794225500.0
2092.0,1020769100.0,3283515400.0,1660054500.0,4390307300.0,2464831700.0,1856289300.0,1224056400.0,3302426000.0,3951845000.0,6708389400.0,1171124400.0,4407954400.0,2342315800.0,1700948500.0
2093.0,1036015500.0,3197985000.0,1594342800.0,4260747500.0,2352776400.0,1783472600.0,1179088900.0,3201794800.0,3864501800.0,6727968300.0,1130295600.0,4341729000.0,2242708200.0,1603882900.0
2094.0,949718460.0,3112417000.0,1542886000.0,4167255300.0,2187032000.0,1725857700.0,1150358400.0,3094942500.0,3726277600.0,6582810000.0,1086217900.0,4229421000.0,2123972500.0,1582427500.0
2095.0,906399740.0,3041805000.0,1456780400.0,4141643500.0,2144592400.0,1687556700.0,1056748600.0,3021684200.0,3699789000.0,6547085000.0,1040072600.0,4154661600.0,2109029800.0,1519517400.0
2096.0,1008727040.0,2970665200.0,1413333400.0,3851449600.0,2024364300.0,1639360100.0,1019699700.0,2877983000.0,3661023500.0,6462529500.0,1016139460.0,4064349700.0,2026900700.0,1460207700.0
2097.0,928315140.0,2929432000.0,1356374500.0,3869797000.0,1919112800.0,1605505400.0,956611600.0,2796055800.0,3525625600.0,6334076400.0,978871740.0,4069737000.0,1851173600.0,1406241300.0
2098.0,867634700.0,2842003500.0,1343402200.0,3826935600.0,1829696900.0,1567316700.0,915199900.0,2717962200.0,3427860000.0,6590168600.0,932995800.0,3865082400.0,1779294800.0,1470129300.0
2099.0,819402240.0,2712267000.0,1531051000.0,3645387800.0,1764040200.0,1554165100.0,865598460.0,2677344000.0,3439532500.0,6130328600.0,891882750.0,3819046400.0,1893257700.0,1302125200.0
2100.0,774864900.0,2658223900.0,1215030300.0,3646309600.0,1664630000.0,1514119300.0,823281100.0,2624920600.0,3484412200.0,6128756700.0,900924800.0,3738373600.0,1713592700.0,1269299800.0
