time,EC-EARTH3-VEG,MRI-ESM2-0,CESM2-WACCM,INM-CM4-8,CANESM5,EC-EARTH3,MPI-ESM1-2-HR,ACCESS-CM2,ACCESS-ESM1-5,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM,BCC-CSM2-MR,GFDL-ESM4,IPSL-CM6A-LR,CAMS-CSM1-0
2040.0,10871272000.0,10650299000.0,8874301000.0,11757737000.0,9454510000.0,10807157000.0,11213774000.0,9025340000.0,10216393000.0,9853550000.0,11003533000.0,9648500000.0,9651270000.0,11264101000.0,10688367000.0,9733335000.0,12383162000.0
2041.0,10903511000.0,10371052000.0,8504512500.0,11430862000.0,9085451000.0,10541271000.0,11263137000.0,8745271000.0,9988897000.0,9579320000.0,10835828000.0,9335742000.0,9298588000.0,11059796000.0,10511388000.0,9488848000.0,12128991000.0
2042.0,10547661000.0,10160254000.0,8151126000.0,11211003000.0,8845662000.0,10393296000.0,10931558000.0,8430790700.0,9628498000.0,9162322000.0,10610708000.0,9003879000.0,8980699000.0,11080820000.0,10199550000.0,9109469000.0,11849826000.0
2043.0,10350404000.0,10026084000.0,7890938400.0,11086093000.0,8566749000.0,10351124000.0,10803902000.0,8186351000.0,9300162000.0,8748064000.0,10416134000.0,8670877000.0,8794076000.0,10762961000.0,9933141000.0,8797067000.0,11793566000.0
2044.0,10357668000.0,9711248000.0,7604121600.0,10858465000.0,8334315000.0,10056020000.0,10497908000.0,7964120600.0,9203028000.0,8433494500.0,10185996000.0,8426905600.0,8481478700.0,10425208000.0,9686350000.0,8545544700.0,11759811000.0
2045.0,10044155000.0,9461627000.0,7311852500.0,10729978000.0,8061174000.0,9846593000.0,10330937000.0,7824354000.0,8865806000.0,8454003700.0,10068140000.0,8102215700.0,8181729300.0,10198766000.0,9574555000.0,8353362000.0,11618448000.0
2046.0,9853048000.0,9180276000.0,7099309000.0,10607986000.0,7870651000.0,9629402000.0,10148667000.0,7415946000.0,8758822000.0,8060666400.0,9869392000.0,7795791400.0,7974172700.0,10051212000.0,9242145000.0,8032959500.0,11906686000.0
2047.0,9657225000.0,9019520000.0,6868356000.0,10307029000.0,7571685400.0,9364514000.0,10039555000.0,7208391700.0,8450776600.0,7776669700.0,9701769000.0,7548857000.0,7660307500.0,9870582000.0,9140438000.0,7801144300.0,11615918000.0
2048.0,9438589000.0,8769222000.0,6591160000.0,10161843000.0,7364812000.0,9080021000.0,9858058000.0,6771016000.0,8232037000.0,7591895000.0,9529234000.0,7342450000.0,7339135000.0,9774968000.0,8966868000.0,7514460700.0,11386606000.0
2049.0,9180265000.0,8578661400.0,6380924400.0,10007731000.0,7237147000.0,8915028000.0,9818189000.0,6479441400.0,7972679700.0,7340314600.0,9262290000.0,7243419000.0,7133754400.0,9768372000.0,8744640000.0,7363263500.0,11400451000.0
2050.0,8815232000.0,8439302000.0,6231024000.0,9799283000.0,7030555000.0,8688563000.0,9608144000.0,6281760000.0,7692273700.0,7124541000.0,9566530000.0,7196459000.0,6915366000.0,9461706000.0,8703030000.0,7178402000.0,12498272000.0
2051.0,8579244500.0,8185084400.0,5991385000.0,9779583000.0,6834749000.0,8532899300.0,9658119000.0,6161323500.0,7453020000.0,6817520000.0,9184642000.0,6950402000.0,6700243000.0,9234118000.0,8397083600.0,6857252400.0,11304127000.0
2052.0,9317535000.0,7937793500.0,5733725700.0,9637266000.0,6708094500.0,8259940000.0,9604519000.0,5929047000.0,7299119600.0,6608044500.0,8898721000.0,6772529000.0,6393933000.0,9064591000.0,8358914600.0,6640470500.0,11093174000.0
2053.0,8531191000.0,7789630000.0,5487497700.0,9454684000.0,6434940000.0,8042398000.0,9292686000.0,5690486300.0,7112612000.0,6409405400.0,8638540000.0,7062542300.0,6273505300.0,8873853000.0,8138294300.0,6468672000.0,11040777000.0
2054.0,8415969300.0,7632060400.0,5260419000.0,9464734000.0,6274166300.0,7854372000.0,8985873000.0,5513104400.0,6959608000.0,6085636600.0,8578509300.0,6932455400.0,6099674000.0,8703154000.0,8065465300.0,6315840500.0,11398141000.0
2055.0,7995403300.0,7381954600.0,5095185000.0,9356980000.0,6021187600.0,7607994400.0,8860373000.0,5262803000.0,6708714000.0,5892781600.0,8340567600.0,6615070700.0,5899846000.0,8552871400.0,7877538300.0,6113536000.0,11303739000.0
2056.0,8015086600.0,7230178000.0,5041038300.0,9121673000.0,5876638000.0,7499933000.0,8713362000.0,5119207000.0,6778798600.0,6005168000.0,8249572400.0,6339351600.0,5743851000.0,8602388000.0,7727859700.0,5935772000.0,11724702000.0
2057.0,7693804000.0,7169907000.0,4778385400.0,8998562000.0,5723754500.0,7438007000.0,8945939000.0,4943041000.0,6492868000.0,5692375600.0,8056709000.0,7520377300.0,5567425500.0,8349735000.0,7543504000.0,5701550600.0,11003917000.0
2058.0,7446066700.0,7264700000.0,4594615000.0,8832659000.0,5452180500.0,7202521000.0,8619237000.0,4788172000.0,6278788600.0,5435528700.0,8021213700.0,6094912500.0,5410963500.0,8617043000.0,7439090700.0,5654081500.0,10892668000.0
2059.0,7368854000.0,6908655600.0,4468382000.0,8703335000.0,5236852700.0,7055249000.0,8459482000.0,4632698000.0,6111146500.0,5161118000.0,7873888000.0,6145254400.0,5261721000.0,8063347700.0,7218273300.0,5400137000.0,10886624000.0
2060.0,7091610000.0,6752692700.0,4279840300.0,8552751600.0,5031336400.0,6859033000.0,8327415300.0,4489877000.0,5889576400.0,4951652400.0,7828050400.0,6221655600.0,5282880500.0,7894903300.0,7092811300.0,5188877000.0,10708662000.0
2061.0,6920008700.0,6618673000.0,4159808000.0,8461936600.0,4850283000.0,6899855400.0,8346494000.0,4295788000.0,5764698600.0,4771511300.0,7680026600.0,5867917000.0,5064400000.0,7766952000.0,6945850000.0,5373595600.0,10551381000.0
2062.0,6885471000.0,6558444500.0,4072127700.0,8365061600.0,4723535400.0,7082980000.0,8181795300.0,4168657400.0,5641338000.0,4678212600.0,7561479700.0,6072966000.0,4830497300.0,7677949400.0,6742115000.0,4984489000.0,10436645000.0
2063.0,6669929500.0,6559558700.0,4008345300.0,8227618300.0,4593985500.0,6560687000.0,7968798700.0,4055620400.0,5597784600.0,4542187000.0,7386183700.0,5659955700.0,4707444700.0,7487590000.0,6631950000.0,4783023000.0,10353043000.0
2064.0,6541626400.0,6465421000.0,3844318200.0,8086831600.0,4460923000.0,6652633000.0,8046179300.0,3923629600.0,5360262000.0,4379865600.0,7158682600.0,5500707000.0,4546838500.0,7425312000.0,6607289000.0,4605852700.0,10296335000.0
2065.0,6247720400.0,6185680000.0,3704296700.0,7918252500.0,4313483300.0,6273944000.0,7944208400.0,3788253000.0,5291479000.0,4295427600.0,7078214700.0,6086295600.0,4460019700.0,7415333000.0,6394238500.0,4499712500.0,11111729000.0
2066.0,6095279600.0,6033792000.0,3629084200.0,7918067000.0,4282030800.0,6207360500.0,7734040600.0,3765655300.0,5476401700.0,4156659700.0,6908225500.0,5395038000.0,4397076000.0,7206732300.0,6497190400.0,4372361000.0,10926981000.0
2067.0,6065711000.0,5960212500.0,3538982700.0,7714967000.0,4093324300.0,5992236500.0,7514958300.0,3615118800.0,5051947000.0,4022413800.0,6803045000.0,5289724000.0,4221388800.0,7062601700.0,6187875300.0,4332372500.0,10350981000.0
2068.0,5862282000.0,6386180600.0,3403436000.0,7600814600.0,3972573700.0,5844887600.0,7414364700.0,3474056700.0,4963854000.0,3843282200.0,6811101700.0,6294709000.0,4089720300.0,8200983600.0,6163157500.0,4171646500.0,10256844000.0
2069.0,5648664000.0,5812494000.0,3328735000.0,7548041000.0,3861533700.0,5744243000.0,7331258400.0,3359508200.0,4830302000.0,3703122000.0,6716767700.0,6118866000.0,4077556500.0,7156473300.0,6008593000.0,4033723000.0,10440324000.0
2070.0,5880005600.0,5698699000.0,3252762000.0,7320860000.0,3763974700.0,5576673000.0,7159418000.0,3255138300.0,4785166300.0,3637172000.0,6501829600.0,5271385600.0,3909684200.0,7021356000.0,5891273000.0,3878174700.0,10318386000.0
2071.0,6161850000.0,5778147300.0,3330338600.0,7321028000.0,3639051000.0,5481307000.0,7287986700.0,3137043200.0,4639013400.0,3458192100.0,6390670300.0,5109657600.0,3882600200.0,6928205000.0,5779523000.0,3786996200.0,10359340000.0
2072.0,5349669000.0,5929393700.0,3102381000.0,7149501400.0,3551278300.0,5304185000.0,7216382500.0,3169358600.0,4581492700.0,3331748000.0,6409278000.0,5006212600.0,3712516000.0,6653172700.0,5694200000.0,3640803000.0,10006731000.0
2073.0,5326925000.0,5633824300.0,3099387600.0,7160979000.0,3381953800.0,5249365000.0,7006491000.0,2972775200.0,4436698600.0,3200646700.0,6210284000.0,4961937400.0,3632809500.0,6540013000.0,5605587000.0,3536071000.0,9926860000.0
2074.0,5343895600.0,5800722000.0,3147522300.0,7073253000.0,3310690600.0,5064943600.0,6861635600.0,2882301000.0,4329651000.0,3056749000.0,6042322400.0,4981582000.0,3572693000.0,6419373600.0,5513430000.0,3407724800.0,10156466000.0
2075.0,5112838000.0,5411840000.0,2909299500.0,6948837000.0,3241150700.0,4868819500.0,6991257000.0,2779148500.0,4254470400.0,2930973200.0,6278782500.0,4773167600.0,3483447000.0,6282899500.0,5398819000.0,3309182000.0,9894785000.0
2076.0,4918013000.0,5301362700.0,2975057400.0,6857708500.0,3267338000.0,4723711000.0,6833000000.0,2695917600.0,4171270700.0,2862813200.0,6555283000.0,5004971000.0,3444276700.0,6160966700.0,5364358700.0,3255885800.0,9826787000.0
2077.0,4805608000.0,5216150500.0,3203150600.0,6740967400.0,3050596400.0,4626466300.0,6726611500.0,2721324300.0,4295095000.0,2754995500.0,6041632300.0,4737295000.0,3902444500.0,6617669600.0,5393336300.0,3168479500.0,10256598000.0
2078.0,4731141000.0,5141014500.0,2847231700.0,6730751000.0,2969800000.0,5789211600.0,6425256400.0,2574219300.0,4039074800.0,2663708400.0,5748733000.0,4582520000.0,3458670300.0,6426902000.0,5248413000.0,3016563200.0,9911196000.0
2079.0,4537722000.0,5039491000.0,2845561300.0,6574128000.0,2872557600.0,4658012000.0,6281823700.0,2472940500.0,4032283100.0,2564918000.0,5737562000.0,4523349500.0,3235700000.0,6065765400.0,5154181000.0,3130219500.0,9772257000.0
2080.0,4383952400.0,4917951500.0,2655554000.0,6457976000.0,2787554000.0,4599694000.0,6228333600.0,2396130800.0,3899879200.0,2492949800.0,5641894400.0,4486353400.0,3246359600.0,5870853000.0,5078011000.0,2867242000.0,10014248000.0
2081.0,4418457000.0,5166664000.0,2708273000.0,6407457300.0,2715232800.0,4581017600.0,6192534500.0,2379345400.0,3829296400.0,2424430600.0,6304962000.0,4327244300.0,3319111000.0,5878777000.0,5016773000.0,2834091300.0,9979498000.0
2082.0,4338122000.0,4856916500.0,2969206300.0,6369766400.0,2707922200.0,4355474400.0,6094973000.0,2267874600.0,3698238700.0,2390710800.0,5692700000.0,4375243300.0,3158260000.0,5724350000.0,4904026000.0,2733314600.0,9691087000.0
2083.0,4124675300.0,4813751000.0,2868440300.0,6741870600.0,2835763500.0,4186386400.0,6396827000.0,2128513000.0,3662197800.0,2402464000.0,5607207400.0,4515961000.0,3780096500.0,5679976400.0,4886802400.0,2668792800.0,9613588000.0
2084.0,4045652700.0,4724525600.0,2513148400.0,6355666400.0,2565249300.0,4115539700.0,5911294000.0,2435861200.0,3491078000.0,2212145400.0,5763590000.0,4247729700.0,3223981600.0,5813761500.0,4979712500.0,2593412000.0,9554296000.0
2085.0,4448726000.0,4665092000.0,2456077600.0,6161160000.0,2490284300.0,4231656700.0,5969009000.0,2047145200.0,3446774300.0,2926377700.0,5429057500.0,4324882400.0,3063663400.0,5493420500.0,5534216700.0,2510367500.0,9751268000.0
2086.0,3849686300.0,4595701000.0,2256041000.0,6050928600.0,2393157400.0,4061122300.0,5794569700.0,2067604000.0,3329811500.0,2398937300.0,5290188300.0,4099001600.0,2947390200.0,5426393000.0,5161643500.0,2460344800.0,9945898000.0
2087.0,3786075600.0,4501390000.0,2211102200.0,5946409500.0,2272299000.0,5103582000.0,5687859000.0,1928582000.0,3164347600.0,2114411900.0,5259707400.0,4074148900.0,3185097000.0,5529026600.0,4620349000.0,2644904700.0,9600314000.0
2088.0,3763860000.0,4481210400.0,2422133800.0,5966754300.0,2425828900.0,4220604200.0,5562344000.0,1849364100.0,3106788000.0,2151502800.0,5197252000.0,4063778800.0,3234578700.0,5354371600.0,4581716500.0,2324386800.0,9477520000.0
2089.0,3597365000.0,4381335000.0,2175712300.0,5810415600.0,2249941200.0,4083076400.0,5642686500.0,1756170600.0,3274145000.0,1929953800.0,5098462000.0,3917109800.0,2944323600.0,5527375000.0,4482161700.0,2254892500.0,10420924000.0
2090.0,3474771500.0,4349878000.0,2057438000.0,5811716600.0,2172097300.0,5275139600.0,5625847300.0,1677165700.0,3002404600.0,1858560100.0,5154482700.0,3820864500.0,2768815600.0,5208929300.0,4532511000.0,2323347000.0,9687426000.0
2091.0,3385735000.0,4267331300.0,2095304600.0,6020012500.0,2038577700.0,3935030800.0,5423585000.0,1628049400.0,2868873500.0,1789055400.0,5086677000.0,4443331600.0,2658091800.0,5176251000.0,4376525300.0,2160191000.0,9584479000.0
2092.0,5404879000.0,4192462300.0,2039303700.0,5882083000.0,1969057000.0,3817833700.0,5698213400.0,1565614600.0,2768237800.0,1906708100.0,5013145000.0,3777719600.0,2605690000.0,5183523000.0,4587136500.0,2057035600.0,9805882000.0
2093.0,5278380500.0,4146274800.0,1912814000.0,5664066000.0,2307757800.0,4393275400.0,5379851300.0,1522882300.0,2720310300.0,1745097700.0,5283843000.0,3698456300.0,2546864400.0,5043531000.0,4515692500.0,2293564700.0,9465941000.0
2094.0,4188858000.0,4332099600.0,1914683500.0,5598050000.0,1915619000.0,3780230400.0,6650981000.0,1479143400.0,2679252200.0,1672866600.0,4909641700.0,3632062500.0,2480293000.0,5235391500.0,4567547000.0,2036359600.0,9695172000.0
2095.0,3601236000.0,4220952000.0,1806192300.0,5488502000.0,1837806100.0,3624427800.0,5694388000.0,1411060500.0,2598006000.0,1617185900.0,4879165000.0,3878208800.0,2487550700.0,5002659000.0,4293933000.0,1983590000.0,10339740000.0
2096.0,3119570700.0,3978715600.0,1765706900.0,5481300500.0,1870658200.0,3591435000.0,5370711600.0,1366143900.0,2687591400.0,1554500500.0,4822151000.0,4057211100.0,2467985000.0,5035042000.0,4222069800.0,1951303200.0,9571217000.0
2097.0,3001927400.0,3955350000.0,1753858600.0,5442452000.0,1770799000.0,3493395200.0,5290320400.0,1311934000.0,2595421200.0,1605681500.0,4856564700.0,3547603000.0,2874763000.0,4996299000.0,4345021400.0,2203495200.0,9998848000.0
2098.0,2927390700.0,3994153500.0,1785309700.0,5311151600.0,1735205600.0,3426806000.0,5406507000.0,1273249200.0,2544246800.0,1460260200.0,5923122700.0,3484583000.0,2359732500.0,4834833000.0,4133390800.0,1952967200.0,9472278000.0
2099.0,5337113000.0,3879327200.0,1689272300.0,5438078500.0,1785394600.0,3339926300.0,5199606000.0,1243926700.0,2429308400.0,1492398800.0,4958784000.0,3538679600.0,2289170200.0,4763070000.0,4130573000.0,1803654400.0,9336967000.0
2100.0,2885613000.0,4069512400.0,1677212200.0,6084586000.0,1851576800.0,3470529500.0,5022095000.0,1231353600.0,2369917400.0,1441562100.0,5424015000.0,3349168000.0,2330436900.0,4691543600.0,4100301000.0,1769459700.0,9414764000.0
