time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,NORESM2-MM,FGOALS-F3-L,INM-CM5-0,CESM2,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4
2053.0,6599515000.0,8651552000.0,7772474400.0,8947544000.0,6514557000.0,7908084000.0,7346277000.0,6531692500.0,8554028000.0,6101496000.0,11067076000.0,6944869000.0,8720937000.0
2054.0,6438141000.0,8292488700.0,7526085600.0,8692098000.0,6364596700.0,7641543700.0,7050091000.0,8065574400.0,8263610400.0,5873437700.0,11121681000.0,6689949000.0,8221946400.0
2055.0,6234536000.0,7978543600.0,7347024400.0,8455279600.0,6081340000.0,7492783600.0,6873474600.0,6300818000.0,8040667000.0,5619915300.0,10924018000.0,6411651600.0,7945018000.0
2056.0,6136070000.0,7724933600.0,7060091000.0,8303906000.0,5782641700.0,7259483600.0,6549640000.0,6127591400.0,7932684000.0,5444589000.0,10810039000.0,6141373400.0,7849256400.0
2057.0,5881646600.0,7546371000.0,6776428500.0,8065297400.0,5567903000.0,7045677600.0,6191855000.0,5899246600.0,8466707500.0,5280642600.0,10976626000.0,5850474000.0,7611669000.0
2058.0,5637352000.0,7231374300.0,6362597400.0,7837329400.0,5354381300.0,6899200500.0,5951006000.0,5710530000.0,7618755600.0,5119583000.0,10604116000.0,5583181000.0,7432776700.0
2059.0,5461560300.0,7021825500.0,5980749300.0,7469424000.0,5105314000.0,6694668000.0,5758480000.0,5487751700.0,7485516000.0,4935672000.0,10480306000.0,5357963000.0,7205435000.0
2060.0,5343202300.0,6534279700.0,5794167300.0,7302872000.0,4904488400.0,6486530600.0,5523781600.0,5342457000.0,7332990500.0,4795625500.0,10371986000.0,5078436000.0,7042422300.0
2061.0,5269106000.0,6210135000.0,5423714300.0,7216436000.0,4688153000.0,6310739500.0,5343603700.0,5164323300.0,7301183500.0,4714369000.0,10277674000.0,4811625000.0,6772087000.0
2062.0,5180321300.0,5966412000.0,5175302000.0,6946899000.0,4493872600.0,6130697000.0,5136167400.0,4976075000.0,7098950700.0,4550498300.0,10080467000.0,4568599000.0,6591448000.0
2063.0,4986365400.0,5713890300.0,4932898300.0,6747869700.0,4260124700.0,5918044700.0,4953866000.0,4819556000.0,6845657000.0,4433013000.0,9975294000.0,4307556400.0,6406719500.0
2064.0,4908139500.0,5548933000.0,4681665500.0,6595326500.0,4066825700.0,5718392300.0,4777735700.0,4621283000.0,6749968000.0,4320507400.0,9851426000.0,4211567600.0,6198738400.0
2065.0,4736521000.0,5312302000.0,4425352700.0,6390872000.0,3857263000.0,5546010000.0,4461851600.0,4473085000.0,6812596700.0,4062567200.0,9658951000.0,4008173300.0,5981712000.0
2066.0,4572369400.0,5077439000.0,4243430700.0,6213568500.0,3698399000.0,5441780000.0,4249035800.0,4311047000.0,7427628500.0,3875318300.0,9459115000.0,3777508900.0,5762921000.0
2067.0,4454653000.0,4846897000.0,3940610800.0,6034345500.0,3539321600.0,5195591000.0,4015031300.0,4124971300.0,6313144300.0,3711304200.0,9382591000.0,3582318000.0,5631832600.0
2068.0,4365524500.0,4537278000.0,3732748000.0,5751700500.0,3339296000.0,5038796000.0,3836772900.0,4070972000.0,6106528300.0,3582720500.0,9162280000.0,3387161000.0,5486034000.0
2069.0,4256111900.0,4501001700.0,3549137400.0,5616706000.0,3203226000.0,4888639500.0,3689108000.0,3805870000.0,5900057600.0,3400568000.0,9120151000.0,3161876200.0,5325688000.0
2070.0,4119018500.0,4255628300.0,3301482800.0,5466442000.0,2995672000.0,4652046000.0,3520631800.0,3666701600.0,5749081600.0,3203326500.0,9023089000.0,2989914400.0,5155258400.0
2071.0,3991120100.0,4154272500.0,3128336600.0,5336868400.0,2801074700.0,4508792300.0,3382354000.0,3502185500.0,5646122500.0,3053315300.0,8785165000.0,2793879000.0,4991022600.0
2072.0,3836044500.0,3940258300.0,3003803400.0,5216170500.0,2593996500.0,4383796700.0,3188646400.0,3327733200.0,5484896000.0,2952668000.0,8519425500.0,2677090600.0,4921171500.0
2073.0,3706713600.0,3715573000.0,3005016300.0,5015254000.0,2419993300.0,4270193700.0,3044642300.0,3202140000.0,5337469000.0,2738005800.0,8308361000.0,2582645800.0,4686404000.0
2074.0,3595996400.0,3507822600.0,2809181400.0,4883669000.0,2200957200.0,4174132000.0,2910585900.0,3068601600.0,5782701600.0,2596845600.0,8334179300.0,2449461500.0,4571905000.0
2075.0,3447319800.0,3328087600.0,2656598000.0,4673567000.0,2025973800.0,4040328000.0,2749072000.0,2952154400.0,5121169000.0,2444886800.0,8180200400.0,2360059600.0,4314833400.0
2076.0,3367260000.0,3176134400.0,2533101000.0,4515363000.0,1866338700.0,3879641000.0,2603217400.0,2792401200.0,5002803700.0,2335678000.0,7837748000.0,2199975200.0,4216098300.0
2077.0,3187966000.0,2984526000.0,2404015900.0,4347681000.0,1764143900.0,3748258000.0,2486563000.0,2696300300.0,4924872700.0,2232197600.0,7731383000.0,2059038500.0,4096893200.0
2078.0,3053553000.0,2878526000.0,2276329000.0,4166141400.0,1566218200.0,3650852900.0,2436526300.0,2582650600.0,4778832400.0,2115055200.0,7435947500.0,1943235200.0,3968908300.0
2079.0,2940875800.0,2726727000.0,2053944200.0,4028742400.0,1449524100.0,3524941300.0,2360845000.0,2403461600.0,4641548300.0,2001112600.0,7217394000.0,1809646300.0,3800861700.0
2080.0,2841583600.0,2535166200.0,1961304400.0,3860983800.0,1347299200.0,3374359800.0,2184291800.0,2242472000.0,4537103400.0,1864126100.0,7206996000.0,1667104300.0,3705708500.0
2081.0,2702976800.0,2369987600.0,1824616200.0,3692650000.0,1277534700.0,3286656800.0,2067222300.0,2125722800.0,4362276400.0,1685363500.0,6919806500.0,1522310400.0,3564712000.0
2082.0,2578623500.0,2224348200.0,1641467600.0,3561359600.0,1179547900.0,3254228700.0,1933836500.0,2027578900.0,4185942300.0,1561135200.0,6595039000.0,1397973200.0,3410689800.0
2083.0,2450331400.0,2126113700.0,1510916400.0,3435008000.0,1071483500.0,3088447700.0,1794364800.0,1918793500.0,4078470700.0,1494911400.0,6376551000.0,1323508000.0,3274866400.0
2084.0,2360260900.0,1957368800.0,1447426200.0,3303577900.0,971935400.0,2903742200.0,1616875800.0,1724029600.0,3963499500.0,1408925000.0,6157842000.0,1243136900.0,3160450300.0
2085.0,2279419600.0,1727285900.0,1448869900.0,3145946600.0,830216700.0,2819755500.0,1542909800.0,1616203100.0,3845679900.0,1297448800.0,5986892000.0,1177235300.0,3029036800.0
2086.0,2159521500.0,1603366000.0,1275383200.0,3041327900.0,749883970.0,2689586200.0,1442753000.0,1544938500.0,3695018000.0,1213691900.0,5783043600.0,1096025300.0,2918023400.0
2087.0,2021707800.0,1442888300.0,1170130800.0,2905359000.0,691997100.0,2600272400.0,1358213800.0,1452084100.0,3577577000.0,1077781000.0,5598030300.0,963715100.0,2823503000.0
2088.0,1826358000.0,1327437700.0,1069918700.0,2777456400.0,634692860.0,2497604400.0,1326626400.0,1339074200.0,3489974000.0,979833400.0,5430168600.0,906418300.0,2778315500.0
2089.0,1725180000.0,1214822800.0,994726900.0,2632643600.0,564110140.0,2420805000.0,1180464300.0,1263916500.0,3382020400.0,910795000.0,5283880000.0,868785800.0,2653593300.0
2090.0,1665938000.0,1107397200.0,922560800.0,2509333500.0,537683460.0,2330399000.0,1050666700.0,1123788000.0,3272099800.0,842641340.0,5139510000.0,803885500.0,2555712000.0
2091.0,1559785000.0,1057294850.0,843621250.0,2395894300.0,490306140.0,2218486300.0,959301760.0,1020540300.0,3175296000.0,789455400.0,4976575000.0,731647500.0,2447104500.0
2092.0,1506828300.0,990752800.0,789312400.0,2288020000.0,462902900.0,2102240800.0,1017546100.0,1047002050.0,3165440800.0,723446400.0,4831187500.0,685180400.0,2355411000.0
2093.0,1413310600.0,908815170.0,720773250.0,2240394200.0,424386100.0,1941623900.0,876174700.0,915853500.0,2991379000.0,672209900.0,4592424400.0,655842560.0,2268807200.0
2094.0,1323715600.0,817513500.0,660367800.0,2020992400.0,383322620.0,1835326000.0,830776060.0,872295040.0,2911771100.0,606446900.0,4503102500.0,602477000.0,2139856100.0
2095.0,1265652900.0,712331900.0,612512960.0,1882147300.0,341180700.0,1728084200.0,743367040.0,808977100.0,2806090200.0,559561500.0,4695133000.0,541182660.0,2046564000.0
2096.0,1196956400.0,667694660.0,577737200.0,1746280800.0,308830720.0,1631401300.0,703074700.0,779842200.0,2698278000.0,525661540.0,4297611000.0,503273660.0,1946408200.0
2097.0,1077492700.0,611022900.0,547220200.0,1626345900.0,270081630.0,1517346800.0,641549630.0,750193400.0,2607581700.0,478310400.0,4131633700.0,485292480.0,1855604600.0
2098.0,1007862100.0,575589800.0,471707420.0,1531492400.0,225547260.0,1449434400.0,606444740.0,707196000.0,2492757200.0,448719140.0,3975273200.0,457404320.0,1760074900.0
2099.0,964968450.0,528598200.0,447848160.0,1460870700.0,197320050.0,1402138800.0,554397600.0,671048260.0,2386449400.0,417601660.0,3840486100.0,422058340.0,1677118500.0
2100.0,902409900.0,482940640.0,414734050.0,1394095400.0,183717900.0,1366265900.0,509752030.0,606116030.0,2421281300.0,382277900.0,3961298000.0,389878000.0,1589024600.0
