time,FGOALS-F3-L,NORESM2-MM,ACCESS-CM2,CESM2,INM-CM5-0,ACCESS-ESM1-5,TAIESM1,CAMS-CSM1-0,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,CANESM5
2012.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0,14747525000.0
2013.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0,14613520000.0
2014.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0,14402971000.0
2015.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0,14329986000.0
2016.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0,14229366000.0
2017.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0,14186502000.0
2018.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0,14113355000.0
2019.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0,14035911000.0
2020.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0,13948543000.0
2021.0,13808592000.0,13885568000.0,13854337000.0,13762640000.0,13854985000.0,13842574000.0,13858676000.0,14052264000.0,13902975000.0,13920687000.0,13798944000.0,13966320000.0,13802777000.0,13818640000.0,13813532000.0,13977212000.0,13802121000.0,13962458000.0,13798414000.0
2022.0,13702244000.0,13786936000.0,13701635000.0,13660255000.0,13749214000.0,13802586000.0,13724380000.0,13902740000.0,13743612000.0,13772794000.0,13636144000.0,13893878000.0,13652932000.0,13770849000.0,13671852000.0,13838245000.0,13584312000.0,13711720000.0,13681067000.0
2023.0,13638724000.0,13683372000.0,13593745000.0,13544317000.0,13731344000.0,13694248000.0,13598271000.0,13874695000.0,13572145000.0,13758670000.0,13531138000.0,13760932000.0,13531684000.0,13641598000.0,13522750000.0,13726542000.0,13422554000.0,13655835000.0,13558614000.0
2024.0,13612998000.0,13543962000.0,13445068000.0,13331434000.0,13521471000.0,13908820000.0,13487464000.0,13631748000.0,13475702000.0,13837358000.0,13403287000.0,13846638000.0,13408568000.0,13508977000.0,13411284000.0,13611791000.0,13379888000.0,13376336000.0,13412705000.0
2025.0,13343196000.0,13579725000.0,13346136000.0,13138775000.0,13403648000.0,13544516000.0,13334040000.0,13945058000.0,13448760000.0,13573907000.0,13274524000.0,14237266000.0,13240848000.0,13287962000.0,13569225000.0,13494599000.0,13069308000.0,13262425000.0,13237427000.0
2026.0,13196793000.0,13234745000.0,13145039000.0,12998652000.0,13281143000.0,13404893000.0,13265800000.0,13695301000.0,13305709000.0,13490696000.0,13064971000.0,13859741000.0,13296027000.0,13105331000.0,13182359000.0,13428141000.0,12872703000.0,13011106000.0,13086231000.0
2027.0,13096456000.0,13128652000.0,12924849000.0,12808897000.0,13147560000.0,13208289000.0,13124479000.0,13759408000.0,13097556000.0,13378259000.0,12909071000.0,13464037000.0,12945252000.0,13049212000.0,13045548000.0,13430574000.0,12634212000.0,12842759000.0,12973173000.0
2028.0,12919477000.0,13005846000.0,12667211000.0,12640679000.0,12965246000.0,13024217000.0,12891334000.0,13404943000.0,13103793000.0,13225044000.0,12621340000.0,13312216000.0,12770966000.0,12840822000.0,12883855000.0,13239258000.0,12344166000.0,12644100000.0,12708645000.0
2029.0,12808378000.0,13091766000.0,12500374000.0,12638605000.0,12822135000.0,12870180000.0,12609662000.0,13492462000.0,12931923000.0,13025548000.0,12360183000.0,13232547000.0,12519576000.0,12617037000.0,12617988000.0,13256035000.0,11983330000.0,12550637000.0,12445983000.0
2030.0,12638510000.0,12805797000.0,12266411000.0,12493955000.0,12578326000.0,12628473000.0,12434209000.0,13199681000.0,12712445000.0,12856523000.0,12052655000.0,13032187000.0,12316970000.0,12412707000.0,12335457000.0,13157442000.0,11573727000.0,12371868000.0,12140803000.0
2031.0,12421066000.0,12573691000.0,11997280000.0,12165064000.0,12400218000.0,12297574000.0,12102105000.0,13060101000.0,12524384000.0,12656624000.0,11644543000.0,12924046000.0,12185569000.0,12159588000.0,12096816000.0,12882503000.0,11358372000.0,12215066000.0,11862885000.0
2032.0,12082944000.0,12304124000.0,11837336000.0,11896352000.0,12187676000.0,12002068000.0,11889864000.0,13007864000.0,12348097000.0,12701105000.0,11323526000.0,12781193000.0,12055953000.0,11879778000.0,11877864000.0,13105983000.0,11025906000.0,11965804000.0,11486495000.0
2033.0,11886811000.0,12129347000.0,11571514000.0,11643492000.0,11973907000.0,11616245000.0,11606318000.0,12876440000.0,12183055000.0,12443104000.0,11067022000.0,12777944000.0,11756341000.0,11602213000.0,11676711000.0,12714846000.0,10653739000.0,11746827000.0,11126943000.0
2034.0,11628920000.0,11950696000.0,11210258000.0,11480010000.0,11808851000.0,11307903000.0,11112848000.0,12683613000.0,11953379000.0,12338373000.0,10963953000.0,12490284000.0,11590617000.0,11447536000.0,11526766000.0,12669987000.0,10231262000.0,11538061000.0,10800616000.0
2035.0,11349237000.0,11709848000.0,11025476000.0,11127151000.0,11637721000.0,10969270000.0,10860820000.0,12489305000.0,11752275000.0,12095834000.0,10765351000.0,12318192000.0,11337906000.0,11470392000.0,11242249000.0,12737666000.0,9725837000.0,11284358000.0,10526376000.0
2036.0,11068312000.0,11415610000.0,10719336000.0,10779827000.0,11424667000.0,10766945000.0,10388746000.0,12340217000.0,11790956000.0,11937458000.0,10428154000.0,12233900000.0,11204810000.0,11110508000.0,11022680000.0,12416181000.0,9327297000.0,11090286000.0,10175686000.0
2037.0,10961627000.0,11173512000.0,10463176000.0,10515188000.0,11165879000.0,10501367000.0,9972270000.0,12160019000.0,11510326000.0,11746990000.0,10046391000.0,12093681000.0,10875955000.0,10868375000.0,10757527000.0,12149795000.0,8888901000.0,10638370000.0,9957523000.0
2038.0,10892240000.0,10903788000.0,10167413000.0,10132367000.0,10982741000.0,10297684000.0,9655901000.0,12011921000.0,11351739000.0,11549534000.0,9838712000.0,11884522000.0,10694132000.0,10466948000.0,10646863000.0,12015426000.0,8507605000.0,10357735000.0,9490906000.0
2039.0,10365488000.0,10594242000.0,9940735000.0,9768858000.0,10832976000.0,9850234000.0,9268174000.0,11791439000.0,11185640000.0,11206502000.0,9493913000.0,11648414000.0,10456765000.0,10206275000.0,10270407000.0,11876662000.0,8177184300.0,10003256000.0,9144722000.0
2040.0,10368673000.0,10332734000.0,9599219000.0,9435483000.0,10675437000.0,9342754000.0,8797614000.0,11715414000.0,10922201000.0,10951406000.0,9151306000.0,11476707000.0,10236982000.0,9839728000.0,9878984000.0,11940242000.0,7939045400.0,9716972000.0,8644693000.0
2041.0,9993808000.0,9984215000.0,9171610000.0,8937545000.0,10503580000.0,8996059000.0,8367679500.0,11593905000.0,10619723000.0,10658412000.0,9019648000.0,11420797000.0,10026135000.0,9462360000.0,9394832000.0,11773650000.0,7613487600.0,9455485000.0,8243170000.0
2042.0,9705002000.0,9613450000.0,8841310000.0,8691749000.0,10189086000.0,8721254000.0,7871194600.0,11668727000.0,10417610000.0,10379679000.0,8515050000.0,11148358000.0,9731757000.0,9141047000.0,9131815000.0,11530589000.0,7132669000.0,9051250000.0,7952922600.0
2043.0,9413450000.0,9411505000.0,8528972000.0,8342367700.0,10035452000.0,8323233300.0,7403457500.0,11555969000.0,10270447000.0,10222654000.0,8236089300.0,10894565000.0,9468080000.0,8780032000.0,9255901000.0,11366495000.0,6811730400.0,8777177000.0,7771197000.0
2044.0,9065900000.0,9109182000.0,8077373400.0,8004632600.0,9896381000.0,7980005400.0,6910685700.0,11220678000.0,10066898000.0,9810841000.0,7899068400.0,10578008000.0,9314128000.0,8411758000.0,8859926000.0,11152376000.0,6538245000.0,8557975600.0,7291926000.0
2045.0,8707560000.0,8692706000.0,7698050000.0,7683073000.0,9689515000.0,7656311300.0,6454711000.0,11302223000.0,9774638000.0,9575446000.0,7509566500.0,10191642000.0,9057824000.0,8047489000.0,8479879000.0,10945591000.0,6166193700.0,8414207500.0,6794010600.0
2046.0,8446063600.0,8397051000.0,7230719000.0,7472476700.0,9500800000.0,7352562000.0,6088795000.0,11034130000.0,9413990000.0,9485806000.0,7187047400.0,10009587000.0,8827147000.0,7737529300.0,8166895000.0,10825825000.0,5863139000.0,8094313500.0,6456319500.0
2047.0,8144421000.0,7895815700.0,6992715000.0,7156293000.0,9230471000.0,7060779000.0,5699385300.0,10794051000.0,9236127000.0,9125907000.0,6948716500.0,9845830000.0,8587524600.0,7502395400.0,7843950000.0,10651031000.0,5593066500.0,7797416400.0,6198336000.0
2048.0,7748191000.0,7498964000.0,6915333000.0,6854021600.0,8960090000.0,6832710700.0,5291586000.0,10645723000.0,9034465000.0,8736076000.0,6639572000.0,9589666000.0,8336964600.0,7225778000.0,7431034000.0,10463584000.0,5380174300.0,7565234000.0,5791372000.0
2049.0,7358637000.0,7159265000.0,6488988000.0,6637811000.0,8697394000.0,6549160400.0,4884083000.0,10395017000.0,8773149000.0,8409622000.0,6365581300.0,9326130000.0,8061832700.0,6874429400.0,7315684400.0,10206988000.0,5013134300.0,7386523000.0,5492165600.0
2050.0,7188709000.0,6820886000.0,6031982600.0,6393021400.0,8372397600.0,6311968300.0,4571362000.0,10303529000.0,8399534600.0,8090626600.0,6006121500.0,9050149000.0,7788027400.0,6582355500.0,7022465000.0,10032622000.0,4671257000.0,7336180000.0,5264808000.0
2051.0,6997612500.0,6569939000.0,5622526000.0,6031714300.0,8098728000.0,5964720600.0,4312328700.0,10094047000.0,8165736400.0,7834756600.0,5764723700.0,8877046000.0,7461104000.0,6373881000.0,6771113000.0,9811007000.0,4537940500.0,7202170000.0,4978210300.0
2052.0,6784155600.0,6227599000.0,5382753000.0,5740960000.0,7948388000.0,5770288600.0,4066151400.0,9989823000.0,7864558000.0,7614519000.0,5439836000.0,8694064000.0,7231533000.0,6727790000.0,6441874000.0,9652516000.0,4381791700.0,7060956700.0,4670974000.0
2053.0,6464827400.0,5953222700.0,4979389400.0,5408965600.0,8012967400.0,5448590000.0,3778505700.0,9835609000.0,7664867000.0,7280349000.0,5281370000.0,8463956500.0,7025628700.0,5934368300.0,6083008000.0,9503943000.0,4220644400.0,6840331300.0,4432189400.0
2054.0,6228939300.0,5694729700.0,4609531000.0,5158151000.0,7655844000.0,5216587000.0,3534514400.0,9673186000.0,7382053000.0,6910895000.0,4940500000.0,8175008300.0,6809917400.0,5754826000.0,5985367000.0,9312460000.0,3911711500.0,6737452500.0,4235265300.0
2055.0,6056622600.0,5462876700.0,4311376400.0,4860050400.0,7445120500.0,4968383500.0,3332228400.0,9417145000.0,7118161000.0,6633986600.0,4686488000.0,8029577700.0,6578221000.0,5547628000.0,5737501700.0,9052554000.0,3704851500.0,6507471400.0,3966783500.0
2056.0,5759024600.0,5269328000.0,4029134600.0,4618644000.0,7336419000.0,4690218500.0,3062360000.0,9841591000.0,6831378400.0,6218940400.0,4384801000.0,7725126000.0,6318507000.0,5193520000.0,5677561000.0,8783956000.0,3538805800.0,6187798500.0,3707253000.0
2057.0,5420366300.0,4996896000.0,3754898400.0,4330274000.0,7040062500.0,4442227000.0,2887094300.0,9215382000.0,6646763500.0,5881994000.0,4140586200.0,7473226000.0,6156588500.0,4951898600.0,5373790000.0,8581507000.0,3322541600.0,5961085000.0,3446701000.0
2058.0,5191921700.0,4761471500.0,3527720700.0,4124313900.0,6780431000.0,4190267400.0,2652984800.0,9179153000.0,6368703500.0,5532729300.0,3891225000.0,7184165000.0,5793201000.0,4723215400.0,5135900700.0,8296624600.0,3113841000.0,5806280000.0,3188881400.0
2059.0,4973136400.0,4536633000.0,3290146300.0,3930285000.0,6587029000.0,4026248200.0,2392987000.0,8973143000.0,6009872000.0,5303223300.0,3678680600.0,7066786300.0,5505249300.0,4560524300.0,4978323000.0,8038368000.0,2958686500.0,5622027000.0,3013344300.0
2060.0,4776412700.0,4202854000.0,3075315700.0,3690213600.0,6428691500.0,3770912500.0,2175087900.0,8838648000.0,5691071000.0,5040643600.0,3420847900.0,6763062000.0,5215638500.0,4315329000.0,4728888000.0,7818196000.0,2782907000.0,5472117000.0,2829271800.0
2061.0,4578077700.0,3967388700.0,2843319800.0,3434920400.0,6244826600.0,3491619600.0,1993406300.0,8665420000.0,5400720000.0,4743650300.0,3198409500.0,6500519400.0,4944911000.0,4152693500.0,4546827000.0,7579154400.0,2581023700.0,5308515300.0,2632291800.0
2062.0,4336804000.0,3690965500.0,2655857700.0,3233442000.0,6100547000.0,3245757000.0,1864569500.0,8402332000.0,5083056000.0,4447567000.0,2997013800.0,6222824000.0,4857081000.0,4072400100.0,4361368600.0,7298572300.0,2459010600.0,5142383600.0,2418258400.0
2063.0,4124054300.0,3434992600.0,2441826000.0,3057734100.0,5899422000.0,3082329600.0,1739451500.0,8144183300.0,4772328000.0,4156720400.0,2819269400.0,6035654700.0,4627026000.0,3882030800.0,4139849700.0,7115372000.0,2290295600.0,4982069000.0,2260911600.0
2064.0,3951143700.0,3220865500.0,2226363100.0,2858109200.0,5639269000.0,2908648200.0,1684803800.0,7993511000.0,4478385000.0,3992716500.0,2628828700.0,5843899000.0,4451932700.0,3732025300.0,4007627800.0,6875859000.0,2135310600.0,4853678000.0,2117862800.0
2065.0,3702488800.0,2997471200.0,2079497600.0,2704496000.0,5425214000.0,2701783800.0,1508636200.0,7888197600.0,4228522000.0,3756130600.0,2445211100.0,5636177400.0,4200890400.0,3659817700.0,3878848800.0,6642556000.0,1979986600.0,4697364500.0,1985262200.0
2066.0,3466882800.0,2827146200.0,1957739000.0,2532346000.0,5293336000.0,2546673700.0,1398357200.0,7660190000.0,4004400000.0,3523972400.0,2277709300.0,5434899000.0,3969946600.0,3506313500.0,3743764000.0,6230226000.0,1828274000.0,4530635000.0,1855394300.0
2067.0,3288076300.0,2614071800.0,1803186200.0,2354081000.0,5039585000.0,2370347000.0,1207675400.0,7621386000.0,3822626600.0,3313195800.0,2023917300.0,5228212700.0,3762024400.0,3370307600.0,3570281000.0,6057821000.0,1676696400.0,4399712000.0,1662036900.0
2068.0,3139464700.0,2453935600.0,1663741600.0,2219333000.0,4897747500.0,2102585000.0,1016271700.0,7607744500.0,3525559800.0,3079330300.0,1850197100.0,5085130000.0,3648832300.0,3196746800.0,3324434000.0,5874198000.0,1571308400.0,4247915500.0,1572480600.0
2069.0,2947881700.0,2301538000.0,1556162600.0,2101444500.0,4713261600.0,1945369100.0,894439400.0,7316107300.0,3330871600.0,2873790000.0,1693430100.0,4874351600.0,3422559000.0,3077537500.0,3178801700.0,5684112000.0,1473652500.0,4108875000.0,1452025500.0
2070.0,2736942000.0,2121115400.0,1362129900.0,1937359500.0,4557736400.0,1763002100.0,783018200.0,7064217000.0,3072711700.0,2682068700.0,1531804900.0,4679138300.0,3345736700.0,3023976400.0,3018162000.0,5409227300.0,1355311600.0,4012188000.0,1293356400.0
2071.0,2563756500.0,1981814900.0,1186399700.0,1781884900.0,4366428000.0,1593763700.0,704425540.0,6927357400.0,2913384000.0,2493363500.0,1366016500.0,4379814000.0,3135210200.0,2814447900.0,2855251000.0,5157913600.0,1177803300.0,3872415700.0,1120859400.0
2072.0,2409793300.0,1832070500.0,1075214800.0,1664365600.0,4201517600.0,1378769200.0,622347600.0,6783431000.0,2734620200.0,2352684500.0,1228268400.0,4386106000.0,2981385200.0,2661040400.0,2608016400.0,4950208000.0,994352700.0,3726756000.0,960915900.0
2073.0,2278310000.0,1727082100.0,940736400.0,1527881500.0,4021570300.0,1240477600.0,580653060.0,6678751700.0,2538384000.0,2179760400.0,1078851700.0,4161121500.0,2798075400.0,2516955000.0,2427566300.0,4713243000.0,878424500.0,3627641900.0,866395140.0
2074.0,2189209000.0,1605559900.0,860766340.0,1393683800.0,3905474000.0,1114531600.0,523035680.0,6536141000.0,2381038600.0,2044327300.0,971476000.0,4051309600.0,2660285200.0,2385571000.0,2285656300.0,4501674000.0,769850430.0,3508111000.0,768881660.0
2075.0,2067650600.0,1472223600.0,790087400.0,1217834500.0,3817154800.0,988902850.0,430615840.0,6484391000.0,2231504000.0,1914859000.0,808477500.0,3909517000.0,2508971300.0,2270255000.0,2132932500.0,4291608600.0,696753150.0,3366393900.0,704669760.0
2076.0,1908183400.0,1321064000.0,683816400.0,1036691200.0,3612855000.0,866231900.0,361010100.0,6314634000.0,2121336400.0,1759722500.0,696524900.0,3774398700.0,2369022000.0,2130748000.0,1939063900.0,4114359600.0,608997760.0,3189188400.0,610225100.0
2077.0,1789528700.0,1176324700.0,623617700.0,972089700.0,3463563300.0,744538430.0,299874000.0,6152761300.0,1981873000.0,1669531300.0,620900350.0,3686591700.0,2179420200.0,2067137700.0,1832862100.0,3860792300.0,528043330.0,3089118700.0,507186200.0
2078.0,1724358700.0,1041547500.0,552895700.0,864788030.0,3322206500.0,679386000.0,241359680.0,5992373000.0,1899728900.0,1522162400.0,538042200.0,3559093000.0,2050901200.0,2006334100.0,1608288900.0,3698098000.0,467063460.0,2975163600.0,459854370.0
2079.0,1598271000.0,962819900.0,483741440.0,797670600.0,3250305800.0,612353660.0,203540140.0,5968195000.0,1806604700.0,1327145100.0,441192300.0,3396194800.0,1849568800.0,1912966500.0,1477835800.0,3505706800.0,413347300.0,2871480800.0,413502340.0
2080.0,1485635300.0,881126800.0,418613020.0,725923500.0,3161276200.0,538832200.0,176223410.0,5745469400.0,1688809200.0,1201732000.0,388061120.0,3289129500.0,1699702300.0,1791832000.0,1353807000.0,3373945900.0,359596320.0,2777770800.0,376254600.0
2081.0,1334748500.0,797274900.0,380751040.0,639940800.0,3007995600.0,430597860.0,151403820.0,5601427500.0,1584577000.0,1065939200.0,297179520.0,3160461600.0,1556134300.0,1678441900.0,1240863500.0,3261198800.0,299885500.0,2690152200.0,322211230.0
2082.0,1231487900.0,727194750.0,313036100.0,547752900.0,2920926000.0,350211500.0,115377624.0,5405784000.0,1428114700.0,951723260.0,230628800.0,3052344800.0,1450676600.0,1532056700.0,1095921200.0,3112345600.0,239083920.0,2577345500.0,283466000.0
2083.0,1166683800.0,615158900.0,262382900.0,494394460.0,2785958100.0,288512640.0,103903256.0,5250608600.0,1331468500.0,840582140.0,181500030.0,2913096700.0,1355178900.0,1474203500.0,945807900.0,2897323000.0,206561180.0,2484744200.0,201519840.0
2084.0,1082401000.0,555590850.0,238626320.0,444827600.0,2697432800.0,247096300.0,95708370.0,5093959000.0,1255237000.0,739678100.0,153185630.0,2824998100.0,1204814000.0,1366928900.0,835443100.0,2761974500.0,173033300.0,2393482000.0,164341440.0
2085.0,1004985600.0,509849020.0,210230980.0,412233180.0,2608065500.0,206664140.0,83185560.0,4951747600.0,1172220500.0,667869100.0,136878450.0,2707145700.0,1088165400.0,1320622100.0,791745660.0,2611082200.0,146350780.0,2284192500.0,151137470.0
2086.0,927567550.0,466722300.0,193671040.0,354675260.0,2500243000.0,184492620.0,75725750.0,4819153000.0,1040559100.0,608248900.0,122155940.0,2617497600.0,979105500.0,1269795200.0,702942200.0,2513383200.0,133344190.0,2229176800.0,130322180.0
2087.0,809495800.0,395240130.0,182069090.0,320662050.0,2419615500.0,139925180.0,65604036.0,4619795500.0,945893950.0,528525700.0,106943450.0,2502590200.0,884655500.0,1208394500.0,606466400.0,2451990300.0,102783120.0,2126292500.0,93952520.0
2088.0,731393340.0,360932600.0,166066380.0,256950850.0,2333435400.0,128695784.0,60646910.0,4439134000.0,874005100.0,481914660.0,95050510.0,2409817900.0,776540740.0,1113467600.0,552850600.0,2238098000.0,97634440.0,2044068200.0,80965400.0
2089.0,678507900.0,299375200.0,130537360.0,211866080.0,2208325400.0,110504680.0,57669856.0,4326673400.0,794099600.0,442232030.0,86393100.0,2317531100.0,718485800.0,1029355600.0,507779460.0,2098243700.0,87249896.0,1896330100.0,72959580.0
2090.0,608792450.0,250490600.0,120335960.0,178978050.0,2154996700.0,94229890.0,51548590.0,4248041700.0,741007170.0,364280600.0,79503464.0,2196959200.0,659627650.0,974129200.0,462086270.0,1938103700.0,79671260.0,1737016200.0,66800216.0
2091.0,544228100.0,224800460.0,113679760.0,148129710.0,2050447700.0,86152800.0,47093704.0,4079778800.0,685375940.0,337008220.0,69776900.0,2132753300.0,591377200.0,924569800.0,398590820.0,1779699000.0,70394744.0,1662592900.0,63326836.0
2092.0,511053100.0,205391500.0,105073970.0,123162410.0,1928405000.0,75945090.0,45523984.0,3939862800.0,635172160.0,259222880.0,64203404.0,2012249900.0,509367000.0,890603970.0,354978400.0,1622021400.0,67108404.0,1537314000.0,56915336.0
2093.0,472889600.0,181177810.0,98738536.0,103519370.0,1772530300.0,70208984.0,43711976.0,3787054800.0,600669630.0,218595460.0,61441900.0,1874697300.0,450758180.0,839512200.0,292305730.0,1422618100.0,59538920.0,1455489300.0,48501130.0
2094.0,440014620.0,162819970.0,85889010.0,99141910.0,1682888000.0,62844452.0,39737836.0,3644816000.0,531390340.0,186773730.0,54547590.0,1795664500.0,408704320.0,778906100.0,239140600.0,1304310400.0,56142788.0,1368686300.0,43662516.0
2095.0,407014430.0,130390930.0,80277850.0,92557060.0,1600831600.0,60289820.0,36470650.0,3492159500.0,496496540.0,158583970.0,50525440.0,1669494000.0,294751300.0,726579260.0,195116580.0,1214140500.0,52284092.0,1301763100.0,38724170.0
2096.0,351664220.0,120544300.0,75178550.0,72090480.0,1516779400.0,58441064.0,33586304.0,3323668200.0,462956540.0,127048390.0,45150764.0,1559342100.0,265767840.0,690924300.0,168749020.0,1124922100.0,48719132.0,1234325000.0,37103570.0
2097.0,330749250.0,114860630.0,70553670.0,65679650.0,1442997100.0,53809160.0,32950708.0,3177756400.0,424785340.0,117299736.0,42113184.0,1510562000.0,238312080.0,660531140.0,146402020.0,1056564900.0,44381130.0,1154722200.0,35818760.0
2098.0,304699500.0,102329160.0,61927600.0,62830456.0,1372521300.0,52548980.0,30477188.0,3019331300.0,396053760.0,110131040.0,40479100.0,1477467000.0,202557620.0,595524300.0,115294024.0,989200260.0,40299940.0,1088864400.0,33881532.0
2099.0,251018990.0,97313340.0,57367308.0,59969924.0,1302701800.0,50557772.0,30099788.0,2886451700.0,367492770.0,95505420.0,38670640.0,1410726800.0,169349400.0,569185400.0,102880690.0,894504900.0,39450384.0,1031047700.0,33249440.0
