time,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL
2057.0,1899848600.0,1726052000.0,1850370800.0,891498800.0
2058.0,1850032600.0,1513305900.0,1804505000.0,849719800.0
2059.0,1821270500.0,2024718600.0,1812490400.0,832079100.0
2060.0,1785801500.0,1498431900.0,1836447700.0,800382000.0
2061.0,1750406900.0,1451441200.0,1760431200.0,767353340.0
2062.0,1767361900.0,1421432600.0,1721734800.0,738047700.0
2063.0,1689306000.0,1410216700.0,1690180900.0,708214400.0
2064.0,1660946700.0,1870754800.0,1668959500.0,685402750.0
2065.0,1659280300.0,1514962200.0,1639146000.0,652863360.0
2066.0,1656982800.0,1375114600.0,1617929200.0,626966850.0
2067.0,1621321600.0,1521144800.0,1584735100.0,597909060.0
2068.0,1591828600.0,1334596700.0,1589646000.0,568246000.0
2069.0,1561750400.0,1305883800.0,1520859500.0,550347460.0
2070.0,1551712100.0,1283431800.0,1578846200.0,534841540.0
2071.0,1515985900.0,1267829400.0,1680560000.0,515282560.0
2072.0,1513860700.0,1285821400.0,1528906100.0,499608300.0
2073.0,1467486000.0,1216860700.0,1520917100.0,481663040.0
2074.0,1476918000.0,1606371200.0,1467686400.0,467466340.0
2075.0,1417553200.0,1239128800.0,1536574800.0,449486240.0
2076.0,1382787300.0,1336846800.0,1647813600.0,437568320.0
2077.0,1355561600.0,1190400400.0,1485297700.0,421280830.0
2078.0,1494922500.0,1156894800.0,1478732900.0,406788320.0
2079.0,1538328300.0,1745593000.0,1457510400.0,396944130.0
2080.0,1346045000.0,1344730800.0,1412416900.0,375625250.0
2081.0,1319340900.0,1430995800.0,1880284000.0,358880500.0
2082.0,1701560400.0,1169298700.0,1507125100.0,338507650.0
2083.0,1540450400.0,1245329700.0,1526614000.0,330316000.0
2084.0,1793395500.0,1109446000.0,1393650000.0,304812100.0
2085.0,1731187700.0,1657792400.0,1499878000.0,286973630.0
2086.0,1567074600.0,1203017500.0,1550026800.0,273157500.0
2087.0,1369119600.0,1121762800.0,1488998400.0,260350990.0
2088.0,1643915800.0,1927416300.0,1529222400.0,250813840.0
2089.0,1289218000.0,1503775000.0,1360084000.0,238567540.0
2090.0,1285879300.0,1130842200.0,1663854100.0,223839120.0
2091.0,1253500200.0,1680765600.0,1488660400.0,213316960.0
2092.0,1270487300.0,1408854800.0,1331022200.0,201600380.0
2093.0,1219901800.0,1685470200.0,1995500400.0,184614290.0
2094.0,1208897500.0,1308914000.0,1525902200.0,178901460.0
2095.0,1204645400.0,1274314900.0,1648106800.0,174160060.0
2096.0,1174230500.0,1134388400.0,1325993300.0,162572560.0
2097.0,1210571000.0,1201579000.0,1285227600.0,151228600.0
2098.0,1395235000.0,1077231900.0,1428074100.0,143573040.0
2099.0,1274818600.0,1780134300.0,1372107300.0,135461620.0
2100.0,1887348200.0,1392352800.0,1269287700.0,126674590.0
