time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2052.0,625840629230.0,540520194020.0,634678341600.0,600383332170.0,596301507690.0
2053.0,621909264740.0,531908183750.0,631803879940.0,595539621500.0,589532122580.0
2054.0,618771519830.0,523919076570.0,628035692360.0,589641548470.0,585280779520.0
2055.0,615769157100.0,516252634720.0,625257672890.0,584511813720.0,580143814840.0
2056.0,612602245150.0,508933524730.0,621350963240.0,578728343330.0,575572114340.0
2057.0,608296895000.0,501322721140.0,618283020460.0,572933243940.0,571536954130.0
2058.0,605727422970.0,493311663580.0,615662119860.0,567514453060.0,566594356860.0
2059.0,601642640710.0,484985512376.0,611988403650.0,561731018560.0,562751094370.0
2060.0,598044600420.0,478277572910.0,608865681800.0,555794012420.0,557912667570.0
2061.0,594159561270.0,470781271300.0,605649637020.0,550789409170.0,552404824490.0
2062.0,591300671480.0,463739620070.0,602465315620.0,545109803780.0,547597382890.0
2063.0,588242529740.0,456156115830.0,598847145020.0,539022099940.0,544083727380.0
2064.0,585914308030.0,447675953054.0,595520819740.0,532893094890.0,538044767040.0
2065.0,581648309480.0,440153074766.0,592099207370.0,527027022410.0,536735548990.0
2066.0,577376939540.0,433664748996.0,589767751930.0,520882142420.0,531187050400.0
2067.0,574007784160.0,425534063780.0,584653725480.0,515050415530.0,526574408900.0
2068.0,569904575190.0,418240663808.0,580826742260.0,508770120010.0,522154960650.0
2069.0,566272726770.0,410645000264.0,577905056010.0,503542054140.0,517809714300.0
2070.0,563093214750.0,402906356540.0,574888834720.0,497211109760.0,513695042490.0
2071.0,560013743170.0,395149712748.0,571612976180.0,491261313960.0,508244504860.0
2072.0,556510526280.0,389758222212.0,567553386150.0,483750060690.0,503483627310.0
2073.0,553641148990.0,381312301116.0,564744176450.0,477980527760.0,499891635110.0
2074.0,550937823930.0,373681844376.0,561259882810.0,471891620564.0,495552785380.0
2075.0,546552656850.0,365933711982.0,556832508090.0,465407818982.0,491030526530.0
2076.0,542966209360.0,359076561148.0,552957218280.0,459535459124.0,486202222780.0
2077.0,539501626180.0,351293850859.0,549898903450.0,452877921790.0,480573292910.0
2078.0,536306903450.0,344621150615.0,545841089620.0,446753368880.0,476239357260.0
2079.0,532208845240.0,336874033416.0,542227445780.0,440745368870.0,470390477570.0
2080.0,529059289190.0,328996431219.0,538888487670.0,434411693096.0,465449112460.0
2081.0,524898340130.0,321488541362.0,534977860350.0,427235593774.0,460255284570.0
2082.0,521926203540.0,313954420272.0,531712041160.0,419656149038.0,455845236830.0
2083.0,518159229900.0,307076113621.0,527607143640.0,412933986358.0,451786517360.0
2084.0,513960836540.0,300373783482.0,523604429430.0,406438095626.0,446110273920.0
2085.0,509971896750.0,293387423451.0,520750148610.0,400120784626.0,441205660320.0
2086.0,506377252370.0,286394766059.0,516453929240.0,393549567400.0,436841347794.0
2087.0,503157164510.0,279189751691.0,516252899990.0,386305656432.0,432331321740.0
2088.0,498530524710.0,272535538892.0,509099714900.0,378853641008.0,427705311130.0
2089.0,496135151950.0,265242022956.5,505091699350.0,371959784988.0,422524723066.0
2090.0,490936616240.0,257398809077.0,503443650640.0,364559047140.0,417045626858.0
2091.0,487315854180.0,250536478065.5,498098960650.0,357301210202.0,412166981840.0
2092.0,483731579060.0,243649966367.5,493807353210.0,349719694884.0,407195639690.0
2093.0,479049798500.0,236346972218.5,490870111070.0,343446414096.0,401854276300.0
2094.0,474798065494.0,229828941826.9,487008198550.0,337145742684.0,398026968650.0
2095.0,472155701370.0,222519675401.75,483049574784.0,330817229238.0,391865227920.0
2096.0,468759279140.0,216103039798.5,480268004350.0,324658724981.0,387470706752.0
2097.0,463596213958.0,209296855736.1,475794728576.0,317633811888.0,381304468380.0
2098.0,459277613330.0,203081266437.55,472090708880.0,311146528924.0,375603114710.0
2099.0,455230401336.0,196533182887.26,468352362340.0,304478639036.0,370556185442.0
2100.0,451021752354.0,189869740195.4,464124721974.0,297371973974.0,366026968760.0
