time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2052.0,609163475320.0,639590048400.0,551117323460.0,634070380460.0,615167183020.0
2053.0,604230945680.0,636212693840.0,545180309220.0,631662635920.0,610743323040.0
2054.0,599258522250.0,633463171550.0,537932699890.0,627966880700.0,607038268830.0
2055.0,594657054970.0,629958535040.0,530946807160.0,624260457450.0,602920700310.0
2056.0,589954991510.0,626718096150.0,524209475380.0,622502990440.0,599126350240.0
2057.0,585748655750.0,623260389350.0,517365303380.0,621376899560.0,594981319360.0
2058.0,581085898910.0,620130205490.0,510567596400.0,616739041780.0,591636013860.0
2059.0,576942099400.0,616584731480.0,503130218770.0,612580571860.0,587028316700.0
2060.0,571917438100.0,612144315790.0,496379058100.0,611306103900.0,584709374330.0
2061.0,567266375030.0,608892051310.0,489618642250.0,606193455860.0,579298502000.0
2062.0,562797042960.0,607422003800.0,482491239060.0,603024172340.0,576522575400.0
2063.0,557629421970.0,604776521200.0,475922176870.0,599312443510.0,571454282000.0
2064.0,552324169470.0,601470561440.0,470228367100.0,596199752030.0,571020995010.0
2065.0,546873599600.0,596839489630.0,463949979440.0,593088085860.0,564722161330.0
2066.0,542442749530.0,593283249900.0,457289098100.0,589145275660.0,560794167900.0
2067.0,537744403470.0,590634143690.0,450613977400.0,586011063720.0,556148814640.0
2068.0,533492957430.0,587748707390.0,443926221348.0,583927525090.0,551198406420.0
2069.0,528379741940.0,583842805900.0,436546811730.0,579243344970.0,548890616620.0
2070.0,523834059730.0,579985725760.0,430159052050.0,576743928910.0,543649770610.0
2071.0,518854225470.0,575971783440.0,422548538448.0,572923689840.0,537820983990.0
2072.0,514145217280.0,572808823520.0,414923476944.0,569445118530.0,533488949280.0
2073.0,510511902960.0,569711977490.0,408156751900.0,567162171870.0,529062022780.0
2074.0,504621735530.0,566767453500.0,401933535170.0,562578340050.0,524282958200.0
2075.0,499584186920.0,563254568940.0,395655895908.0,558760455330.0,520998910290.0
2076.0,494451184480.0,559414527280.0,388969516546.0,557790425890.0,515521087720.0
2077.0,488967121920.0,556363463580.0,382139682128.0,551266591610.0,510839193550.0
2078.0,483875968300.0,552935820580.0,376097635110.0,548223740250.0,506359199810.0
2079.0,479496795920.0,548873005010.0,370035689170.0,544997883300.0,502163660380.0
2080.0,473799828850.0,545625120140.0,363587521434.0,541341513400.0,497787918340.0
2081.0,468330947320.0,543254046670.0,357368700772.0,537874200910.0,493993685790.0
2082.0,462937432040.0,541565242330.0,350991959354.0,534473242480.0,489211655280.0
2083.0,457326308120.0,537491980290.0,344271766778.0,530932679470.0,484606023990.0
2084.0,452277123524.0,534505038670.0,338126408604.0,526953699080.0,480724466400.0
2085.0,446802097356.0,531317272770.0,331445767392.0,523200930880.0,475972581060.0
2086.0,441396015220.0,528064460330.0,325747688042.0,520281777890.0,471180317480.0
2087.0,435652963396.0,523985734030.0,318516741008.0,516353132480.0,466384735540.0
2088.0,429667623504.0,521489689450.0,311624015372.0,512667713060.0,461891712420.0
2089.0,423366789520.0,517019782830.0,305605884200.0,509615002880.0,458606984350.0
2090.0,417795538140.0,514487434980.0,299549052660.0,507704196550.0,453757899330.0
2091.0,411902556656.0,512328627600.0,294812864642.0,502691998700.0,450353190460.0
2092.0,407137519870.0,507615756390.0,288518777611.0,499609299110.0,445839900500.0
2093.0,400405229324.0,503915773630.0,282781340429.0,495366521200.0,439861716800.0
2094.0,394226529574.0,500650350260.0,276775676792.0,492309423640.0,435426875680.0
2095.0,388091028650.0,498258489820.0,270319700846.0,488087917830.0,431603404780.0
2096.0,381704512172.0,494307350420.0,264070057609.0,484929766200.0,427201156120.0
2097.0,375854619140.0,492255600440.0,258769022929.0,481581752786.0,423046660960.0
2098.0,369262712990.0,486723190266.0,253228176068.5,477898747066.0,418700786820.0
2099.0,363764158338.0,483401186494.0,247289167026.5,474207529874.0,416284928230.0
2100.0,358453754390.0,480399107280.0,240516643131.06,470655601960.0,414086483800.0
