time,CESM1-CAM5,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0
2141.0,165341330.0,278226980.0,156921260.0,236121120.0
2142.0,166079280.0,273471800.0,153996930.0,218577730.0
2143.0,163477500.0,275033020.0,151521730.0,210362670.0
2144.0,163239620.0,270609860.0,152339180.0,208582240.0
2145.0,162466000.0,270534270.0,157554160.0,204386580.0
2146.0,162062020.0,265121060.0,152047150.0,205054940.0
2147.0,163527700.0,266250850.0,158626960.0,201831410.0
2148.0,166271760.0,264797840.0,170373300.0,203109180.0
2149.0,159690940.0,297424130.0,149001020.0,201527250.0
2150.0,158751600.0,262798850.0,149042610.0,199321140.0
2151.0,157970420.0,260716290.0,152844670.0,197927840.0
2152.0,158116320.0,256825220.0,219599710.0,195648180.0
2153.0,156750600.0,257916820.0,150531940.0,201158370.0
2154.0,169595620.0,251985060.0,149034200.0,215733390.0
2155.0,156417680.0,253450600.0,146980600.0,197380740.0
2156.0,155673800.0,247542420.0,157687780.0,189215260.0
2157.0,156650290.0,247096880.0,147202960.0,213110770.0
2158.0,154531740.0,242093390.0,145700350.0,192320530.0
2159.0,154614990.0,244635540.0,145640380.0,185172590.0
2160.0,153606850.0,239731900.0,144383060.0,181550820.0
2161.0,152755250.0,235040820.0,145980220.0,178731980.0
2162.0,151850530.0,233835760.0,143572620.0,177479470.0
2163.0,150793780.0,233042180.0,149259710.0,176805520.0
2164.0,151648620.0,230375700.0,142030610.0,183087040.0
2165.0,152116320.0,229159980.0,141337650.0,174135440.0
2166.0,152240770.0,237343000.0,143856720.0,185304750.0
2167.0,150329820.0,226477000.0,139299680.0,179136100.0
2168.0,152992480.0,227376670.0,139416130.0,202890050.0
2169.0,148484000.0,223458820.0,138890420.0,175722620.0
2170.0,148462270.0,221561800.0,138996900.0,172974430.0
2171.0,147479620.0,226681540.0,139455230.0,170974690.0
2172.0,147319410.0,220990030.0,138948430.0,168623660.0
2173.0,147204060.0,218334180.0,136539280.0,173291410.0
2174.0,145926750.0,214324460.0,135031040.0,169236320.0
2175.0,147262600.0,216941390.0,136200030.0,172871710.0
2176.0,147936290.0,224937070.0,135774690.0,185911950.0
2177.0,143995890.0,218902290.0,135271470.0,166075060.0
2178.0,143295860.0,214465120.0,133740730.0,164004820.0
2179.0,142663100.0,211023230.0,132814330.0,163648100.0
2180.0,142044210.0,236615400.0,132768490.0,168839550.0
2181.0,141207180.0,210946450.0,133998150.0,162849810.0
2182.0,141341000.0,209883400.0,132061660.0,161388420.0
2183.0,139394420.0,208793700.0,131909830.0,163314720.0
2184.0,138726400.0,207370850.0,131610110.0,166545250.0
2185.0,138460200.0,212405400.0,130700280.0,158266110.0
2186.0,140166260.0,239220600.0,133549450.0,160808740.0
2187.0,140933580.0,211684100.0,135470320.0,157129470.0
2188.0,135908320.0,207513010.0,142134750.0,164942610.0
2189.0,135142080.0,225936900.0,132282310.0,156472500.0
2190.0,134827330.0,222902430.0,131044160.0,162206320.0
2191.0,133961140.0,215728110.0,130501590.0,160259550.0
2192.0,135388830.0,208897380.0,138091490.0,167828240.0
2193.0,132688190.0,216777070.0,136026370.0,154381490.0
2194.0,146066180.0,207787070.0,131486296.0,153738500.0
2195.0,133386570.0,209886480.0,130288440.0,154349820.0
2196.0,130215080.0,203042850.0,133125000.0,152659650.0
2197.0,130006790.0,206010850.0,129861010.0,152649300.0
2198.0,129575336.0,209976640.0,142143090.0,150170030.0
2199.0,145907420.0,209362530.0,131352870.0,150969460.0
2200.0,129537090.0,205795100.0,131470770.0,147826300.0
2201.0,128744024.0,210926300.0,142661660.0,151822940.0
2202.0,128306560.0,218070140.0,131348940.0,146050540.0
2203.0,127908190.0,199124100.0,131094140.0,145256020.0
2204.0,127977590.0,199270830.0,142712220.0,144848670.0
2205.0,131010880.0,199052800.0,134034440.0,151714800.0
2206.0,128261170.0,202135060.0,133864070.0,154202380.0
2207.0,126001016.0,197596620.0,128657304.0,156735400.0
2208.0,125167770.0,196887650.0,127186770.0,147578740.0
2209.0,123333800.0,196045940.0,150622990.0,163493840.0
2210.0,123620040.0,216655740.0,131520824.0,145627300.0
2211.0,122695850.0,201860420.0,134760560.0,149652290.0
2212.0,122098584.0,198897580.0,145634990.0,143058110.0
2213.0,122212936.0,198005400.0,133556020.0,138858060.0
2214.0,122825380.0,194248830.0,137168780.0,138628240.0
2215.0,121456250.0,197839460.0,133426696.0,154792860.0
2216.0,120464810.0,217151680.0,128969384.0,141719170.0
2217.0,120159816.0,212247000.0,132075260.0,141141070.0
2218.0,119708340.0,196061150.0,131905210.0,135306430.0
2219.0,119074350.0,214573540.0,130187730.0,134612980.0
2220.0,118137920.0,192966720.0,129781820.0,140963300.0
2221.0,117622860.0,198577230.0,136063000.0,135428540.0
2222.0,116734830.0,198538910.0,128809550.0,131653880.0
2223.0,119004320.0,191939490.0,128566910.0,129157770.0
2224.0,115520860.0,197087550.0,128838820.0,136090300.0
2225.0,115314630.0,189297870.0,128963650.0,130078540.0
2226.0,117024264.0,201450770.0,128340200.0,129242380.0
2227.0,114414280.0,189722880.0,127819256.0,147495710.0
2228.0,116237990.0,213997760.0,127296020.0,126007360.0
2229.0,116398800.0,192593060.0,126990136.0,132102670.0
2230.0,113489530.0,190308290.0,131274024.0,145481310.0
2231.0,112662530.0,188151760.0,126925190.0,128705830.0
2232.0,115993304.0,193679040.0,126329000.0,126814664.0
2233.0,112736770.0,188995800.0,126342460.0,138170560.0
2234.0,112543010.0,193947360.0,125398184.0,128494010.0
2235.0,111036120.0,188788540.0,126747220.0,124864080.0
2236.0,110897980.0,186929650.0,124720456.0,127276360.0
2237.0,110682070.0,191335020.0,124244230.0,142776270.0
2238.0,112077330.0,195234530.0,123839170.0,125808984.0
2239.0,111097496.0,208218960.0,122920180.0,120348040.0
2240.0,110155430.0,194998100.0,122997650.0,126478930.0
2241.0,109862730.0,190265500.0,123614250.0,119524370.0
2242.0,109639130.0,186439220.0,126142330.0,119996760.0
2243.0,109107740.0,195179680.0,121800800.0,128156216.0
2244.0,108507570.0,188780800.0,122038440.0,118781000.0
2245.0,108425790.0,190576850.0,120685940.0,118905416.0
2246.0,108458260.0,187572350.0,119771220.0,143977230.0
2247.0,109217420.0,188007060.0,121129090.0,122142410.0
2248.0,108230150.0,194842260.0,119521890.0,131270930.0
2249.0,107828920.0,188820850.0,119396770.0,127026024.0
2250.0,108149740.0,197589920.0,118735160.0,119386660.0
2251.0,106735070.0,191984620.0,120640690.0,118534260.0
2252.0,107192680.0,211066270.0,118102850.0,129455350.0
2253.0,106741544.0,200689900.0,117306650.0,117911190.0
2254.0,106525300.0,186712960.0,117352210.0,118060504.0
2255.0,107228280.0,213052510.0,121813710.0,120300750.0
2256.0,105076904.0,187483120.0,117816376.0,130947040.0
2257.0,104576570.0,185442580.0,118752160.0,120859010.0
2258.0,104086030.0,189859740.0,116189960.0,118334090.0
2259.0,103741150.0,183612160.0,116206504.0,130106050.0
2260.0,103611210.0,184833630.0,118888690.0,118676920.0
2261.0,105399220.0,184964460.0,128665470.0,117739920.0
2262.0,102624456.0,182857150.0,119413850.0,116460680.0
2263.0,106126010.0,190235330.0,148123920.0,115970280.0
2264.0,107340620.0,192422780.0,136470430.0,122951370.0
2265.0,102276280.0,233605170.0,122697310.0,119462904.0
2266.0,101843790.0,189901600.0,116227620.0,120118950.0
2267.0,102022230.0,223440510.0,116434200.0,146598260.0
2268.0,105138580.0,188599060.0,116049530.0,117268410.0
2269.0,100465030.0,227877900.0,115985944.0,116147990.0
2270.0,100146230.0,191231250.0,116792740.0,116919530.0
2271.0,101143460.0,253621140.0,116696880.0,139287870.0
2272.0,103014540.0,195358260.0,119153784.0,120238376.0
2273.0,101466850.0,191383100.0,116276280.0,130102900.0
2274.0,104160920.0,197139520.0,115595590.0,131114136.0
2275.0,101128490.0,189770720.0,115261224.0,119284830.0
2276.0,100639850.0,188119790.0,115769304.0,113685630.0
2277.0,100788910.0,199911700.0,121079580.0,114289550.0
2278.0,117898890.0,209766740.0,116477050.0,112986300.0
2279.0,105102856.0,199250750.0,115462820.0,114795180.0
2280.0,111628536.0,208890720.0,116405140.0,114979380.0
2281.0,101662660.0,193716900.0,114848370.0,112796480.0
2282.0,101896410.0,192619200.0,114833500.0,115157970.0
2283.0,101876740.0,202889600.0,114525310.0,112422000.0
2284.0,102480210.0,226439220.0,116866136.0,118820930.0
2285.0,102541144.0,211670750.0,114195020.0,126732390.0
2286.0,102586330.0,202881400.0,114278980.0,113480220.0
2287.0,105830930.0,195437500.0,112904210.0,113625440.0
2288.0,104472216.0,195481900.0,113656200.0,116657390.0
2289.0,112969690.0,198993570.0,113104290.0,114007010.0
2290.0,106085016.0,203283840.0,112134770.0,114043830.0
2291.0,105610570.0,192434850.0,116858880.0,141482060.0
2292.0,107244480.0,251160260.0,122979816.0,123149930.0
2293.0,103881680.0,204463150.0,117528470.0,114063930.0
2294.0,104012140.0,253708220.0,113563740.0,115929060.0
2295.0,104829880.0,221981940.0,111337750.0,111348090.0
2296.0,106176820.0,213737170.0,116133230.0,111512970.0
2297.0,106616216.0,208647380.0,111669980.0,123761490.0
2298.0,107019900.0,200317470.0,113581930.0,114189650.0
2299.0,104427510.0,204312370.0,117737416.0,112145260.0
2300.0,105426810.0,232190830.0,112627870.0,113179490.0
