time,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5
2141.0,1274617100.0,5644367400.0,7956738600.0,8062198300.0,8567922700.0,12464117000.0
2142.0,1127654400.0,5298811400.0,7847899600.0,7814805500.0,8109626000.0,11865324000.0
2143.0,1002187900.0,4874160600.0,7524937000.0,7524198400.0,7471293000.0,11318320000.0
2144.0,887569100.0,4403781000.0,7336224000.0,7353327600.0,6651040000.0,10842244000.0
2145.0,784763650.0,4209713200.0,7113322000.0,7011926500.0,5800546300.0,10452364000.0
2146.0,688698700.0,3945024500.0,6926890500.0,6383199000.0,5516864000.0,10057079000.0
2147.0,568847800.0,3702791200.0,6564955000.0,5800956000.0,5096437000.0,9341269000.0
2148.0,500621800.0,3404403000.0,6210786300.0,5441709600.0,4498642400.0,8642638000.0
2149.0,426755260.0,3113224200.0,5824270000.0,5351236600.0,4237405200.0,7862697500.0
2150.0,392260800.0,2864093700.0,5652797000.0,5288139300.0,4088651800.0,7621849000.0
2151.0,349330460.0,2669372700.0,5565502000.0,5106154000.0,3647438600.0,7159343600.0
2152.0,287744060.0,2514037800.0,5650208300.0,4753478000.0,3192118300.0,6554377000.0
2153.0,238734930.0,2345203500.0,5329288700.0,4270739000.0,2720788500.0,5754791000.0
2154.0,206995790.0,2184538600.0,5128955000.0,3802357800.0,2535491300.0,5517530000.0
2155.0,181869000.0,2045506400.0,5051058700.0,3740462300.0,2264535000.0,5074798000.0
2156.0,168728300.0,1841888500.0,4932599300.0,3571796700.0,2105003600.0,4807260700.0
2157.0,126361710.0,1757590100.0,4802956000.0,3374349300.0,1927057000.0,4442435000.0
2158.0,95529090.0,1650202900.0,4702669000.0,3218858500.0,1616243000.0,4013595400.0
2159.0,76118430.0,1499705100.0,4652229600.0,3069973000.0,1480214700.0,3670998300.0
2160.0,65824148.0,1343294200.0,4535251000.0,2812414200.0,1368216600.0,3363613000.0
2161.0,60800852.0,1265338900.0,4720646700.0,2545728300.0,1231648900.0,3020880000.0
2162.0,54800590.0,1161874000.0,4549435400.0,2420088000.0,1144752900.0,2699478500.0
2163.0,49321388.0,1109882200.0,4438093300.0,2187908600.0,1036475700.0,2511852800.0
2164.0,48164964.0,1036415700.0,4509543000.0,2070799100.0,1017873150.0,2164788500.0
2165.0,44455496.0,950186240.0,4177114600.0,1956197000.0,940558200.0,1885267600.0
2166.0,42292430.0,893537500.0,4100765000.0,1837382000.0,872356500.0,1651833700.0
2167.0,39408996.0,790017700.0,4038544100.0,1736420700.0,863203500.0,1510457100.0
2168.0,38961930.0,737298500.0,3920032500.0,1550715800.0,783825400.0,1357374300.0
2169.0,37288628.0,673354200.0,3842214700.0,1458644100.0,733771400.0,1206702700.0
2170.0,36379830.0,638811300.0,3761928400.0,1364245800.0,722742140.0,1088959200.0
2171.0,35194610.0,583403840.0,3698595000.0,1264473200.0,683880000.0,1009112260.0
2172.0,34559816.0,488493200.0,3671573000.0,1183166000.0,670442240.0,940409500.0
2173.0,27018068.0,470576200.0,3605530400.0,1104304000.0,618921400.0,895932500.0
2174.0,26709034.0,429581380.0,3557771500.0,1047018900.0,589638000.0,849154200.0
2175.0,25451460.0,403499330.0,3508588800.0,978673500.0,539458200.0,789879500.0
2176.0,24898742.0,378183040.0,3460769300.0,976173060.0,511863200.0,746652300.0
2177.0,23436726.0,337999170.0,3366218800.0,922531840.0,412814000.0,688283600.0
2178.0,23389658.0,325092100.0,3163767600.0,860570050.0,336706200.0,647875900.0
2179.0,22069104.0,284837220.0,3907098000.0,856512500.0,279001630.0,573113340.0
2180.0,20763052.0,268421680.0,3064253000.0,800146200.0,204288690.0,537089700.0
2181.0,20675072.0,262343870.0,2967224600.0,749153340.0,19487502.0,466638660.0
2182.0,20257838.0,237578610.0,2875828000.0,748695100.0,17127958.0,401394180.0
2183.0,19914384.0,225806160.0,2775392300.0,714727100.0,17043170.0,264902130.0
2184.0,18283592.0,211978400.0,2746099000.0,714411900.0,14169026.0,170033360.0
2185.0,17032074.0,201339060.0,3373609700.0,678105340.0,13695044.0,19173854.0
2186.0,16657858.0,190779150.0,2916035300.0,650867200.0,13456315.0,17842098.0
2187.0,16596989.0,165884820.0,3008436500.0,624343500.0,13414757.0,16920164.0
2188.0,16418509.0,128143400.0,3110267600.0,599475650.0,13071489.0,16657700.0
2189.0,16260167.0,123237336.0,2765748000.0,575265400.0,12918841.0,15400767.0
2190.0,16186416.0,121282310.0,2652460800.0,551590850.0,12860951.0,13255710.0
2191.0,15310670.0,117710080.0,2585297400.0,529034720.0,12808141.0,12990982.0
2192.0,15139572.0,112089980.0,2566168800.0,495651800.0,12628861.0,10958821.0
2193.0,15070092.0,108651980.0,2472677400.0,474410000.0,12587551.0,9703040.0
2194.0,14809676.0,92033970.0,2563334000.0,453117400.0,12571876.0,6436145.5
2195.0,14757669.0,88252340.0,2459987000.0,413155700.0,12499714.0,6405295.0
2196.0,14724749.0,82862730.0,2409569300.0,391941950.0,12273524.0,6356983.0
2197.0,11933964.0,80430420.0,2405288700.0,371369600.0,11844135.0,6076136.0
2198.0,11433238.0,78995030.0,2365018000.0,339781020.0,11820291.0,5945176.5
2199.0,10902428.0,76273480.0,2346151400.0,301951600.0,11376727.0,5879679.0
2200.0,9984273.0,74330950.0,2333251300.0,283326460.0,11330153.0,5410560.0
2201.0,9256639.0,61181300.0,2275442000.0,234600930.0,11303590.0,5355681.5
2202.0,9094790.0,65983684.0,2238836200.0,162990980.0,11225590.0,5164959.5
2203.0,7581093.0,47216230.0,2215930600.0,28897052.0,11046716.0,5134556.0
2204.0,7010676.5,36848680.0,2341364500.0,16167698.0,10940546.0,4928410.5
2205.0,6959179.5,24007380.0,2192432600.0,15807391.0,10053935.0,4412480.0
2206.0,6347495.5,23750198.0,2151327700.0,14901944.0,9804440.0,4500023.0
2207.0,6335946.0,19713448.0,2188418000.0,14829120.0,9668518.0,4384714.5
2208.0,5868371.0,19578658.0,2234622200.0,13282922.0,9382421.0,4355274.5
2209.0,5850152.0,19216870.0,2103525000.0,12960460.0,9368403.0,4291419.0
2210.0,3844438.8,17945686.0,2097931300.0,11424762.0,9616620.0,3769379.2
2211.0,3825156.0,17452646.0,2092385500.0,10928167.0,9333128.0,4389565.0
2212.0,3716706.0,16068259.0,2570695700.0,10300456.0,9309728.0,3781769.8
2213.0,3632795.0,15802593.0,2096299100.0,9268726.0,8918047.0,3716016.5
2214.0,3352333.0,15693258.0,2068983700.0,8661050.0,8857117.0,3580312.0
2215.0,3350112.2,15797483.0,2034997000.0,8840076.0,8710547.0,3290287.5
2216.0,3343129.2,14141086.0,2023626800.0,7925930.0,8679122.0,3195190.2
2217.0,3228830.5,14063826.0,1988954200.0,7922486.5,8662496.0,3163260.2
2218.0,3222957.5,14022573.0,1981876200.0,7884950.0,8156448.5,3045497.0
2219.0,3159533.8,14003909.0,1957849700.0,7351822.0,8147141.0,2908295.0
2220.0,3158010.5,13376475.0,1994608300.0,7614114.0,8136268.0,2844859.8
2221.0,3157043.5,13375666.0,2023900700.0,7265155.0,7566061.0,2841531.0
2222.0,3157005.2,12553512.0,1934382700.0,7284565.5,7544455.0,4247895.0
2223.0,3133426.2,12514333.0,1900154500.0,7132122.0,7063754.5,4810931.5
2224.0,3091904.5,12493428.0,2396450800.0,7104766.0,6598176.0,3618914.8
2225.0,3088492.5,12460915.0,1875940900.0,7050968.0,6594200.5,2966926.8
2226.0,3081728.5,12445123.0,1865404000.0,7008415.5,6586141.0,2957305.2
2227.0,3075435.2,12124701.0,1850648700.0,6959349.5,5627774.0,2831053.0
2228.0,3071104.2,11865951.0,1828472400.0,6871011.0,5631297.0,2610260.2
2229.0,3063015.0,11825634.0,1935331200.0,6860233.5,5625570.0,2608350.2
2230.0,3057765.8,11802735.0,1791217500.0,6844139.5,5631963.5,2605186.0
2231.0,3056349.0,22840648.0,1785682200.0,6674147.0,5602595.0,2599959.0
2232.0,3012714.8,11707952.0,1939131900.0,6644238.5,5596911.5,2595872.5
2233.0,3004053.0,10063802.0,1790971800.0,6633456.0,5618296.5,2588410.8
2234.0,2897534.0,9983634.0,1775931500.0,6595278.0,5581964.5,2614221.2
2235.0,2890891.2,7212539.5,1758713300.0,7075790.0,5028304.5,7258919.0
2236.0,2885879.5,5865914.5,1740103300.0,6547348.0,5014908.0,3070996.8
2237.0,2877456.8,5816222.5,1773565300.0,6403927.5,5004657.5,2600566.2
2238.0,2871060.5,5764481.5,1749265200.0,6362960.5,3953700.2,2597009.8
2239.0,2863452.5,5061075.0,1736626300.0,6359446.0,3843926.8,2564670.8
2240.0,2216461.8,4068457.8,1703902200.0,6351128.0,3849320.8,2561300.0
2241.0,2217979.0,4136459.5,1769905900.0,6354872.0,3847718.8,2560356.0
2242.0,2215179.0,3824251.5,1666145500.0,6654162.5,3888346.5,2552867.0
2243.0,2213702.5,3314256.0,1661634800.0,6355365.5,3266564.2,2546918.8
2244.0,2211893.5,3280205.2,1636279700.0,6346701.0,3238103.8,2545907.0
2245.0,2198295.0,3150664.5,1634551600.0,6336794.0,3238542.8,2545249.0
2246.0,2194669.2,2844295.2,1605469400.0,6337763.5,3222477.2,2568073.0
2247.0,2193882.5,2747591.0,1594173400.0,6181205.5,3453626.8,2539060.2
2248.0,2195434.8,2699857.5,1591791200.0,6177109.5,3232811.8,2461772.2
2249.0,2193900.8,2885415.5,1570528400.0,6176133.5,3222449.8,2460657.8
2250.0,2193689.2,2670783.8,1571165000.0,6169503.5,2634609.8,2740245.0
2251.0,2193579.2,2662223.2,1561709200.0,6166636.5,2930876.2,2469429.5
2252.0,2192191.8,2427465.0,1562292400.0,6106392.0,2644477.2,2463805.0
2253.0,2188631.5,2429467.5,1540018300.0,6086812.0,2654523.8,2677514.2
2254.0,2173161.0,2850429.2,2146189600.0,6081385.5,2643696.8,2470438.0
2255.0,2169678.8,2359253.8,1596741200.0,6116611.0,3070524.2,2468948.8
2256.0,2165989.8,2339464.8,1558582400.0,6075984.5,2710957.2,2464536.2
2257.0,2165744.0,2340930.5,1516689000.0,6057784.5,2646817.8,2467558.5
2258.0,2164295.5,2343254.8,1512079600.0,5961643.0,2642591.8,2468541.5
2259.0,2163997.2,2342709.2,1496072300.0,5924801.5,2652560.2,2469876.0
2260.0,2163097.2,2255956.5,1487791900.0,5903173.0,2644823.2,2471966.0
2261.0,2158839.5,2240231.2,1458885600.0,5789675.5,2649152.2,2467745.8
2262.0,2155902.0,2239848.5,1455736000.0,5869956.0,2635200.8,2463985.2
2263.0,2149302.5,2245891.8,1450238100.0,5778822.0,2625120.2,2452055.0
2264.0,2147362.5,2246063.0,1444291200.0,5776083.0,2835409.8,2412221.2
2265.0,2143822.8,2246708.8,1424150500.0,5789072.0,2620308.8,2407064.2
2266.0,2062875.9,2476684.2,1420110100.0,5775685.5,2621431.8,2405017.8
2267.0,2062569.2,2245490.0,1399039400.0,5883272.0,2706607.2,2392850.2
2268.0,2061994.2,2199425.0,1394022300.0,5778127.0,2623760.8,2395752.8
2269.0,2059969.6,2200269.5,1364552200.0,5782764.0,2624895.8,2574343.2
2270.0,2059642.5,2198665.2,1360111100.0,5767506.0,2623678.2,2693264.5
2271.0,2060539.9,2196968.2,1355246000.0,5771208.5,2914129.2,2378603.8
2272.0,2060730.2,2191413.0,1338031200.0,5765866.5,2627032.8,2378696.2
2273.0,2062431.2,2192925.2,1341719400.0,5745476.0,2620803.2,2382928.8
2274.0,1837019.4,2189882.5,1318971800.0,5741649.0,2627982.8,2382241.2
2275.0,1836873.2,2146809.5,1306595100.0,5731147.5,2612965.8,2522837.2
2276.0,1836733.1,2136653.2,1296338200.0,5664729.0,2621953.8,2375254.2
2277.0,1837069.6,2140978.0,1298059300.0,5670422.0,2618176.8,2620093.2
2278.0,1837808.6,2131739.8,1389102600.0,5659035.0,2615947.8,7036117.5
2279.0,1836851.2,2122581.0,1307692200.0,5655000.0,2745759.2,2511689.0
2280.0,1836771.1,2100771.2,1252710800.0,5643366.5,2631359.8,2398203.0
2281.0,1837312.6,2091218.8,1353456900.0,5634356.5,2635987.2,2396576.8
2282.0,1838404.9,2088807.2,1253537000.0,5645429.0,2635941.2,2393133.0
2283.0,1837331.8,2089161.8,1256225700.0,5626036.5,2636877.2,2440525.8
2284.0,1836033.0,2091088.8,1239696900.0,5631183.5,2909342.2,2503913.0
2285.0,1835074.6,2089809.8,1234797800.0,5599369.0,2629063.2,2397288.8
2286.0,1834782.9,2088944.8,1210636400.0,5592886.5,2617719.8,2396619.5
2287.0,1835286.6,2089691.2,1223384700.0,5597760.0,2617905.2,2392016.5
2288.0,1836850.2,2089741.0,1207831800.0,5599502.5,2613641.2,2420236.5
2289.0,1835401.1,2049252.5,1418347100.0,5596564.5,2608561.2,2345792.2
2290.0,1836081.0,2045260.0,1346355600.0,5590741.0,2605458.8,2349069.2
2291.0,1838328.6,2042690.0,1229851800.0,5581447.5,2612206.2,3115759.8
2292.0,1839027.9,2041260.0,1208319600.0,5269595.5,2630921.8,3562260.8
2293.0,1836662.1,2125166.8,1190511000.0,5263544.0,2694598.2,2346897.8
2294.0,1835979.5,2036834.2,1172744200.0,5260708.0,2612625.2,2340664.2
2295.0,1835416.6,2037881.1,1461438600.0,5256980.0,2604448.8,2510441.8
2296.0,1833067.9,2038258.8,1190362600.0,5260423.0,2599936.2,2328534.2
2297.0,1831420.1,2037337.8,1167052200.0,5267269.0,2600740.8,2327047.2
2298.0,1829871.4,2036063.5,1164346000.0,5260897.5,2602518.8,2324450.8
2299.0,1828573.4,2044970.5,1163629200.0,5255793.0,2605129.2,2327002.8
2300.0,1829095.9,2051201.4,1161809000.0,5250798.0,2583215.8,2329377.8
