time,EC-EARTH3,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,CESM2,MRI-ESM2-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4
2020.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0
2021.0,1079807400.0,1095722800.0,1098550700.0,1148135600.0,1086421100.0,1117247400.0,1097746000.0,1097763500.0,1093496800.0,1102662300.0,1089673500.0,1103031400.0,1085396000.0,1085301100.0
2022.0,1066147260.0,1082570800.0,1080958800.0,1213104900.0,1072654600.0,1086241500.0,1081073700.0,1099965400.0,1091418200.0,1103873500.0,1077824800.0,1111780500.0,1092862500.0,1069602700.0
2023.0,1099398300.0,1074636900.0,1065602940.0,1102074900.0,1072420740.0,1073973800.0,1070652200.0,1080585200.0,1121129600.0,1078048000.0,1128363000.0,1085956700.0,1080046100.0,1061661400.0
2024.0,1054890400.0,1066747500.0,1115214600.0,1076119200.0,1060451000.0,1058457340.0,1054527600.0,1064171000.0,1095543900.0,1063643600.0,1121528800.0,1070154240.0,1058710300.0,1075972900.0
2025.0,1039746370.0,1085947000.0,1096872300.0,1063211650.0,1040885100.0,1071180160.0,1043294300.0,1074294500.0,1076650400.0,1084940300.0,1062160000.0,1062292400.0,1051895100.0,1041857900.0
2026.0,1048734900.0,1074021000.0,1085755800.0,1050595000.0,1026577600.0,1030994050.0,1032348700.0,1058020400.0,1060099140.0,1055405800.0,1046976960.0,1044279100.0,1038117950.0,1038613400.0
2027.0,1026783800.0,1055774000.0,1051450050.0,1056282560.0,1005231600.0,1017814850.0,1012411500.0,1048215550.0,1071468700.0,1038085600.0,1032912300.0,1035656100.0,1024036800.0,1054246200.0
2028.0,1016425500.0,1053070900.0,1043858050.0,1030278600.0,983370700.0,1009206900.0,993241540.0,1041525000.0,1055102900.0,1012619400.0,1022866800.0,1022676200.0,1011356100.0,1036128900.0
2029.0,1000858240.0,1044302850.0,1029759800.0,1021451460.0,965168260.0,991856400.0,991090900.0,1028992100.0,1041494200.0,1000938700.0,1013516100.0,1050061100.0,1040903200.0,1017365100.0
2030.0,986331260.0,1030408000.0,1011002750.0,1011402050.0,946462100.0,975933600.0,968965800.0,1015273900.0,1036755140.0,993586050.0,999024700.0,1018531700.0,1099539200.0,1009945150.0
2031.0,965843200.0,1023226100.0,1004179500.0,1013997400.0,922169700.0,960341950.0,962873660.0,999370600.0,1034621950.0,982494300.0,989771460.0,1038949200.0,1011728260.0,1003851600.0
2032.0,963078460.0,1013878850.0,987858900.0,994281200.0,907311000.0,944123300.0,942361660.0,992934500.0,1020754600.0,969287900.0,973284700.0,1026149100.0,992931700.0,996496400.0
2033.0,975716500.0,1006467900.0,971943550.0,979759700.0,887629000.0,925562300.0,927614900.0,980526400.0,1012878700.0,954238340.0,959757630.0,1015642100.0,976622460.0,990888260.0
2034.0,945172400.0,1000077800.0,961700500.0,960781250.0,871147800.0,906128100.0,972300500.0,966061500.0,1001314240.0,934978050.0,950880200.0,1035315600.0,958580400.0,985087100.0
2035.0,926163000.0,991147140.0,948218240.0,943032770.0,849357400.0,880001500.0,926833900.0,956278400.0,1004681200.0,941926340.0,949880500.0,1024525060.0,955180500.0,976672900.0
2036.0,1017168830.0,992706700.0,946856900.0,931041340.0,827205570.0,872481860.0,899160260.0,940115200.0,988325950.0,919308740.0,927959940.0,1010108540.0,946650560.0,976043000.0
2037.0,923456600.0,985924100.0,931952900.0,916470600.0,808299970.0,864321540.0,870991900.0,927422000.0,977813250.0,920739100.0,912995500.0,1002218000.0,934126000.0,1017839500.0
2038.0,903819800.0,996930400.0,923495040.0,942739700.0,787753340.0,872007360.0,851943230.0,911207360.0,1081080700.0,900650700.0,907739200.0,985436740.0,925642240.0,983845400.0
2039.0,900646660.0,987434100.0,910672260.0,904693500.0,778604700.0,905926140.0,831734660.0,894647740.0,1002420800.0,891892100.0,890662100.0,973530000.0,916466900.0,983622800.0
2040.0,883611900.0,982155500.0,890784960.0,887534200.0,773709950.0,842494100.0,819361340.0,876275100.0,981107000.0,875720300.0,877624060.0,957166200.0,900548900.0,975818000.0
2041.0,871909600.0,968522600.0,884957760.0,869474940.0,752578900.0,832803300.0,810423700.0,852778940.0,969042940.0,858323300.0,870493100.0,950467000.0,891406500.0,975175200.0
2042.0,865426800.0,966535360.0,886112900.0,851395140.0,757657540.0,816726400.0,791566600.0,835233600.0,961460160.0,846737700.0,864676740.0,938832200.0,881084400.0,963556600.0
2043.0,890242200.0,966110800.0,870503700.0,839378100.0,733561900.0,802348900.0,771469900.0,816129400.0,957067400.0,826145500.0,845863550.0,929739200.0,875404500.0,955873000.0
2044.0,841655000.0,959130400.0,863383200.0,815399400.0,717807200.0,938345860.0,756848900.0,806163600.0,950995140.0,797857000.0,834345600.0,923697800.0,861801600.0,951999500.0
2045.0,820929600.0,950612350.0,854940540.0,807694140.0,703180900.0,801033340.0,829910140.0,793076000.0,944219400.0,770654460.0,828041100.0,908822500.0,850077700.0,941023040.0
2046.0,807183170.0,943061250.0,844631600.0,791688200.0,690107400.0,788895360.0,742418700.0,772752060.0,952129800.0,754097340.0,811162940.0,891855170.0,837567740.0,927316350.0
2047.0,798272800.0,928110340.0,903823940.0,839543040.0,677167900.0,774823800.0,718343900.0,746547500.0,948491900.0,740454800.0,797736200.0,894532100.0,828490900.0,920534900.0
2048.0,787460200.0,918260400.0,846177600.0,794078850.0,663888450.0,767280960.0,706958600.0,716383360.0,926838340.0,726395840.0,776119400.0,869813600.0,843763650.0,924565000.0
2049.0,768798800.0,913497900.0,833121300.0,768507900.0,652455100.0,771785000.0,721028800.0,692026240.0,923522400.0,712071200.0,763903360.0,856016400.0,819053400.0,905099650.0
2050.0,755421250.0,910427400.0,820383170.0,757300400.0,641335100.0,771640000.0,687252030.0,698406000.0,915878600.0,697485630.0,745891300.0,834566460.0,802792500.0,898483000.0
2051.0,908352060.0,902963840.0,811364740.0,740417900.0,624349900.0,751369150.0,676866200.0,670404030.0,907984300.0,723593150.0,732551200.0,812907000.0,790846800.0,890198600.0
2052.0,760590400.0,892555260.0,801774660.0,729063900.0,617456830.0,742557950.0,671282800.0,655366000.0,900770900.0,697744260.0,716886660.0,805286200.0,775161660.0,886876400.0
2053.0,731233900.0,879514600.0,796010500.0,723399400.0,609712800.0,784312300.0,662598300.0,637218100.0,891566460.0,680665200.0,704069500.0,800291000.0,760050200.0,875809660.0
2054.0,725014700.0,883260900.0,789549500.0,715280060.0,595983000.0,808063600.0,669277400.0,623483970.0,887579100.0,660793340.0,682656640.0,775242900.0,748395200.0,902657500.0
2055.0,719399550.0,876501600.0,780157800.0,704290600.0,585339500.0,763057400.0,656469000.0,609237000.0,879433600.0,655140350.0,658544500.0,756984060.0,743208060.0,867112770.0
2056.0,696917060.0,862354000.0,815744600.0,691282940.0,578527500.0,748591600.0,643772160.0,590576260.0,870367800.0,632854300.0,646806000.0,742755400.0,732905150.0,867077440.0
2057.0,688629950.0,850701800.0,773323260.0,682372100.0,567124350.0,733574400.0,636571100.0,569842050.0,861146600.0,614688900.0,632553900.0,729132100.0,719113500.0,920163840.0
2058.0,676493300.0,835624770.0,771911360.0,680882900.0,551448000.0,726570700.0,627275500.0,576915300.0,852727550.0,602647700.0,610024600.0,718052600.0,702045000.0,871461950.0
2059.0,664505300.0,818829200.0,764394000.0,665302600.0,541303600.0,715677000.0,625649660.0,552924200.0,842641540.0,590077500.0,598414800.0,706947500.0,686816830.0,858269250.0
2060.0,664663100.0,802293000.0,759637600.0,659106560.0,530883600.0,715065200.0,619488450.0,542671040.0,836696100.0,625698900.0,591291000.0,699666100.0,672713400.0,892496640.0
2061.0,656062200.0,792602500.0,823392450.0,649205900.0,521339200.0,704938940.0,636427400.0,528262560.0,825852200.0,594205200.0,573065200.0,680616300.0,654325400.0,887046460.0
2062.0,649393300.0,786246900.0,755479230.0,638292540.0,512630560.0,703060100.0,619041000.0,514826300.0,818487400.0,567914400.0,553926460.0,666807740.0,634825300.0,864019460.0
2063.0,639388860.0,773151300.0,746693440.0,627776000.0,503730080.0,697172200.0,613354050.0,510529180.0,817252900.0,554688500.0,533701220.0,659592200.0,613271100.0,851799230.0
2064.0,713071170.0,760599800.0,744663230.0,620046800.0,495782620.0,691208960.0,606916030.0,494122020.0,803462200.0,548325900.0,521725600.0,653936260.0,593597800.0,843806500.0
2065.0,631560770.0,750392400.0,730219900.0,616254900.0,488810100.0,683712000.0,616277600.0,485202430.0,817517060.0,539377700.0,514515680.0,642658900.0,574636900.0,850938940.0
2066.0,620743600.0,739274400.0,722031300.0,606555800.0,481480900.0,680488500.0,612770500.0,476508000.0,814876100.0,549622400.0,503064930.0,645481900.0,560647200.0,839744260.0
2067.0,618760200.0,729193800.0,718293800.0,602498400.0,474645120.0,682748700.0,607546750.0,471339140.0,790212540.0,538829700.0,493819620.0,621684800.0,540476800.0,837730500.0
2068.0,610159550.0,717192800.0,782642300.0,594220900.0,463695230.0,671717440.0,596849340.0,463436740.0,783213250.0,525526660.0,485667100.0,615374340.0,525811900.0,837860860.0
2069.0,598797760.0,705253500.0,711489100.0,592950140.0,461446660.0,662191170.0,590957200.0,454053700.0,784992100.0,514814940.0,480775140.0,622079740.0,544602700.0,830026200.0
2070.0,589824060.0,698147840.0,706780300.0,583836400.0,453230820.0,654609860.0,590067100.0,449904000.0,778050600.0,508686530.0,470742900.0,608266200.0,509635420.0,819734800.0
2071.0,586536500.0,685731900.0,694707600.0,575541400.0,444678270.0,650873700.0,584523970.0,436970000.0,768144000.0,503292930.0,462578900.0,616002940.0,503673800.0,813741760.0
2072.0,589542300.0,673471400.0,686764160.0,573883970.0,441446050.0,638789060.0,580061760.0,432841630.0,760197800.0,496918270.0,457547800.0,594529700.0,501963740.0,814068350.0
2073.0,582431040.0,661806140.0,680992100.0,565197440.0,435841500.0,629128200.0,576179000.0,441409700.0,756019140.0,489976640.0,449076030.0,613569000.0,503430300.0,805066900.0
2074.0,574350800.0,691522940.0,673225340.0,585821500.0,427396130.0,620805440.0,572877440.0,422159330.0,748428350.0,480811300.0,440169730.0,590834200.0,490864500.0,795834500.0
2075.0,591700600.0,656854900.0,663923500.0,558340800.0,418068670.0,612417150.0,567651800.0,413623520.0,743667700.0,471999200.0,436251550.0,584786100.0,482867100.0,788212800.0
2076.0,571461300.0,642579200.0,658237440.0,552508300.0,412134880.0,603663040.0,560792500.0,403374270.0,737153150.0,482591550.0,436739200.0,582624960.0,476935040.0,784228160.0
2077.0,577732900.0,636315800.0,645418900.0,552960800.0,405253220.0,588778100.0,560623170.0,398359740.0,730699460.0,465903580.0,428989920.0,578846850.0,468188740.0,783164500.0
2078.0,557763500.0,628368450.0,640231550.0,545786200.0,400176580.0,579720060.0,552722750.0,391931070.0,716677570.0,461258100.0,420308030.0,575779900.0,458337200.0,777450800.0
2079.0,553474200.0,627509900.0,633279360.0,542504450.0,394818270.0,580974460.0,546944200.0,386292770.0,706062400.0,456121760.0,411778270.0,569446850.0,456066400.0,766523600.0
2080.0,544912400.0,619304260.0,627519940.0,538673300.0,387494660.0,563833660.0,540713900.0,381723420.0,700040300.0,447640800.0,410475040.0,566363300.0,450812300.0,770058560.0
2081.0,564000000.0,615454340.0,615535700.0,531477120.0,379368130.0,551874500.0,532711260.0,375495330.0,692062800.0,479437400.0,411092600.0,564248770.0,455280480.0,763456700.0
2082.0,540540300.0,611438700.0,608560900.0,529038180.0,373299780.0,543097600.0,522063040.0,372919000.0,682118140.0,452563230.0,406061470.0,571544800.0,443156640.0,753274000.0
2083.0,530387620.0,610527800.0,599871740.0,523279420.0,445825700.0,535714560.0,511355100.0,370967360.0,668199550.0,441169730.0,423552000.0,612669060.0,440637440.0,746266940.0
2084.0,524545730.0,601420160.0,601509570.0,520965400.0,372859400.0,526652060.0,500535970.0,365434270.0,654999740.0,432904800.0,407335550.0,586364200.0,434796300.0,735053500.0
2085.0,518468060.0,599051600.0,587297660.0,514597660.0,366270140.0,521013120.0,497815330.0,359780300.0,664837500.0,426986020.0,399694720.0,639827900.0,433326600.0,723221300.0
2086.0,509304350.0,593637900.0,580763140.0,519006850.0,360757860.0,517554700.0,488311520.0,352956300.0,652835200.0,423349570.0,395659420.0,572004860.0,425745280.0,709095100.0
2087.0,509574700.0,595222400.0,573732400.0,511206180.0,358755650.0,545976400.0,479791260.0,348782560.0,637611300.0,417754900.0,393297100.0,567223300.0,456411460.0,697441150.0
2088.0,499220160.0,586981440.0,567736260.0,507165280.0,353462500.0,514916540.0,482883170.0,344752480.0,630675600.0,415491650.0,390298240.0,572189630.0,421267330.0,682574800.0
2089.0,494328130.0,626930000.0,563025660.0,506422750.0,350102300.0,505582400.0,473627360.0,341917220.0,619780030.0,412354530.0,388611300.0,568561150.0,414742270.0,673686850.0
2090.0,486128960.0,584998200.0,558444400.0,499132200.0,347859650.0,505610200.0,460834180.0,336318180.0,612240700.0,410292830.0,385058600.0,572236500.0,411888930.0,662278460.0
2091.0,480078620.0,590793800.0,578719740.0,625730400.0,350463800.0,495393920.0,459203330.0,331055600.0,597982000.0,407797020.0,396452670.0,567302340.0,412078720.0,651831800.0
2092.0,477669540.0,578368700.0,602980860.0,531193600.0,342392030.0,495759840.0,497044770.0,327683970.0,589339260.0,403843100.0,381133920.0,568446300.0,408544900.0,639076800.0
2093.0,470082020.0,575030200.0,569262900.0,498526000.0,337326400.0,488798140.0,456446720.0,324337020.0,580598140.0,398801470.0,377576400.0,564534800.0,405585400.0,628875140.0
2094.0,473208060.0,570829000.0,599947460.0,494264400.0,332568450.0,484052100.0,448333120.0,316872060.0,571126700.0,397157000.0,374018000.0,564564200.0,401369700.0,614784200.0
2095.0,458548480.0,568217660.0,553401600.0,493603000.0,332791360.0,500089200.0,550481400.0,315033600.0,564560450.0,391089820.0,380133630.0,805083000.0,396495330.0,599794050.0
2096.0,452657760.0,568697200.0,572747260.0,492407040.0,330167580.0,479498370.0,460353300.0,309004400.0,552911900.0,389239650.0,370096900.0,584293570.0,392680960.0,596046660.0
2097.0,447578500.0,563348800.0,569715700.0,492110980.0,327501860.0,474390270.0,443181660.0,303934400.0,574632640.0,388104800.0,367281100.0,570651900.0,388368130.0,575700500.0
2098.0,442452000.0,563242500.0,566991740.0,517297380.0,325184670.0,470800640.0,466571170.0,301742100.0,543453800.0,400581100.0,364926240.0,568789000.0,382499200.0,563417500.0
2099.0,439290880.0,558351940.0,586069060.0,507170080.0,323124260.0,469272350.0,436999550.0,296964500.0,534937570.0,393928670.0,362420350.0,563481400.0,375604740.0,554404350.0
2100.0,434337900.0,556596300.0,556381300.0,492339780.0,321512200.0,460318940.0,432402100.0,295128860.0,528366720.0,393679600.0,358452260.0,564634750.0,370778600.0,559567700.0
