time,ACCESS-ESM1-5,EC-EARTH3-VEG,IPSL-CM6A-LR,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,ACCESS-CM2,NORESM2-MM,TAIESM1,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,CANESM5,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,CMCC-CM2-SR5
2032.0,538501480000.0,582739200000.0,573012250000.0,584622100000.0,613944600000.0,530933020000.0,552991460000.0,619142600000.0,585787830000.0,548665360000.0,592010150000.0,594854350000.0,587194100000.0,579985700000.0,582414240000.0,526762900000.0,610459650000.0,585933600000.0,562329550000.0
2033.0,520359540000.0,574965400000.0,562248940000.0,573284600000.0,599823350000.0,514703920000.0,537526370000.0,611483250000.0,573358500000.0,527103820000.0,564841000000.0,581435500000.0,572482600000.0,561837050000.0,560977200000.0,511652700000.0,602821000000.0,578471100000.0,557240300000.0
2034.0,500780100000.0,569045400000.0,547104060000.0,557470600000.0,590969100000.0,504057800000.0,521730200000.0,589032300000.0,553606500000.0,506900580000.0,555502670000.0,561129850000.0,560842700000.0,539808960000.0,547410150000.0,491471240000.0,587007700000.0,566725500000.0,554051100000.0
2035.0,482453800000.0,554928770000.0,542516050000.0,545004100000.0,573087150000.0,502837670000.0,506060670000.0,562082900000.0,538326860000.0,495933330000.0,549457660000.0,551469450000.0,556841440000.0,520178860000.0,524567180000.0,472621800000.0,574149700000.0,562186160000.0,551278740000.0
2036.0,472246200000.0,543051350000.0,536616400000.0,534995600000.0,561953800000.0,498288600000.0,496108240000.0,545017760000.0,530725200000.0,479641370000.0,534430800000.0,535295000000.0,544723760000.0,502642150000.0,512223580000.0,453316670000.0,562632200000.0,550761860000.0,534943240000.0
2037.0,453994280000.0,538326760000.0,527593960000.0,516904000000.0,557874940000.0,484081500000.0,479357730000.0,528153870000.0,519872840000.0,460018020000.0,514561280000.0,523889640000.0,534821000000.0,489228900000.0,504884920000.0,441976600000.0,554202900000.0,537684870000.0,519396260000.0
2038.0,440056380000.0,523058250000.0,518759740000.0,507937160000.0,545344650000.0,470972400000.0,464326820000.0,513650820000.0,509781570000.0,434860720000.0,505198770000.0,512441680000.0,528132670000.0,475940000000.0,481717700000.0,430791660000.0,546923770000.0,524604050000.0,501726120000.0
2039.0,432425760000.0,513491170000.0,511815250000.0,503562930000.0,533057730000.0,459216420000.0,450567900000.0,492492620000.0,494976500000.0,414296240000.0,492910200000.0,500970500000.0,511111360000.0,459682000000.0,461543570000.0,413709530000.0,534805350000.0,507539950000.0,483524870000.0
2040.0,419653000000.0,499203100000.0,504724420000.0,492298080000.0,529493000000.0,450803100000.0,437708980000.0,465274730000.0,483033680000.0,390206000000.0,490310930000.0,489426350000.0,498407340000.0,440867850000.0,454604650000.0,397050220000.0,518196920000.0,498095850000.0,471555600000.0
2041.0,409747550000.0,486918550000.0,489690800000.0,489044800000.0,522463840000.0,442558550000.0,425168540000.0,443506900000.0,461516870000.0,380740630000.0,488730430000.0,483890040000.0,493642740000.0,425376300000.0,448423600000.0,376176740000.0,509260530000.0,493875700000.0,459937640000.0
2042.0,394587600000.0,472150770000.0,473448380000.0,480779800000.0,512417530000.0,433419120000.0,411435070000.0,423410530000.0,437987600000.0,367242740000.0,479909600000.0,467549100000.0,481479100000.0,407263540000.0,435230930000.0,362200860000.0,500305850000.0,484610740000.0,443505540000.0
2043.0,378280300000.0,458997530000.0,458195300000.0,469036430000.0,504171300000.0,420292900000.0,399486120000.0,404509950000.0,428411700000.0,350461430000.0,475544100000.0,452800600000.0,470973320000.0,392461250000.0,407719500000.0,348398130000.0,490400200000.0,472316280000.0,425626300000.0
2044.0,364057950000.0,453354980000.0,446165650000.0,454912200000.0,489955500000.0,407716430000.0,382695400000.0,384529300000.0,414946500000.0,331694080000.0,465941900000.0,440878200000.0,460003050000.0,380321660000.0,387518300000.0,330601200000.0,481744780000.0,458349300000.0,410036140000.0
2045.0,349878940000.0,439136620000.0,431570780000.0,443191000000.0,477336040000.0,393826470000.0,369038400000.0,370684430000.0,406435920000.0,312803980000.0,447117950000.0,427068060000.0,451554870000.0,362439670000.0,367079900000.0,316389100000.0,475258900000.0,448866060000.0,404464960000.0
2046.0,338245260000.0,425759770000.0,418180040000.0,430151830000.0,466141200000.0,380151820000.0,358055250000.0,355484630000.0,394223680000.0,302975750000.0,435373280000.0,416144520000.0,438094660000.0,351033900000.0,351640220000.0,303631760000.0,464823220000.0,439907320000.0,395883200000.0
2047.0,329275000000.0,410450360000.0,403372100000.0,417885160000.0,454348180000.0,361962900000.0,342179770000.0,332584850000.0,381018240000.0,288404870000.0,421794580000.0,403293600000.0,423667170000.0,340543000000.0,332365530000.0,289157150000.0,453782670000.0,433018300000.0,387713730000.0
2048.0,313253130000.0,399413580000.0,388221930000.0,407304500000.0,443029320000.0,346636100000.0,331149400000.0,312713180000.0,363581600000.0,274560500000.0,402274450000.0,391102400000.0,413947630000.0,326812370000.0,311895430000.0,272471340000.0,443396060000.0,421675760000.0,374062000000.0
2049.0,300398640000.0,385135300000.0,374880700000.0,398299370000.0,436900800000.0,336971300000.0,318894960000.0,295782400000.0,347087340000.0,259416340000.0,383273040000.0,377568070000.0,404479000000.0,316365930000.0,291510400000.0,260683640000.0,435036400000.0,419204600000.0,361685840000.0
2050.0,292043060000.0,370765430000.0,360001500000.0,385843530000.0,437945760000.0,326995840000.0,305845800000.0,276343700000.0,333691000000.0,250073190000.0,367858600000.0,366824460000.0,394274470000.0,306384760000.0,274719800000.0,254987930000.0,422629930000.0,412449440000.0,349833300000.0
2051.0,278743400000.0,354709500000.0,345246200000.0,372684800000.0,422590300000.0,316690240000.0,297639150000.0,258849110000.0,323880880000.0,235224450000.0,360172300000.0,350832100000.0,373953860000.0,297102900000.0,257280500000.0,247236790000.0,414760200000.0,400356800000.0,340006270000.0
2052.0,270043640000.0,337925440000.0,332507770000.0,363361270000.0,413137340000.0,306049780000.0,282713230000.0,248796050000.0,312623270000.0,228307220000.0,346851200000.0,339435400000.0,365368000000.0,285946640000.0,241288400000.0,236765270000.0,406637770000.0,387788900000.0,338855170000.0
2053.0,258771190000.0,322915200000.0,314789700000.0,352648900000.0,402154650000.0,293022960000.0,274701430000.0,240596570000.0,304033170000.0,217739500000.0,332343840000.0,333264750000.0,351944400000.0,276951140000.0,225236200000.0,225740820000.0,397241300000.0,376212550000.0,330120660000.0
2054.0,247870670000.0,310020300000.0,301568700000.0,339265130000.0,394196840000.0,285242600000.0,265085530000.0,232437740000.0,293669600000.0,207109490000.0,333677000000.0,318012880000.0,340271000000.0,266233020000.0,215661430000.0,217602830000.0,388311580000.0,365334560000.0,322650900000.0
2055.0,238427930000.0,301493130000.0,292385880000.0,323525250000.0,384126750000.0,278776000000.0,258800220000.0,219611250000.0,287894800000.0,195462070000.0,327081330000.0,306979440000.0,329042720000.0,253675850000.0,201465720000.0,208083220000.0,380663800000.0,351760350000.0,311551700000.0
2056.0,231028670000.0,289362200000.0,280500930000.0,313911250000.0,374933620000.0,260313560000.0,248884070000.0,210335470000.0,285987000000.0,189651940000.0,316274380000.0,299231940000.0,318691380000.0,243566220000.0,193661170000.0,196569120000.0,365906720000.0,346230550000.0,304590030000.0
2057.0,219999860000.0,277018280000.0,270725460000.0,305739200000.0,365471860000.0,248158750000.0,240239480000.0,201769040000.0,277911900000.0,177855180000.0,306434970000.0,286765350000.0,306105420000.0,236356100000.0,187812900000.0,188701770000.0,357471260000.0,340676250000.0,292983200000.0
2058.0,212465040000.0,265992720000.0,259550360000.0,296672660000.0,352598300000.0,240339900000.0,227687960000.0,193170200000.0,273728270000.0,169852450000.0,302888420000.0,276744080000.0,293835240000.0,226628570000.0,177870300000.0,178973400000.0,349897460000.0,328448250000.0,282165050000.0
2059.0,201187000000.0,252648900000.0,254455350000.0,284205480000.0,351670670000.0,228836520000.0,218255930000.0,185263280000.0,260327960000.0,160642860000.0,287937000000.0,268321160000.0,284193460000.0,221889690000.0,178031250000.0,177679190000.0,347009200000.0,319543700000.0,270185380000.0
2060.0,197408340000.0,239490240000.0,241068560000.0,272008990000.0,345492100000.0,214628840000.0,208751030000.0,172911500000.0,256826820000.0,150744220000.0,273941940000.0,256555200000.0,277239500000.0,213276000000.0,169770430000.0,177259870000.0,334041680000.0,309169100000.0,263015610000.0
2061.0,190146220000.0,228604620000.0,235015110000.0,265296860000.0,343140560000.0,201253830000.0,201825100000.0,168345600000.0,243402240000.0,143970980000.0,263865660000.0,242381500000.0,263205780000.0,203690510000.0,165818470000.0,173828310000.0,324660230000.0,299913500000.0,252864500000.0
2062.0,183196630000.0,224679460000.0,228908070000.0,250764590000.0,331460440000.0,192251820000.0,196278040000.0,162097840000.0,235462520000.0,138695340000.0,262294950000.0,228335340000.0,253874980000.0,196313300000.0,160281870000.0,169837840000.0,321282000000.0,296224060000.0,240684300000.0
2063.0,179331710000.0,215482350000.0,222661690000.0,243520210000.0,320106140000.0,188925170000.0,190420040000.0,156362900000.0,228566660000.0,133283774000.0,255484820000.0,222262260000.0,246562210000.0,187066730000.0,151336470000.0,165357060000.0,315215050000.0,283696330000.0,226806710000.0
2064.0,172684020000.0,207815690000.0,212017050000.0,235455050000.0,309141570000.0,184926360000.0,182969450000.0,149207840000.0,220774140000.0,127461570000.0,251162480000.0,216054940000.0,238341500000.0,178102580000.0,145326570000.0,163207970000.0,310419260000.0,276045900000.0,211800900000.0
2065.0,165843710000.0,200577520000.0,189770060000.0,223526800000.0,299797050000.0,180823870000.0,174680240000.0,144261480000.0,213304950000.0,121065540000.0,239031040000.0,207400700000.0,234909700000.0,173236030000.0,134501240000.0,156148500000.0,302010000000.0,267851000000.0,201343680000.0
2066.0,162803960000.0,194034700000.0,166788300000.0,214939520000.0,294599560000.0,173132840000.0,167666800000.0,138249780000.0,209452810000.0,117048030000.0,234581340000.0,196585700000.0,230043620000.0,166661490000.0,125394076000.0,151532880000.0,293958680000.0,262720550000.0,191173840000.0
2067.0,152292050000.0,190407880000.0,142896710000.0,206509460000.0,286344480000.0,166060440000.0,160956550000.0,132978190000.0,200630480000.0,110200630000.0,224034910000.0,190221480000.0,223960170000.0,158387860000.0,122071654000.0,145997890000.0,286045930000.0,255861280000.0,182193290000.0
2068.0,147849270000.0,181027750000.0,127195250000.0,196107940000.0,278389950000.0,155650880000.0,154487050000.0,129030160000.0,189604710000.0,104986395000.0,226192360000.0,186019840000.0,215774400000.0,152298160000.0,113617215000.0,143643430000.0,278675400000.0,250012060000.0,176293230000.0
2069.0,142300170000.0,175622860000.0,112317686000.0,188304560000.0,272802450000.0,154319960000.0,148592380000.0,129071730000.0,183272080000.0,100377530000.0,219024870000.0,177573280000.0,213718730000.0,146830200000.0,108164940000.0,138049810000.0,269610500000.0,242020730000.0,165923950000.0
2070.0,138738380000.0,169669350000.0,106348760000.0,179760380000.0,262352810000.0,147285050000.0,141408570000.0,122307084000.0,175966110000.0,97014400000.0,211696200000.0,170541890000.0,206915200000.0,142080500000.0,102009790000.0,130480000000.0,256518670000.0,235770020000.0,157973560000.0
2071.0,132965970000.0,164200990000.0,101308465000.0,171911580000.0,253886530000.0,138407150000.0,136112010000.0,116713650000.0,169571020000.0,94977220000.0,201917240000.0,164983550000.0,200522830000.0,135789320000.0,94445330000.0,128521750000.0,248380830000.0,226043280000.0,156369080000.0
2072.0,126562705000.0,157018440000.0,94129170000.0,165256700000.0,240645570000.0,129149790000.0,130510670000.0,110015185000.0,164631950000.0,93002800000.0,193527190000.0,159245340000.0,192601080000.0,130808090000.0,88882135000.0,122068320000.0,241581560000.0,215992200000.0,150929970000.0
2073.0,122334580000.0,150507200000.0,85265330000.0,156065610000.0,229158240000.0,122070010000.0,127847240000.0,106877624000.0,158162270000.0,89570410000.0,187417560000.0,151802230000.0,190007970000.0,127492194000.0,85196190000.0,118634930000.0,233573960000.0,212399240000.0,141955320000.0
2074.0,116299325000.0,143867600000.0,80459340000.0,149444380000.0,227451220000.0,116911120000.0,122741285000.0,103436200000.0,154629060000.0,86056610000.0,177351620000.0,150030220000.0,182883240000.0,122755990000.0,81197030000.0,112212510000.0,222971950000.0,207956590000.0,134227060000.0
2075.0,112989274000.0,134342970000.0,72880520000.0,140935530000.0,226097140000.0,114104550000.0,117380280000.0,98090220000.0,149799300000.0,82098600000.0,170524020000.0,144294050000.0,175798760000.0,118559770000.0,77212000000.0,107892376000.0,216179870000.0,203343530000.0,127655900000.0
2076.0,107800445000.0,128679200000.0,71423295000.0,134910410000.0,224592300000.0,110730360000.0,110559380000.0,92860770000.0,145299650000.0,78491116000.0,162832020000.0,136189840000.0,168564770000.0,112581304000.0,79031820000.0,106334570000.0,208891900000.0,200961980000.0,125789946000.0
2077.0,101721610000.0,124276860000.0,63055710000.0,130967120000.0,218357070000.0,105096690000.0,105012980000.0,87566615000.0,141182520000.0,74706360000.0,157360850000.0,128634960000.0,161369880000.0,109020140000.0,77566970000.0,101946020000.0,203923820000.0,197664620000.0,124085730000.0
2078.0,100048230000.0,118660360000.0,57168350000.0,126819960000.0,210833700000.0,99420750000.0,102330010000.0,84479240000.0,135932100000.0,72055040000.0,149823440000.0,125904945000.0,156167000000.0,106660540000.0,70785430000.0,98964200000.0,201181350000.0,193677690000.0,117912090000.0
2079.0,96768670000.0,113611660000.0,52202574000.0,122931495000.0,203543970000.0,93766630000.0,96654970000.0,81292290000.0,131477930000.0,69770625000.0,142125780000.0,123627590000.0,151494000000.0,102644200000.0,68885110000.0,95067190000.0,196895280000.0,188930900000.0,115670090000.0
2080.0,93949160000.0,107004396000.0,47981355000.0,118483440000.0,198885300000.0,91251120000.0,92076430000.0,80687640000.0,124903900000.0,65924840000.0,131248080000.0,120772560000.0,149425830000.0,98659210000.0,66724000000.0,90341110000.0,186187350000.0,184621350000.0,109179700000.0
2081.0,89813156000.0,101415570000.0,44417937000.0,114815530000.0,201169100000.0,88794620000.0,88664670000.0,77682630000.0,118940680000.0,62299582000.0,130031804000.0,114410680000.0,143701000000.0,97184370000.0,60390916000.0,86612330000.0,181080500000.0,180763380000.0,103745980000.0
2082.0,88591930000.0,95928470000.0,39110130000.0,114499440000.0,190264520000.0,85569730000.0,84221710000.0,76222820000.0,116341330000.0,61543092000.0,122160690000.0,109231060000.0,140024530000.0,93345280000.0,58802580000.0,84744930000.0,178188200000.0,178046090000.0,100998636000.0
2083.0,85164065000.0,89685260000.0,37906764000.0,112630860000.0,189349860000.0,80434230000.0,82735510000.0,74581020000.0,112487650000.0,59226740000.0,111157125000.0,105929410000.0,138037350000.0,89618210000.0,54654670000.0,79932860000.0,173896900000.0,174255310000.0,96630130000.0
2084.0,81392510000.0,84719436000.0,35258294000.0,109247775000.0,181509360000.0,78277400000.0,82578070000.0,72050190000.0,108554230000.0,56161760000.0,105986330000.0,103478080000.0,131450150000.0,86917560000.0,49102696000.0,77238770000.0,170322330000.0,172140410000.0,93718820000.0
2085.0,78770780000.0,81539830000.0,32435988000.0,105980990000.0,174246150000.0,75310000000.0,78406290000.0,69690655000.0,104184324000.0,53546336000.0,99041710000.0,99309660000.0,127221740000.0,84199875000.0,46765390000.0,74254870000.0,167217180000.0,169662760000.0,90419750000.0
2086.0,76017880000.0,78393180000.0,32602280000.0,103273550000.0,166655410000.0,72676925000.0,75081120000.0,65114087000.0,98900090000.0,50745025000.0,94577080000.0,94588830000.0,124541500000.0,80846470000.0,46389592000.0,72727170000.0,164329600000.0,163450910000.0,87382030000.0
2087.0,75159400000.0,74909295000.0,30451534000.0,100683550000.0,159042780000.0,69780080000.0,71406560000.0,61842522000.0,93199720000.0,47950630000.0,90209920000.0,90828276000.0,120848330000.0,75910080000.0,44461752000.0,72229720000.0,161248950000.0,161768130000.0,84914820000.0
2088.0,72119500000.0,71757140000.0,27842695000.0,98148260000.0,150249280000.0,65586078000.0,68466220000.0,59387520000.0,88661180000.0,46679392000.0,84812775000.0,86114296000.0,114720100000.0,72447255000.0,42263007000.0,68859560000.0,159590810000.0,157747580000.0,82182690000.0
2089.0,68404933000.0,68989710000.0,25963944000.0,96931770000.0,148049990000.0,62579843000.0,64016306000.0,58737705000.0,85680200000.0,44787597000.0,78586000000.0,82861780000.0,110144830000.0,69903794000.0,39797182000.0,67206025000.0,156124180000.0,152374130000.0,79264110000.0
2090.0,66327120000.0,66257450000.0,25350345000.0,95018470000.0,151402630000.0,62218842000.0,60594303000.0,56307343000.0,82039770000.0,42710770000.0,74219070000.0,83969680000.0,108359540000.0,67045000000.0,37650480000.0,65600176000.0,153480200000.0,148461030000.0,76695560000.0
2091.0,64136250000.0,63303827000.0,22558898000.0,90887110000.0,149887520000.0,60084482000.0,55817550000.0,54353093000.0,79965640000.0,41467015000.0,72190420000.0,83251200000.0,104213640000.0,64140956000.0,35780690000.0,64773150000.0,151912140000.0,144873360000.0,72570170000.0
2092.0,61780517000.0,61599506000.0,21687580000.0,87674320000.0,146574950000.0,57607487000.0,52613886000.0,52335088000.0,78037475000.0,40281250000.0,68065194000.0,82900296000.0,99826620000.0,61000690000.0,33895907000.0,63847125000.0,150666170000.0,142024820000.0,69990470000.0
2093.0,59941364000.0,58806480000.0,20870750000.0,86660770000.0,138174780000.0,54019838000.0,49837100000.0,49518797000.0,76440480000.0,38879950000.0,63531626000.0,82041560000.0,95790420000.0,60008825000.0,31840860000.0,61598350000.0,146788340000.0,141116490000.0,68778610000.0
2094.0,56996670000.0,57313112000.0,19815900000.0,84643815000.0,130924675000.0,52162765000.0,46507926000.0,47818780000.0,73785820000.0,36716560000.0,62343574000.0,78706730000.0,93974020000.0,58540454000.0,29585981000.0,60167670000.0,141747340000.0,137832740000.0,65966160000.0
2095.0,55239400000.0,55685950000.0,18410705000.0,83809370000.0,126262346000.0,48711623000.0,44484830000.0,46191160000.0,71779360000.0,35217330000.0,59082470000.0,76356820000.0,91640730000.0,55852786000.0,27404730000.0,58370765000.0,138203760000.0,135674680000.0,62794875000.0
2096.0,54374113000.0,53534695000.0,17070880000.0,80292400000.0,122345150000.0,47128820000.0,43025687000.0,44924930000.0,70772090000.0,33460892000.0,57839590000.0,75028640000.0,88321030000.0,52688000000.0,28203130000.0,58954846000.0,137271984000.0,132503240000.0,62864097000.0
2097.0,53396648000.0,52174213000.0,16121112000.0,76667806000.0,118285560000.0,44688544000.0,41054160000.0,42406715000.0,67363030000.0,32891877000.0,56419996000.0,72180190000.0,84795970000.0,50803606000.0,27580977000.0,55639380000.0,135855530000.0,131142615000.0,59817615000.0
