time,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG,NORESM2-MM
2024.0,697216140000.0,700531300000.0,673658400000.0,700345200000.0,676182300000.0,670060200000.0,679395850000.0,702319560000.0,687041940000.0,703157760000.0,692395200000.0,698631600000.0,685103640000.0
2025.0,685619200000.0,689708900000.0,668362740000.0,695545230000.0,663904500000.0,654170400000.0,666995260000.0,688167060000.0,658816800000.0,685606300000.0,678334560000.0,690661900000.0,670255150000.0
2026.0,681135500000.0,675569100000.0,664829000000.0,683080400000.0,660051300000.0,645619600000.0,655805500000.0,674195300000.0,641964400000.0,669701500000.0,662800560000.0,677878700000.0,654284750000.0
2027.0,671043350000.0,660289950000.0,643715240000.0,675054400000.0,642741300000.0,633142000000.0,642713700000.0,658244400000.0,631075100000.0,654731300000.0,649690350000.0,666229900000.0,640512700000.0
2028.0,661123900000.0,655066500000.0,622436500000.0,661987600000.0,635671740000.0,611174900000.0,632355160000.0,642377900000.0,610379370000.0,653906900000.0,640745100000.0,660606940000.0,627106200000.0
2029.0,655676600000.0,647115200000.0,613617700000.0,651648000000.0,619641500000.0,593350400000.0,619062030000.0,624111000000.0,600543000000.0,653893300000.0,632827150000.0,650210500000.0,620922100000.0
2030.0,640864900000.0,636824260000.0,600519000000.0,636527200000.0,610762600000.0,582929150000.0,604346450000.0,618451300000.0,597097700000.0,647842230000.0,624606640000.0,644659100000.0,610519900000.0
2031.0,637660600000.0,620629460000.0,597666560000.0,627617040000.0,597381600000.0,576067300000.0,588670400000.0,603759900000.0,580188900000.0,651214800000.0,609944600000.0,628301600000.0,597669200000.0
2032.0,631054140000.0,614855740000.0,579589400000.0,612563600000.0,592696440000.0,561479200000.0,574390670000.0,592323500000.0,571546600000.0,639073700000.0,604672200000.0,616424600000.0,581451000000.0
2033.0,620150900000.0,590558000000.0,573031100000.0,604600700000.0,576837300000.0,552910200000.0,559505100000.0,579924500000.0,558829300000.0,634428300000.0,594727700000.0,611762600000.0,568089640000.0
2034.0,614744200000.0,573518600000.0,552112700000.0,596411150000.0,559550560000.0,545111300000.0,545970800000.0,568631100000.0,546192460000.0,619992400000.0,587839300000.0,602605100000.0,555163840000.0
2035.0,604200900000.0,560040640000.0,546048080000.0,581164600000.0,547022600000.0,535122400000.0,532852050000.0,555429800000.0,547567860000.0,614595360000.0,574137430000.0,589902700000.0,541671950000.0
2036.0,600505650000.0,546966140000.0,534137000000.0,578886900000.0,541900540000.0,523721640000.0,521836950000.0,546210700000.0,537109300000.0,604359560000.0,562016300000.0,578842800000.0,542903140000.0
2037.0,583606700000.0,540852320000.0,512147850000.0,566975200000.0,529707140000.0,512537400000.0,507263000000.0,533330000000.0,528134080000.0,595738950000.0,543224900000.0,568685600000.0,534456960000.0
2038.0,566577460000.0,530850840000.0,495552860000.0,563945500000.0,517757000000.0,496158050000.0,495711320000.0,522537370000.0,522854200000.0,591993800000.0,533731050000.0,552780040000.0,513654800000.0
2039.0,550658240000.0,519503150000.0,480346440000.0,551878200000.0,504717740000.0,487110080000.0,481130020000.0,511145870000.0,507833060000.0,581796040000.0,524038570000.0,536289870000.0,494607170000.0
2040.0,549173760000.0,503126900000.0,469936240000.0,549426400000.0,496889460000.0,474552530000.0,467394720000.0,499981400000.0,501190000000.0,573732200000.0,515116300000.0,532485830000.0,488385120000.0
2041.0,535133030000.0,497781100000.0,457163200000.0,546456100000.0,476892800000.0,461199380000.0,451826450000.0,488502660000.0,489534060000.0,565472800000.0,506558020000.0,522619500000.0,472694200000.0
2042.0,530412140000.0,492003500000.0,435068300000.0,534525150000.0,462773000000.0,447172870000.0,440578870000.0,472573350000.0,475145270000.0,558091700000.0,504230400000.0,507836730000.0,464519730000.0
2043.0,528712040000.0,485707700000.0,417600700000.0,527711960000.0,456257440000.0,434993560000.0,426886040000.0,457450200000.0,461859720000.0,538918880000.0,496500240000.0,501900440000.0,450420700000.0
2044.0,519632900000.0,482352530000.0,397629900000.0,513547630000.0,450894730000.0,421038880000.0,410963770000.0,443541600000.0,441513600000.0,526222500000.0,487665660000.0,486832830000.0,438723400000.0
2045.0,504319640000.0,476518800000.0,392220800000.0,505514430000.0,448100340000.0,410922700000.0,398803530000.0,431714140000.0,427060170000.0,517169800000.0,473896520000.0,474313820000.0,426603020000.0
2046.0,494259860000.0,461776060000.0,385162770000.0,496638750000.0,444394830000.0,397394500000.0,386896560000.0,423499960000.0,412614800000.0,509528670000.0,461904940000.0,464567300000.0,414656660000.0
2047.0,482092970000.0,457126600000.0,380198600000.0,485299950000.0,434043000000.0,391211350000.0,378275100000.0,414822960000.0,398256240000.0,499346830000.0,447687900000.0,447229130000.0,403793500000.0
2048.0,471410600000.0,443859140000.0,359511500000.0,475420000000.0,427148280000.0,374939160000.0,369502360000.0,403478770000.0,387517680000.0,487314520000.0,444798600000.0,435678940000.0,393812180000.0
2049.0,462704740000.0,431367720000.0,354014920000.0,460758750000.0,416170200000.0,362717120000.0,359512900000.0,389984550000.0,381337200000.0,477781500000.0,435467320000.0,427368550000.0,384230620000.0
2050.0,453990060000.0,415258640000.0,351181050000.0,450916480000.0,403476480000.0,349492540000.0,346919400000.0,378021120000.0,371500320000.0,461878000000.0,421236930000.0,413661460000.0,373283550000.0
2051.0,441701430000.0,404156300000.0,340299020000.0,442334050000.0,394451100000.0,343407070000.0,338473500000.0,369003100000.0,357846680000.0,446683800000.0,413767500000.0,401434280000.0,362807560000.0
2052.0,431166230000.0,399145800000.0,327549650000.0,436088240000.0,387664480000.0,334448230000.0,327625670000.0,351911100000.0,351585860000.0,433734320000.0,402936000000.0,390384650000.0,356410430000.0
2053.0,419415950000.0,399910240000.0,312473750000.0,429465670000.0,382523100000.0,321011970000.0,315873600000.0,339176130000.0,338970200000.0,426430000000.0,393516200000.0,380470700000.0,342231150000.0
2054.0,407191650000.0,387411100000.0,308132120000.0,420338830000.0,375114830000.0,312575360000.0,306186200000.0,326433370000.0,330636400000.0,417131900000.0,380800900000.0,366997340000.0,331090360000.0
2055.0,392045760000.0,370331900000.0,298367450000.0,412466000000.0,365845970000.0,301638200000.0,298260270000.0,317299460000.0,324211180000.0,410083950000.0,373161500000.0,358530450000.0,322707100000.0
2056.0,380584330000.0,361881700000.0,287453300000.0,404402200000.0,359541400000.0,297460500000.0,290990030000.0,310291400000.0,316282630000.0,400989400000.0,362175600000.0,350372330000.0,315799100000.0
2057.0,367138400000.0,349839850000.0,275577900000.0,389192740000.0,351373950000.0,293094620000.0,276903300000.0,300598130000.0,308662730000.0,390878100000.0,349725800000.0,341529620000.0,307941150000.0
2058.0,351750400000.0,336041200000.0,270459620000.0,375249000000.0,345910000000.0,285598970000.0,265574780000.0,292028700000.0,299811080000.0,389915800000.0,340823740000.0,329122900000.0,301538150000.0
2059.0,338833540000.0,327468650000.0,256672220000.0,359535480000.0,342884880000.0,277541000000.0,257774400000.0,282663750000.0,288981120000.0,375023730000.0,325783030000.0,321755020000.0,291599160000.0
2060.0,326312400000.0,309905500000.0,257583760000.0,354449600000.0,335286760000.0,268417470000.0,251219460000.0,276164640000.0,278369530000.0,364175300000.0,315457270000.0,309684470000.0,286329200000.0
2061.0,312175070000.0,297852630000.0,247520540000.0,344142680000.0,324863400000.0,260188960000.0,242046710000.0,266370380000.0,268262050000.0,362350840000.0,298370170000.0,299861900000.0,274716520000.0
2062.0,306160570000.0,285287700000.0,240100570000.0,334657100000.0,318084780000.0,256089340000.0,236228690000.0,262447960000.0,260012130000.0,358905280000.0,288441860000.0,289695370000.0,267874620000.0
2063.0,292845300000.0,277952860000.0,232816800000.0,327816640000.0,315682500000.0,246521860000.0,228161540000.0,255232330000.0,251203270000.0,354232040000.0,279263150000.0,278994600000.0,266083660000.0
2064.0,281978000000.0,269975680000.0,225278000000.0,323883340000.0,305653220000.0,237485490000.0,220772480000.0,244884870000.0,238266420000.0,343399140000.0,268784810000.0,265107980000.0,260204970000.0
2065.0,273304940000.0,259087040000.0,217038930000.0,316063700000.0,299667500000.0,226916340000.0,214838920000.0,236436200000.0,227771470000.0,331945380000.0,260164530000.0,256514500000.0,254602310000.0
2066.0,270848460000.0,246401160000.0,209373940000.0,313075600000.0,297436700000.0,218766930000.0,211365410000.0,230011130000.0,217291920000.0,322884600000.0,249587830000.0,246248240000.0,245624050000.0
2067.0,263791170000.0,236460160000.0,204946260000.0,306801150000.0,290803400000.0,207783720000.0,206493990000.0,222318740000.0,210078990000.0,321903720000.0,242810360000.0,236220740000.0,236566280000.0
2068.0,258549810000.0,229651580000.0,202144610000.0,300965130000.0,283255300000.0,200505900000.0,199784380000.0,212090270000.0,206799520000.0,314207760000.0,239851140000.0,228994430000.0,229605570000.0
2069.0,249467700000.0,217250460000.0,196590700000.0,299188700000.0,279759800000.0,193632200000.0,194539880000.0,203920920000.0,200179480000.0,309971880000.0,233923230000.0,220400910000.0,224669450000.0
2070.0,239627940000.0,209796370000.0,192050770000.0,297190500000.0,274401400000.0,191426270000.0,186927970000.0,198594790000.0,191941080000.0,305211870000.0,226830220000.0,211519910000.0,219617690000.0
2071.0,232361150000.0,200323680000.0,186446970000.0,291496620000.0,270347120000.0,182704800000.0,180839970000.0,190482500000.0,186238550000.0,295936360000.0,218553600000.0,209319580000.0,215563600000.0
2072.0,225649150000.0,197594120000.0,178774200000.0,278441030000.0,264860610000.0,178446760000.0,174524350000.0,184366890000.0,182108240000.0,285103850000.0,212141820000.0,203417450000.0,207322300000.0
2073.0,219102400000.0,193814710000.0,177164800000.0,273586110000.0,259007840000.0,174032670000.0,166164380000.0,177339880000.0,176188180000.0,277934540000.0,204228000000.0,196415980000.0,200677330000.0
2074.0,213341220000.0,187617030000.0,172846140000.0,268908990000.0,256251120000.0,167465290000.0,160397920000.0,171044810000.0,168456800000.0,275822670000.0,196151460000.0,189118780000.0,194066420000.0
2075.0,204771520000.0,180441870000.0,173289320000.0,260064440000.0,251460170000.0,161493320000.0,156282810000.0,166530880000.0,164246110000.0,271599450000.0,188201810000.0,183066790000.0,187436900000.0
2076.0,202137470000.0,173157810000.0,164865310000.0,254819960000.0,249240100000.0,157314040000.0,152920490000.0,162600670000.0,161003600000.0,267848740000.0,181145450000.0,176278700000.0,181092220000.0
2077.0,196017160000.0,166388610000.0,158652450000.0,250619630000.0,244247000000.0,155134970000.0,148638840000.0,156625900000.0,155825160000.0,261211850000.0,178425280000.0,168863170000.0,177228230000.0
2078.0,192471810000.0,157997960000.0,156135180000.0,245259320000.0,238631800000.0,152758440000.0,144250880000.0,151248950000.0,153400570000.0,254136370000.0,171463050000.0,163134140000.0,173210090000.0
2079.0,185941330000.0,151850190000.0,156279300000.0,239427930000.0,233955160000.0,150031160000.0,141067520000.0,144549130000.0,149577680000.0,253902780000.0,164586000000.0,159173050000.0,170977250000.0
2080.0,181237420000.0,147408100000.0,147966460000.0,232538140000.0,229378440000.0,144527110000.0,136881635000.0,139145310000.0,146164560000.0,246540080000.0,159183600000.0,156502050000.0,164733850000.0
2081.0,178116350000.0,144920890000.0,144494540000.0,227628120000.0,227860700000.0,140119700000.0,132757200000.0,133014760000.0,142620050000.0,242039200000.0,153431230000.0,150176650000.0,164850040000.0
2082.0,173224430000.0,143934720000.0,136204935000.0,222437060000.0,221892740000.0,136200120000.0,130225440000.0,129185276000.0,143102590000.0,233923740000.0,146236780000.0,146753570000.0,158385880000.0
2083.0,170582500000.0,140208420000.0,131775960000.0,216389520000.0,220602300000.0,130124186000.0,127848415000.0,124889680000.0,139398840000.0,234147050000.0,139671570000.0,143002000000.0,151416730000.0
2084.0,168579090000.0,139049070000.0,128230010000.0,210933970000.0,212966160000.0,125950880000.0,127745630000.0,119353650000.0,134561060000.0,226087260000.0,136402480000.0,137093260000.0,146208030000.0
2085.0,166516560000.0,133353610000.0,125208170000.0,209086780000.0,212607710000.0,125150420000.0,124544475000.0,116009860000.0,130591425000.0,220895870000.0,129702770000.0,132448110000.0,144525340000.0
2086.0,160595590000.0,126826136000.0,125468975000.0,205807300000.0,209001870000.0,122246324000.0,121500120000.0,112343120000.0,124433460000.0,214315060000.0,127936280000.0,126505150000.0,140238540000.0
2087.0,152033100000.0,118235370000.0,122213380000.0,204886790000.0,200552810000.0,120387440000.0,116955726000.0,106908180000.0,121077080000.0,208146600000.0,122416210000.0,120196190000.0,138196830000.0
2088.0,148598160000.0,115091890000.0,121063650000.0,202879320000.0,196736650000.0,117097920000.0,113975100000.0,103112520000.0,116677000000.0,200831570000.0,119643710000.0,116598874000.0,136561930000.0
2089.0,146834570000.0,112372050000.0,119740965000.0,199378600000.0,192939900000.0,112016830000.0,110691795000.0,97402070000.0,113040530000.0,194716860000.0,115542560000.0,109921255000.0,132222900000.0
2090.0,146990200000.0,111241090000.0,111449040000.0,197046350000.0,188109700000.0,107843944000.0,106351400000.0,91677340000.0,111637815000.0,196188360000.0,112162830000.0,105214755000.0,130985920000.0
2091.0,145832980000.0,107134440000.0,110003100000.0,196026680000.0,183963340000.0,106609930000.0,105307000000.0,90425610000.0,108524190000.0,187220280000.0,111682180000.0,101537340000.0,126917520000.0
2092.0,143409270000.0,102285630000.0,111892560000.0,192552750000.0,181880960000.0,104022790000.0,103656145000.0,89013070000.0,107121270000.0,180577750000.0,109622760000.0,95361670000.0,123759720000.0
2093.0,141383160000.0,100417946000.0,111052325000.0,188895720000.0,179073760000.0,101524890000.0,100399180000.0,86052995000.0,102378095000.0,173526140000.0,108508150000.0,91947280000.0,120068130000.0
2094.0,137879450000.0,96941480000.0,107483650000.0,183650660000.0,177318600000.0,97941996000.0,95971290000.0,82310200000.0,99956335000.0,168203450000.0,107879416000.0,88364940000.0,119622800000.0
2095.0,135317955000.0,93525440000.0,106575120000.0,181498400000.0,172595990000.0,98108190000.0,93355310000.0,80630686000.0,96640434000.0,165045010000.0,104874025000.0,84530545000.0,115162770000.0
2096.0,130819420000.0,90132810000.0,105727710000.0,177680150000.0,168429240000.0,96952754000.0,90008900000.0,77786240000.0,94915985000.0,161612230000.0,102434900000.0,80294800000.0,112188410000.0
2097.0,128539600000.0,87871040000.0,101915250000.0,174229050000.0,167143210000.0,95754960000.0,86342920000.0,76112100000.0,92080010000.0,161915100000.0,99488550000.0,77483680000.0,112188750000.0
2098.0,125963100000.0,84991360000.0,101692650000.0,168249480000.0,163940320000.0,93420770000.0,82226870000.0,73463560000.0,88915560000.0,155254500000.0,96681260000.0,74308970000.0,112028450000.0
2099.0,122580000000.0,83133340000.0,98558760000.0,165366500000.0,161424740000.0,89675410000.0,79465240000.0,70055430000.0,88108670000.0,151699370000.0,94830200000.0,71086510000.0,108614220000.0
2100.0,119446045000.0,79372110000.0,94990100000.0,162384500000.0,157770500000.0,90787560000.0,76899910000.0,68323795000.0,84700700000.0,148714140000.0,91334296000.0,68837960000.0,105751910000.0
