time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,888854540000.0,888854540000.0,888854540000.0,888854540000.0
2001.0,888371700000.0,888371700000.0,888371700000.0,888371700000.0
2002.0,885797700000.0,885797700000.0,885797700000.0,885797700000.0
2003.0,883616900000.0,883616900000.0,883616900000.0,883616900000.0
2004.0,879389400000.0,879389400000.0,879389400000.0,879389400000.0
2005.0,875579800000.0,875579800000.0,875579800000.0,875579800000.0
2006.0,865824740000.0,865824740000.0,865824740000.0,865824740000.0
2007.0,853473950000.0,853473950000.0,853473950000.0,853473950000.0
2008.0,843127850000.0,843127850000.0,843127850000.0,843127850000.0
2009.0,840894200000.0,840894200000.0,840894200000.0,840894200000.0
2010.0,822763300000.0,822763300000.0,822763300000.0,822763300000.0
2011.0,810281100000.0,810281100000.0,810281100000.0,810281100000.0
2012.0,804757900000.0,804757900000.0,804757900000.0,804757900000.0
2013.0,791737800000.0,791737800000.0,791737800000.0,791737800000.0
2014.0,787476000000.0,787476000000.0,787476000000.0,787476000000.0
2015.0,775780760000.0,775780760000.0,775780760000.0,775780760000.0
2016.0,770392400000.0,770392400000.0,770392400000.0,770392400000.0
2017.0,760659640000.0,760659640000.0,760659640000.0,760659640000.0
2018.0,752613650000.0,752613650000.0,752613650000.0,752613650000.0
2019.0,740856760000.0,740856760000.0,740856760000.0,740856760000.0
2020.0,733334340000.0,733334340000.0,733334340000.0,733334340000.0
2021.0,720994570000.0,719270300000.0,714933860000.0,718295700000.0
2022.0,752636130000.0,698387330000.0,698121650000.0,710221760000.0
2023.0,730686000000.0,675416440000.0,684323960000.0,701465360000.0
2024.0,703565460000.0,657866700000.0,666938600000.0,684240200000.0
2025.0,703773900000.0,637437740000.0,653225300000.0,668603600000.0
2026.0,684495140000.0,619757760000.0,631406460000.0,655327000000.0
2027.0,666519670000.0,606756400000.0,616544100000.0,641180760000.0
2028.0,648068660000.0,590098700000.0,598123800000.0,623639600000.0
2029.0,628194740000.0,571435800000.0,584704900000.0,605513450000.0
2030.0,622825960000.0,557959940000.0,562137200000.0,600316440000.0
2031.0,599851500000.0,545172900000.0,542506880000.0,586700400000.0
2032.0,581646100000.0,530884360000.0,527245340000.0,573545050000.0
2033.0,559715900000.0,514648400000.0,512262180000.0,562985760000.0
2034.0,545850720000.0,503999040000.0,492250860000.0,547710140000.0
2035.0,522747450000.0,502817980000.0,473556350000.0,543055020000.0
2036.0,510407870000.0,498322280000.0,454367000000.0,536790760000.0
2037.0,502990960000.0,484115050000.0,443158330000.0,527604320000.0
2038.0,480339720000.0,470974760000.0,431970420000.0,518438550000.0
2039.0,460524160000.0,459183500000.0,414924900000.0,511193680000.0
2040.0,454198820000.0,450687370000.0,398085800000.0,503740270000.0
2041.0,439342300000.0,430581450000.0,380296270000.0,490919260000.0
2042.0,422115480000.0,421215760000.0,368097800000.0,472369430000.0
2043.0,407469130000.0,404484980000.0,354830650000.0,451856270000.0
2044.0,393198930000.0,394590750000.0,340567720000.0,436387800000.0
2045.0,375983870000.0,382570170000.0,323739940000.0,424999320000.0
2046.0,359281720000.0,369914280000.0,306912700000.0,409186370000.0
2047.0,353075430000.0,362767600000.0,291814000000.0,397275660000.0
2048.0,351072980000.0,349095920000.0,272807970000.0,379980700000.0
2049.0,329559670000.0,339235770000.0,260607250000.0,371606550000.0
