time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2050.0,321987100000.0,327854950000.0,244728860000.0,360151840000.0
2051.0,315360670000.0,314010240000.0,234890700000.0,350256140000.0
2052.0,293218000000.0,304369200000.0,220233320000.0,344890150000.0
2053.0,281679400000.0,293550500000.0,207664220000.0,333177200000.0
2054.0,289462680000.0,280692420000.0,205865620000.0,324314040000.0
2055.0,295388480000.0,269526380000.0,198934230000.0,317290800000.0
2056.0,279139520000.0,260104720000.0,195983470000.0,309117900000.0
2057.0,268798940000.0,253070260000.0,190845980000.0,294594150000.0
2058.0,260079710000.0,242436100000.0,185475600000.0,283048570000.0
2059.0,249713030000.0,236586660000.0,177771000000.0,275018150000.0
2060.0,245286190000.0,226035520000.0,174349940000.0,260122430000.0
2061.0,236926810000.0,220294050000.0,172536430000.0,241782180000.0
2062.0,234608590000.0,214274400000.0,169779900000.0,225748600000.0
2063.0,227768290000.0,205690500000.0,168959020000.0,218804030000.0
2064.0,217173000000.0,205026260000.0,168286910000.0,217685150000.0
2065.0,218049450000.0,196437660000.0,167444100000.0,206280650000.0
2066.0,218248450000.0,191824380000.0,164595480000.0,189133980000.0
2067.0,207712300000.0,186731560000.0,165975690000.0,170935900000.0
2068.0,201646080000.0,184721240000.0,164547200000.0,158400800000.0
2069.0,197916280000.0,181188260000.0,166192040000.0,158927700000.0
2070.0,197514700000.0,178407930000.0,161848480000.0,145789160000.0
2071.0,188365520000.0,171796710000.0,161558130000.0,142136210000.0
2072.0,184014320000.0,168518450000.0,159587270000.0,137812970000.0
2073.0,178000530000.0,163442410000.0,160268530000.0,131751630000.0
2074.0,177162700000.0,161850260000.0,158722850000.0,129693720000.0
2075.0,168601390000.0,160405180000.0,160082530000.0,128069680000.0
2076.0,161101970000.0,157760800000.0,159519210000.0,128167950000.0
2077.0,154848840000.0,156397650000.0,161540310000.0,128740440000.0
2078.0,159218730000.0,156879290000.0,159349800000.0,123339120000.0
2079.0,157874850000.0,155686880000.0,159396860000.0,126169270000.0
2080.0,160013940000.0,153721880000.0,158876190000.0,131233280000.0
2081.0,162404550000.0,152665310000.0,160536500000.0,132328410000.0
2082.0,163133330000.0,152650760000.0,160507560000.0,134092415000.0
2083.0,167636160000.0,150367370000.0,159793360000.0,133890210000.0
2084.0,165287230000.0,148007030000.0,161934850000.0,135157700000.0
2085.0,164509470000.0,147860850000.0,164992970000.0,127842320000.0
2086.0,164142430000.0,147712880000.0,166646140000.0,127943780000.0
2087.0,167013710000.0,147862420000.0,169712700000.0,128259015000.0
2088.0,166957920000.0,149512420000.0,168439800000.0,127408650000.0
2089.0,163716560000.0,150891510000.0,169188000000.0,132142900000.0
2090.0,165884360000.0,152891830000.0,169280340000.0,133260430000.0
2091.0,166501470000.0,152066800000.0,171124920000.0,135515540000.0
2092.0,161340240000.0,150612130000.0,172342360000.0,138324180000.0
2093.0,165030720000.0,148040930000.0,173587760000.0,142459780000.0
2094.0,162697530000.0,150740530000.0,175491510000.0,143553000000.0
2095.0,159732020000.0,151356000000.0,174776680000.0,144825530000.0
2096.0,156920770000.0,153161880000.0,176051400000.0,148027330000.0
2097.0,156115530000.0,151086840000.0,179285660000.0,149895820000.0
2098.0,156711390000.0,150802740000.0,180679600000.0,142379750000.0
2099.0,157343020000.0,152872810000.0,183312700000.0,139143680000.0
2100.0,156404150000.0,152900160000.0,185687080000.0,134837625000.0
