time,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG
2050.0,396819270000.0,479420220000.0,449822330000.0,472622040000.0
2051.0,391268170000.0,477347000000.0,451125870000.0,466618100000.0
2052.0,385945000000.0,469251620000.0,443391180000.0,460364780000.0
2053.0,376391000000.0,464538140000.0,431446070000.0,451591000000.0
2054.0,372134480000.0,467451900000.0,420435200000.0,452120800000.0
2055.0,368202100000.0,467309170000.0,419203300000.0,449349160000.0
2056.0,367124480000.0,467972700000.0,407988240000.0,446253430000.0
2057.0,362470540000.0,463887600000.0,399819600000.0,438957800000.0
2058.0,356662970000.0,462987530000.0,393453440000.0,436129230000.0
2059.0,351407470000.0,454653200000.0,382937600000.0,435720520000.0
2060.0,346102630000.0,454892030000.0,379299040000.0,423588920000.0
2061.0,342908760000.0,458685550000.0,375793000000.0,419369680000.0
2062.0,339339050000.0,455062880000.0,372933660000.0,417400520000.0
2063.0,340018860000.0,456586100000.0,366530800000.0,417225050000.0
2064.0,336500800000.0,454206360000.0,361110700000.0,413491920000.0
2065.0,332380540000.0,454148230000.0,356448100000.0,403694680000.0
2066.0,333006700000.0,449971260000.0,354632960000.0,401133240000.0
2067.0,331960940000.0,449263860000.0,356246030000.0,397595970000.0
2068.0,328067250000.0,440533840000.0,353466250000.0,393936340000.0
2069.0,329215500000.0,443653230000.0,352995100000.0,391877750000.0
2070.0,331020960000.0,449171130000.0,352535400000.0,382949300000.0
2071.0,329563900000.0,455493680000.0,353973240000.0,381969200000.0
2072.0,331832260000.0,453941130000.0,348589160000.0,383654260000.0
2073.0,332663950000.0,449892650000.0,350135980000.0,377697340000.0
2074.0,326909530000.0,457102100000.0,347727920000.0,376292900000.0
2075.0,327559250000.0,456020200000.0,345470730000.0,374046160000.0
2076.0,320658800000.0,454451270000.0,341844820000.0,369264800000.0
2077.0,317419450000.0,460968000000.0,342748760000.0,367625540000.0
2078.0,313721700000.0,467566070000.0,338356040000.0,364883150000.0
2079.0,319166970000.0,462207840000.0,342907980000.0,363634230000.0
2080.0,317449400000.0,462764000000.0,340163360000.0,365002360000.0
2081.0,315883130000.0,463451900000.0,339967570000.0,362189500000.0
2082.0,311214080000.0,463908300000.0,338802570000.0,361219200000.0
2083.0,316088200000.0,461343360000.0,337083200000.0,357230440000.0
2084.0,316000040000.0,452652960000.0,335510700000.0,359650160000.0
2085.0,320406780000.0,457219700000.0,333855980000.0,356011100000.0
2086.0,321058080000.0,453629100000.0,338361220000.0,358487520000.0
2087.0,321908240000.0,452118800000.0,337321100000.0,358356940000.0
2088.0,323815200000.0,456203240000.0,343009900000.0,359582000000.0
2089.0,323239150000.0,465663030000.0,346556900000.0,359433080000.0
2090.0,321917900000.0,471655220000.0,343857730000.0,358431980000.0
2091.0,326016830000.0,471402770000.0,346448560000.0,357713900000.0
2092.0,326631950000.0,472848920000.0,350978670000.0,357887300000.0
2093.0,331353520000.0,466770620000.0,350767480000.0,357442980000.0
2094.0,331571330000.0,473519000000.0,349807280000.0,354472030000.0
2095.0,334285860000.0,484792170000.0,348536200000.0,350767000000.0
2096.0,330697600000.0,489866430000.0,351426100000.0,349178900000.0
2097.0,331682940000.0,489940300000.0,352024360000.0,351540150000.0
2098.0,331295060000.0,483452220000.0,351536940000.0,352898780000.0
2099.0,327342520000.0,491510070000.0,355287040000.0,355287100000.0
2100.0,329347140000.0,497470930000.0,358036960000.0,353666470000.0
