time,CANESM2,CESM1-CAM5,MPI-ESM-LR
2000.0,41065566000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40409735000.0,40320487000.0,40378090000.0
2022.0,40312110000.0,40238764000.0,40344990000.0
2023.0,40263330000.0,40181432000.0,40298400000.0
2024.0,40220610000.0,40119243000.0,40248050000.0
2025.0,40172233000.0,40040215000.0,40277398000.0
2026.0,40122696000.0,39948743000.0,40265785000.0
2027.0,40122634000.0,39890616000.0,40376734000.0
2028.0,40077420000.0,39846457000.0,40223736000.0
2029.0,40027270000.0,39763685000.0,40117817000.0
2030.0,39969407000.0,39674225000.0,40085210000.0
2031.0,39913456000.0,39622582000.0,40140386000.0
2032.0,39859114000.0,39552410000.0,40001820000.0
2033.0,39795163000.0,39410635000.0,39940470000.0
2034.0,39740187000.0,39338287000.0,39945814000.0
2035.0,39684026000.0,39217025000.0,39843213000.0
2036.0,39631960000.0,39089963000.0,39797535000.0
2037.0,39600955000.0,38994040000.0,39809560000.0
2038.0,39499674000.0,38874260000.0,39721927000.0
2039.0,39486460000.0,38752772000.0,39630150000.0
2040.0,39382737000.0,38624158000.0,39567080000.0
2041.0,39359000000.0,38576554000.0,39526110000.0
2042.0,39513686000.0,38437800000.0,39524233000.0
2043.0,39259984000.0,38259474000.0,39439030000.0
2044.0,39178880000.0,38115373000.0,39367942000.0
2045.0,39065563000.0,37953335000.0,39238950000.0
2046.0,38992900000.0,37816290000.0,39186490000.0
2047.0,38897500000.0,37623534000.0,39217766000.0
2048.0,38809645000.0,37440954000.0,39059386000.0
2049.0,38764196000.0,37325464000.0,39033010000.0
2050.0,38642086000.0,37121077000.0,38919320000.0
2051.0,38562226000.0,36895908000.0,38813057000.0
2052.0,38461940000.0,36696494000.0,38723650000.0
2053.0,38364602000.0,36481500000.0,38599442000.0
2054.0,38230320000.0,36212180000.0,38512706000.0
2055.0,38117495000.0,35989330000.0,38413360000.0
2056.0,38010655000.0,35666900000.0,38306996000.0
2057.0,37882114000.0,35367535000.0,38334760000.0
2058.0,37753537000.0,35043893000.0,38222380000.0
2059.0,37607050000.0,34735325000.0,38080650000.0
2060.0,37488296000.0,34467020000.0,37974830000.0
2061.0,37385896000.0,34159944000.0,37880054000.0
2062.0,37232490000.0,33856082000.0,37736743000.0
2063.0,37121560000.0,33534845000.0,37653510000.0
2064.0,37010047000.0,33148928000.0,37503877000.0
2065.0,36849586000.0,32735654000.0,37532090000.0
2066.0,36679553000.0,32405594000.0,37332402000.0
2067.0,36541950000.0,32097343000.0,37176017000.0
2068.0,36417614000.0,31804686000.0,37041627000.0
2069.0,36285264000.0,31498140000.0,37050520000.0
2070.0,36063543000.0,31245066000.0,36864823000.0
2071.0,35872050000.0,30982253000.0,36731965000.0
2072.0,35808944000.0,30591676000.0,36554994000.0
2073.0,35588444000.0,30333889000.0,36429435000.0
2074.0,35399238000.0,30056686000.0,36291140000.0
2075.0,35215184000.0,29864327000.0,36165325000.0
2076.0,35043910000.0,29552245000.0,36138360000.0
2077.0,34888327000.0,29300726000.0,35971797000.0
2078.0,34711640000.0,28995625000.0,35846510000.0
2079.0,34527404000.0,28842478000.0,35789910000.0
2080.0,34324644000.0,28485485000.0,35615777000.0
2081.0,34109596000.0,28170480000.0,35487120000.0
2082.0,33940978000.0,27876856000.0,35451933000.0
2083.0,33745652000.0,27677434000.0,35294155000.0
2084.0,33521037000.0,27376306000.0,35108782000.0
2085.0,33288415000.0,27171412000.0,35066860000.0
2086.0,33179785000.0,26930317000.0,34819390000.0
2087.0,32920005000.0,26698019000.0,34630705000.0
2088.0,32668717000.0,26391010000.0,34513400000.0
2089.0,32481288000.0,26025103000.0,34508546000.0
2090.0,32245561000.0,25605814000.0,34298587000.0
2091.0,32033910000.0,25298903000.0,34183040000.0
2092.0,31808221000.0,24991605000.0,34078872000.0
2093.0,31560634000.0,24620708000.0,33886964000.0
2094.0,31418692000.0,24347535000.0,33760887000.0
2095.0,31184249000.0,24144812000.0,33606937000.0
2096.0,31010492000.0,23792564000.0,33477665000.0
2097.0,30823338000.0,23470416000.0,33363649000.0
2098.0,30598912000.0,23163234000.0,33262350000.0
2099.0,30356212000.0,22850275000.0,33100618000.0
2100.0,30169870000.0,22557778000.0,32980316000.0
2101.0,29904144000.0,22325477000.0,32832666000.0
2102.0,29740190000.0,22059570000.0,33066134000.0
2103.0,29488757000.0,21792506000.0,32736365000.0
2104.0,29287436000.0,21337680000.0,32511439000.0
2105.0,29094412000.0,20918422000.0,32279116000.0
2106.0,28871504000.0,20655673000.0,32096770000.0
2107.0,28666216000.0,20363280000.0,31991860000.0
2108.0,28475554000.0,19997368000.0,31812480000.0
2109.0,28093426000.0,19746007000.0,31653984000.0
2110.0,27872958000.0,19468243000.0,31463418000.0
2111.0,27648731000.0,19182934000.0,31300264000.0
2112.0,27389323000.0,18908019000.0,31075346000.0
2113.0,27352738000.0,18661980000.0,31011346000.0
2114.0,26991077000.0,18414721000.0,30786839000.0
2115.0,26778237000.0,18122054000.0,30646096000.0
2116.0,26590240000.0,17964880000.0,30543872000.0
2117.0,26528403000.0,17583247000.0,30412485000.0
2118.0,26280624000.0,17263737000.0,30210560000.0
2119.0,26051903000.0,16963744000.0,30022957000.0
2120.0,25923875000.0,16794636000.0,29941256000.0
2121.0,25734443000.0,16554758000.0,29774960000.0
2122.0,25513757000.0,16515583000.0,29626954000.0
2123.0,25366254000.0,16086949000.0,29550864000.0
2124.0,25121313000.0,15932680000.0,29441616000.0
2125.0,24906201000.0,15671954000.0,29221860000.0
2126.0,24891488000.0,15554020000.0,29018160000.0
2127.0,24655909000.0,15548895000.0,28824437000.0
2128.0,24467980000.0,15217807000.0,29321476000.0
2129.0,24286929000.0,14976858000.0,28690375000.0
2130.0,24318036000.0,14800665000.0,28351418000.0
2131.0,24044659000.0,14631751000.0,28194441000.0
2132.0,23913440000.0,14453799000.0,28266467000.0
2133.0,23774329000.0,14236795000.0,27974314000.0
2134.0,23472697000.0,14055944000.0,27831962000.0
2135.0,23335210000.0,13896276000.0,27761785000.0
2136.0,23254378000.0,13790325000.0,27593003000.0
2137.0,23053631000.0,14052078000.0,27470572000.0
2138.0,22876310000.0,13434557000.0,27348519000.0
2139.0,22685088000.0,13200102000.0,27227840000.0
2140.0,22516970000.0,13008546000.0,27060613000.0
2141.0,22400700000.0,12823293000.0,26945276000.0
2142.0,22152094000.0,12667264000.0,26892850000.0
2143.0,21999570000.0,12465077000.0,26657802000.0
2144.0,21871776000.0,12217871000.0,26550198000.0
2145.0,21702110000.0,11962851000.0,26502296000.0
2146.0,21513656000.0,11808885000.0,26371240000.0
2147.0,21283625000.0,11682444000.0,26223628000.0
2148.0,21164830000.0,11480337000.0,26107974000.0
2149.0,20944183000.0,11349009000.0,26082585000.0
2150.0,20796879000.0,11202661000.0,25872957000.0
2151.0,20602145000.0,11082761000.0,25802322000.0
2152.0,20426185000.0,10906510000.0,25612415000.0
2153.0,20258413000.0,10766311000.0,25443023000.0
2154.0,20138540000.0,10690612000.0,25364402000.0
2155.0,19984150000.0,10548305000.0,25251727000.0
2156.0,19842880000.0,10522224000.0,25202930000.0
2157.0,19707245000.0,10460936000.0,25131820000.0
2158.0,19513393000.0,10154625000.0,24988254000.0
2159.0,19351314000.0,10086820000.0,24979261000.0
2160.0,19086162000.0,10083375000.0,24720572000.0
2161.0,18968398000.0,9835462000.0,24693604000.0
2162.0,19113947000.0,9658833000.0,24593533000.0
2163.0,18760230000.0,9560316000.0,24634868000.0
2164.0,18684131000.0,9344657000.0,24432620000.0
2165.0,18602790000.0,9216846000.0,24683583000.0
2166.0,18327685000.0,9042968000.0,24298641000.0
2167.0,18263690000.0,9029591000.0,24304732000.0
2168.0,18030846000.0,8776883000.0,24046210000.0
2169.0,17896659000.0,8619076000.0,24012913000.0
2170.0,17809290000.0,8474561000.0,23850942000.0
2171.0,17853823000.0,8322081300.0,23783137000.0
2172.0,17992321000.0,8197408000.0,23666225000.0
2173.0,17466106000.0,8116925000.0,23538878000.0
2174.0,17278013000.0,7968646700.0,23385320000.0
2175.0,17385730000.0,7872907000.0,23404390000.0
2176.0,17066791000.0,7794825000.0,23253811000.0
2177.0,16959589000.0,7633127400.0,23393026000.0
2178.0,16746342000.0,7753899000.0,23303096000.0
2179.0,16662853000.0,7510783500.0,23146551000.0
2180.0,16998874000.0,7352319500.0,23167650000.0
2181.0,16542742000.0,7285401000.0,22839867000.0
2182.0,16392068000.0,7181173000.0,22716100000.0
2183.0,16193010000.0,7182909000.0,23371469000.0
2184.0,16112157000.0,7033545000.0,23163785000.0
2185.0,16011100000.0,6899818500.0,22768732000.0
2186.0,15935639000.0,6817638000.0,22678084000.0
2187.0,15814381000.0,6643240400.0,22332312000.0
2188.0,15642606000.0,7091348000.0,22255320000.0
2189.0,16050996000.0,6572182500.0,22363023000.0
2190.0,15671564000.0,6391260700.0,22317859000.0
2191.0,15485733000.0,6367421000.0,22257158000.0
2192.0,15482016000.0,6273453600.0,22618659000.0
2193.0,15264100000.0,6145487000.0,22339721000.0
2194.0,15086147000.0,6021472000.0,21836622000.0
2195.0,14927536000.0,5915128300.0,22820426000.0
2196.0,14863235000.0,5883907600.0,21865275000.0
2197.0,14799354000.0,5776728000.0,21581849000.0
2198.0,14668474000.0,5711054300.0,21635416000.0
2199.0,14553663000.0,5651302000.0,22270466000.0
2200.0,14509555000.0,5572355000.0,21457633000.0
2201.0,14432117000.0,5466412000.0,21340533000.0
2202.0,14476629000.0,5360242700.0,21433348000.0
2203.0,14283311000.0,5265532400.0,21625166000.0
2204.0,14237185000.0,5149582300.0,21731043000.0
2205.0,14107060000.0,5113131500.0,21215113000.0
2206.0,13945799000.0,5054265000.0,21305934000.0
2207.0,13853914000.0,4969563000.0,20920750000.0
2208.0,13789125000.0,4868289500.0,20721887000.0
2209.0,13707455000.0,4885836300.0,21044855000.0
2210.0,13532921000.0,4730777600.0,20549575000.0
2211.0,13453134000.0,4643086000.0,20473016000.0
2212.0,13555847000.0,4604753000.0,20520528000.0
2213.0,13241533000.0,4507276300.0,20630884000.0
2214.0,13146837000.0,4442585600.0,20704043000.0
2215.0,13120123000.0,4367611400.0,20330672000.0
2216.0,13262068000.0,4286500000.0,21131682000.0
2217.0,12981199000.0,4267095300.0,20025358000.0
2218.0,12831957000.0,4175717400.0,20018438000.0
2219.0,12703432000.0,4105175300.0,20199360000.0
2220.0,12678794000.0,4070844700.0,19752229000.0
2221.0,12580905000.0,4010734300.0,20144388000.0
2222.0,12502179000.0,3946005200.0,19682353000.0
2223.0,12356401000.0,3898628600.0,19825314000.0
2224.0,12251241000.0,3842290000.0,20621812000.0
2225.0,12418114000.0,3749880000.0,19959865000.0
2226.0,12086292000.0,3736646400.0,19549650000.0
2227.0,11997698000.0,3688973000.0,19422990000.0
2228.0,11961933000.0,3588447500.0,19691290000.0
2229.0,11926733000.0,3565649400.0,19309818000.0
2230.0,12011219000.0,3507243800.0,19436175000.0
2231.0,11780080000.0,3437803800.0,19386972000.0
2232.0,11612544000.0,3431482000.0,19240743000.0
2233.0,11556735000.0,3385206300.0,19046238000.0
2234.0,11518249000.0,3332375800.0,19263445000.0
2235.0,11319167000.0,3469427500.0,18865381000.0
2236.0,11290362000.0,3302721800.0,18847570000.0
2237.0,11196127000.0,3238949400.0,19071425000.0
2238.0,11073578000.0,3167321000.0,18629958000.0
