time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40364982000.0,40329330000.0,40340853000.0,40416150000.0
2022.0,40314100000.0,40267366000.0,40324980000.0,40314552000.0
2023.0,40291600000.0,40195400000.0,40255690000.0,40268005000.0
2024.0,40323000000.0,40097220000.0,40203657000.0,40267880000.0
2025.0,40282595000.0,39992676000.0,40138600000.0,40210014000.0
2026.0,40204950000.0,39919202000.0,40111837000.0,40143987000.0
2027.0,40141170000.0,39822295000.0,40051480000.0,40078790000.0
2028.0,40248697000.0,39714357000.0,40034746000.0,40126300000.0
2029.0,40120037000.0,39594205000.0,39956947000.0,40016028000.0
2030.0,40061706000.0,39444070000.0,39932723000.0,39939240000.0
2031.0,39986733000.0,39295210000.0,39871570000.0,39890510000.0
2032.0,39961830000.0,39120710000.0,39825904000.0,39835220000.0
2033.0,39897850000.0,38909520000.0,39774503000.0,39758340000.0
2034.0,39844753000.0,38723633000.0,39743980000.0,39722510000.0
2035.0,39848403000.0,38562980000.0,39679410000.0,39658217000.0
2036.0,39744120000.0,38336450000.0,39612180000.0,39584660000.0
2037.0,39741075000.0,38109045000.0,39532134000.0,39511257000.0
2038.0,39648338000.0,37806236000.0,39455887000.0,39431500000.0
2039.0,39567176000.0,37525360000.0,39384670000.0,39382160000.0
2040.0,39536440000.0,37207770000.0,39289827000.0,39293030000.0
2041.0,39447376000.0,36872544000.0,39200063000.0,39227195000.0
2042.0,39375008000.0,36607324000.0,39089373000.0,39208145000.0
2043.0,39308590000.0,36221546000.0,39018320000.0,39067440000.0
2044.0,39258510000.0,35840815000.0,38929048000.0,39135740000.0
2045.0,39146672000.0,35448234000.0,38832830000.0,38954467000.0
2046.0,39077085000.0,35074798000.0,38680818000.0,38845747000.0
2047.0,38959907000.0,34645324000.0,38528770000.0,38779380000.0
2048.0,38846063000.0,34238966000.0,38398150000.0,38658208000.0
2049.0,38762213000.0,33879116000.0,38281140000.0,38630724000.0
2050.0,38676664000.0,33395830000.0,38149860000.0,38486196000.0
2051.0,38574772000.0,32970269000.0,37993705000.0,38390886000.0
2052.0,38468936000.0,32506393000.0,37871170000.0,38330050000.0
2053.0,38665580000.0,31915018000.0,37736645000.0,38184915000.0
2054.0,38432334000.0,31458148000.0,37587800000.0,38127616000.0
2055.0,38222197000.0,30957687000.0,37429330000.0,37989642000.0
2056.0,38134000000.0,30391409000.0,37267640000.0,37884932000.0
2057.0,37965455000.0,29812840000.0,37107870000.0,37735477000.0
2058.0,37871720000.0,29323470000.0,36912030000.0,37650014000.0
2059.0,37743596000.0,28848509000.0,36756280000.0,37732835000.0
2060.0,37615067000.0,28410986000.0,36562346000.0,37540377000.0
2061.0,37495353000.0,27873570000.0,36349280000.0,37400450000.0
2062.0,37363343000.0,27453964000.0,36153094000.0,37243118000.0
2063.0,37228540000.0,27045765000.0,35942380000.0,37110833000.0
2064.0,37085320000.0,26559193000.0,35668623000.0,36983857000.0
2065.0,37001052000.0,26049386000.0,35477987000.0,36843830000.0
2066.0,36855780000.0,25579598000.0,35187094000.0,36731660000.0
2067.0,36702650000.0,25076074000.0,34869535000.0,36546994000.0
2068.0,36545120000.0,24627608000.0,34627560000.0,36384490000.0
2069.0,36390750000.0,24235410000.0,34363360000.0,36262410000.0
2070.0,36274020000.0,23747860000.0,34100232000.0,36140245000.0
2071.0,36151030000.0,23342414000.0,33834502000.0,35963410000.0
2072.0,36001460000.0,22934217000.0,33506488000.0,35817940000.0
2073.0,35819827000.0,22490853000.0,33275353000.0,35678190000.0
2074.0,35669885000.0,22040705000.0,33000765000.0,35532250000.0
2075.0,35557904000.0,21589254000.0,32757916000.0,35336770000.0
2076.0,35350600000.0,21140433000.0,32415605000.0,35169747000.0
2077.0,35218610000.0,20716225000.0,32111084000.0,35021320000.0
2078.0,34992103000.0,20145440000.0,31855028000.0,34842325000.0
2079.0,34795995000.0,19679013000.0,31583326000.0,34678390000.0
2080.0,34592068000.0,19279060000.0,31387378000.0,34591986000.0
2081.0,34399396000.0,18791910000.0,31016151000.0,34382920000.0
2082.0,34300948000.0,18150785000.0,30721282000.0,34146260000.0
2083.0,34047457000.0,17555410000.0,30427610000.0,33956858000.0
2084.0,33821188000.0,16972777000.0,30145108000.0,33785258000.0
2085.0,33585080000.0,16434157000.0,29835012000.0,33590155000.0
2086.0,33332775000.0,16045902000.0,29538425000.0,33653619000.0
2087.0,33114489000.0,15605028000.0,29115679000.0,33323373000.0
2088.0,32911342000.0,15156220000.0,28762782000.0,33166305000.0
2089.0,32708614000.0,14797071000.0,28397484000.0,32960369000.0
2090.0,32536910000.0,14301723000.0,28043594000.0,32769886000.0
2091.0,32305215000.0,13961505000.0,27758815000.0,32757113000.0
2092.0,32221288000.0,13727326000.0,27438450000.0,32479035000.0
2093.0,31946787000.0,13420321000.0,27103582000.0,32343632000.0
2094.0,31729730000.0,13019336000.0,26787640000.0,32165888000.0
2095.0,31521610000.0,12822912000.0,26523222000.0,32009930000.0
2096.0,31288007000.0,12558812000.0,26285257000.0,31778390000.0
2097.0,31160498000.0,12293505000.0,26017042000.0,31646212000.0
2098.0,30923338000.0,12049499000.0,25730376000.0,31448631000.0
2099.0,30674438000.0,11711800000.0,25256774000.0,31254424000.0
2100.0,30474258000.0,11454232000.0,24895541000.0,31028621000.0
2101.0,30269264000.0,11245099000.0,24618301000.0,31053470000.0
2102.0,30025572000.0,10878834000.0,24238248000.0,30678338000.0
2103.0,29772050000.0,10586022000.0,23948337000.0,30403410000.0
2104.0,29586900000.0,10333414000.0,23632165000.0,30221957000.0
2105.0,29323788000.0,10033885000.0,23240483000.0,30039568000.0
2106.0,29055193000.0,9760831000.0,22852745000.0,29816132000.0
2107.0,28957810000.0,9520527000.0,22481180000.0,29595474000.0
2108.0,28642206000.0,9336308000.0,22216210000.0,29455229000.0
2109.0,28420680000.0,9123424000.0,21874487000.0,29277379000.0
2110.0,28212302000.0,8796478000.0,21604670000.0,29017768000.0
2111.0,27891665000.0,8595682000.0,21221650000.0,28843650000.0
2112.0,27650038000.0,8448739000.0,21034764000.0,28627915000.0
2113.0,27379671000.0,8211765000.0,20654785000.0,28447820000.0
2114.0,27114131000.0,7956971000.0,20443752000.0,28253307000.0
2115.0,26886795000.0,7673577000.0,20149811000.0,28131906000.0
2116.0,26683298000.0,7435083000.0,19777726000.0,27912675000.0
2117.0,26387376000.0,7208525300.0,19531598000.0,27743638000.0
2118.0,26145946000.0,7026631700.0,19386804000.0,27485694000.0
2119.0,26029224000.0,6885528600.0,18985430000.0,27233286000.0
2120.0,25884887000.0,6680426500.0,18731256000.0,26955497000.0
2121.0,25563994000.0,6537591000.0,18408040000.0,26764886000.0
2122.0,25451794000.0,6321747500.0,18104818000.0,26557262000.0
2123.0,25163680000.0,6071063000.0,17860684000.0,26324520000.0
2124.0,24847143000.0,5865157000.0,17414400000.0,26080221000.0
2125.0,24636926000.0,5744578600.0,17097974000.0,25880600000.0
2126.0,24362736000.0,5615785500.0,16735897000.0,25694366000.0
2127.0,24058012000.0,5430195700.0,16403363000.0,25536289000.0
2128.0,23903130000.0,5243989000.0,16057334000.0,25342420000.0
2129.0,23685032000.0,5074339300.0,15804432000.0,25061812000.0
2130.0,23470540000.0,4924995600.0,15497157000.0,24918546000.0
2131.0,23261841000.0,4761273300.0,15197518000.0,24713116000.0
2132.0,23087962000.0,4610777000.0,14827058000.0,24497250000.0
2133.0,22912770000.0,4447866000.0,14534935000.0,24555300000.0
2134.0,22692649000.0,4227512300.0,14199085000.0,24121910000.0
2135.0,22516420000.0,3963271400.0,13794537000.0,23919247000.0
2136.0,22382764000.0,3745015300.0,13443444000.0,23709317000.0
2137.0,22192046000.0,3571378700.0,13133478000.0,23507507000.0
2138.0,21902717000.0,3453461800.0,12849313000.0,23331406000.0
2139.0,21756670000.0,3324451800.0,12600777000.0,23158835000.0
2140.0,21626935000.0,3206262500.0,12327579000.0,23004789000.0
2141.0,21467120000.0,3109437000.0,12072707000.0,22830459000.0
2142.0,21355140000.0,2943876600.0,11815279000.0,22677953000.0
2143.0,21110583000.0,2810305800.0,11535529000.0,22523128000.0
2144.0,20862423000.0,2660575200.0,11300944000.0,22317370000.0
2145.0,20682710000.0,2503049000.0,11207581000.0,22074513000.0
2146.0,20535247000.0,2332442600.0,11143569000.0,21918878000.0
2147.0,20386780000.0,2152343800.0,10691406000.0,21751204000.0
2148.0,20131893000.0,2004566800.0,10519117000.0,21607862000.0
2149.0,19905935000.0,1903431800.0,10336814000.0,21487952000.0
2150.0,19614632000.0,1712625400.0,10063107000.0,21241965000.0
2151.0,19426288000.0,1646948100.0,9842312000.0,21022716000.0
2152.0,19173028000.0,1637062300.0,9675046000.0,20839598000.0
2153.0,18986043000.0,1591256400.0,9531213000.0,20590131000.0
2154.0,18825687000.0,1540945300.0,9234857000.0,20479338000.0
2155.0,18650817000.0,1479613000.0,9037415000.0,20277098000.0
2156.0,18328891000.0,1444508900.0,8834880000.0,20196923000.0
2157.0,18279707000.0,1391574000.0,8625765000.0,19942636000.0
