time,MRI-ESM2-0,CESM2-WACCM,CANESM5,IPSL-CM6A-LR
2032.0,13207619000000.0,13576384000000.0,12777041000000.0,13469815000000.0
2033.0,13135001000000.0,13558359000000.0,12669012000000.0,13439184000000.0
2034.0,13054146000000.0,13544609000000.0,12559882000000.0,13412790000000.0
2035.0,12996108000000.0,13533768000000.0,12435040000000.0,13377436000000.0
2036.0,12923807000000.0,13516240000000.0,12326722000000.0,13357320000000.0
2037.0,12839460000000.0,13488720000000.0,12197847000000.0,13333908000000.0
2038.0,12731083000000.0,13444826000000.0,12061924000000.0,13304349000000.0
2039.0,12654447000000.0,13423739000000.0,11907248000000.0,13268206000000.0
2040.0,12555074000000.0,13413983000000.0,11767250000000.0,13218960000000.0
2041.0,12436949000000.0,13385250000000.0,11641176000000.0,13177959000000.0
2042.0,12292951000000.0,13348753000000.0,11523447000000.0,13131444000000.0
2043.0,12176109000000.0,13348022000000.0,11377904000000.0,13100935000000.0
2044.0,12094637000000.0,13324710000000.0,11224952000000.0,13056954000000.0
2045.0,12003662000000.0,13304863000000.0,11101856000000.0,13012626000000.0
2046.0,11907096000000.0,13281738000000.0,10963563000000.0,12964544000000.0
2047.0,11829072000000.0,13274568000000.0,10829570000000.0,12913111000000.0
2048.0,11743776000000.0,13244620000000.0,10689227000000.0,12860302000000.0
2049.0,11630870000000.0,13209467000000.0,10563960000000.0,12821065000000.0
2050.0,11533567000000.0,13189209000000.0,10431449000000.0,12758652000000.0
2051.0,11410415000000.0,13141292000000.0,10295385000000.0,12688014000000.0
2052.0,11262685000000.0,13087330000000.0,10172010000000.0,12634567000000.0
2053.0,11137240000000.0,13027252000000.0,10046877000000.0,12580919000000.0
2054.0,11018667000000.0,12969400000000.0,9914375000000.0,12501674000000.0
2055.0,10930446000000.0,12925863000000.0,9765092000000.0,12407399000000.0
2056.0,10832276000000.0,12860580000000.0,9622251000000.0,12315373000000.0
2057.0,10744906000000.0,12818830000000.0,9491739000000.0,12242052000000.0
2058.0,10641030000000.0,12791002000000.0,9375001000000.0,12156890000000.0
2059.0,10561209000000.0,12741311000000.0,9247101000000.0,12049048000000.0
2060.0,10498369000000.0,12710730000000.0,9106927000000.0,11943835000000.0
2061.0,10415237000000.0,12662064000000.0,8974835000000.0,11846218000000.0
2062.0,10337868000000.0,12597322000000.0,8842351000000.0,11749226000000.0
2063.0,10247006000000.0,12547862000000.0,8699621000000.0,11657397000000.0
2064.0,10166508000000.0,12506174000000.0,8557541000000.0,11549452000000.0
2065.0,10095677000000.0,12465406000000.0,8437119300000.0,11455759000000.0
2066.0,9999664000000.0,12434585000000.0,8295506000000.0,11353167000000.0
2067.0,9920019000000.0,12362792000000.0,8161901700000.0,11234347000000.0
2068.0,9820693000000.0,12311541000000.0,8007350000000.0,11144163000000.0
2069.0,9740454000000.0,12279378000000.0,7870261000000.0,11047140000000.0
2070.0,9653772000000.0,12250901000000.0,7755091000000.0,10961052000000.0
2071.0,9539635000000.0,12188777000000.0,7646000700000.0,10902190000000.0
2072.0,9452477000000.0,12134585000000.0,7536058600000.0,10831421000000.0
2073.0,9360685000000.0,12098783000000.0,7433039600000.0,10751272000000.0
2074.0,9288326000000.0,12055102000000.0,7318171300000.0,10663540000000.0
2075.0,9206422000000.0,12002140000000.0,7200961500000.0,10588270000000.0
2076.0,9118133000000.0,11941716000000.0,7095556000000.0,10508182000000.0
2077.0,9051001000000.0,11892991000000.0,6994758000000.0,10403960000000.0
2078.0,8942778000000.0,11848445000000.0,6911073000000.0,10309753000000.0
2079.0,8853112000000.0,11794490000000.0,6805489000000.0,10223852000000.0
2080.0,8778284500000.0,11745357000000.0,6693616400000.0,10138115000000.0
2081.0,8720194000000.0,11728128000000.0,6599361400000.0,10050802000000.0
2082.0,8658609500000.0,11697475000000.0,6479190400000.0,9953578000000.0
2083.0,8599976000000.0,11643547000000.0,6373583600000.0,9855099000000.0
2084.0,8551608000000.0,11617672000000.0,6281156000000.0,9763402000000.0
2085.0,8483799300000.0,11546677000000.0,6194112500000.0,9695408000000.0
2086.0,8431691400000.0,11516708000000.0,6080199400000.0,9605850000000.0
2087.0,8372643400000.0,11458272000000.0,5988539000000.0,9518068000000.0
2088.0,8305562400000.0,11441172000000.0,5904295500000.0,9440123000000.0
2089.0,8254213000000.0,11403113000000.0,5822120000000.0,9357040000000.0
2090.0,8207714000000.0,11369600000000.0,5735391000000.0,9268229000000.0
2091.0,8174379700000.0,11332248000000.0,5654275700000.0,9179694000000.0
2092.0,8131242400000.0,11305020000000.0,5561372400000.0,9087192000000.0
2093.0,8084522500000.0,11283762000000.0,5474766000000.0,8990659000000.0
2094.0,8032405700000.0,11247311000000.0,5388781000000.0,8914661000000.0
2095.0,7984201600000.0,11225513000000.0,5318043000000.0,8842326000000.0
2096.0,7940960400000.0,11206311000000.0,5243753000000.0,8764437000000.0
2097.0,7894528400000.0,11181491000000.0,5154691000000.0,8686730000000.0
2098.0,7839503000000.0,11144980000000.0,5080830000000.0,8617621000000.0
2099.0,7800104700000.0,11114598000000.0,5006510500000.0,8534562400000.0
2100.0,7752313000000.0,11083385000000.0,4936715000000.0,8448130000000.0
