time,TAIESM1,IITM-ESM,UKESM1-0-LL,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2039.0,132447573848000.0,137621415708000.0,129493676516000.0,135949802619000.0,136007227746000.0,137281285510000.0,136741380123000.0,138886255473000.0,140843112089000.0
2040.0,131240710660000.0,136607582122000.0,128391893278000.0,134968205239000.0,135128111607000.0,136570509802000.0,136228458791000.0,138371419034000.0,140599871087000.0
2041.0,130098355259000.0,135899464906000.0,127357171814000.0,134088709157000.0,134481167702000.0,135919193777000.0,135488486157000.0,137928369484000.0,140041799295000.0
2042.0,129091624255000.0,135092694128000.0,125960034320000.0,133162634176000.0,133640158430000.0,135111082161000.0,134920696774000.0,137400846190000.0,139679111085000.0
2043.0,127899745158000.0,134399642490000.0,124728713785000.0,132170521087000.0,132708292950000.0,134400345766000.0,134389565078000.0,136877180897000.0,139150901673000.0
2044.0,126557896838000.0,133641839933000.0,123580218239000.0,131260918799000.0,132041920571000.0,133736190309000.0,133694727235000.0,136502148235000.0,138602931604000.0
2045.0,125284466955000.0,132821672964000.0,122447142186000.0,130403753502000.0,131322011734000.0,133018155827000.0,133013418983000.0,136134763793000.0,138076933923000.0
2046.0,123906441174000.0,131981006718000.0,121217695721000.0,129447257715000.0,130510776652000.0,132214439786000.0,132137588663000.0,135716595185000.0,137791427615000.0
2047.0,122589737237000.0,130913135125000.0,120053082760000.0,128426150316000.0,129852757823000.0,131317122845000.0,131273723144000.0,135254189299000.0,137417820780000.0
2048.0,121256859276000.0,129843172484000.0,118830512303000.0,127519389933000.0,128863921703000.0,130219276795000.0,130348119753000.0,134690548393000.0,136897852412000.0
2049.0,119987475288000.0,128979900620000.0,117454940277000.0,126507571885000.0,128020771439000.0,129468547318000.0,129522037944000.0,134173378984000.0,136359912880000.0
2050.0,118470733894000.0,128097803971000.0,116039943563000.0,125528314452000.0,127164953640000.0,128576507030000.0,128492527809000.0,133797313505000.0,135837801792000.0
2051.0,117260765748000.0,127315266002000.0,114653967059000.0,124461919898000.0,126146001054000.0,127631098538000.0,127577952322000.0,133314293794000.0,135427432252000.0
2052.0,115751828363000.0,126307821280000.0,113215295259000.0,123400361920000.0,125010602735000.0,126816452852000.0,126717266443000.0,132670593749000.0,134964207731000.0
2053.0,114424285177000.0,125456567087000.0,111857376617000.0,122467998983000.0,124028820472700.0,126124838981000.0,125762554324000.0,132311661539000.0,134444546586000.0
2054.0,113046145558000.0,124676199865000.0,110353109222000.0,121519649018000.0,123173285828000.0,125231121294000.0,124830190379000.0,131834545568000.0,133949243954000.0
2055.0,111708231169000.0,123799855287000.0,108926494807000.0,120608331493000.0,122244975845400.0,124474903050000.0,124052941842000.0,131241148153000.0,133578086089000.0
2056.0,110576545339000.0,122810946678000.0,107536909867500.0,119767012282000.0,121385856578400.0,123776789312000.0,123194646530000.0,130780907458000.0,133073652844000.0
2057.0,109027751495000.0,121834440203000.0,106336612508800.0,118911889184000.0,120272542667000.0,122983274781000.0,122202098521000.0,130321322476000.0,132473773053000.0
2058.0,107387124078000.0,120598804055000.0,104978236340000.0,117886723472000.0,119548679785300.0,121970292180000.0,121213167795000.0,129806866788000.0,131955111076000.0
2059.0,105994825502000.0,119764839001000.0,103458794681300.0,116958053675000.0,118740233033000.0,120950853621000.0,120313979820000.0,129162964505000.0,131458409617000.0
2060.0,104426269809000.0,118731091293000.0,101939106245400.0,116053205170000.0,117690176550600.0,120037930695000.0,119181370372000.0,128628260513000.0,130964909492000.0
2061.0,102797568039600.0,117788391657000.0,100527910542300.0,115079574418000.0,116593032689000.0,119288727656000.0,118424460734000.0,128133350301000.0,130496267562000.0
2062.0,101412761541600.0,117029053701000.0,99149408569200.0,114113469782000.0,115723594207000.0,118428018448000.0,117258723752000.0,127688134317000.0,129845816448000.0
2063.0,99983466999000.0,116066846484000.0,97716559405700.0,113053670865000.0,114854994306300.0,117633829879000.0,116254761561000.0,127099910399000.0,129360416049000.0
2064.0,98359807574500.0,115161871821000.0,96338855934600.0,112244304027000.0,113861736319000.0,116746436686000.0,115303579931000.0,126581984128000.0,128919000630000.0
2065.0,97025550255300.0,114038842108000.0,95159494131600.0,111223690146000.0,112882658360500.0,116117080677000.0,114470663244000.0,126034487418000.0,128438644926000.0
2066.0,95651555850000.0,112997648033000.0,93805934648900.0,110268947411000.0,112003955969800.0,115496490897000.0,113713897620000.0,125616883220000.0,127949332949000.0
2067.0,94012303839000.0,112183600065000.0,92770450103700.0,109408703293000.0,111081561031600.0,114802205742000.0,112995455529000.0,125207792447000.0,127493231224000.0
2068.0,92676187513000.0,111270617655000.0,91457656774100.0,108473824331000.0,110249614869500.0,114200976262000.0,111878692007000.0,124592884565000.0,127055760350000.0
2069.0,91273993605300.0,110415994617000.0,90226673207700.0,107498331534000.0,109355619557000.0,113565593655000.0,110909662295000.0,123919312337000.0,126624066906000.0
2070.0,89877331311300.0,109639115330000.0,88894061888000.0,106398406297400.0,108497533182800.0,112565639031000.0,109802104653000.0,123402474411000.0,126017956424000.0
2071.0,88381448010400.0,108660845663000.0,87528549063900.0,105502721344000.0,107397509871000.0,111723601367000.0,108970478740000.0,122854190346000.0,125471988968000.0
2072.0,86633203863500.0,107811813937000.0,86113738573500.0,104476578354700.0,106530457335900.0,110878423861000.0,108026468977000.0,122547314404000.0,124926210159000.0
2073.0,85023451228000.0,106848430923000.0,84860386866200.0,103497113401400.0,105387280841700.0,110206393164000.0,107072900557000.0,121983436846000.0,124499333973000.0
2074.0,83545174315700.0,106162588422000.0,83618317570400.0,102438862855000.0,104449973141900.0,109537442112000.0,106006086148000.0,121417159499000.0,123958658255000.0
2075.0,81951763209500.0,105376886530000.0,82429759870800.0,101462265782300.0,103536654317900.0,108838138869000.0,105088798226000.0,120914997787000.0,123468729922000.0
2076.0,80524150125900.0,104378228164000.0,81172784014300.0,100548032112000.0,102612167209600.0,108110869820000.0,104101751712000.0,120420878667000.0,123070937182000.0
2077.0,79164339291400.0,103317089461000.0,79912018744800.0,99504796617800.0,101750690131600.0,107149835961000.0,103104994551000.0,119862342124000.0,122599668202000.0
2078.0,77583793241000.0,102206094002000.0,78669076298700.0,98637892569000.0,100763887151100.0,106263543577000.0,102325228201000.0,119291564844000.0,122096708736000.0
2079.0,76203314981000.0,101352399211000.0,77468050590600.0,97524140447700.0,100011191953600.0,105488865456000.0,101498484918000.0,118707691468000.0,121712849564000.0
2080.0,74857230756400.0,100441683101000.0,76112404498500.0,96540028370400.0,99217773391900.0,104675154964000.0,100579285779400.0,118295686146000.0,121269535293000.0
2081.0,73484733045900.0,99496635648000.0,74793621948800.0,95477310136400.0,98402028629000.0,104011416359000.0,99438401166000.0,117721511382000.0,120585340880000.0
2082.0,72052087850500.0,98383670633000.0,73608708540100.0,94518744986100.0,97438536982300.0,103441381460000.0,98130981934000.0,117302463827000.0,120061175600000.0
2083.0,70651032550600.0,97441651831000.0,72322090545100.0,93580405921400.0,96716681946200.0,102608393419000.0,97260386307000.0,116696820872000.0,119541766590000.0
2084.0,69376484735000.0,96593762876000.0,71123833938400.0,92614733158300.0,95948530294100.0,101767732181000.0,96142784847000.0,116154194323000.0,119143722561000.0
2085.0,68167762885000.0,95457679176000.0,69794285887700.0,91576596885700.0,95017816281000.0,100767721176000.0,95080266381500.0,115621617256000.0,118823921073000.0
2086.0,66759094970200.0,94730892616000.0,68509672045500.0,90595610801100.0,94204028717000.0,100265633601000.0,94107858805000.0,115217222698000.0,118414226739000.0
2087.0,65589052419600.0,93982469206000.0,67465469009100.0,89758281835700.0,93448322062700.0,99417317459000.0,93298803118000.0,114731078870000.0,118024501099000.0
2088.0,64366043562500.0,93014744728000.0,66448693811100.0,88981431255300.0,92783294796900.0,98723293859000.0,92181941424400.0,114197481488000.0,117628681990000.0
2089.0,63291879270100.0,92108818967000.0,65284784267900.0,88002744617600.0,92074537549800.0,97774752797000.0,91142500401300.0,113697230109000.0,117090796127000.0
2090.0,62077351349300.0,91090372170000.0,63998858590500.0,87329848879300.0,91315407256200.0,97249291073000.0,90182390470700.0,113225188316000.0,116635214306000.0
2091.0,60854637184700.0,90369498866000.0,62887008230500.0,86581795387200.0,90630601037400.0,96288611127000.0,89225900281200.0,112725956347000.0,116180910489000.0
2092.0,59645592711800.0,89517865406000.0,61819696114700.0,85568290339000.0,89962595659300.0,95524214439000.0,88370898982000.0,112138505123000.0,115715984540000.0
2093.0,58553201974800.0,88663801500000.0,60769980721300.0,84720765878700.0,89317344886000.0,94962018024000.0,87261525652100.0,111743406045000.0,115387004720000.0
2094.0,57420753742000.0,87801785508000.0,59772949263700.0,84155070507800.0,88579119527000.0,94400035787000.0,86198007622900.0,111231193084000.0,114733628936000.0
2095.0,56333288360400.0,86975339699000.0,58718429399000.0,83431886053900.0,87677407197300.0,93575231880000.0,85463351948400.0,110745795188000.0,114009485714000.0
2096.0,55338018480400.0,86149203061000.0,57683017380500.0,82536283698500.0,86855938047400.0,93093703949000.0,84610615615000.0,110056743923000.0,113496798568000.0
2097.0,54173309287900.0,85457412319000.0,56732856468300.0,81582282562100.0,86106211863100.0,92331926591000.0,83736974177000.0,109500232815000.0,113171967263000.0
2098.0,53131492716700.0,84746019287000.0,55804910418900.0,80758569900900.0,85456976474900.0,91522517728000.0,82766071931400.0,109163539223000.0,112631188056000.0
2099.0,52021464849400.0,84086595369000.0,54845394154150.0,79858886529200.0,84745722297500.0,91022923301000.0,81839744700400.0,108720263896000.0,112273711155000.0
2100.0,51077236155700.0,83248194356000.0,53915838703160.0,78896117305300.0,84153410073000.0,90361191784000.0,80946698599000.0,108254962532000.0,111886558801000.0
