time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2040.0,135835053285000.0,135614782774000.0,129298394642000.0,135966745622000.0,128215717576000.0
2041.0,135022250124000.0,134659188460000.0,128164497979000.0,135192823242000.0,126757981628000.0
2042.0,134347358912000.0,133686923825000.0,126808675995000.0,134404630903000.0,125156065528000.0
2043.0,133426260257000.0,132672387170000.0,125535839735000.0,133524100978000.0,123647444892000.0
2044.0,132481096050000.0,131918825852000.0,124254537152000.0,132744232786000.0,121918952321000.0
2045.0,131584913806000.0,130922982024000.0,123167075153000.0,131749648335000.0,120407662100000.0
2046.0,130517168501000.0,130093283747000.0,121986809896000.0,130919570531000.0,118848534478000.0
2047.0,129644199093000.0,129089391052000.0,120856149397000.0,130141723068000.0,117192077085000.0
2048.0,128645105714000.0,128103706096000.0,119473029550000.0,129287688150000.0,115450722564000.0
2049.0,127713374511000.0,127187226839000.0,118268275583000.0,128314802591000.0,113919617552000.0
2050.0,126907945646000.0,126193885448000.0,117077466736000.0,127551441071000.0,112336011029000.0
2051.0,126067186178000.0,125227946786000.0,115952312317000.0,126499205635000.0,110748300973000.0
2052.0,125158124632000.0,124284274025000.0,114748862860000.0,125557536113000.0,109107189909500.0
2053.0,124248943285000.0,123129989979000.0,113589031144000.0,124754973585000.0,107517786269000.0
2054.0,123269465409000.0,122038272118000.0,112435660622600.0,123981336665000.0,105865570538000.0
2055.0,122212231494000.0,121125190112000.0,111174986943600.0,122935779323000.0,104189638488000.0
2056.0,121191213598000.0,120275612339000.0,110047853467300.0,122050125046000.0,102397017250700.0
2057.0,120346983119000.0,119372689623000.0,108753490596000.0,121240398453000.0,100671844670400.0
2058.0,119270262033000.0,118349111423000.0,107613402352500.0,120062259372000.0,99113187367900.0
2059.0,118294832494000.0,117429936645000.0,106477065615000.0,119043804290000.0,97818798747700.0
2060.0,117312035662000.0,116765631423000.0,105132707682100.0,117990504140000.0,96280771861900.0
2061.0,116154177454000.0,115807585976000.0,104024137225100.0,117145871391000.0,94686016167500.0
2062.0,115141803920000.0,114988118580000.0,102813689029800.0,116322190426000.0,92947938876200.0
2063.0,114023470004000.0,114382230248000.0,101619156106600.0,115308040948400.0,91458726583400.0
2064.0,113112972965000.0,113441230117000.0,100467941498400.0,114090778689000.0,90128413398200.0
2065.0,112178248482000.0,112659762029000.0,99379829405600.0,112882830824000.0,88614712766200.0
2066.0,111284721527000.0,111792409468000.0,98215274889300.0,111797952755000.0,87289915180400.0
2067.0,110249765261000.0,111156166879000.0,97220331187000.0,110791384090000.0,85862218536800.0
2068.0,109362746094700.0,110649590751000.0,96109005125500.0,109651541760000.0,84523286118200.0
2069.0,108297509924000.0,110131114702000.0,94956384057000.0,108770829628000.0,83237589568400.0
2070.0,107373078774700.0,109481012403000.0,94043101556500.0,107823410092500.0,81989232494000.0
2071.0,106555094694700.0,108742392060000.0,93216720266500.0,106651499394000.0,80800894082600.0
2072.0,105715397562000.0,107890128329000.0,92188902965500.0,105396868317400.0,79650762601900.0
2073.0,104880195620000.0,107123271414000.0,91203707365700.0,104168863229600.0,78304093089700.0
2074.0,104035501963100.0,106426953855000.0,90488605397000.0,103169286472500.0,76951453771200.0
2075.0,103195291040400.0,105667985473000.0,89534356201000.0,102174308350300.0,75781639186000.0
2076.0,102245179495500.0,104966740305000.0,88585130445600.0,101041674988000.0,74696295430500.0
2077.0,101515912269000.0,104159593983000.0,87601466468200.0,100120592771300.0,73502423552400.0
2078.0,100722595699500.0,103529828000000.0,86800711971400.0,99025667104000.0,72519185062800.0
2079.0,99995765584600.0,102772381117000.0,86082394711700.0,98041804772000.0,71463916333700.0
2080.0,99290164151600.0,101986932377000.0,85415276220000.0,96971612731000.0,70424672344800.0
2081.0,98729455341300.0,101218715840000.0,84578360231100.0,95828333449000.0,69319157338600.0
2082.0,97907568014000.0,100557649973000.0,83748520351400.0,94858731490500.0,68297824528600.0
2083.0,97036029802000.0,99853418132000.0,82930263912600.0,93970476296600.0,67375339410700.0
2084.0,96322086944400.0,99224486292000.0,82074511455000.0,92808767508700.0,66299244750400.0
2085.0,95608842244000.0,98572171257000.0,81410026525300.0,91811393684000.0,65369221448200.0
2086.0,94831565178700.0,98123918221000.0,80796340376700.0,90891811656000.0,64545004693200.0
2087.0,94025893443000.0,97804742961000.0,80171562888600.0,90033210584600.0,63734873277200.0
2088.0,93474026860300.0,97469551633000.0,79482939453700.0,89019063785500.0,62682321082100.0
2089.0,92889328033600.0,97135559667000.0,78805579545300.0,88308361142000.0,61787993230300.0
2090.0,92081087915300.0,96682533607000.0,78101691655000.0,87458270070500.0,60949014985700.0
2091.0,91444183813600.0,96313779625000.0,77498709823700.0,86557236626000.0,60086813686100.0
2092.0,90776103151000.0,95778880253000.0,77013601649300.0,85658755754000.0,59344194452100.0
2093.0,90059676158100.0,95413600253000.0,76473546011900.0,84622009880700.0,58544217532700.0
2094.0,89471982731300.0,94858229203000.0,75757230450000.0,83599037543000.0,57892521409000.0
2095.0,88866995449400.0,94468482924000.0,75154546122000.0,82796871478400.0,57142418944800.0
2096.0,88334168190000.0,94205829152000.0,74414896943800.0,81842789014700.0,56407877401600.0
2097.0,87825829038000.0,93968680708000.0,73872598447400.0,80889662874300.0,55812405043660.0
2098.0,87224129722000.0,93570791696000.0,73365396206500.0,80099491475700.0,55117813683100.0
2099.0,86711147380000.0,93244735230000.0,72835782888900.0,79165491371600.0,54398346011260.0
2100.0,86124182518900.0,92895430556000.0,72154190573600.0,78300060462700.0,53675019966800.0
