time,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0
2171.0,920689000000.0,828419740000.0,682534040000.0,980579700000.0,1377129500000.0,1691249100000.0
2172.0,921258750000.0,827280700000.0,682924300000.0,978956900000.0,1370936400000.0,1705762600000.0
2173.0,923634300000.0,830686300000.0,680714200000.0,977782440000.0,1367701000000.0,1730717300000.0
2174.0,931639460000.0,832857440000.0,687202100000.0,974600600000.0,1364120600000.0,1747831900000.0
2175.0,934051840000.0,841536100000.0,693055850000.0,975790150000.0,1370614900000.0,1758812000000.0
2176.0,932077440000.0,843326750000.0,695781900000.0,976046000000.0,1378544500000.0,1765487000000.0
2177.0,930767300000.0,840500100000.0,697024100000.0,976892900000.0,1377011100000.0,1777652200000.0
2178.0,928690100000.0,843206100000.0,698765340000.0,975821900000.0,1381162000000.0,1788257400000.0
2179.0,925704700000.0,849297340000.0,700160100000.0,976668200000.0,1383253700000.0,1805551700000.0
2180.0,928041140000.0,847135400000.0,700490200000.0,978854150000.0,1400694200000.0,1823139700000.0
2181.0,928759300000.0,853333100000.0,697394900000.0,975291900000.0,1398117100000.0,1833232500000.0
2182.0,926916100000.0,855564800000.0,703095600000.0,975851160000.0,1397565600000.0,1845858800000.0
2183.0,929028640000.0,856391400000.0,711897250000.0,979012160000.0,1397134900000.0,1861522400000.0
2184.0,926658850000.0,856743540000.0,711969100000.0,980271900000.0,1406817300000.0,1863880400000.0
2185.0,927331800000.0,866897300000.0,710019700000.0,987828300000.0,1407666100000.0,1870528200000.0
2186.0,931937800000.0,869470600000.0,706706300000.0,992701840000.0,1401986100000.0,1890042800000.0
2187.0,927585000000.0,873541600000.0,708752970000.0,995412740000.0,1399532300000.0,1899206700000.0
2188.0,925284000000.0,878326640000.0,712698300000.0,992682600000.0,1403428800000.0,1915157200000.0
2189.0,922954100000.0,881447670000.0,710355450000.0,991936800000.0,1403766800000.0,1917000500000.0
2190.0,923522960000.0,882832200000.0,714698900000.0,993277500000.0,1409504900000.0,1923963200000.0
2191.0,921178600000.0,895434560000.0,717976700000.0,990398900000.0,1414346600000.0,1936979100000.0
2192.0,917640200000.0,894820160000.0,716698550000.0,991074100000.0,1416463500000.0,1940255400000.0
2193.0,914266900000.0,899304850000.0,718329600000.0,989545230000.0,1415970800000.0,1946582800000.0
2194.0,912238500000.0,909739160000.0,715515900000.0,988853630000.0,1419509000000.0,1958508400000.0
2195.0,915640550000.0,912789730000.0,716617150000.0,988028530000.0,1426683100000.0,1970099300000.0
2196.0,915178100000.0,917524800000.0,717175200000.0,988885550000.0,1438044100000.0,1983595300000.0
2197.0,911149240000.0,919956100000.0,724477350000.0,988628000000.0,1436900700000.0,1993050000000.0
2198.0,917006200000.0,926365250000.0,725736360000.0,990264400000.0,1438331000000.0,2016961400000.0
2199.0,916183000000.0,921948800000.0,719520100000.0,984588550000.0,1446483200000.0,2020232000000.0
2200.0,914233900000.0,924506600000.0,713706440000.0,983520440000.0,1455079800000.0,2032120100000.0
2201.0,912406600000.0,929162100000.0,713836200000.0,986140700000.0,1447664300000.0,2041007000000.0
2202.0,913036150000.0,937009900000.0,712103300000.0,983316560000.0,1451882600000.0,2056141800000.0
2203.0,910914700000.0,942471640000.0,712053950000.0,984638400000.0,1455418500000.0,2078363900000.0
2204.0,912795440000.0,946578650000.0,712493760000.0,982968040000.0,1462573500000.0,2096221100000.0
2205.0,910199700000.0,945968800000.0,708979500000.0,982072900000.0,1464697600000.0,2109454000000.0
2206.0,908529800000.0,943047840000.0,711777650000.0,980846600000.0,1477163600000.0,2122682000000.0
2207.0,906295800000.0,954080560000.0,708615300000.0,981472300000.0,1485836900000.0,2138361000000.0
2208.0,911361970000.0,959987900000.0,706710140000.0,980035600000.0,1485518000000.0,2146573200000.0
2209.0,911131930000.0,965773100000.0,709347050000.0,976169100000.0,1497830100000.0,2156747400000.0
2210.0,906716800000.0,972753340000.0,712168240000.0,974612200000.0,1503556900000.0,2166546800000.0
2211.0,899744900000.0,980497500000.0,714225400000.0,975969400000.0,1490733200000.0,2173099800000.0
2212.0,898344940000.0,982885400000.0,718850560000.0,972451300000.0,1503583400000.0,2177611900000.0
2213.0,895109100000.0,984561900000.0,720309800000.0,972747400000.0,1491725500000.0,2202609600000.0
2214.0,890937150000.0,988250240000.0,722438260000.0,976275600000.0,1498416300000.0,2217920200000.0
2215.0,883914900000.0,997779830000.0,722722900000.0,975889700000.0,1488897400000.0,2233746000000.0
2216.0,883820200000.0,994153500000.0,724562300000.0,975214740000.0,1489040800000.0,2247958700000.0
2217.0,881144760000.0,990368240000.0,728545170000.0,974414400000.0,1494381200000.0,2259615200000.0
2218.0,878119350000.0,995765300000.0,731174540000.0,972760500000.0,1500637000000.0,2275140200000.0
2219.0,872890500000.0,998888700000.0,733058200000.0,975332050000.0,1514688200000.0,2293191700000.0
2220.0,864264450000.0,999368560000.0,734526400000.0,976470930000.0,1532086200000.0,2294399000000.0
2221.0,857436700000.0,996528950000.0,736398400000.0,974082900000.0,1533764600000.0,2306157000000.0
2222.0,857233700000.0,1002739600000.0,741096700000.0,973692100000.0,1522115100000.0,2322254000000.0
2223.0,857471700000.0,1002730160000.0,741284200000.0,979120000000.0,1520013000000.0,2326517000000.0
2224.0,858268760000.0,1001599300000.0,737476500000.0,974934000000.0,1522234800000.0,2327306000000.0
2225.0,856420900000.0,992889340000.0,736850350000.0,971157540000.0,1514762700000.0,2337698700000.0
2226.0,851319200000.0,994078160000.0,738665400000.0,966931000000.0,1516631800000.0,2357385200000.0
2227.0,845393200000.0,999413060000.0,738398100000.0,964801500000.0,1511748000000.0,2354441000000.0
2228.0,842157800000.0,998718600000.0,738997960000.0,963392900000.0,1513510000000.0,2355205200000.0
2229.0,839459400000.0,1007964060000.0,733558900000.0,962901840000.0,1515746400000.0,2372891800000.0
2230.0,842032200000.0,1015455800000.0,733521200000.0,960812150000.0,1519324400000.0,2375466000000.0
2231.0,842945400000.0,1020211000000.0,731737200000.0,962163440000.0,1521099300000.0,2385207600000.0
2232.0,844448800000.0,1025180700000.0,731843000000.0,963616050000.0,1515401600000.0,2396159000000.0
2233.0,845911160000.0,1020723700000.0,723649040000.0,964094070000.0,1519575500000.0,2403060400000.0
2234.0,855070100000.0,1017138200000.0,722831340000.0,964302500000.0,1529668000000.0,2405603500000.0
2235.0,855198100000.0,1016639600000.0,724428100000.0,965292800000.0,1537348900000.0,2408730900000.0
2236.0,857773000000.0,1022811400000.0,724331130000.0,967758250000.0,1545236300000.0,2423168000000.0
2237.0,860407330000.0,1027109160000.0,723411000000.0,966818500000.0,1542800500000.0,2428158000000.0
2238.0,862654000000.0,1027366700000.0,723488870000.0,966685500000.0,1534988400000.0,2435218100000.0
2239.0,862775500000.0,1031383700000.0,724421200000.0,963842600000.0,1558382900000.0,2452953000000.0
2240.0,869316030000.0,1027523150000.0,722947700000.0,962369000000.0,1552910600000.0,2459878600000.0
2241.0,871843950000.0,1031031750000.0,727567240000.0,966040900000.0,1560174900000.0,2470366400000.0
2242.0,868450240000.0,1033174000000.0,731622000000.0,963587400000.0,1555206100000.0,2484819500000.0
2243.0,870128550000.0,1032658400000.0,728118100000.0,969659700000.0,1564280500000.0,2493799500000.0
2244.0,877626500000.0,1036276500000.0,725855600000.0,972200400000.0,1572409200000.0,2501312800000.0
2245.0,871858240000.0,1043581300000.0,726811200000.0,974679640000.0,1577529100000.0,2504652200000.0
2246.0,872243200000.0,1037476040000.0,725637600000.0,976063950000.0,1578674700000.0,2512070000000.0
2247.0,867046200000.0,1044401360000.0,723765300000.0,984433300000.0,1573729500000.0,2526974800000.0
2248.0,865294940000.0,1050417100000.0,713854800000.0,988062600000.0,1572280900000.0,2527495000000.0
2249.0,857774900000.0,1067715800000.0,711893060000.0,990691400000.0,1579895100000.0,2539465500000.0
2250.0,859090600000.0,1068717700000.0,706511440000.0,992754800000.0,1575167100000.0,2549448200000.0
2251.0,858294500000.0,1075692240000.0,707789100000.0,990054650000.0,1577581300000.0,2543993700000.0
2252.0,860241800000.0,1078445300000.0,702804460000.0,994241600000.0,1587816000000.0,2562243000000.0
2253.0,855935600000.0,1076221000000.0,703352140000.0,994976460000.0,1571819200000.0,2572449000000.0
2254.0,857466860000.0,1076149350000.0,699619740000.0,997314400000.0,1573637700000.0,2587814500000.0
2255.0,862999740000.0,1077348500000.0,695328960000.0,1000543350000.0,1591070800000.0,2595541700000.0
2256.0,864960250000.0,1072630660000.0,691658560000.0,1000338100000.0,1617840200000.0,2600178800000.0
2257.0,864988760000.0,1075592300000.0,684906800000.0,1003805300000.0,1615597000000.0,2606060000000.0
2258.0,867927600000.0,1076177800000.0,687375060000.0,1005600100000.0,1609966300000.0,2620051700000.0
2259.0,870804700000.0,1081202900000.0,696131450000.0,1007072100000.0,1610626400000.0,2642671800000.0
2260.0,873928200000.0,1084585700000.0,698452300000.0,1010709100000.0,1597145600000.0,2642736300000.0
2261.0,874679570000.0,1080314040000.0,699622600000.0,1011462640000.0,1628292000000.0,2639970200000.0
2262.0,874533900000.0,1081697100000.0,699591160000.0,1011256460000.0,1628501800000.0,2652992200000.0
2263.0,875588800000.0,1080759940000.0,699080050000.0,1013013700000.0,1621248400000.0,2650684800000.0
2264.0,879210270000.0,1084970100000.0,695111400000.0,1018152160000.0,1630125600000.0,2661537300000.0
2265.0,877295570000.0,1087816400000.0,686876100000.0,1021715350000.0,1629103200000.0,2672323000000.0
2266.0,879766540000.0,1098145330000.0,690364350000.0,1021471360000.0,1635421100000.0,2682518500000.0
2267.0,875956670000.0,1096182900000.0,694603800000.0,1025345850000.0,1631272200000.0,2699247200000.0
2268.0,872559300000.0,1089442700000.0,694683800000.0,1023581160000.0,1627041800000.0,2715454000000.0
2269.0,871802600000.0,1088313600000.0,692881700000.0,1029388500000.0,1630399100000.0,2726686600000.0
2270.0,871635750000.0,1087995450000.0,695903400000.0,1031477100000.0,1645602500000.0,2746463600000.0
2271.0,878146000000.0,1093214300000.0,695788200000.0,1037789100000.0,1656013800000.0,2757995000000.0
2272.0,875787800000.0,1095239700000.0,695130100000.0,1039798240000.0,1662513600000.0,2764728200000.0
