time,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2290.0,167339360.0,10864043000.0,5528528000.0,11933524000.0,3120544800.0,585317250.0
2291.0,166208620.0,10800251000.0,5459525600.0,12029469000.0,3081659000.0,583010200.0
2292.0,165553650.0,10928056000.0,5511832000.0,11519002000.0,3055053800.0,580711940.0
2293.0,162979340.0,10990355000.0,5453626400.0,11760556000.0,3072042000.0,570752500.0
2294.0,162838910.0,10998990000.0,5489646600.0,11618249000.0,3085998000.0,565899800.0
2295.0,161549950.0,10976671000.0,5438325000.0,11301285000.0,3083922400.0,557970560.0
2296.0,159156000.0,10721411000.0,5390912500.0,11344263000.0,3149340000.0,556856500.0
2297.0,158614260.0,10597122000.0,5310774300.0,11257719000.0,3161075500.0,551189400.0
2298.0,156648400.0,10577377000.0,5362427000.0,11028074000.0,3153572000.0,548023040.0
2299.0,153307310.0,10627570000.0,5307392000.0,10836017000.0,3151933000.0,541950400.0
2300.0,152689820.0,10847686000.0,5389139000.0,10973696000.0,3151417000.0,545578240.0
