time,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2131.0,1214131200000.0,777536500000.0,500826240000.0,1216711400000.0
2132.0,1215330900000.0,777906750000.0,502740980000.0,1228607600000.0
2133.0,1224722400000.0,776833860000.0,504748100000.0,1251838500000.0
2134.0,1232461800000.0,778226900000.0,510883660000.0,1255831900000.0
2135.0,1234975700000.0,779656360000.0,516902650000.0,1265439700000.0
2136.0,1235925200000.0,778492500000.0,520835760000.0,1276182300000.0
2137.0,1239058500000.0,775688900000.0,527249180000.0,1293219000000.0
2138.0,1255957600000.0,775037900000.0,531715500000.0,1304329500000.0
2139.0,1255602100000.0,771522560000.0,537670940000.0,1317672200000.0
2140.0,1262437700000.0,768301400000.0,543535200000.0,1332676900000.0
2141.0,1274700600000.0,767933100000.0,547312170000.0,1351476000000.0
2142.0,1287797300000.0,772972900000.0,553103900000.0,1363966800000.0
2143.0,1288714800000.0,771019800000.0,559058300000.0,1383548800000.0
2144.0,1303383800000.0,771821140000.0,566073360000.0,1396234300000.0
2145.0,1306732800000.0,773765860000.0,565192600000.0,1403750800000.0
2146.0,1316003000000.0,770442200000.0,571524060000.0,1422918400000.0
2147.0,1320481300000.0,769845900000.0,574731900000.0,1434888000000.0
2148.0,1327441800000.0,770683100000.0,575896300000.0,1445968700000.0
2149.0,1335977400000.0,771995100000.0,585891200000.0,1450186600000.0
2150.0,1351655500000.0,776743800000.0,592592200000.0,1460483900000.0
2151.0,1372637500000.0,779766860000.0,597845500000.0,1481117000000.0
2152.0,1370994500000.0,778828300000.0,600046800000.0,1493233200000.0
2153.0,1375541700000.0,776541500000.0,610914500000.0,1496244400000.0
2154.0,1383844200000.0,773015140000.0,617087240000.0,1507827400000.0
2155.0,1397946800000.0,771295300000.0,618574840000.0,1521230500000.0
2156.0,1408541100000.0,770915000000.0,625953000000.0,1537485400000.0
2157.0,1411861700000.0,772258100000.0,630418830000.0,1549348600000.0
2158.0,1423527600000.0,776145800000.0,635345040000.0,1560785800000.0
2159.0,1431880900000.0,777322000000.0,639148560000.0,1574048600000.0
2160.0,1435114800000.0,778360600000.0,645201130000.0,1583044500000.0
2161.0,1443857800000.0,778006560000.0,650285940000.0,1589435200000.0
2162.0,1457828800000.0,778916400000.0,657345500000.0,1611026300000.0
2163.0,1468641400000.0,779151700000.0,658920600000.0,1617739900000.0
2164.0,1472473300000.0,779303600000.0,664735600000.0,1624638200000.0
2165.0,1481704700000.0,779533200000.0,668510200000.0,1643410100000.0
2166.0,1494591000000.0,777345700000.0,670398100000.0,1660379600000.0
2167.0,1494455500000.0,778088800000.0,671396200000.0,1674870500000.0
2168.0,1511734200000.0,779870000000.0,679878400000.0,1686051100000.0
2169.0,1512064300000.0,780230000000.0,687363460000.0,1706809200000.0
2170.0,1529344600000.0,786127300000.0,697136500000.0,1705062400000.0
2171.0,1534448500000.0,785614640000.0,694686700000.0,1719538300000.0
2172.0,1533885300000.0,783274400000.0,693484900000.0,1734839800000.0
2173.0,1551680500000.0,785207900000.0,690076400000.0,1749253600000.0
2174.0,1560664100000.0,785096000000.0,696920600000.0,1772806300000.0
2175.0,1567056900000.0,788134900000.0,700000100000.0,1780413400000.0
2176.0,1574169200000.0,791015260000.0,702672300000.0,1798513000000.0
2177.0,1572827800000.0,791338000000.0,711157940000.0,1805615200000.0
2178.0,1571884400000.0,793872300000.0,717697200000.0,1823945100000.0
2179.0,1579078000000.0,792640550000.0,727901200000.0,1830595700000.0
2180.0,1587837300000.0,795204700000.0,722925800000.0,1853243700000.0
2181.0,1591288000000.0,798261400000.0,724544400000.0,1872341000000.0
2182.0,1589014000000.0,796020600000.0,725527040000.0,1879880900000.0
2183.0,1598492400000.0,800727300000.0,729532660000.0,1876823400000.0
2184.0,1602031200000.0,803473060000.0,730874450000.0,1892762900000.0
2185.0,1604585400000.0,809894150000.0,729225900000.0,1907394600000.0
2186.0,1613235500000.0,807974670000.0,734259840000.0,1915287000000.0
2187.0,1610392300000.0,808281100000.0,735052800000.0,1932050300000.0
2188.0,1615580000000.0,807671960000.0,740712800000.0,1950082500000.0
2189.0,1628837500000.0,810192300000.0,747651100000.0,1961497500000.0
2190.0,1630201000000.0,810141200000.0,756620260000.0,1981140700000.0
2191.0,1629634400000.0,814646030000.0,764778250000.0,1992063300000.0
2192.0,1634484900000.0,814748660000.0,762655100000.0,1990269300000.0
2193.0,1645516800000.0,815328700000.0,762988700000.0,2014386700000.0
2194.0,1644138500000.0,818274040000.0,764475800000.0,2034980100000.0
2195.0,1635631800000.0,820509600000.0,768222950000.0,2041558600000.0
2196.0,1643042400000.0,818671100000.0,770121100000.0,2062983900000.0
2197.0,1643677000000.0,817216900000.0,776274300000.0,2075803000000.0
2198.0,1640555500000.0,819816400000.0,777873000000.0,2085146100000.0
2199.0,1672950300000.0,822258600000.0,778597560000.0,2098077200000.0
2200.0,1684518000000.0,823287550000.0,783119750000.0,2101701200000.0
2201.0,1693138700000.0,829408000000.0,782150900000.0,2106576500000.0
2202.0,1688392700000.0,830127140000.0,778681840000.0,2112940300000.0
2203.0,1676476300000.0,830518070000.0,780071500000.0,2122640300000.0
2204.0,1661391000000.0,829738300000.0,781660500000.0,2128169400000.0
2205.0,1664773500000.0,828965450000.0,777154200000.0,2148223700000.0
2206.0,1657072900000.0,826338300000.0,775482800000.0,2161572200000.0
2207.0,1646014800000.0,830354200000.0,776206160000.0,2173996600000.0
2208.0,1644824800000.0,835245440000.0,782833800000.0,2189708500000.0
2209.0,1635658000000.0,836153600000.0,789874740000.0,2200720400000.0
2210.0,1640358000000.0,840744800000.0,788761000000.0,2213209200000.0
2211.0,1649541600000.0,844330430000.0,788424160000.0,2217060300000.0
2212.0,1651502900000.0,845233650000.0,790325560000.0,2226893000000.0
2213.0,1646405600000.0,848705300000.0,794211900000.0,2241604600000.0
2214.0,1632270800000.0,852405260000.0,792244260000.0,2255402300000.0
2215.0,1630851700000.0,855140860000.0,795098740000.0,2267036300000.0
2216.0,1629380700000.0,858024000000.0,797912330000.0,2281919500000.0
2217.0,1629312900000.0,858151450000.0,800798300000.0,2292552000000.0
2218.0,1626265000000.0,857048740000.0,803869700000.0,2299704000000.0
2219.0,1616104400000.0,855652600000.0,804797150000.0,2315290400000.0
2220.0,1606446700000.0,857659400000.0,805386450000.0,2333375000000.0
2221.0,1609004600000.0,861341800000.0,803653160000.0,2344178400000.0
2222.0,1604526900000.0,863759760000.0,810145800000.0,2350262500000.0
2223.0,1609241500000.0,865831000000.0,819487000000.0,2365764000000.0
2224.0,1602059400000.0,867128000000.0,823471440000.0,2382561800000.0
2225.0,1598100900000.0,872535200000.0,824414400000.0,2388115000000.0
2226.0,1592871700000.0,874036200000.0,826236700000.0,2401104000000.0
2227.0,1600525400000.0,875648700000.0,829058250000.0,2425267200000.0
2228.0,1611538400000.0,879012600000.0,833997600000.0,2424208000000.0
2229.0,1623140300000.0,879952300000.0,834012100000.0,2428711000000.0
2230.0,1611847400000.0,879154500000.0,833714200000.0,2446575000000.0
2231.0,1597400000000.0,878973940000.0,840431760000.0,2462209000000.0
2232.0,1590753200000.0,880159200000.0,840608100000.0,2476046300000.0
2233.0,1591182400000.0,882359500000.0,842543400000.0,2492162000000.0
2234.0,1584312700000.0,882351600000.0,843728550000.0,2499710000000.0
2235.0,1576955000000.0,883607540000.0,841999900000.0,2513266500000.0
2236.0,1589403600000.0,883771400000.0,839818940000.0,2523106600000.0
2237.0,1600955900000.0,883112540000.0,841003200000.0,2524642000000.0
2238.0,1590898000000.0,880109400000.0,841673400000.0,2537934000000.0
2239.0,1571432600000.0,875931900000.0,841668900000.0,2548402500000.0
2240.0,1596566800000.0,873759300000.0,840866300000.0,2561263500000.0
2241.0,1586838400000.0,872808700000.0,852038900000.0,2586223600000.0
2242.0,1586923300000.0,876189100000.0,853438200000.0,2591504200000.0
2243.0,1578052900000.0,871260600000.0,859049100000.0,2588576600000.0
2244.0,1568574800000.0,869830100000.0,864490360000.0,2586544000000.0
2245.0,1569261400000.0,870609300000.0,876398050000.0,2582268000000.0
2246.0,1564017400000.0,868578800000.0,881914940000.0,2599524500000.0
2247.0,1568135700000.0,870254100000.0,885228200000.0,2618804000000.0
2248.0,1553813300000.0,865930440000.0,887362300000.0,2635008600000.0
2249.0,1534761900000.0,868658640000.0,893361900000.0,2636200500000.0
2250.0,1517560400000.0,870457930000.0,894840800000.0,2660005000000.0
2251.0,1520586500000.0,870885200000.0,903658000000.0,2679690500000.0
2252.0,1524913000000.0,874896000000.0,908771100000.0,2686321700000.0
2253.0,1519383200000.0,875460030000.0,914077800000.0,2702340000000.0
2254.0,1514468900000.0,873117450000.0,925386740000.0,2721233500000.0
2255.0,1496114400000.0,869273800000.0,935489200000.0,2726558400000.0
2256.0,1502629900000.0,871275100000.0,936402550000.0,2736803500000.0
2257.0,1493821800000.0,875510500000.0,938148230000.0,2745905200000.0
2258.0,1502299700000.0,873690040000.0,950667640000.0,2742636200000.0
2259.0,1498079800000.0,876832600000.0,959063700000.0,2740402800000.0
2260.0,1490271700000.0,877875760000.0,964769500000.0,2753595400000.0
2261.0,1483778400000.0,872513900000.0,969653900000.0,2752076300000.0
2262.0,1483339900000.0,870748060000.0,970774000000.0,2777861800000.0
2263.0,1473213100000.0,871050840000.0,973670250000.0,2784122400000.0
2264.0,1467857100000.0,868625000000.0,973872040000.0,2789145600000.0
2265.0,1462695800000.0,870112900000.0,981656500000.0,2797266500000.0
2266.0,1447507900000.0,871297400000.0,989995900000.0,2805300700000.0
2267.0,1433419000000.0,870925900000.0,995368440000.0,2810022000000.0
2268.0,1423835700000.0,866617300000.0,994760800000.0,2826559000000.0
2269.0,1423989400000.0,869277100000.0,998650600000.0,2837807600000.0
2270.0,1414921200000.0,869809400000.0,999728000000.0,2843664000000.0
2271.0,1414041200000.0,875178560000.0,1003191400000.0,2860739500000.0
2272.0,1410193200000.0,882562300000.0,1013885240000.0,2869600000000.0
2273.0,1403994200000.0,883605600000.0,1017421000000.0,2870945500000.0
2274.0,1406306600000.0,881934500000.0,1024895750000.0,2894506000000.0
2275.0,1406615700000.0,877120850000.0,1024808450000.0,2898048000000.0
2276.0,1402000500000.0,874815800000.0,1025545600000.0,2913296700000.0
2277.0,1402994200000.0,875538200000.0,1025763970000.0,2919771700000.0
2278.0,1397633700000.0,877192200000.0,1025341650000.0,2929953300000.0
2279.0,1388218500000.0,880044200000.0,1026502750000.0,2942037100000.0
2280.0,1382264000000.0,880792960000.0,1032433800000.0,2943016000000.0
2281.0,1380077900000.0,881052100000.0,1035343230000.0,2949418000000.0
2282.0,1371485200000.0,879954900000.0,1040196240000.0,2972045300000.0
2283.0,1370324700000.0,881279900000.0,1045743300000.0,2979102500000.0
2284.0,1367955200000.0,882293740000.0,1056279100000.0,2988566400000.0
2285.0,1360282900000.0,884707700000.0,1062505150000.0,2989473100000.0
2286.0,1371501500000.0,883882800000.0,1065710900000.0,2988634300000.0
2287.0,1368565400000.0,884925700000.0,1059946700000.0,2985255500000.0
2288.0,1366280600000.0,882413700000.0,1059915960000.0,2972159600000.0
2289.0,1376437700000.0,886743800000.0,1062692200000.0,2980022600000.0
2290.0,1367786000000.0,889495600000.0,1064468740000.0,2993491000000.0
2291.0,1362751300000.0,892642200000.0,1073213540000.0,2996928500000.0
2292.0,1362407000000.0,896810550000.0,1084074700000.0,3006597400000.0
2293.0,1359101800000.0,898439200000.0,1093029600000.0,3018299300000.0
2294.0,1364410000000.0,900254660000.0,1088430800000.0,3021525500000.0
2295.0,1356795000000.0,902686700000.0,1090958900000.0,3007035000000.0
2296.0,1346430300000.0,904458300000.0,1101458400000.0,3005139000000.0
2297.0,1338344900000.0,908160000000.0,1097984900000.0,3002415400000.0
2298.0,1327576600000.0,909820560000.0,1094677100000.0,3012809500000.0
2299.0,1318072200000.0,910370540000.0,1100207800000.0,3019809000000.0
2300.0,1312391200000.0,914706200000.0,1105293500000.0,3019376400000.0
