time,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,CNRM-CM5
2057.0,21893265000.0,22803501000.0,25078104000.0,26087934000.0,23616213000.0,24106602000.0,23785939000.0,25083255000.0,21221843000.0,24360172000.0,22761165000.0
2058.0,21893448000.0,22714919000.0,25003862000.0,25860141000.0,23605807000.0,24037542000.0,23601732000.0,24969077000.0,21052797000.0,24441700000.0,22616640000.0
2059.0,21559710000.0,22811073000.0,24861665000.0,25998080000.0,23397430000.0,23969513000.0,23749941000.0,24851247000.0,20810394000.0,23942007000.0,22505130000.0
2060.0,21484460000.0,22483520000.0,24730417000.0,26160902000.0,23300559000.0,23925619000.0,23662643000.0,24882895000.0,20893598000.0,23783496000.0,22422415000.0
2061.0,21317714000.0,22272784000.0,24772370000.0,25975850000.0,23463200000.0,23751911000.0,23482993000.0,24710978000.0,20524659000.0,23630200000.0,22313118000.0
2062.0,21218224000.0,22158092000.0,24595990000.0,25934412000.0,23424238000.0,23646792000.0,23270212000.0,24680286000.0,20342743000.0,24139250000.0,22034911000.0
2063.0,21381920000.0,22050670000.0,24575790000.0,25749633000.0,23233270000.0,23520864000.0,23139244000.0,24828970000.0,20161374000.0,24327164000.0,22046683000.0
2064.0,21408731000.0,21911372000.0,24367553000.0,25836372000.0,23096588000.0,23455953000.0,24228538000.0,24548258000.0,20141451000.0,23629400000.0,21832675000.0
2065.0,20985040000.0,21841418000.0,24749457000.0,25702480000.0,23043985000.0,23326876000.0,24005497000.0,24477161000.0,19928328000.0,23515593000.0,21713945000.0
2066.0,20806730000.0,21683730000.0,24381303000.0,25712800000.0,23243233000.0,23256316000.0,23349303000.0,24386687000.0,19898470000.0,23311479000.0,21553859000.0
2067.0,20699728000.0,21596154000.0,24159312000.0,25970352000.0,23067249000.0,23078003000.0,23062820000.0,24314708000.0,19703589000.0,23416484000.0,21412563000.0
2068.0,20590926000.0,21537567000.0,24017203000.0,25752189000.0,23067890000.0,23143483000.0,23959140000.0,24315587000.0,19516527000.0,23515453000.0,21392628000.0
2069.0,20511478000.0,21389984000.0,23898083000.0,26002151000.0,23064386000.0,22913245000.0,24303071000.0,24205398000.0,19448975000.0,23557513000.0,21269264000.0
2070.0,20610755000.0,21394740000.0,23810523000.0,25755288000.0,23020802000.0,22785410000.0,23518759000.0,24107153000.0,19377598000.0,23107000000.0,21178583000.0
2071.0,20405721000.0,21249282000.0,23874060000.0,25660594000.0,22776777000.0,22815660000.0,23224265000.0,24018530000.0,19423633000.0,22962209000.0,21129568000.0
2072.0,20312938000.0,21111912000.0,23705885000.0,26653470000.0,22677285000.0,22714239000.0,23108436000.0,23955284000.0,19546286000.0,23025705000.0,21494198000.0
2073.0,20218431000.0,21209737000.0,23883915000.0,26423130000.0,22639120000.0,22840179000.0,22876377000.0,23898890000.0,19168480000.0,22861464000.0,21356149000.0
2074.0,20175825000.0,20920234000.0,23828349000.0,26370284000.0,22584805000.0,22741524000.0,23209034000.0,23852909000.0,18989090000.0,22853472000.0,21043896000.0
2075.0,20074015000.0,20805460000.0,23577210000.0,25934264000.0,22602267000.0,22563398000.0,23812487000.0,23790780000.0,19462683000.0,22693868000.0,20802744000.0
2076.0,19995440000.0,20608520000.0,23461997000.0,26129422000.0,23150037000.0,22557217000.0,23074308000.0,23910880000.0,19115348000.0,22784565000.0,20663575000.0
2077.0,19877913000.0,20521597000.0,23400643000.0,26676656000.0,22623255000.0,22615824000.0,22906049000.0,23806323000.0,18838740000.0,22721516000.0,20562006000.0
2078.0,19852726000.0,20385704000.0,23646153000.0,26177364000.0,22437925000.0,22704330000.0,23333908000.0,23660149000.0,18702023000.0,22683080000.0,20464648000.0
2079.0,20155484000.0,20306813000.0,23375935000.0,26087512000.0,22523850000.0,22293744000.0,22861027000.0,23566094000.0,19635102000.0,22803905000.0,20356610000.0
2080.0,19693711000.0,20030216000.0,23531123000.0,26150056000.0,22479067000.0,22333192000.0,23060560000.0,23515107000.0,18674883000.0,22620029000.0,20276668000.0
2081.0,19640467000.0,19952196000.0,23205240000.0,26046090000.0,22326555000.0,22263580000.0,22958117000.0,23468462000.0,18637443000.0,22573455000.0,21294985000.0
2082.0,19837303000.0,19883778000.0,23640791000.0,26110964000.0,22277290000.0,22079050000.0,22686853000.0,23353203000.0,18824170000.0,22533802000.0,20210321000.0
2083.0,19670012000.0,19792355000.0,23144583000.0,26018216000.0,22258754000.0,21912623000.0,22529050000.0,23280011000.0,18677438000.0,23635528000.0,19977860000.0
2084.0,19503030000.0,19593615000.0,23282690000.0,25890963000.0,22291309000.0,21922757000.0,22470943000.0,23183313000.0,18409620000.0,22693495000.0,20127406000.0
2085.0,19750660000.0,19759143000.0,23129800000.0,26158330000.0,22144100000.0,21983610000.0,22691766000.0,23242635000.0,18360084000.0,22546024000.0,20057418000.0
2086.0,19552063000.0,19421592000.0,22994975000.0,25938536000.0,21983814000.0,21775806000.0,22539180000.0,23080878000.0,18272928000.0,22627779000.0,19796378000.0
2087.0,19365943000.0,19777995000.0,22957670000.0,26351094000.0,21915550000.0,21648267000.0,23531594000.0,22924227000.0,18297952000.0,22937756000.0,19672928000.0
2088.0,19292842000.0,19282842000.0,22957992000.0,26398624000.0,22038815000.0,21575246000.0,23313380000.0,22824167000.0,18304385000.0,22571049000.0,19678070000.0
2089.0,19582915000.0,19032205000.0,23158680000.0,26870137000.0,22227761000.0,21602372000.0,22642800000.0,22733259000.0,18409790000.0,22546735000.0,19537510000.0
2090.0,19258819000.0,18931403000.0,23179006000.0,26324224000.0,21917032000.0,21483952000.0,22902786000.0,22671962000.0,18076600000.0,22714560000.0,20093020000.0
2091.0,19037841000.0,18863580000.0,22929040000.0,26413648000.0,22305372000.0,21417118000.0,22692434000.0,22507860000.0,18346090000.0,22375858000.0,19523715000.0
2092.0,18940305000.0,18707650000.0,23448314000.0,26034670000.0,22001210000.0,23050953000.0,22559801000.0,22385134000.0,18458235000.0,23107123000.0,19435352000.0
2093.0,19314334000.0,19181218000.0,22910726000.0,25992554000.0,21793354000.0,21990177000.0,22264306000.0,22263691000.0,18602295000.0,22685960000.0,19461097000.0
2094.0,19187988000.0,18525397000.0,22857208000.0,26190180000.0,21722958000.0,22079365000.0,22209962000.0,22119330000.0,18046028000.0,22445203000.0,19371948000.0
2095.0,18792133000.0,18434888000.0,22877700000.0,26344434000.0,21722483000.0,21509160000.0,22222950000.0,22094608000.0,17908158000.0,22327667000.0,19217123000.0
2096.0,18675024000.0,18392582000.0,22815380000.0,26201110000.0,22121420000.0,21736575000.0,22094950000.0,21891002000.0,17914229000.0,23004412000.0,19328088000.0
2097.0,18643816000.0,18254750000.0,22788516000.0,25977225000.0,22537450000.0,21599089000.0,22499285000.0,21777902000.0,17811839000.0,22327431000.0,19136672000.0
2098.0,18700583000.0,18207506000.0,22708769000.0,26475340000.0,21797923000.0,21279607000.0,23061086000.0,21616079000.0,17730093000.0,22481746000.0,19028144000.0
2099.0,18518780000.0,18127118000.0,22693261000.0,26320478000.0,21554303000.0,21256004000.0,22210191000.0,21461715000.0,17731168000.0,22378981000.0,19295746000.0
2100.0,18402343000.0,17997242000.0,22976481000.0,26038067000.0,21785130000.0,21203966000.0,22074036000.0,21337840000.0,17661712000.0,22355646000.0,18884526000.0
