time,CSIRO-MK3-6-0,CESM1-CAM5,GISS-E2-R,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,CNRM-CM5
2000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0
2001.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0
2002.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0
2003.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0
2004.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0
2005.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0
2006.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0
2007.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0
2008.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0
2009.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0
2010.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0
2011.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0
2012.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0
2013.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0
2014.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0
2015.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0
2016.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0
2017.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0
2018.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0
2019.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0
2020.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0
2021.0,28073124000.0,28138041000.0,28449004000.0,28515746000.0,28212410000.0,28096025000.0,28268855000.0,28204677000.0,28105462000.0,28122630000.0,28103680000.0
2022.0,27983840000.0,27997745000.0,28254138000.0,28273918000.0,28096752000.0,27972774000.0,28049689000.0,28012493000.0,28075647000.0,28082115000.0,28098050000.0
2023.0,28004119000.0,27903190000.0,28060140000.0,28471920000.0,27876987000.0,27858063000.0,27994780000.0,27904737000.0,27931950000.0,28229143000.0,27897655000.0
2024.0,27759505000.0,27850488000.0,27955737000.0,28182989000.0,27702303000.0,27730200000.0,27928187000.0,27904295000.0,27713024000.0,28196033000.0,28077085000.0
2025.0,27614896000.0,27709522000.0,27819307000.0,28082754000.0,27625167000.0,27590304000.0,27889860000.0,28004858000.0,27562880000.0,27941243000.0,27691633000.0
2026.0,27445064000.0,27482614000.0,27796115000.0,28017089000.0,27389647000.0,27508697000.0,27771860000.0,27655959000.0,27434560000.0,27881329000.0,27940889000.0
2027.0,27249928000.0,27352943000.0,27774990000.0,27881196000.0,27341855000.0,27513346000.0,27756382000.0,27565052000.0,27357735000.0,27750439000.0,27583273000.0
2028.0,27112544000.0,27208276000.0,27806015000.0,27691751000.0,27088306000.0,27306136000.0,27591209000.0,27354655000.0,27508967000.0,27696503000.0,27489671000.0
2029.0,26929371000.0,27257238000.0,27819203000.0,27580303000.0,27012774000.0,27109665000.0,27473280000.0,27277744000.0,27131077000.0,27497822000.0,27174418000.0
2030.0,26696470000.0,26846677000.0,27642634000.0,27510974000.0,26844346000.0,27048077000.0,27270340000.0,27327190000.0,26885673000.0,27338050000.0,27183774000.0
2031.0,26542103000.0,26614082000.0,27714955000.0,27452795000.0,26732063000.0,27056058000.0,27019751000.0,27109513000.0,26704863000.0,27240385000.0,26985482000.0
2032.0,26344065000.0,26500708000.0,27415835000.0,27203183000.0,26618980000.0,26810890000.0,26998098000.0,27115290000.0,26564225000.0,27178654000.0,26697638000.0
2033.0,26377590000.0,26298622000.0,27412986000.0,27088638000.0,26377968000.0,26642346000.0,27056607000.0,27319034000.0,26429303000.0,26917313000.0,26569769000.0
2034.0,26049147000.0,26051710000.0,27281520000.0,27406232000.0,26171466000.0,26675480000.0,26777487000.0,26869862000.0,26244706000.0,26812676000.0,26406670000.0
2035.0,25796970000.0,25921657000.0,27398414000.0,27127198000.0,25949977000.0,26533462000.0,26750233000.0,26862199000.0,26000663000.0,26726003000.0,26195532000.0
2036.0,25612829000.0,25777588000.0,27111720000.0,26870297000.0,25849592000.0,26358040000.0,26839437000.0,26692370000.0,25725882000.0,26628119000.0,26005460000.0
2037.0,25542679000.0,25545339000.0,26971312000.0,26891080000.0,25897710000.0,26177730000.0,26329870000.0,26560084000.0,25593600000.0,26686520000.0,25724676000.0
2038.0,25311015000.0,25383164000.0,26901873000.0,26697767000.0,25627350000.0,26296177000.0,26245736000.0,26475745000.0,25350803000.0,26614930000.0,25659466000.0
2039.0,25083980000.0,25182675000.0,26751928000.0,26603588000.0,25465410000.0,26028657000.0,26082685000.0,26486872000.0,25088540000.0,26542582000.0,25766826000.0
2040.0,24848708000.0,25054605000.0,26651007000.0,26477530000.0,25170268000.0,25878917000.0,26048133000.0,26425809000.0,24934316000.0,26356599000.0,25333020000.0
2041.0,24636436000.0,24877030000.0,26513627000.0,26441423000.0,25347344000.0,25768570000.0,25718000000.0,26302974000.0,24708024000.0,26134485000.0,25195024000.0
2042.0,24466730000.0,24666440000.0,26401740000.0,26895487000.0,25212189000.0,25654649000.0,25924882000.0,26122207000.0,24499880000.0,26043818000.0,25002574000.0
2043.0,24239910000.0,24536478000.0,26337704000.0,26850742000.0,24994267000.0,25731020000.0,25517916000.0,25994280000.0,24313367000.0,25789944000.0,24899068000.0
2044.0,24087677000.0,24573050000.0,26222385000.0,26852536000.0,24973183000.0,25763860000.0,25349270000.0,25902369000.0,24119355000.0,25813076000.0,24814174000.0
2045.0,23880055000.0,25169742000.0,26176477000.0,26429522000.0,24979673000.0,25398560000.0,25208762000.0,25870799000.0,23900604000.0,25610136000.0,24676143000.0
2046.0,23709018000.0,24339077000.0,26128660000.0,26334566000.0,24760553000.0,25191522000.0,25026138000.0,25796606000.0,23631297000.0,25443676000.0,24666425000.0
2047.0,23542770000.0,24142969000.0,26063565000.0,26297616000.0,24618555000.0,25048895000.0,24896760000.0,26016213000.0,23463854000.0,25278693000.0,24399837000.0
2048.0,23354341000.0,23985478000.0,25847542000.0,26094868000.0,24472550000.0,24879362000.0,24818708000.0,25684849000.0,23086928000.0,25174168000.0,24133046000.0
2049.0,23158755000.0,23792323000.0,25675864000.0,26065973000.0,24460360000.0,24760620000.0,24661903000.0,25508327000.0,22924000000.0,24984115000.0,24017906000.0
2050.0,22950097000.0,23624188000.0,25877750000.0,26346960000.0,24251304000.0,24710120000.0,24586010000.0,25406898000.0,22661409000.0,24906656000.0,23793195000.0
2051.0,22670629000.0,23565578000.0,25700090000.0,25935761000.0,24099123000.0,24721773000.0,24359426000.0,25467180000.0,22436700000.0,24784062000.0,23596925000.0
2052.0,22628130000.0,23412773000.0,25665993000.0,25985784000.0,24039969000.0,24512106000.0,24270563000.0,25412723000.0,22162660000.0,24749418000.0,23449540000.0
2053.0,22415774000.0,23218813000.0,25686573000.0,25889862000.0,24090216000.0,24470456000.0,24303282000.0,25359817000.0,22186758000.0,24568033000.0,23351261000.0
2054.0,22240127000.0,23488098000.0,25424210000.0,26577138000.0,23986037000.0,24293837000.0,24414763000.0,25431150000.0,21832188000.0,24337492000.0,23164891000.0
2055.0,22445705000.0,23365153000.0,25487569000.0,26142376000.0,24171033000.0,24446260000.0,23991220000.0,25180482000.0,21598802000.0,24182786000.0,23074994000.0
2056.0,22060694000.0,23025336000.0,25227254000.0,25970838000.0,23784745000.0,24122403000.0,24038200000.0,25100306000.0,21476640000.0,24291738000.0,22992839000.0
