time,NORESM1-M,GFDL-CM3,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0
2000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0
2001.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0
2002.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0
2003.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0
2004.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0
2005.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0
2006.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0
2007.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0
2008.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0
2009.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0
2010.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0
2011.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0
2012.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0
2013.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0
2014.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0
2015.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0
2016.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0
2017.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0
2018.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0
2019.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0
2020.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0
2021.0,28171764000.0,28123587000.0,28156620000.0,28142252000.0,28331295000.0,28151198000.0,28096514000.0,28304560000.0
2022.0,28058130000.0,27941872000.0,28117062000.0,28004080000.0,28193415000.0,28019505000.0,28005239000.0,28022060000.0
2023.0,27967280000.0,27763622000.0,27962286000.0,27885644000.0,28428222000.0,27872362000.0,27996301000.0,27909906000.0
2024.0,27814656000.0,27805602000.0,27901895000.0,27702835000.0,28052228000.0,27720530000.0,27945808000.0,27838517000.0
2025.0,27673450000.0,27685822000.0,27822025000.0,27591535000.0,27929035000.0,27584991000.0,28071852000.0,27685255000.0
2026.0,27845313000.0,27399117000.0,27711908000.0,27437697000.0,27820935000.0,27608584000.0,27812430000.0,27549819000.0
2027.0,27536525000.0,27284875000.0,27460395000.0,27246072000.0,28081138000.0,27569744000.0,27764457000.0,27490142000.0
2028.0,27385043000.0,27278653000.0,27349996000.0,27115389000.0,27873573000.0,27298930000.0,27606546000.0,27360532000.0
2029.0,27363980000.0,27009532000.0,27206932000.0,27106701000.0,27660675000.0,27050240000.0,27448689000.0,27212065000.0
2030.0,27146844000.0,26763604000.0,27254616000.0,26985527000.0,27500802000.0,26850116000.0,27327547000.0,26969321000.0
2031.0,26935767000.0,26708736000.0,26934942000.0,26956972000.0,27401206000.0,26843417000.0,27275293000.0,26829564000.0
2032.0,26814214000.0,26452054000.0,26772443000.0,26747204000.0,27254856000.0,26625688000.0,27087580000.0,26663676000.0
2033.0,26637040000.0,26301942000.0,26574860000.0,26594738000.0,27270343000.0,26517810000.0,26979922000.0,26542408000.0
2034.0,26521332000.0,26187930000.0,26401219000.0,26390872000.0,27119016000.0,26376557000.0,26961015000.0,26559504000.0
2035.0,26509326000.0,26274597000.0,26238935000.0,26362067000.0,26942245000.0,26179348000.0,26826797000.0,26445144000.0
2036.0,26225418000.0,25895342000.0,27030399000.0,26099816000.0,26962014000.0,26002014000.0,26696913000.0,26138325000.0
2037.0,26099945000.0,25958531000.0,26054126000.0,25863830000.0,26838622000.0,26099567000.0,26555208000.0,26121454000.0
