time,GFDL-ESM2G,CSIRO-MK3-6-0,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2034.0,26782400000.0,26370216000.0,26451012000.0,26399450000.0,26598540000.0,26618057000.0,25760561000.0,25914090000.0,26469372000.0,26332453000.0
2035.0,26587034000.0,26285855000.0,26250705000.0,26194640000.0,26554106000.0,26471811000.0,25523000000.0,25664608000.0,26365624000.0,26105567000.0
2036.0,26455669000.0,26142558000.0,26060542000.0,26007933000.0,26319020000.0,26275529000.0,25315110000.0,25380198000.0,26087813000.0,25947335000.0
2037.0,26375643000.0,25948340000.0,25838045000.0,25839862000.0,26191225000.0,26135077000.0,25063768000.0,25070682000.0,25860368000.0,25815634000.0
2038.0,26289787000.0,25717920000.0,25675049000.0,25543150000.0,26058627000.0,25961992000.0,24785010000.0,24837059000.0,25810860000.0,25666951000.0
2039.0,25995647000.0,25506572000.0,25500998000.0,25368030000.0,25959512000.0,25770860000.0,24518816000.0,24589195000.0,25554266000.0,25489007000.0
2040.0,25841810000.0,25190630000.0,25288657000.0,25164003000.0,25708214000.0,25684170000.0,24290976000.0,24092991000.0,25342011000.0,25307142000.0
2041.0,25684711000.0,25010289000.0,25091551000.0,24983165000.0,25568117000.0,25530251000.0,24059484000.0,23871398000.0,25093614000.0,25142490000.0
2042.0,25612136000.0,24699032000.0,24954118000.0,24831427000.0,25411471000.0,25511864000.0,23875801000.0,23799171000.0,24970244000.0,25006875000.0
2043.0,25329187000.0,24520557000.0,24768100000.0,24554990000.0,25423188000.0,25234980000.0,23555860000.0,23318411000.0,24720886000.0,24920838000.0
2044.0,25294019000.0,24225913000.0,24611088000.0,24344502000.0,25381100000.0,25056145000.0,23181064000.0,23034986000.0,24621808000.0,24650152000.0
2045.0,24971088000.0,23904980000.0,24433615000.0,24222010000.0,25135739000.0,24858673000.0,22957906000.0,22791928000.0,24361806000.0,24499743000.0
2046.0,24812333000.0,23717240000.0,24249795000.0,24028449000.0,24976833000.0,24631760000.0,22673302000.0,22864833000.0,24196205000.0,24337463000.0
2047.0,24743447000.0,23433988000.0,24014620000.0,23825117000.0,24889061000.0,24426557000.0,22350864000.0,22366028000.0,24010904000.0,24148257000.0
2048.0,24509557000.0,23160105000.0,23844434000.0,23633998000.0,24743460000.0,24204860000.0,22091053000.0,22097342000.0,23903517000.0,23981257000.0
2049.0,24336150000.0,23045057000.0,23691426000.0,23481496000.0,24451863000.0,24054266000.0,21797500000.0,21840210000.0,23633404000.0,23879827000.0
2050.0,24209013000.0,22762660000.0,23540044000.0,23184658000.0,24272984000.0,23896932000.0,21603540000.0,21614250000.0,23430324000.0,23735087000.0
2051.0,24046213000.0,22821487000.0,23351510000.0,23020984000.0,24115333000.0,23700378000.0,21384442000.0,21390230000.0,23130788000.0,23602514000.0
2052.0,23919470000.0,22342087000.0,23157656000.0,22706727000.0,23926295000.0,23487998000.0,21179922000.0,21182659000.0,22991614000.0,23418583000.0
2053.0,23724016000.0,22124026000.0,22876801000.0,22483134000.0,23755430000.0,23268966000.0,20923605000.0,20947880000.0,22776138000.0,23263175000.0
2054.0,23608940000.0,21929036000.0,22705107000.0,22327618000.0,23572017000.0,23078200000.0,20665854000.0,20672938000.0,22570189000.0,23098720000.0
2055.0,23368659000.0,21702330000.0,22524088000.0,22171972000.0,23372319000.0,22899350000.0,20417456000.0,20541430000.0,22411022000.0,22916000000.0
2056.0,23203189000.0,21591562000.0,22380564000.0,21962693000.0,23183640000.0,22732984000.0,20170211000.0,20177447000.0,22215008000.0,22767480000.0
2057.0,23152488000.0,21263815000.0,22207949000.0,21734087000.0,22958582000.0,22590282000.0,19900766000.0,19956607000.0,21955084000.0,22571536000.0
2058.0,22912137000.0,20927967000.0,22034536000.0,21475805000.0,22745080000.0,22405954000.0,19657800000.0,19689904000.0,21711210000.0,22540153000.0
2059.0,22728393000.0,20697264000.0,21858384000.0,21276506000.0,22475295000.0,22146712000.0,19421530000.0,19517410000.0,21490741000.0,22403285000.0
2060.0,22543130000.0,20426564000.0,21675827000.0,21134823000.0,22338157000.0,23042034000.0,19176950000.0,19296403000.0,21275937000.0,22226380000.0
2061.0,22395582000.0,20432746000.0,21437788000.0,20958360000.0,22175530000.0,21924002000.0,18966160000.0,19127364000.0,21040742000.0,22016537000.0
2062.0,22257748000.0,20006880000.0,21236259000.0,20682766000.0,21978554000.0,21676042000.0,18732171000.0,18954179000.0,20817127000.0,21818468000.0
2063.0,22182363000.0,19830888000.0,21009838000.0,20496595000.0,21757303000.0,21505237000.0,18580750000.0,18742718000.0,20650780000.0,21653305000.0
2064.0,21957478000.0,19647056000.0,20776327000.0,20286597000.0,21507813000.0,21380157000.0,18356924000.0,18555330000.0,20466698000.0,21479084000.0
2065.0,21724932000.0,19442563000.0,20556917000.0,20068958000.0,21256112000.0,21218398000.0,18145317000.0,18408012000.0,20146252000.0,21334927000.0
2066.0,21570785000.0,19290647000.0,20407044000.0,19784740000.0,21023044000.0,21040755000.0,17987125000.0,18255071000.0,19952898000.0,21160049000.0
2067.0,21460095000.0,19068420000.0,20140913000.0,19616836000.0,20894292000.0,20845152000.0,17790390000.0,18020717000.0,19775894000.0,20993696000.0
2068.0,21266346000.0,18884660000.0,20000825000.0,19419845000.0,20683397000.0,20675537000.0,17583172000.0,17767528000.0,19575382000.0,20844208000.0
2069.0,21065167000.0,18719568000.0,19784090000.0,19193162000.0,20416303000.0,20510812000.0,17379707000.0,17582182000.0,19376062000.0,20673315000.0
2070.0,20875768000.0,18612398000.0,19574230000.0,18998061000.0,20241848000.0,20361538000.0,17166552000.0,17321050000.0,19245398000.0,20548500000.0
2071.0,20704985000.0,18441540000.0,19342377000.0,18810737000.0,20024912000.0,20192254000.0,16932425000.0,17104899000.0,19089865000.0,20388082000.0
2072.0,20547230000.0,18306378000.0,19137663000.0,18493061000.0,19861457000.0,20040925000.0,16724913000.0,16922042000.0,18848584000.0,20223881000.0
2073.0,20438118000.0,18175949000.0,18901768000.0,18253222000.0,19664493000.0,19832875000.0,16629841000.0,16694759000.0,18613805000.0,20049766000.0
2074.0,20314427000.0,18079080000.0,18736988000.0,18031720000.0,19451705000.0,19641553000.0,16312908000.0,16490999000.0,18381943000.0,19833831000.0
2075.0,20144780000.0,17874706000.0,18497360000.0,17846740000.0,19277466000.0,19465345000.0,16150514000.0,16264591000.0,18183379000.0,19678487000.0
2076.0,19999440000.0,17658122000.0,18211550000.0,17537585000.0,19066638000.0,19309683000.0,15989276000.0,16026057000.0,17977598000.0,19520907000.0
2077.0,19967097000.0,17480255000.0,17926093000.0,17321791000.0,18918670000.0,19171019000.0,15751105000.0,15840020000.0,17767016000.0,19356561000.0
2078.0,19788755000.0,17215353000.0,17687534000.0,17117771000.0,18719769000.0,18985322000.0,15476988000.0,15647261000.0,17570906000.0,19196115000.0
2079.0,19659145000.0,17076606000.0,17482123000.0,16917864000.0,18545138000.0,18841094000.0,15247169000.0,15512902000.0,17373413000.0,19022197000.0
2080.0,19477352000.0,16963582000.0,17298310000.0,16642389000.0,18383778000.0,18654435000.0,15053855000.0,15297018000.0,17102858000.0,18820874000.0
2081.0,19349975000.0,16770516000.0,17084097000.0,16437780000.0,18182986000.0,18507833000.0,14947654000.0,15075616000.0,16991591000.0,18692710000.0
2082.0,19194724000.0,16655857000.0,16816362000.0,16219902000.0,18005000000.0,18377850000.0,14710322000.0,14886817000.0,16809976000.0,18568940000.0
2083.0,19035599000.0,16560332000.0,16645538000.0,16009470000.0,17750616000.0,18199670000.0,14533440000.0,14601045000.0,16641565000.0,18312974000.0
2084.0,18871579000.0,16422273000.0,16407833000.0,15779309000.0,17482074000.0,18082947000.0,14390259000.0,14416186000.0,16482383000.0,18102720000.0
2085.0,18742213000.0,16262315000.0,16186713000.0,15571624000.0,17289042000.0,17955290000.0,14255693000.0,14207951000.0,16328783000.0,17890822000.0
2086.0,18604863000.0,16075212000.0,15993194000.0,15391905000.0,17073982000.0,17778612000.0,14002882000.0,14047259000.0,16128522000.0,17767268000.0
2087.0,18482745000.0,15909971000.0,15756008000.0,15163487000.0,16871410000.0,17600991000.0,13805543000.0,13848772000.0,15973839000.0,17596766000.0
2088.0,18307293000.0,15717785000.0,15539310000.0,14927507000.0,16673239000.0,17464281000.0,13657331000.0,13596068000.0,15809559000.0,17427327000.0
2089.0,18098180000.0,15619194000.0,15341865000.0,14727516000.0,16488367000.0,17274814000.0,13514976000.0,13417766000.0,15688285000.0,17160155000.0
2090.0,18163790000.0,15446503000.0,15163007000.0,14564607000.0,16314839000.0,17105000000.0,13307094000.0,13215824000.0,15546524000.0,16985018000.0
2091.0,17897988000.0,15278196000.0,14985782000.0,14377314000.0,16132874000.0,16975526000.0,13105974000.0,13020418000.0,15404785000.0,16857180000.0
2092.0,17724066000.0,15121189000.0,14848406000.0,14142568000.0,15934267000.0,16830384000.0,12938041000.0,12768326000.0,15274778000.0,16689111000.0
2093.0,17691632000.0,14996155000.0,14707004000.0,13843407000.0,15750206000.0,16667415000.0,12774118000.0,12594072000.0,15116544000.0,16544044000.0
2094.0,17523919000.0,14841864000.0,14548154000.0,13666726000.0,15539031000.0,16525196000.0,12562425000.0,12363421000.0,14950564000.0,16371126000.0
2095.0,17363378000.0,14643302000.0,14376637000.0,13522488000.0,15358250000.0,16423389000.0,12417336000.0,12116187000.0,14797801000.0,16207530000.0
2096.0,17228552000.0,14489903000.0,14141356000.0,13394018000.0,15152579000.0,16307664000.0,12244428000.0,11811340000.0,14669762000.0,16069608000.0
2097.0,17026755000.0,14309218000.0,13975446000.0,13218819000.0,15004358000.0,16145762000.0,12097055000.0,11647470000.0,14533543000.0,15883420000.0
2098.0,17202256000.0,14154453000.0,13832134000.0,13049440000.0,14857542000.0,15958724000.0,11975633000.0,11444240000.0,14425087000.0,15714446000.0
2099.0,16796253000.0,13990431000.0,13714532000.0,12890834000.0,14679381000.0,15823775000.0,11794912000.0,11270432000.0,14280505000.0,15517107000.0
2100.0,16658427000.0,13885600000.0,13496198000.0,12756602000.0,14487522000.0,15699469000.0,11553305000.0,11121535000.0,14162725000.0,15327505000.0
