time,MIROC6,TAIESM1,KACE-1-0-G,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL,CANESM5,EC-EARTH3,CNRM-CM6-1,IPSL-CM6A-LR,CESM2-WACCM,MPI-ESM1-2-HR,GFDL-ESM4
2028.0,1027633700.0,945415940.0,887106500.0,1035566200.0,949555140.0,896305000.0,970322000.0,1010474500.0,973426560.0,1000502900.0,1004025000.0,1001830600.0,1015104800.0
2029.0,1004656060.0,913361300.0,864149500.0,990632260.0,927540860.0,862813300.0,942736900.0,954021200.0,974222140.0,984364860.0,979512500.0,1003266560.0,991452200.0
2030.0,978675260.0,892982140.0,842554800.0,980078460.0,894463000.0,837256960.0,914611140.0,911938500.0,940203400.0,958394240.0,946735800.0,965765800.0,980036800.0
2031.0,954371260.0,872133250.0,808566800.0,963608450.0,883076800.0,797745900.0,878113300.0,890276100.0,975487740.0,941191740.0,951123300.0,967969340.0,960218050.0
2032.0,930134900.0,834852540.0,822507400.0,946576200.0,860870300.0,760498800.0,842997440.0,861268400.0,924050200.0,926173000.0,949902300.0,947741400.0,933499260.0
2033.0,907238700.0,801856900.0,768531840.0,979476200.0,833224000.0,731216900.0,817718140.0,844375100.0,900106900.0,900290400.0,903776640.0,937617400.0,906377660.0
2034.0,890731900.0,777574000.0,748933600.0,936484900.0,819860350.0,693366000.0,784084160.0,825022660.0,884485250.0,878061200.0,878998850.0,994929660.0,890305860.0
2035.0,865214300.0,747399000.0,700232640.0,922786500.0,793099260.0,666448260.0,753326100.0,807021000.0,865756000.0,849797700.0,862347200.0,955342700.0,880825860.0
2036.0,846201400.0,731479800.0,668464640.0,914627900.0,774786900.0,615678300.0,721883140.0,777144400.0,852687040.0,838860500.0,840497150.0,919993400.0,936015700.0
2037.0,820680770.0,705349600.0,646557200.0,897203650.0,748130600.0,588627840.0,686646300.0,759263700.0,835000000.0,810699650.0,821609860.0,901201860.0,849928600.0
2038.0,811424700.0,677449700.0,624215550.0,887230300.0,726919500.0,548848830.0,669083900.0,747739900.0,799120700.0,783531260.0,801410000.0,875637900.0,819390700.0
2039.0,778830600.0,661394700.0,587902200.0,868466000.0,712521600.0,525855500.0,639661700.0,731318850.0,781442560.0,761337500.0,774472900.0,861011140.0,804228900.0
2040.0,759960900.0,633363300.0,569506050.0,858172860.0,686399200.0,499987330.0,616631940.0,725458000.0,779585540.0,739165100.0,759186200.0,859849540.0,782381300.0
2041.0,726391300.0,618296300.0,550526800.0,840712770.0,678637900.0,485113340.0,588178050.0,698025400.0,759200260.0,715237700.0,737138500.0,934825800.0,766784000.0
2042.0,714897000.0,597039600.0,530639300.0,826410430.0,660485760.0,457813220.0,548844540.0,674434370.0,736898560.0,693719600.0,719903000.0,848432060.0,754649000.0
2043.0,691201340.0,573903000.0,505583140.0,837308000.0,761024640.0,430752640.0,534919800.0,660017900.0,732204900.0,668920770.0,710550800.0,825214800.0,727921300.0
2044.0,673610600.0,549139400.0,488773020.0,812404100.0,653671300.0,416402500.0,503602140.0,650147840.0,719033200.0,647442000.0,684907650.0,820580500.0,708064700.0
2045.0,664708200.0,531919870.0,473314140.0,794670800.0,627518850.0,399783680.0,483542100.0,626313700.0,697711400.0,626432060.0,666364400.0,815457600.0,684452100.0
2046.0,718478100.0,509398850.0,453453500.0,812181600.0,621330370.0,371384670.0,479161180.0,615647040.0,685325760.0,607248450.0,646132000.0,797251900.0,827843840.0
2047.0,640685400.0,500464800.0,442423700.0,776055900.0,597946100.0,351344830.0,453368600.0,602226940.0,680175300.0,592684300.0,639898300.0,789453900.0,673723200.0
2048.0,623385900.0,472220580.0,423586300.0,768988800.0,583712450.0,336113200.0,422630620.0,589854140.0,666015040.0,569452540.0,619678100.0,784067200.0,638556540.0
2049.0,595436740.0,461948540.0,407272930.0,753976800.0,569041700.0,320490000.0,405709220.0,570997500.0,671210800.0,558060000.0,615084100.0,766507000.0,626818050.0
2050.0,578128640.0,442884130.0,390538600.0,737209150.0,559829700.0,313555740.0,390248580.0,556148500.0,652602500.0,528428960.0,597291100.0,754959360.0,604435800.0
2051.0,556058430.0,421202620.0,370909500.0,730885000.0,546254700.0,300630600.0,379556800.0,567136700.0,631397800.0,510436600.0,581797500.0,746236100.0,584661060.0
2052.0,563831500.0,408782850.0,359102300.0,711080640.0,531561440.0,287828860.0,362122200.0,538322560.0,614700740.0,489790240.0,562562900.0,737423900.0,563692860.0
2053.0,539690100.0,398419040.0,341609820.0,708829250.0,522703580.0,270320770.0,336194080.0,523791140.0,608208300.0,478050500.0,548375740.0,724918340.0,555232200.0
2054.0,527316400.0,385138430.0,327239580.0,695162700.0,508273300.0,254333490.0,328993000.0,518180450.0,591447550.0,467784300.0,534462900.0,714685900.0,561526340.0
2055.0,511557630.0,367992400.0,312922600.0,687363650.0,500309660.0,238976690.0,351275300.0,503527100.0,578218050.0,459094500.0,519710430.0,696656000.0,531700580.0
2056.0,502819520.0,355024640.0,313515780.0,668109800.0,485387420.0,228151800.0,308701470.0,489935300.0,566706560.0,453309500.0,506621900.0,677919800.0,509841020.0
2057.0,492966400.0,338114660.0,295619070.0,650748860.0,472780030.0,220847340.0,294967650.0,477150700.0,550921500.0,433397760.0,491775870.0,671426200.0,489239330.0
2058.0,482006200.0,328680420.0,281446100.0,627119500.0,461644800.0,208164020.0,288520400.0,466901980.0,540762300.0,418812450.0,475520860.0,662852860.0,471293220.0
2059.0,467658180.0,315198980.0,270200540.0,613793200.0,440473570.0,196357090.0,267089260.0,458115800.0,525432580.0,407515970.0,461086430.0,645065800.0,454528770.0
2060.0,465229250.0,306390080.0,257504590.0,589377400.0,425995500.0,181790910.0,253088370.0,445747680.0,514052160.0,394918600.0,448637700.0,630293400.0,434431550.0
2061.0,450981100.0,291346180.0,255728460.0,575910000.0,412162020.0,176458900.0,237858930.0,437458080.0,493981760.0,383046370.0,429063200.0,615504600.0,420127000.0
2062.0,436865380.0,275983780.0,247189550.0,572296600.0,421045820.0,165952740.0,221235570.0,418827800.0,476655500.0,369562850.0,410504420.0,685737900.0,409694080.0
2063.0,421680130.0,265437940.0,231415310.0,554150500.0,403760000.0,155520980.0,214440100.0,410526720.0,462878880.0,359077800.0,402926050.0,601490700.0,394605220.0
2064.0,412277280.0,251256460.0,217946690.0,531172770.0,382821730.0,150701470.0,203633730.0,400711580.0,464480160.0,346245340.0,393028000.0,591738100.0,382404670.0
2065.0,406910300.0,238974620.0,209675020.0,510425060.0,369380830.0,141134190.0,189799250.0,392429700.0,449078850.0,334139550.0,377061600.0,578362430.0,367283100.0
2066.0,394975460.0,223830080.0,203279220.0,491594200.0,357533400.0,139718700.0,182331260.0,385001100.0,432147680.0,319822200.0,363507140.0,549456060.0,355883200.0
2067.0,380703000.0,217146200.0,196984930.0,481471550.0,346428350.0,132979720.0,168979140.0,368917440.0,414816600.0,312553120.0,355938660.0,535575500.0,345255400.0
2068.0,371275520.0,210777760.0,186089580.0,466662270.0,351530460.0,127059340.0,170446350.0,362980740.0,398180580.0,298548300.0,342035800.0,511232480.0,329814940.0
2069.0,360063580.0,202535410.0,183125460.0,447823680.0,335476700.0,120575340.0,157474580.0,353970100.0,386929800.0,281753730.0,331820220.0,498518850.0,314991360.0
2070.0,377649800.0,194692260.0,174754200.0,445412220.0,326422980.0,116964610.0,140627340.0,346367420.0,368222140.0,268583800.0,323507100.0,477897120.0,309466400.0
2071.0,355463300.0,207050380.0,236017140.0,426687000.0,318167070.0,108237040.0,131863890.0,373698270.0,361922800.0,258677330.0,303785630.0,453813120.0,295808260.0
2072.0,338331200.0,191254270.0,171460100.0,418198660.0,302687330.0,103187390.0,127738400.0,337274080.0,343177900.0,247622320.0,293551170.0,446271330.0,290356380.0
2073.0,326394340.0,182518780.0,167076160.0,399609470.0,289010080.0,98656104.0,121822330.0,324800350.0,333215170.0,237296540.0,281306370.0,432119520.0,273558700.0
2074.0,311021400.0,174516850.0,159465940.0,386615200.0,277540030.0,93517540.0,115472450.0,315000200.0,324392700.0,227646140.0,271193250.0,417714800.0,266498080.0
2075.0,296830720.0,169361600.0,156393120.0,376592200.0,267018830.0,89013030.0,111754600.0,303564220.0,312641500.0,216747380.0,259339150.0,417586980.0,252252060.0
2076.0,286125540.0,161079950.0,150830880.0,361335140.0,261019570.0,83391896.0,103926880.0,291782430.0,297579360.0,204659920.0,251031340.0,397346460.0,244829540.0
2077.0,279206340.0,153565620.0,146990990.0,359739780.0,254209150.0,80615000.0,99474184.0,284272160.0,289392580.0,192964820.0,241873360.0,387648480.0,238464460.0
2078.0,265971260.0,147253300.0,145032200.0,342346000.0,248463840.0,76851620.0,93574640.0,275674180.0,280445100.0,183696980.0,232333250.0,367126560.0,234400180.0
2079.0,267408350.0,142181970.0,139574380.0,330974980.0,239773100.0,71012880.0,88063110.0,265408740.0,266860080.0,174470380.0,224288240.0,354444960.0,225019060.0
2080.0,244292830.0,130679860.0,138823220.0,319076100.0,232272910.0,66414156.0,84765200.0,256722800.0,253181890.0,167384580.0,208896590.0,347554100.0,214082580.0
2081.0,237515920.0,125955490.0,135987090.0,305449440.0,225176130.0,60356996.0,78789150.0,239354930.0,243100580.0,157899230.0,199754900.0,335406270.0,208742270.0
2082.0,225863100.0,117645430.0,133020740.0,297060770.0,218982270.0,58401830.0,75886470.0,227951900.0,232767950.0,147887580.0,192396370.0,322010750.0,200755650.0
2083.0,217229810.0,113336790.0,128698660.0,282662140.0,213325460.0,56810916.0,71958540.0,217577730.0,225045820.0,139949820.0,185995780.0,307095870.0,197978480.0
2084.0,206391730.0,108093160.0,128559270.0,271145440.0,207601760.0,56280716.0,68685110.0,206197360.0,213302320.0,134570560.0,182270510.0,293138720.0,193553140.0
2085.0,198761620.0,106693050.0,140019170.0,259778900.0,207104240.0,51612724.0,67222300.0,190982460.0,206364350.0,131685130.0,181011970.0,279179940.0,187582160.0
2086.0,190422560.0,103733990.0,120796510.0,245349730.0,201550370.0,48484956.0,60865210.0,181629040.0,197316820.0,129079540.0,173088320.0,267891820.0,183884720.0
2087.0,184983940.0,101508630.0,114797496.0,229147090.0,197484960.0,45881664.0,57353852.0,169549420.0,192061710.0,124503016.0,168158060.0,253634540.0,176453900.0
2088.0,176738610.0,93050460.0,110146850.0,275345280.0,193283360.0,42787824.0,55777916.0,161109760.0,192097390.0,123097890.0,163644670.0,244840940.0,172462990.0
2089.0,170582160.0,89002696.0,107668030.0,220871220.0,190965800.0,39709890.0,53448924.0,159376620.0,183288700.0,117918620.0,159421380.0,230162610.0,168628740.0
2090.0,166063630.0,84259740.0,103701864.0,212902350.0,187248220.0,35158056.0,49466810.0,150316220.0,180140210.0,113055180.0,156413710.0,225081940.0,168340590.0
2091.0,158512430.0,80977930.0,99070740.0,206440620.0,182359820.0,32809182.0,48627132.0,143912340.0,168748670.0,107456430.0,151414980.0,204378180.0,164019250.0
2092.0,153975700.0,75784510.0,94975840.0,191557900.0,176592220.0,31005366.0,46502476.0,137395220.0,165723440.0,98000160.0,146470690.0,193040060.0,157702620.0
2093.0,150380830.0,74478530.0,91186390.0,181454060.0,173921890.0,29979798.0,45201210.0,127566520.0,163375570.0,94271850.0,140721840.0,183869020.0,149354000.0
2094.0,146936340.0,69081490.0,87126984.0,172480530.0,168042900.0,27964932.0,40851530.0,123122856.0,156107980.0,86972960.0,135868860.0,168229020.0,146840340.0
2095.0,137506900.0,67396800.0,82113580.0,168014160.0,163847950.0,24422120.0,39995110.0,117559510.0,152943170.0,82256104.0,132375420.0,155789120.0,142454770.0
2096.0,140136380.0,62442476.0,79168930.0,162775790.0,160829140.0,24490134.0,40309160.0,111394170.0,146991730.0,78053896.0,128190730.0,148696960.0,138274160.0
2097.0,134117304.0,59016020.0,76464760.0,159779940.0,155584270.0,22679644.0,35793790.0,102620776.0,141231420.0,70930850.0,129211576.0,143508350.0,130934040.0
2098.0,128760020.0,54845656.0,74846910.0,155293330.0,155690800.0,21169780.0,33781140.0,100047100.0,135628930.0,66744496.0,124864100.0,135071420.0,135670930.0
2099.0,123487310.0,52560290.0,72861430.0,174017600.0,150154900.0,20558030.0,33242168.0,96887510.0,129781670.0,62933092.0,123211700.0,132714170.0,128583190.0
2100.0,134422530.0,51534784.0,70124824.0,148934540.0,147682880.0,19454958.0,33300724.0,92070540.0,128668230.0,60138776.0,120920460.0,126278590.0,125085190.0
