time,EC-EARTH3,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,CNRM-CM6-1,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,CNRM-ESM2-1,TAIESM1,MIROC6,IITM-ESM,CANESM5
2030.0,961789630.0,952302600.0,1021418500.0,964062340.0,949386000.0,963159600.0,894498100.0,839815400.0,825557500.0,976506750.0,887377500.0,952349700.0,1022331840.0,893517250.0
2031.0,923054460.0,933374300.0,1109801300.0,942451700.0,951068860.0,932609600.0,856786750.0,820418400.0,785129600.0,955267500.0,842282940.0,881388740.0,1017297600.0,870661300.0
2032.0,906535500.0,914063170.0,1051210560.0,952146370.0,917924700.0,911696900.0,824732540.0,792973200.0,741501060.0,946081100.0,811224640.0,844882240.0,995533500.0,827604500.0
2033.0,916603970.0,899801100.0,1004673300.0,901818240.0,894766300.0,893375800.0,796363650.0,831703200.0,716560700.0,931925700.0,766613700.0,822292800.0,1095185400.0,795009700.0
2034.0,880840400.0,873523200.0,980910300.0,883574660.0,881261060.0,876253250.0,757376000.0,754501800.0,721789700.0,925127500.0,750077300.0,785935100.0,1136131600.0,760809000.0
2035.0,843497400.0,852315650.0,962019500.0,867126460.0,866885000.0,863838900.0,727153000.0,724930300.0,666000800.0,899517500.0,720734460.0,766447170.0,1098102400.0,734984400.0
2036.0,822431550.0,820804030.0,955279550.0,842555840.0,835319700.0,843711300.0,703401660.0,693267800.0,639424200.0,888859970.0,689377860.0,741664260.0,1064790500.0,703926140.0
2037.0,809195260.0,795093440.0,958341250.0,878371600.0,812236350.0,819914940.0,665117250.0,673095800.0,601147140.0,876565500.0,656454900.0,723263360.0,1020429300.0,671074300.0
2038.0,782042050.0,761759700.0,1002539140.0,815153700.0,785594600.0,804770900.0,629723600.0,675302700.0,581034560.0,845445760.0,637630850.0,710180540.0,1000909250.0,639256260.0
2039.0,759955650.0,740852500.0,1011522750.0,789754240.0,762767100.0,788120800.0,603820800.0,641024800.0,548055500.0,840247740.0,594418940.0,684170500.0,1011785200.0,624766000.0
2040.0,743024260.0,718899200.0,973712500.0,768510400.0,742980860.0,817741440.0,577806600.0,626645600.0,534022940.0,814856900.0,567806600.0,657082560.0,992489700.0,593889860.0
2041.0,726690900.0,708700700.0,944609860.0,738616100.0,726281340.0,774807700.0,542846100.0,605580900.0,495641600.0,786315500.0,532314080.0,645131460.0,975587300.0,565325800.0
2042.0,707365100.0,694000400.0,992252900.0,718555200.0,700425860.0,744218940.0,511940220.0,592575360.0,474928500.0,761057400.0,525480900.0,630461300.0,964803500.0,544632770.0
2043.0,693236350.0,678297150.0,932403140.0,700730100.0,664873500.0,728643800.0,491094850.0,573468900.0,463532860.0,722489600.0,502282560.0,610480640.0,961008060.0,524979330.0
2044.0,666494200.0,663193000.0,1002205600.0,668796900.0,652200700.0,759794750.0,468509220.0,560338240.0,456424960.0,692088400.0,483096600.0,595090370.0,958309600.0,485651940.0
2045.0,637572700.0,651008300.0,941813570.0,639962100.0,630159040.0,705795600.0,453765340.0,543001200.0,442544540.0,668860800.0,466056160.0,582321660.0,956999400.0,469584540.0
2046.0,612507600.0,619072200.0,917405400.0,630149100.0,608410000.0,691549200.0,427157220.0,527445470.0,418024160.0,647451100.0,443387100.0,564442700.0,977858100.0,448371500.0
2047.0,604730200.0,597859600.0,915005000.0,586773700.0,582457150.0,673697400.0,395127700.0,524648000.0,408122880.0,632733200.0,420102200.0,554434000.0,963605300.0,426390850.0
2048.0,588057860.0,581896000.0,906306300.0,561682050.0,560039940.0,657182900.0,367459840.0,508944320.0,385894720.0,611221500.0,398041860.0,531009700.0,966534200.0,415491300.0
2049.0,569943360.0,572785660.0,892955700.0,554906800.0,525437060.0,642989400.0,345294400.0,494070720.0,374779970.0,573510600.0,376339300.0,516678340.0,960097400.0,392016640.0
2050.0,553854850.0,558147700.0,882939140.0,534244400.0,499132740.0,633447200.0,324790430.0,484310200.0,359637600.0,539286600.0,361330140.0,504183400.0,988477300.0,375854460.0
2051.0,536687500.0,536102370.0,861350800.0,504638000.0,478768300.0,613731000.0,305595620.0,483677540.0,349119460.0,517518180.0,343775580.0,492187800.0,967862600.0,360677800.0
2052.0,519859460.0,520688930.0,855273600.0,483522980.0,459321630.0,602960000.0,286499870.0,468823940.0,333910800.0,497953760.0,326273200.0,477167000.0,1016758460.0,347151940.0
2053.0,498871460.0,502214000.0,844301600.0,454089250.0,444496300.0,584937700.0,279485500.0,464578800.0,324092400.0,481611940.0,310089340.0,461784300.0,969752600.0,331493020.0
2054.0,481074700.0,485125920.0,829442300.0,440617800.0,424750880.0,573788800.0,260866540.0,452198800.0,309161200.0,474717900.0,291850500.0,446772700.0,963482000.0,322075260.0
2055.0,462162340.0,481264300.0,816518340.0,423322500.0,402039870.0,563114240.0,235275410.0,442186660.0,291681060.0,453723970.0,285605000.0,435807140.0,955904300.0,314063780.0
2056.0,449619140.0,467180860.0,805015700.0,402169380.0,376439680.0,542264000.0,225969890.0,433486600.0,280210180.0,454612260.0,273211100.0,420412160.0,950579100.0,313605950.0
2057.0,454133300.0,445836320.0,787809600.0,378366460.0,357661250.0,524409500.0,208461730.0,423318140.0,321972320.0,438710270.0,263631840.0,403926270.0,952086140.0,293176420.0
2058.0,429455840.0,431141570.0,756767600.0,359479780.0,343366080.0,509930200.0,192349150.0,417306270.0,286879840.0,425610140.0,248854660.0,402170500.0,1049057400.0,285202660.0
2059.0,408299230.0,414510660.0,740065660.0,338680860.0,325263200.0,497122050.0,177763360.0,411468600.0,267624700.0,420534560.0,234991780.0,383602100.0,959639900.0,266510860.0
2060.0,397227600.0,402456500.0,687130900.0,324307870.0,312983550.0,479037200.0,168227730.0,400908200.0,271949500.0,401898720.0,222310140.0,363029060.0,964868100.0,255556300.0
2061.0,391101440.0,389484060.0,672540500.0,311411300.0,300707040.0,466178720.0,149412200.0,391758460.0,251269570.0,388226400.0,205734370.0,343748860.0,1084972000.0,244420690.0
2062.0,380730200.0,379566270.0,643679940.0,296692350.0,287477250.0,442744030.0,146274990.0,380974900.0,252588560.0,381797060.0,192562610.0,327327940.0,1012847040.0,237264830.0
2063.0,361337300.0,368883970.0,630082750.0,277324700.0,274590750.0,423584800.0,130994880.0,371661630.0,247343730.0,374286140.0,183136500.0,309083520.0,981183700.0,226832340.0
2064.0,348283700.0,364810530.0,593920300.0,267516670.0,269662430.0,415703550.0,121309256.0,368090430.0,237208030.0,360649860.0,173387840.0,293837700.0,965046660.0,217963760.0
2065.0,336976740.0,353668220.0,567393300.0,256247580.0,246191660.0,398770140.0,117776540.0,362011800.0,222007570.0,346412260.0,162198620.0,278770020.0,957206140.0,209776740.0
2066.0,321658530.0,338290530.0,544627800.0,241468130.0,233755170.0,378241950.0,106679760.0,352014500.0,215627890.0,338607420.0,155762300.0,262202140.0,954033500.0,197874580.0
2067.0,306039800.0,321185730.0,516642300.0,232097900.0,219449920.0,365777500.0,95785150.0,341382370.0,208209150.0,327110750.0,144620960.0,252165040.0,949404600.0,189489820.0
2068.0,297456770.0,307084130.0,488511170.0,214263860.0,208381250.0,352529180.0,88781960.0,325134340.0,199846190.0,320519040.0,136575550.0,234964370.0,946512800.0,181934370.0
2069.0,286874000.0,289470700.0,461349470.0,202613620.0,199163800.0,342489060.0,80088170.0,313568540.0,201447200.0,314390370.0,130888740.0,226570400.0,954396200.0,175287730.0
2070.0,269364000.0,300704600.0,438387700.0,191865700.0,185318430.0,331411780.0,70893870.0,299103070.0,194505090.0,305139360.0,122742560.0,226125650.0,937404900.0,169307950.0
2071.0,256603950.0,274527740.0,415462660.0,183648800.0,172564420.0,322160300.0,63043740.0,285445060.0,187302880.0,295398560.0,113506536.0,209199170.0,935153800.0,160972430.0
2072.0,240651780.0,258564210.0,397559780.0,176562770.0,168103170.0,308922270.0,57200550.0,277034850.0,182644980.0,290291700.0,109798780.0,199560210.0,928090100.0,156101760.0
2073.0,228820580.0,252527760.0,383591800.0,167157520.0,160657980.0,292125760.0,53912424.0,263684350.0,176240600.0,284011140.0,101416390.0,187905220.0,924288450.0,144441900.0
2074.0,222551790.0,245366770.0,371289380.0,163250240.0,155874240.0,281708580.0,48118330.0,248130610.0,170371220.0,277706300.0,94782710.0,175031580.0,929024960.0,131508910.0
2075.0,212646560.0,233197820.0,352859550.0,155964940.0,147391280.0,259791280.0,46207470.0,242418160.0,163422600.0,270348200.0,90241830.0,164175220.0,929952200.0,126214430.0
2076.0,200195580.0,226220770.0,330163400.0,150258060.0,136896530.0,240836050.0,39881340.0,231063600.0,156609730.0,260925740.0,87312290.0,157353620.0,906370200.0,117904790.0
2077.0,183303400.0,218668480.0,316313100.0,142051540.0,130015464.0,226781310.0,37694664.0,220219580.0,150003500.0,252473180.0,83401544.0,149802540.0,894022340.0,109066010.0
2078.0,171934860.0,204247980.0,299305820.0,135560080.0,123062860.0,208739420.0,32335288.0,211076180.0,144105220.0,245769940.0,77629750.0,143080340.0,883022140.0,109003770.0
2079.0,163850380.0,199800450.0,283100500.0,127822550.0,115324210.0,198901200.0,31556268.0,201340210.0,137211570.0,235687520.0,71496360.0,135712960.0,868416600.0,102215870.0
2080.0,157946020.0,193103380.0,273553020.0,123644150.0,108503704.0,186632600.0,30843928.0,191526220.0,131395864.0,230600660.0,67638250.0,128555600.0,854244200.0,95364000.0
2081.0,146690510.0,186752080.0,254409010.0,122033270.0,98667030.0,175294220.0,29887402.0,182623870.0,127054250.0,221567730.0,65020420.0,119552216.0,838552300.0,89836570.0
2082.0,138294500.0,182950260.0,244689500.0,115080890.0,89702540.0,163175730.0,29078030.0,176959520.0,121510220.0,211124980.0,62676996.0,114350980.0,818047600.0,82573970.0
2083.0,133250504.0,179596670.0,235201490.0,106697736.0,86399610.0,159067070.0,27347368.0,167103280.0,115345270.0,205276660.0,61047880.0,106900420.0,805210200.0,76928080.0
2084.0,126038150.0,174537950.0,226847890.0,102261416.0,78802990.0,151572910.0,24238104.0,160491700.0,106565030.0,198986540.0,57096904.0,103470350.0,789017400.0,70652840.0
2085.0,121960790.0,168790980.0,214317440.0,95041740.0,73027390.0,143835060.0,21834592.0,154462220.0,99420456.0,193118740.0,52848770.0,96748824.0,794883700.0,64231204.0
2086.0,116230530.0,162526270.0,196306980.0,88296104.0,69220344.0,134190010.0,21709244.0,151309300.0,93566680.0,176414530.0,49673630.0,90178650.0,817873600.0,55077936.0
2087.0,105415540.0,156243000.0,184858770.0,80128710.0,61649336.0,126700940.0,21013590.0,145555300.0,83245810.0,167998830.0,47003744.0,85629704.0,876323800.0,48495584.0
2088.0,97593990.0,148687070.0,175633800.0,76744120.0,57861136.0,115571704.0,19958174.0,136794140.0,76830410.0,157307380.0,45662964.0,81287544.0,766143170.0,44575550.0
2089.0,89526430.0,145243950.0,172286370.0,70464680.0,51810290.0,107586540.0,18657122.0,132790340.0,70844020.0,149261730.0,44003056.0,74511576.0,749592960.0,42650990.0
2090.0,81702330.0,140330110.0,162083570.0,66246092.0,48864068.0,101986536.0,17876566.0,124455840.0,66843740.0,142114460.0,39906132.0,75209976.0,763388860.0,39829030.0
2091.0,80678410.0,138267730.0,154817500.0,62185490.0,46151504.0,94512744.0,15963280.0,119674840.0,62295090.0,131614740.0,40104292.0,72862380.0,734780200.0,37339896.0
2092.0,73744520.0,133505070.0,147303980.0,57796236.0,43112830.0,91062210.0,15274750.0,115486210.0,56471370.0,127552670.0,36197796.0,67469890.0,754076800.0,36117284.0
2093.0,71566060.0,128012470.0,138447440.0,55365280.0,36616820.0,84907820.0,13415731.0,111769980.0,54260068.0,118206390.0,33972348.0,62392908.0,711826700.0,33770284.0
2094.0,63224630.0,130149190.0,131281300.0,51988296.0,31455470.0,82417010.0,11775827.0,108627690.0,51130428.0,110339470.0,31532066.0,55990020.0,691993400.0,29117616.0
2095.0,60414110.0,119497880.0,127643610.0,46344440.0,29652504.0,78696430.0,10768711.0,101570904.0,47736180.0,102291320.0,30044008.0,52116144.0,671759400.0,26354134.0
2096.0,57213052.0,114103000.0,121171520.0,45351468.0,28682914.0,70614180.0,9490309.0,102556180.0,46239864.0,100286640.0,28485252.0,47101468.0,651355260.0,24957984.0
2097.0,53074948.0,109778584.0,116868780.0,39777948.0,26259502.0,63602270.0,8161626.5,96966530.0,44541650.0,95120780.0,25647080.0,41683704.0,642662460.0,23519396.0
2098.0,49460892.0,107511976.0,112973970.0,36994610.0,21272568.0,56815080.0,6946660.5,98815770.0,40265180.0,89385304.0,22848082.0,38730764.0,626013900.0,21286880.0
2099.0,45576030.0,102978310.0,111467256.0,34738428.0,18536530.0,52121960.0,5811856.0,95395580.0,34254504.0,84929176.0,20086094.0,35817796.0,613366900.0,20798794.0
2100.0,42538024.0,101260950.0,108014104.0,32152368.0,17541016.0,46128810.0,5653118.5,94811730.0,33757828.0,78020984.0,19074232.0,37191864.0,601258430.0,18035604.0
