time,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,CESM2-WACCM,KACE-1-0-G,MRI-ESM2-0,UKESM1-0-LL,TAIESM1,IITM-ESM
2000.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0,1151744400.0
2001.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0,1147744100.0
2002.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0,1156264800.0
2003.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0,1155491300.0
2004.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0,1163514500.0
2005.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0,1182121600.0
2006.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0,1182299100.0
2007.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0,1171451400.0
2008.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0,1165995800.0
2009.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0,1162879600.0
2010.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0,1180014700.0
2011.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0
2012.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0
2013.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0
2014.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0
2015.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0
2016.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0
2017.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0
2018.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0
2019.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0
2020.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0
2021.0,1087551200.0,1087749100.0,1091588600.0,1086787600.0,1089883000.0,1093577600.0,1088827500.0,1088168400.0,1104889300.0
2022.0,1077626200.0,1065717900.0,1083545100.0,1063153200.0,1073644000.0,1074882400.0,1074487000.0,1084323700.0,1093005700.0
2023.0,1069508500.0,1048210560.0,1059656060.0,1065584260.0,1052459260.0,1046111700.0,1050464400.0,1070701500.0,1096231700.0
2024.0,1048040600.0,1018467500.0,1036784600.0,1040495200.0,1029127040.0,1030057150.0,1069795300.0,1039160000.0,1087230200.0
2025.0,1056183300.0,990524740.0,1017842750.0,1044721540.0,1004086000.0,1001397200.0,1050790600.0,1017548160.0,1110810900.0
2026.0,1054402750.0,972482370.0,993994940.0,1030497340.0,986323300.0,978126400.0,1030084100.0,992974600.0,1093030000.0
2027.0,1012995650.0,959244100.0,975134850.0,1005121200.0,970435140.0,954726400.0,1007783600.0,971067600.0,1130225200.0
2028.0,985534000.0,927900000.0,941718200.0,998446460.0,952912200.0,934138400.0,966966460.0,933157500.0,1065177900.0
2029.0,983644540.0,895535400.0,919992500.0,976194240.0,958216900.0,917162940.0,948243460.0,919363600.0,1054558850.0
2030.0,961997000.0,873814800.0,898951940.0,976034600.0,919569800.0,898565760.0,926439400.0,901219260.0,1042134300.0
2031.0,952169340.0,855138370.0,881425500.0,939038000.0,896446900.0,872594700.0,915925760.0,868529860.0,1066243140.0
2032.0,926854500.0,824922700.0,874733200.0,930754750.0,874780350.0,853667600.0,880733000.0,843628900.0,1051567500.0
2033.0,911535040.0,800691140.0,846834900.0,916343800.0,847746200.0,824255100.0,857851140.0,817112700.0,1073940500.0
2034.0,874772400.0,778655040.0,824047000.0,927032600.0,836018500.0,812852800.0,823947500.0,813326460.0,1039152200.0
2035.0,848992830.0,810957000.0,847512260.0,882488640.0,803927600.0,798143170.0,795091700.0,777181250.0,1060063400.0
2036.0,826527000.0,748073150.0,785301500.0,865799400.0,772237000.0,781060700.0,785693100.0,744266100.0,1046432000.0
2037.0,804323100.0,730864900.0,756097340.0,861021300.0,752432800.0,756483800.0,759211300.0,729407100.0,1018068540.0
2038.0,789422400.0,715843900.0,750178000.0,833111000.0,736688000.0,724246100.0,736733440.0,695515200.0,1010939460.0
2039.0,778119800.0,692296100.0,718952640.0,805467900.0,698000700.0,706482940.0,697449600.0,757081600.0,1004562300.0
2040.0,759078200.0,661827000.0,695687740.0,793502100.0,678510900.0,681252800.0,667427000.0,683165800.0,1000685100.0
2041.0,748900300.0,645603400.0,668218750.0,779897700.0,654111000.0,656854800.0,649250500.0,657686400.0,1000527360.0
2042.0,717071550.0,631920060.0,635183500.0,755652200.0,628491260.0,637362200.0,626520100.0,646800640.0,990828740.0
2043.0,717661760.0,611575040.0,620157500.0,739612860.0,614468800.0,630811840.0,599606000.0,639308500.0,989864400.0
2044.0,694066100.0,597015040.0,602227600.0,718853300.0,599275300.0,609303800.0,583710600.0,603257000.0,987530750.0
2045.0,676689400.0,583003970.0,586644600.0,701362370.0,573451800.0,593666800.0,553743800.0,587017100.0,977426240.0
2046.0,657553800.0,587250700.0,579577800.0,679812100.0,545307970.0,580501100.0,528012670.0,575095600.0,967887900.0
2047.0,641418200.0,602972000.0,563094600.0,659101250.0,540734460.0,562304640.0,515906530.0,557628500.0,964388540.0
2048.0,622750340.0,567993300.0,544070100.0,632184500.0,512538020.0,547925440.0,479395620.0,534137060.0,1024527300.0
2049.0,609712400.0,551868740.0,528994020.0,611165630.0,496914530.0,527764350.0,465917950.0,512270940.0,959868400.0
2050.0,612439100.0,541166340.0,517143500.0,622395460.0,473840350.0,516097200.0,451340580.0,497501600.0,954626940.0
2051.0,576875100.0,529557200.0,500320160.0,582738400.0,458974820.0,514040030.0,422498370.0,487803520.0,946177860.0
2052.0,567137600.0,527788960.0,494256540.0,562171970.0,439956060.0,498948830.0,411823400.0,474848220.0,942319040.0
2053.0,550650300.0,517183900.0,479594880.0,546935900.0,420183600.0,532536500.0,392644960.0,455060860.0,946661600.0
2054.0,543204100.0,501056260.0,466673300.0,524991000.0,412437120.0,480359400.0,381936960.0,440715170.0,937273660.0
2055.0,527760930.0,486014270.0,466289860.0,515079940.0,415712060.0,468848060.0,365619040.0,424804220.0,933588160.0
2056.0,520724100.0,480100830.0,440613340.0,505213150.0,393062600.0,454480000.0,350616060.0,419752540.0,924603000.0
2057.0,509845280.0,472826560.0,422300030.0,487164350.0,390987000.0,443671200.0,341358080.0,410948030.0,922782200.0
2058.0,498893540.0,466658850.0,414732480.0,467273000.0,369098080.0,429498430.0,319206080.0,394834300.0,917660600.0
2059.0,489357920.0,458054900.0,401923620.0,445024500.0,365828600.0,417087330.0,308946800.0,377012100.0,906575940.0
2060.0,483583600.0,453197500.0,389006080.0,433976900.0,354183100.0,411068900.0,293725730.0,363056670.0,902391400.0
2061.0,472583900.0,453645920.0,380808900.0,424343140.0,341456060.0,412211040.0,276988640.0,350513200.0,941083700.0
2062.0,465054050.0,441499840.0,373462200.0,415226270.0,330489820.0,404069760.0,260643330.0,343116860.0,894817900.0
2063.0,460853000.0,433862800.0,365193150.0,410769630.0,323556800.0,403377000.0,255282220.0,334752740.0,890483840.0
2064.0,464592200.0,425982600.0,358990460.0,402342700.0,315025000.0,390597600.0,242600700.0,323173730.0,883647500.0
2065.0,449259100.0,478195680.0,347562370.0,406945800.0,312465700.0,383704930.0,232976770.0,307314900.0,883260100.0
2066.0,438329540.0,433388100.0,335227620.0,446564500.0,302127870.0,380565700.0,225488200.0,294119170.0,885885760.0
2067.0,554181900.0,481280930.0,324650560.0,390945800.0,298114240.0,372872600.0,219537550.0,280980100.0,869245500.0
2068.0,445076320.0,423749900.0,316103500.0,384970850.0,286918270.0,367147260.0,241605140.0,265896210.0,878940500.0
2069.0,419375580.0,417728740.0,306256800.0,375892600.0,296905180.0,359142340.0,214092300.0,268194540.0,871794200.0
2070.0,417686370.0,412966430.0,293753900.0,368240200.0,283655100.0,414791360.0,206691700.0,243236430.0,857808830.0
2071.0,403609020.0,413679260.0,289861400.0,359081020.0,274138940.0,386942080.0,196074770.0,234911650.0,848116400.0
2072.0,411937570.0,410171620.0,275041900.0,351169340.0,270613500.0,373283970.0,188676930.0,228984050.0,832670660.0
2073.0,394968160.0,400159420.0,267377360.0,344111070.0,262738380.0,356989980.0,182726820.0,216714140.0,879849500.0
2074.0,392672930.0,396049950.0,260426380.0,333331680.0,252848940.0,356340830.0,175796830.0,211400110.0,838542500.0
2075.0,394787200.0,392366800.0,252139090.0,341563970.0,249786400.0,344836060.0,178727140.0,202593780.0,832323260.0
2076.0,381822000.0,386125200.0,245244340.0,323311970.0,246581760.0,344132350.0,174913180.0,196394850.0,816596860.0
2077.0,377306940.0,380854700.0,237575100.0,316601400.0,242399890.0,340333250.0,176656260.0,194078270.0,804013440.0
2078.0,841339500.0,373548350.0,238631170.0,307347620.0,235866080.0,328067260.0,166979870.0,183823760.0,825149800.0
2079.0,429283200.0,367694460.0,228305150.0,307982980.0,232175890.0,323260260.0,160822780.0,180490750.0,795770100.0
2080.0,391081800.0,364024670.0,220590080.0,309344060.0,227909060.0,322571550.0,156015820.0,173568140.0,785737860.0
2081.0,369885060.0,361384800.0,213474260.0,300152100.0,224676110.0,316978900.0,152951220.0,169321920.0,984986000.0
2082.0,364322050.0,354046400.0,205984780.0,296823330.0,220113260.0,317167680.0,147827520.0,166681580.0,798907600.0
2083.0,360946620.0,355506780.0,198464510.0,290264900.0,217094980.0,308991200.0,145565680.0,160840770.0,784769000.0
2084.0,411708960.0,346589400.0,194940830.0,279412300.0,215746620.0,304708320.0,143189490.0,155684140.0,769912700.0
2085.0,362240700.0,336910200.0,188786020.0,272793060.0,212464000.0,300578780.0,141095280.0,148373020.0,767380000.0
2086.0,353569060.0,334095300.0,183291710.0,265350240.0,217526480.0,296102940.0,138531550.0,145564100.0,757790100.0
2087.0,360946800.0,330594560.0,178766990.0,258532940.0,206241870.0,349424770.0,135554020.0,143749100.0,749026240.0
2088.0,363461220.0,328514000.0,175181090.0,253598800.0,212229250.0,293657470.0,132398560.0,142734900.0,772791400.0
2089.0,362936800.0,318126180.0,170555410.0,250109570.0,205218700.0,289858370.0,129073240.0,145362700.0,799715400.0
2090.0,363255580.0,307494340.0,166805540.0,244552910.0,199659730.0,282782940.0,129952936.0,134741870.0,783365000.0
2091.0,342124500.0,296491500.0,163219630.0,243490910.0,193826200.0,280198850.0,121380340.0,132104376.0,742106430.0
2092.0,345176670.0,288588200.0,157294450.0,236799150.0,193557950.0,276584220.0,114995150.0,154594600.0,734003400.0
2093.0,339067230.0,284998530.0,153541260.0,231953470.0,187070110.0,282418400.0,110711670.0,135501870.0,740523200.0
2094.0,372034600.0,279053120.0,152921380.0,231595100.0,186279100.0,274007200.0,104557320.0,126332820.0,730558300.0
2095.0,333723040.0,312334270.0,147897890.0,228599300.0,182981250.0,275388830.0,100039980.0,123749680.0,745634560.0
2096.0,413052830.0,279113020.0,143935660.0,243198050.0,180386300.0,266997140.0,106380230.0,120669816.0,764052500.0
2097.0,343068800.0,272920400.0,155818400.0,227193740.0,250614670.0,264522380.0,93113770.0,119343570.0,732388100.0
2098.0,352427650.0,264851000.0,143564780.0,223666980.0,192078080.0,265459150.0,92690380.0,118861624.0,727157950.0
2099.0,391200200.0,267858320.0,140358500.0,216926660.0,177076270.0,264603940.0,88747860.0,115830136.0,722886800.0
2100.0,369029000.0,261493900.0,140035330.0,221710060.0,176922990.0,264524530.0,85359816.0,110967944.0,719824800.0
