time,CESM2-WACCM,IPSL-CM6A-LR,CNRM-CM6-1,GFDL-ESM4,MPI-ESM1-2-HR,EC-EARTH3,IITM-ESM,CANESM5,TAIESM1,MIROC6,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,KACE-1-0-G
2030.0,989381500.0,909063000.0,915816770.0,907365200.0,898922750.0,886605800.0,1035847360.0,901509760.0,890536450.0,914468200.0,974005200.0,920496300.0,968687100.0,885560600.0
2031.0,945648400.0,906844540.0,892995200.0,884985340.0,866268700.0,845393540.0,1023133900.0,872350500.0,845621500.0,922991000.0,901189300.0,887132700.0,959158300.0,851078000.0
2032.0,925407900.0,877615700.0,872853600.0,861881150.0,841147840.0,814268900.0,1014698750.0,899358460.0,823045800.0,877246400.0,872696800.0,858752640.0,960716540.0,816292300.0
2033.0,918254460.0,856181950.0,872075140.0,835733700.0,835099000.0,800204350.0,1020837000.0,840478000.0,786486700.0,837721340.0,849793100.0,831071170.0,935138050.0,787627650.0
2034.0,896133500.0,842575900.0,832096060.0,814615740.0,816039900.0,832384640.0,1006246660.0,821215200.0,750149200.0,820185540.0,823130400.0,809434900.0,909064000.0,756151200.0
2035.0,864770560.0,831225900.0,823213440.0,778383360.0,799285570.0,780595650.0,1003892700.0,802272960.0,703196000.0,799524350.0,794698940.0,796125000.0,892930500.0,736843200.0
2036.0,846932860.0,798111300.0,802849100.0,781544640.0,808273660.0,759223700.0,1091169800.0,777191700.0,673143500.0,774224000.0,758268300.0,768384450.0,873687500.0,694961000.0
2037.0,827465100.0,771183600.0,799693060.0,758505660.0,768562100.0,743234370.0,1040150850.0,754323500.0,651345300.0,754448200.0,742766660.0,748778700.0,855539900.0,709776060.0
2038.0,806301300.0,759201150.0,824970900.0,736838850.0,800036860.0,712523840.0,998394050.0,731836000.0,636100500.0,739768060.0,723272200.0,728283500.0,827875600.0,652789400.0
2039.0,775581600.0,737772400.0,775419900.0,716517400.0,748268350.0,669466750.0,986904770.0,719493900.0,587083800.0,715516600.0,702793660.0,740654900.0,804251140.0,621566800.0
2040.0,761555900.0,721657800.0,765872300.0,696433660.0,734933500.0,649722560.0,1010983230.0,728346940.0,547660860.0,682075460.0,694549950.0,709822300.0,789887300.0,605625900.0
2041.0,753017200.0,703166850.0,738446200.0,681137540.0,728356600.0,629493200.0,974160060.0,686245200.0,527620500.0,661530900.0,666263400.0,701653800.0,782026200.0,591661060.0
2042.0,735780700.0,681748300.0,723654400.0,668991700.0,706415700.0,617677060.0,1031913500.0,669483400.0,504013760.0,643716540.0,648723600.0,676578750.0,774985500.0,569509600.0
2043.0,711177540.0,673910900.0,693111550.0,688549570.0,721316350.0,588571800.0,999434900.0,649537150.0,497253220.0,612006500.0,633245440.0,659071100.0,765138900.0,550864100.0
2044.0,694940400.0,651392200.0,685305600.0,677653950.0,687252800.0,558041860.0,969031940.0,632837800.0,472443070.0,602036900.0,610847300.0,636780350.0,747213500.0,569378000.0
2045.0,677632960.0,663975940.0,670346430.0,640216400.0,701156400.0,554542700.0,960410560.0,628703400.0,457815940.0,584895400.0,585341800.0,626959900.0,745222700.0,524016000.0
2046.0,655632000.0,620989800.0,648619460.0,631221440.0,713701200.0,535776130.0,1093299700.0,602670500.0,438870700.0,592882500.0,574775230.0,627608060.0,721484540.0,540244200.0
2047.0,638199000.0,607908500.0,630381500.0,671885900.0,671391600.0,526886430.0,1035342400.0,577220700.0,416495650.0,577186750.0,572542340.0,605963400.0,710574500.0,499359580.0
2048.0,618833000.0,595446340.0,616380000.0,636330200.0,650913150.0,519660670.0,974912640.0,563865400.0,392513820.0,554426750.0,574087200.0,588294460.0,715036900.0,505058200.0
2049.0,608318400.0,582639400.0,611084600.0,623397100.0,634924800.0,517267870.0,972708100.0,548855400.0,375410270.0,530440130.0,539643000.0,592676350.0,695221800.0,477636130.0
2050.0,589602240.0,568464900.0,622155800.0,609366340.0,618629600.0,493922400.0,967649700.0,546038660.0,362165300.0,515012100.0,515621760.0,590230340.0,684591940.0,470992960.0
2051.0,572418700.0,555527740.0,592187300.0,599025700.0,603472600.0,487906370.0,975879940.0,519783970.0,358674340.0,672253400.0,500976900.0,576032700.0,693280640.0,453345950.0
2052.0,550872100.0,542123000.0,577855170.0,594273500.0,600038140.0,478792350.0,1033671500.0,504067230.0,344834370.0,529669500.0,490577860.0,588128700.0,675271300.0,440012670.0
2053.0,533261250.0,526615140.0,560389250.0,579514700.0,597361600.0,464182900.0,1003092600.0,487622300.0,339768900.0,523389400.0,469387900.0,679414500.0,668699100.0,427601280.0
2054.0,515653800.0,612755460.0,566090430.0,569553400.0,584645060.0,459897180.0,972853300.0,472261340.0,330306600.0,490044500.0,455921060.0,556290900.0,657754750.0,417760300.0
2055.0,507360800.0,514690140.0,549712600.0,563645600.0,649348900.0,452224450.0,962300860.0,457213920.0,336460060.0,476118720.0,440758140.0,547885950.0,645550500.0,407112860.0
2056.0,498478430.0,611438200.0,613698400.0,557658240.0,611950800.0,441470850.0,965744500.0,443545760.0,367269760.0,466038430.0,430284400.0,551477000.0,639508200.0,436974100.0
2057.0,502378460.0,510013800.0,570767500.0,548542800.0,570963840.0,436204100.0,971734100.0,447692060.0,350125280.0,450180400.0,417604640.0,538286340.0,641206100.0,399021800.0
2058.0,484053150.0,503539550.0,540649300.0,539306430.0,560891260.0,437473280.0,976237800.0,456385470.0,370700320.0,438810660.0,401886200.0,528827360.0,626061630.0,390818180.0
2059.0,473786100.0,486981920.0,575126600.0,532762100.0,560761860.0,427346140.0,985486500.0,423077660.0,336350620.0,427833860.0,381914600.0,519347330.0,620126850.0,385150500.0
2060.0,459858180.0,479011260.0,528904740.0,528285540.0,622890300.0,427189220.0,965268540.0,401826660.0,325518000.0,415337660.0,372386050.0,507033340.0,613158000.0,381683740.0
2061.0,453293000.0,464546940.0,551888830.0,525733800.0,581146050.0,436047900.0,963015700.0,391340130.0,312686820.0,408174980.0,377271500.0,525629760.0,626097540.0,381613760.0
2062.0,460289800.0,456954900.0,525163460.0,520267330.0,604633100.0,415878430.0,971015360.0,378773280.0,314337120.0,411084700.0,349949900.0,504521280.0,603174700.0,371494400.0
2063.0,431702620.0,448413120.0,571182100.0,566462700.0,560888770.0,417167140.0,961185000.0,368886050.0,306495100.0,401753950.0,339888480.0,492668000.0,595877060.0,365939740.0
2064.0,424144030.0,438039000.0,512313860.0,509159400.0,661941600.0,413471680.0,962447740.0,408671900.0,300953200.0,393906020.0,322272160.0,486363460.0,588396200.0,367143260.0
2065.0,416117630.0,427480300.0,502395900.0,501852480.0,559494500.0,452624770.0,1015588350.0,408509540.0,300436540.0,382596500.0,309776740.0,542634400.0,592124900.0,356207300.0
2066.0,422211140.0,423114080.0,504622900.0,501381860.0,551705500.0,408922020.0,953042050.0,378195680.0,300021250.0,376665250.0,294276740.0,483359650.0,675212350.0,355215500.0
2067.0,409014620.0,412779170.0,541235140.0,539635400.0,594227900.0,400370500.0,953450240.0,355842560.0,284998430.0,378797540.0,284455230.0,480416320.0,624941250.0,349571200.0
2068.0,425042140.0,405868000.0,493194800.0,513000960.0,848591200.0,421806200.0,947652860.0,347118400.0,276015170.0,363183170.0,281159550.0,482596860.0,581869100.0,401020200.0
2069.0,404578370.0,401802620.0,481584450.0,504126560.0,626904600.0,406587900.0,945272640.0,335310140.0,276102370.0,350950340.0,265747180.0,484752740.0,574759360.0,349452960.0
2070.0,401181300.0,406058370.0,471467300.0,497270880.0,568769700.0,402374720.0,939813900.0,344158340.0,266409230.0,338402180.0,257996320.0,468658980.0,571753200.0,379245800.0
2071.0,393053760.0,405932260.0,473265300.0,491643400.0,554776900.0,402553340.0,1045363260.0,356360030.0,256125940.0,325724830.0,276411740.0,460521380.0,581650700.0,348375070.0
2072.0,387084350.0,389830700.0,476930200.0,540888450.0,546883400.0,423649200.0,1002793600.0,338710100.0,252538620.0,319954660.0,250213200.0,460848300.0,564447700.0,337653470.0
2073.0,383347940.0,385282530.0,459970780.0,493617730.0,536791550.0,392117920.0,992739800.0,321176800.0,245916350.0,331531970.0,237017760.0,451225570.0,559371200.0,337305400.0
2074.0,379417250.0,385038750.0,455737500.0,504249920.0,537124030.0,388102750.0,985479360.0,316149600.0,244689920.0,311869700.0,232311840.0,473308580.0,562308800.0,338486900.0
2075.0,374910300.0,376390820.0,459926980.0,504481150.0,531122880.0,391754080.0,967698750.0,309947100.0,236513820.0,304318300.0,226408460.0,477164600.0,552993340.0,327679900.0
2076.0,494146000.0,369886880.0,448917200.0,482382100.0,530301950.0,436459300.0,954353500.0,306383420.0,233387740.0,297607650.0,226465950.0,639408830.0,548773440.0,363316830.0
2077.0,397774050.0,367363460.0,454489180.0,477540670.0,529958180.0,413399260.0,937483600.0,301800200.0,297552540.0,289816260.0,220449360.0,455809630.0,542957760.0,326305570.0
2078.0,390521200.0,437988220.0,481047700.0,472539040.0,569092350.0,396127000.0,951901900.0,308069540.0,245794750.0,288164640.0,216403780.0,443559550.0,545695940.0,333503140.0
2079.0,368652580.0,365922200.0,439360400.0,501687140.0,526639700.0,400525570.0,984436500.0,309776420.0,265778340.0,306179620.0,217878740.0,460044220.0,537132900.0,320086820.0
2080.0,370897950.0,351482140.0,435596000.0,489450000.0,522551940.0,399091600.0,950306200.0,289267520.0,230031860.0,273919460.0,238046850.0,471483140.0,544118600.0,318535500.0
2081.0,430108600.0,350401060.0,431379000.0,479844700.0,521244770.0,445184450.0,998687500.0,305129100.0,253936510.0,261572670.0,215976600.0,440007550.0,607460300.0,328139000.0
2082.0,378354000.0,338893630.0,430589120.0,482889200.0,521999230.0,546399170.0,935489100.0,286397100.0,226548580.0,260535040.0,219439730.0,439213280.0,528739700.0,332566050.0
2083.0,365615580.0,334473150.0,427143700.0,470302340.0,516354020.0,415733100.0,1074694900.0,312965000.0,254141220.0,350352420.0,206704590.0,461167200.0,526201470.0,320233470.0
2084.0,366436030.0,329909900.0,432395170.0,467868400.0,517186000.0,404970880.0,982229700.0,301437600.0,230181620.0,286501570.0,206198910.0,438532220.0,536520350.0,327681950.0
2085.0,360559700.0,325780130.0,426929700.0,465973630.0,513515650.0,387464320.0,949211700.0,286456060.0,225093900.0,251269040.0,199390290.0,459463070.0,522111230.0,315658080.0
2086.0,379578500.0,347404220.0,536527900.0,462556220.0,515867520.0,383759000.0,941309100.0,330260860.0,226563620.0,270384700.0,202203410.0,453744130.0,526089020.0,322366720.0
2087.0,361226720.0,348534340.0,468166270.0,466465250.0,506660600.0,391725340.0,940896450.0,419491940.0,218702820.0,263951360.0,210936110.0,438104740.0,514274800.0,305647200.0
2088.0,355439040.0,345530270.0,442852260.0,464160960.0,503496300.0,389535360.0,946223500.0,317052580.0,215200960.0,268906600.0,194189620.0,448083040.0,512951360.0,303801250.0
2089.0,396793900.0,462380060.0,434851100.0,457799900.0,501983900.0,387078460.0,942304400.0,308738660.0,212718270.0,243104660.0,188697600.0,439948930.0,505405250.0,301899200.0
2090.0,360035230.0,346974340.0,416171500.0,456039840.0,512557760.0,386937660.0,938130300.0,420051460.0,210736510.0,256339250.0,374854430.0,544902300.0,502090850.0,308211200.0
2091.0,356083600.0,338385470.0,424864640.0,455218300.0,518253280.0,469570370.0,933376300.0,352893060.0,253223700.0,256544420.0,249309470.0,536626180.0,585019200.0,299681060.0
2092.0,355416800.0,327644740.0,491482880.0,452965000.0,496797020.0,412568930.0,925837400.0,308151360.0,210488850.0,247489810.0,214793490.0,535050400.0,500853060.0,306501380.0
2093.0,349456400.0,321367000.0,421452260.0,449633100.0,493161000.0,394906880.0,928156600.0,313388860.0,206116560.0,247732640.0,210596480.0,499568220.0,491857820.0,330896480.0
2094.0,407224800.0,324614460.0,437765820.0,457147600.0,489614500.0,398429250.0,986501000.0,313984960.0,203605010.0,282253020.0,212602430.0,470114900.0,575333600.0,309720900.0
2095.0,372729440.0,317046400.0,416268160.0,518497180.0,505898100.0,406833280.0,998155970.0,316751580.0,199145460.0,284287520.0,219213730.0,466375840.0,585955700.0,305475070.0
2096.0,353062720.0,316379460.0,416140060.0,741310500.0,491393340.0,413185020.0,974902200.0,311945440.0,259112980.0,257923710.0,205569070.0,458109340.0,503060160.0,313487300.0
2097.0,346042800.0,311430140.0,414535520.0,617207600.0,482187070.0,388076060.0,957498800.0,307953150.0,213658030.0,242945090.0,206311620.0,463551070.0,485516160.0,297565980.0
2098.0,347335600.0,307301100.0,419864670.0,541456800.0,482112480.0,428778270.0,944912640.0,304816580.0,199196830.0,239448140.0,200961700.0,502091940.0,486061900.0,298005340.0
2099.0,402025120.0,409207000.0,497848640.0,468042200.0,699078660.0,417452670.0,939429000.0,299505700.0,199128220.0,240143100.0,205783920.0,486813380.0,496549100.0,291874180.0
2100.0,380110660.0,325477980.0,434536540.0,449591940.0,542339900.0,423636260.0,937467200.0,299199580.0,195764640.0,267120930.0,201910560.0,475494980.0,487295700.0,293882400.0
