time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,3066769700.0,3066769700.0
2001.0,3160188000.0,3160188000.0
2002.0,3068408600.0,3068408600.0
2003.0,2984368400.0,2984368400.0
2004.0,3008363000.0,3008363000.0
2005.0,2968654300.0,2968654300.0
2006.0,3031867100.0,3031867100.0
2007.0,2944890400.0,2944890400.0
2008.0,3109680400.0,3109680400.0
2009.0,3022586600.0,3022586600.0
2010.0,2933487400.0,2933487400.0
2011.0,2932991700.0,2932991700.0
2012.0,2989930800.0,2989930800.0
2013.0,3052667400.0,3052667400.0
2014.0,2943952100.0,2943952100.0
2015.0,2911599600.0,2911599600.0
2016.0,3242674200.0,3242674200.0
2017.0,2965335000.0,2965335000.0
2018.0,3044245500.0,3044245500.0
2019.0,2894116600.0,2894116600.0
2020.0,2928172500.0,2928172500.0
2021.0,2995856400.0,2855076000.0
2022.0,3038472700.0,2830253600.0
2023.0,2930616000.0,2814528500.0
2024.0,2887895600.0,2861049300.0
2025.0,2849000200.0,2796076300.0
2026.0,2822319400.0,2780886300.0
2027.0,2825193500.0,2760633300.0
2028.0,2802289200.0,2728639000.0
2029.0,2777847600.0,2700118000.0
2030.0,2787386600.0,2639550000.0
2031.0,2768055300.0,2610877200.0
2032.0,3047927300.0,2621787000.0
2033.0,2776166400.0,2573013800.0
2034.0,2796948200.0,2652576500.0
2035.0,2711745000.0,2512424000.0
2036.0,2683954200.0,2477204700.0
2037.0,2718296800.0,2471010000.0
2038.0,2667321000.0,2414654200.0
2039.0,2623097600.0,2380768000.0
2040.0,2687640600.0,2336505300.0
2041.0,2558820400.0,2321097200.0
2042.0,2570783000.0,2341452000.0
2043.0,2514641000.0,2248436700.0
2044.0,2470246400.0,2201726700.0
2045.0,2423326000.0,2153165000.0
2046.0,2390685700.0,2086659100.0
2047.0,2350856000.0,2038085200.0
2048.0,2297752600.0,2000644200.0
2049.0,2266528500.0,1966567000.0
2050.0,2220037400.0,1923208800.0
2051.0,2159203800.0,1859487900.0
2052.0,2168321800.0,1803873900.0
2053.0,2181002200.0,1778659500.0
2054.0,2058306800.0,1814296800.0
2055.0,2038192100.0,1684889600.0
2056.0,1949339600.0,1670272800.0
2057.0,1877826800.0,1606228600.0
2058.0,1817865200.0,1567057000.0
2059.0,1776855200.0,1528081000.0
2060.0,1789271800.0,1467664800.0
2061.0,1736002300.0,1555006300.0
2062.0,1625326200.0,1551296300.0
2063.0,1535148000.0,1397617500.0
2064.0,1492716700.0,1360803100.0
2065.0,1427218200.0,1327793900.0
2066.0,1359095200.0,1368764800.0
2067.0,1301925800.0,1283253200.0
2068.0,1282994800.0,1473462500.0
2069.0,1205368300.0,1282071400.0
2070.0,1151019300.0,1245320200.0
2071.0,1107113300.0,1190337200.0
2072.0,1044031040.0,1155300400.0
2073.0,997110000.0,1331001100.0
2074.0,959690800.0,1221593300.0
2075.0,922781630.0,1141420400.0
2076.0,888747600.0,1118343000.0
2077.0,850944800.0,1088198000.0
2078.0,813829000.0,1059551300.0
2079.0,784786700.0,1028067300.0
2080.0,744772030.0,1006775740.0
2081.0,707246660.0,1033795700.0
2082.0,666742800.0,974133440.0
2083.0,706045500.0,951463400.0
2084.0,623826200.0,932503550.0
2085.0,589517630.0,958616960.0
2086.0,558455300.0,916114100.0
2087.0,529587650.0,886676200.0
2088.0,511010400.0,973973700.0
2089.0,569673900.0,861576800.0
2090.0,479779680.0,836093760.0
2091.0,450074620.0,905456500.0
2092.0,428563970.0,815453500.0
2093.0,410829100.0,798547200.0
2094.0,393625600.0,832064700.0
2095.0,382119680.0,781671740.0
2096.0,362999550.0,753622340.0
2097.0,357467840.0,734453000.0
2098.0,338267500.0,773474800.0
2099.0,323332350.0,747881200.0
2100.0,310184200.0,701906050.0
