time,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,IITM-ESM,CANESM5,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,MIROC6
2027.0,2949292300.0,2809617200.0,2821769200.0,2884062500.0,3445384200.0,2721702100.0,2813086200.0,2696242200.0,2781182200.0,2907142100.0,2717774800.0,2744042000.0,2716089000.0,3135862500.0
2028.0,2720900900.0,2780086300.0,2994545000.0,3043224800.0,3120359400.0,2657529300.0,2794507500.0,2624402700.0,2752433000.0,2772853000.0,2789009200.0,2736442000.0,2677031000.0,3092237800.0
2029.0,2687099000.0,2759407400.0,2873717500.0,2777009200.0,2908306700.0,2611393000.0,2874579000.0,2566695700.0,2966710000.0,2850090200.0,2668207400.0,2718600200.0,2642032000.0,2925636600.0
2030.0,2635173400.0,2745975600.0,2818782200.0,2750102000.0,2839618300.0,2563962400.0,2835158300.0,2505255000.0,2836126500.0,3143794200.0,2625371400.0,2667616300.0,2597219000.0,2866458400.0
2031.0,2602718000.0,2731965400.0,3021642200.0,2993999600.0,3106478600.0,2480484900.0,2752954000.0,2464552000.0,2726106600.0,2763748000.0,2525419300.0,2650112500.0,2554897200.0,2808841000.0
2032.0,2551491000.0,2696712000.0,3055978500.0,2749840100.0,2958716000.0,2430753300.0,2745973000.0,2391219000.0,2712940000.0,2911885000.0,2447636500.0,2617251600.0,2503328500.0,2842948000.0
2033.0,2509217500.0,2692216000.0,2932858000.0,2694078200.0,2845721600.0,2430052400.0,2744069600.0,2315244500.0,2662766300.0,2752473300.0,2382425600.0,2590162700.0,2416671200.0,3158774300.0
2034.0,2441225500.0,2825108500.0,2829484000.0,2662160600.0,2795289900.0,2387569200.0,2733115000.0,2274889700.0,2633948200.0,2700408800.0,2287922400.0,2545915600.0,2353610000.0,3352757200.0
2035.0,2382901000.0,2663535600.0,2753719000.0,2689204500.0,2770080800.0,2307083500.0,2667771600.0,2207714800.0,2611164400.0,2727647200.0,2168824800.0,2485889800.0,2259032000.0,3056973000.0
2036.0,2276364300.0,2674350000.0,2728550100.0,2626438400.0,2757532200.0,2237693400.0,2634642700.0,2119712000.0,2646455000.0,2832092400.0,2081467800.0,2481535000.0,2151457000.0,2913615600.0
2037.0,2231294000.0,2634967600.0,2711753700.0,2594676500.0,2734686000.0,2173898200.0,2692286500.0,2065440400.0,2588457000.0,2697239800.0,1951389700.0,2597556700.0,2064135700.0,2886619100.0
2038.0,2139765200.0,2722722300.0,2694314500.0,2572882200.0,2713096200.0,2091063000.0,2576727800.0,1981374200.0,2576835800.0,2649722400.0,1871045000.0,2385693000.0,1977407700.0,2813707500.0
2039.0,2076367100.0,2560497700.0,2763434800.0,2630354700.0,2669479400.0,2037960100.0,2550624800.0,1873734100.0,2513599500.0,2606540300.0,1811761800.0,2393326600.0,1921062800.0,2739918000.0
2040.0,1976139000.0,2509966300.0,2642090000.0,2546603800.0,2655233300.0,2063986200.0,2501333800.0,1825078700.0,2479459800.0,2587848700.0,1738428000.0,2315219700.0,1833426400.0,2689344300.0
2041.0,1931209100.0,2470759200.0,2614784000.0,2507017200.0,2912491800.0,1945987300.0,2460728300.0,1690973400.0,2419852500.0,2692406000.0,1649056000.0,2255988700.0,1781033200.0,2705059600.0
2042.0,1866359000.0,2446757000.0,2963915500.0,2449708500.0,2843325200.0,1868470000.0,2448438000.0,1654453800.0,2613559600.0,2702093300.0,1571004200.0,2179040800.0,1734898200.0,2652405200.0
2043.0,1798144800.0,2383673000.0,2610384000.0,2401163800.0,2655677700.0,1886548400.0,2376360400.0,1571199000.0,2350920000.0,2623358000.0,1455394300.0,2137733500.0,1724377500.0,2678302500.0
2044.0,1713393000.0,2333175800.0,2585007400.0,2352951800.0,2653425200.0,1736292700.0,2331176700.0,1520555800.0,2291891200.0,2597914000.0,1365165600.0,2051404700.0,1606921700.0,2605743600.0
2045.0,1582060700.0,2285670400.0,2551314000.0,2353399300.0,2868262100.0,1657471600.0,2299725300.0,1425950100.0,2307508000.0,2631110400.0,1286344800.0,1958360000.0,1500364300.0,2567078700.0
2046.0,1567061000.0,2198132700.0,2569344000.0,2273227800.0,2572865800.0,1593097200.0,2262573000.0,1349309000.0,2252489700.0,2581988600.0,1240819100.0,1884076700.0,1417606100.0,2548152300.0
2047.0,1479858400.0,2116608400.0,2522837800.0,2237376500.0,2591919600.0,1542434800.0,2225259800.0,1288266000.0,2228043800.0,2522279700.0,1158613800.0,1820083300.0,1345597600.0,2523672800.0
2048.0,1400100400.0,2050642200.0,2511795700.0,2206353700.0,2525865200.0,1484081300.0,2194882800.0,1204443300.0,2243712500.0,2466908000.0,1108547700.0,1740408600.0,1308587800.0,2494464800.0
2049.0,1330265000.0,1987492900.0,2448057000.0,2142357400.0,2498953700.0,1422245800.0,2205593000.0,1148838700.0,2156775700.0,2675605800.0,1040738050.0,1659138400.0,1239891100.0,2463573500.0
2050.0,1273654000.0,1922484900.0,2383060200.0,2106519200.0,2451968500.0,1334932700.0,2126753400.0,1104009300.0,2094284900.0,2551697200.0,988920600.0,1598935700.0,1184113400.0,2461367000.0
2051.0,1209283000.0,1832295800.0,2340689200.0,2058469800.0,2389390600.0,1278212400.0,2143702500.0,1059210600.0,2066919300.0,2424704000.0,924833300.0,1542620300.0,1133540400.0,2400681200.0
2052.0,1174642600.0,1763350000.0,2313685800.0,2002180200.0,2363727000.0,1203851300.0,2054006000.0,999691000.0,1999598800.0,2363690500.0,874080450.0,1472287200.0,1083973800.0,2444896500.0
2053.0,1113775500.0,1697748900.0,2295511300.0,1969103000.0,2338896400.0,1161468900.0,1980919700.0,944685440.0,1924891500.0,2371206400.0,827684700.0,1425834600.0,1024444160.0,2349267200.0
2054.0,1055881000.0,1644262300.0,2290995500.0,1863868300.0,2310560300.0,1099510700.0,1939864700.0,889018100.0,1892099700.0,2311008300.0,795207100.0,1366580100.0,965716900.0,2305109500.0
2055.0,992838800.0,1576861400.0,2223755300.0,1784821400.0,2369299200.0,1063850300.0,1879564700.0,847545600.0,1832774500.0,2260248600.0,761479100.0,1316742400.0,927219200.0,2265415000.0
2056.0,929301300.0,1504363400.0,2188953000.0,2317814000.0,2268689400.0,997951000.0,1859049700.0,790377200.0,1803120100.0,2269695200.0,729747900.0,1268909000.0,884518800.0,2222075100.0
2057.0,896528800.0,1449978600.0,2114558600.0,1698624600.0,2246383600.0,969832770.0,1815228400.0,750569100.0,1750109300.0,2212720400.0,686078800.0,1246054700.0,863196400.0,2153527800.0
2058.0,848603200.0,1383375600.0,2001197600.0,1636157200.0,2213933800.0,928967400.0,1880935200.0,688207200.0,1707121000.0,2189087000.0,642693400.0,1188139400.0,815005500.0,2088767600.0
2059.0,810529150.0,1326293100.0,1941144700.0,1656129800.0,2356838100.0,885721860.0,2003080200.0,643948800.0,1660188900.0,2112355800.0,617304640.0,1173774300.0,741309600.0,2019908900.0
2060.0,757051140.0,1277080200.0,1894975400.0,1555471000.0,2249866800.0,830532500.0,1733332600.0,617670600.0,1593538300.0,2061104400.0,592104400.0,1114693200.0,700889000.0,1979245700.0
2061.0,703447740.0,1213477400.0,1849824600.0,1492869600.0,2159925500.0,772366000.0,1682385200.0,582088450.0,1559896700.0,2017254400.0,555399000.0,1074838000.0,671538900.0,1921519600.0
2062.0,673672800.0,1167728600.0,1828618500.0,1447232900.0,2101253100.0,735452700.0,1667423200.0,540252540.0,1569612900.0,1966248200.0,528774240.0,1074385200.0,641478850.0,1841941600.0
2063.0,641407040.0,1097604700.0,1744653400.0,1412905700.0,2058766800.0,697182800.0,1619103700.0,515074880.0,1874131300.0,1915288000.0,521841660.0,1047460600.0,606071500.0,1850547600.0
2064.0,610556160.0,1032461950.0,1696748500.0,1501662800.0,2074215600.0,651479200.0,1594997000.0,478089400.0,1513782300.0,1870330000.0,487320100.0,1004752700.0,583197200.0,1765431300.0
2065.0,597887200.0,987346560.0,1809512700.0,1354444800.0,2028148100.0,613677760.0,1538395600.0,445459140.0,1478020100.0,1856346100.0,465959550.0,964666600.0,550012000.0,1718452000.0
2066.0,565796160.0,949539260.0,1624991400.0,1283356900.0,1988237000.0,584828100.0,1506998800.0,412481660.0,1429911800.0,1771917800.0,456770080.0,945405760.0,532324770.0,1658123300.0
2067.0,552122500.0,907884540.0,1570742700.0,1247991700.0,1985541400.0,567866600.0,1466679400.0,382437860.0,1401218700.0,1734606300.0,437080200.0,925409100.0,504649120.0,1611039100.0
2068.0,528066020.0,871471400.0,1496932700.0,1220409600.0,1929225500.0,541477440.0,1417200000.0,339644400.0,1369493400.0,1669413500.0,410854980.0,2032015000.0,485365470.0,1562389500.0
2069.0,501577900.0,837544640.0,1420022900.0,1184082800.0,1968358700.0,515230240.0,1378478200.0,314974560.0,1360630700.0,1636945400.0,385593060.0,922247100.0,460819230.0,1493514000.0
2070.0,484033100.0,802332540.0,1348713200.0,1268422700.0,1867897000.0,489720220.0,1333426300.0,282896000.0,1314636800.0,1615993700.0,366653500.0,864913500.0,441409470.0,1455072500.0
2071.0,459180220.0,772023500.0,1274509200.0,1132071400.0,1852563600.0,454732600.0,1292821600.0,249429310.0,1284523500.0,1578309000.0,345849950.0,839119600.0,426880400.0,1388903800.0
2072.0,436026430.0,731792200.0,1240481700.0,1120225200.0,1876863400.0,435970780.0,1246457900.0,225073520.0,1225186800.0,1517236200.0,330765980.0,799568000.0,402851780.0,1349907200.0
2073.0,408692400.0,687145900.0,1198848000.0,1055640900.0,1813308400.0,403038560.0,1207651600.0,210065500.0,1190434800.0,1474502700.0,303452030.0,768809400.0,389822430.0,1315944700.0
2074.0,388836060.0,663409500.0,1165988200.0,1022401800.0,1786891600.0,385289470.0,1158255700.0,186730130.0,1144932500.0,1435946000.0,280059740.0,746741100.0,410418940.0,1398756400.0
2075.0,366863840.0,624882300.0,1110494800.0,996563700.0,1773016400.0,362735330.0,1120448900.0,173418910.0,1120129000.0,1401352600.0,266002670.0,720165800.0,354203550.0,1266338800.0
2076.0,335356500.0,581291100.0,1080851600.0,961521800.0,1716995800.0,333748260.0,1080621000.0,153541260.0,1091732200.0,1360407900.0,246012320.0,695807940.0,326900580.0,1223861100.0
2077.0,316516000.0,554605600.0,1037269400.0,928773250.0,1678102800.0,312104930.0,1037855550.0,136769500.0,1085514800.0,1319968000.0,226533440.0,674690700.0,300064700.0,1177448200.0
2078.0,302428450.0,529617120.0,988240200.0,883535040.0,1645759200.0,288259100.0,989871500.0,126010450.0,1054135300.0,1332810000.0,207281490.0,661346700.0,279268960.0,1138835100.0
2079.0,278903460.0,483749200.0,955998850.0,889406700.0,1602626600.0,267659570.0,955848800.0,111544860.0,1023172100.0,1240711600.0,194535920.0,642851140.0,256464370.0,1105721700.0
2080.0,264409870.0,457217440.0,913425900.0,824788300.0,1565707800.0,246671620.0,920116300.0,92306290.0,1002250900.0,1182365400.0,181689300.0,631503040.0,243567470.0,1074542500.0
2081.0,243095700.0,425123650.0,861845900.0,792556100.0,1529990700.0,222073060.0,886781200.0,78159650.0,971685060.0,1130158800.0,169950930.0,620743230.0,221428560.0,1029380900.0
2082.0,224222420.0,392944300.0,822717950.0,756148800.0,1505015000.0,204266800.0,853976400.0,63551844.0,939751800.0,1089475100.0,155342220.0,1307621800.0,216301540.0,1005825300.0
2083.0,210618460.0,371132320.0,780053060.0,721273200.0,1645523100.0,187377660.0,809002240.0,54709468.0,905965440.0,1042644160.0,137796670.0,613571100.0,194632020.0,970425660.0
2084.0,199889280.0,358315680.0,739510800.0,680157000.0,1456551300.0,159907020.0,779886340.0,40941380.0,881860740.0,988618000.0,121186470.0,627697860.0,183358110.0,933612740.0
2085.0,193021220.0,324428740.0,708435200.0,636838100.0,1431166600.0,140711070.0,761841400.0,39011636.0,855339140.0,930061700.0,104374776.0,599451100.0,169999600.0,889040960.0
2086.0,180457700.0,302745860.0,675266800.0,620288260.0,1415787400.0,127764664.0,732666000.0,34460292.0,821850800.0,890550140.0,91595130.0,567533700.0,151806540.0,847414100.0
2087.0,170522660.0,280654080.0,658146600.0,589225300.0,1395238300.0,122145300.0,714642600.0,28138970.0,806226400.0,836296400.0,77388270.0,551716200.0,142071330.0,812271740.0
2088.0,156508750.0,255384050.0,629622600.0,556415940.0,1369120100.0,113162070.0,686900100.0,24388770.0,782964200.0,801882940.0,68869310.0,525498430.0,135461170.0,771504500.0
2089.0,146116670.0,236448770.0,598121000.0,555108400.0,1352705300.0,97372900.0,648258300.0,20747208.0,751891600.0,770605900.0,60955190.0,501132300.0,126267720.0,748997950.0
2090.0,132875290.0,217062620.0,572057860.0,526910180.0,1316585500.0,91204790.0,628857540.0,14210058.0,734376700.0,735316540.0,53582188.0,481543520.0,117307016.0,722512200.0
2091.0,111689570.0,194257900.0,548469200.0,501753820.0,1279472500.0,84481784.0,602464800.0,8068817.0,705863100.0,690385540.0,49961100.0,466816320.0,108928770.0,689028160.0
2092.0,106208190.0,176613000.0,527010370.0,479670800.0,1248622700.0,72851310.0,584737300.0,4720978.0,672686700.0,653846300.0,45843840.0,453401380.0,106822830.0,666627100.0
2093.0,95363480.0,163483680.0,503634430.0,456886820.0,1251799000.0,62091612.0,555961400.0,3316045.5,639929700.0,625234750.0,40462504.0,438347700.0,99183960.0,633887700.0
2094.0,89263070.0,146124060.0,470260300.0,435811800.0,1197244700.0,52278336.0,534772500.0,958841.8,611703100.0,587393000.0,33641684.0,429655800.0,90720210.0,604394560.0
2095.0,85035380.0,137984300.0,445334400.0,411603800.0,1223763200.0,42172332.0,516225150.0,594944.5,584016830.0,558506240.0,27922882.0,416779780.0,83924904.0,582276350.0
2096.0,79701800.0,119936950.0,424701920.0,383539550.0,1193270100.0,32095788.0,495786980.0,381795.62,569314560.0,528368600.0,19161640.0,1006788700.0,77582536.0,556768800.0
2097.0,73651180.0,104845130.0,403135070.0,363771070.0,1492541000.0,25129048.0,471373600.0,377065.12,548759100.0,496927100.0,14195778.0,405713000.0,69215810.0,534279970.0
2098.0,65876536.0,91524216.0,379253400.0,337008580.0,1313604600.0,21050272.0,450701380.0,375201.66,528573440.0,480166370.0,12031027.0,383925920.0,57860388.0,509542750.0
2099.0,61472980.0,81624550.0,359833950.0,321836830.0,1178765300.0,17994380.0,433372160.0,372180.12,508604770.0,458982880.0,9239826.0,380905300.0,50738160.0,478110560.0
2100.0,54069224.0,67807656.0,332350050.0,301724320.0,1137983200.0,17112526.0,414144900.0,359551.0,484345700.0,432466800.0,8862095.0,364148200.0,45821836.0,449372500.0
