time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2000.0,3066769700.0,3066769700.0,3066769700.0,3066769700.0,3066769700.0
2001.0,3160188000.0,3160188000.0,3160188000.0,3160188000.0,3160188000.0
2002.0,3068408600.0,3068408600.0,3068408600.0,3068408600.0,3068408600.0
2003.0,2984368400.0,2984368400.0,2984368400.0,2984368400.0,2984368400.0
2004.0,3008363000.0,3008363000.0,3008363000.0,3008363000.0,3008363000.0
2005.0,2968654300.0,2968654300.0,2968654300.0,2968654300.0,2968654300.0
2006.0,3031867100.0,3031867100.0,3031867100.0,3031867100.0,3031867100.0
2007.0,2944890400.0,2944890400.0,2944890400.0,2944890400.0,2944890400.0
2008.0,3109680400.0,3109680400.0,3109680400.0,3109680400.0,3109680400.0
2009.0,3022586600.0,3022586600.0,3022586600.0,3022586600.0,3022586600.0
2010.0,2933487400.0,2933487400.0,2933487400.0,2933487400.0,2933487400.0
2011.0,2932991700.0,2932991700.0,2932991700.0,2932991700.0,2932991700.0
2012.0,2989930800.0,2989930800.0,2989930800.0,2989930800.0,2989930800.0
2013.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0
2014.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0
2015.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0
2016.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0
2017.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0
2018.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0
2019.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0
2020.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0
2021.0,2839063600.0,2968019000.0,2856718000.0,2850788900.0,2893803800.0
2022.0,2850140000.0,2947809300.0,2957390600.0,2859043600.0,3205318100.0
2023.0,2814259200.0,2925342500.0,2891063600.0,2804557300.0,2899063600.0
2024.0,2776586200.0,2832169200.0,2830774000.0,2781362000.0,2872310000.0
2025.0,2780268800.0,2811243300.0,2820291600.0,2758803500.0,2845738200.0
2026.0,2728171800.0,2774337300.0,2853036800.0,2741028900.0,2902276400.0
2027.0,2696242200.0,2744042000.0,2907142100.0,2721702100.0,2809617200.0
2028.0,2624402700.0,2736442000.0,2772853000.0,2657529300.0,2780086300.0
2029.0,2566695700.0,2718600200.0,2850090200.0,2611393000.0,2759407400.0
2030.0,2505255000.0,2667616300.0,3143794200.0,2563962400.0,2745975600.0
2031.0,2464552000.0,2650112500.0,2763748000.0,2480484900.0,2731965400.0
2032.0,2391219000.0,2617251600.0,2911885000.0,2430753300.0,2696712000.0
2033.0,2315244500.0,2590162700.0,2752473300.0,2430052400.0,2692216000.0
2034.0,2274889700.0,2545915600.0,2700408800.0,2387569200.0,2825108500.0
2035.0,2207714800.0,2485889800.0,2727647200.0,2307083500.0,2663535600.0
2036.0,2119712000.0,2481535000.0,2832092400.0,2237693400.0,2674350000.0
2037.0,2065440400.0,2597556700.0,2697239800.0,2173898200.0,2634967600.0
2038.0,1981374200.0,2385693000.0,2649722400.0,2091063000.0,2722722300.0
2039.0,1873734100.0,2393326600.0,2606540300.0,2037960100.0,2560497700.0
2040.0,1825078700.0,2315219700.0,2587848700.0,2063986200.0,2509966300.0
2041.0,1690973400.0,2255988700.0,2692406000.0,1945987300.0,2470759200.0
2042.0,1624731900.0,2226429000.0,2527470000.0,1880401900.0,2442489600.0
2043.0,1540091000.0,2132727400.0,2716892400.0,1845754100.0,2405782300.0
2044.0,1467161100.0,2080437400.0,2482459400.0,1792602000.0,2426831000.0
2045.0,1412471000.0,2012080600.0,2457795000.0,1724998400.0,2331881700.0
2046.0,1365329400.0,1933953800.0,2407646700.0,1655715700.0,2248230100.0
2047.0,1306598300.0,1852351500.0,2595521000.0,1586348000.0,2227754800.0
2048.0,1254441200.0,1799093200.0,2354318300.0,1528856300.0,2150022700.0
2049.0,1156789000.0,1840493000.0,2428167700.0,1440580900.0,2291191000.0
2050.0,1082061200.0,1708435600.0,2404523800.0,1385362300.0,2146334700.0
2051.0,1035415550.0,1648712400.0,2361626000.0,1330220400.0,1977623200.0
2052.0,966395460.0,1575780100.0,2404697300.0,1281074200.0,1907028600.0
2053.0,922854100.0,1534864100.0,2234499000.0,1245123800.0,1834988700.0
2054.0,870461700.0,1482620400.0,2255694300.0,1204859900.0,1790549500.0
2055.0,825737340.0,1441080700.0,2118711300.0,1150613000.0,1719570000.0
2056.0,790086460.0,1404049700.0,2836421000.0,1097546200.0,1644539800.0
2057.0,751744400.0,1363406300.0,2078759300.0,1058715840.0,1588528900.0
2058.0,699879800.0,1319254000.0,2027039600.0,999307300.0,1544428300.0
2059.0,658189060.0,1288180100.0,2183624200.0,948596000.0,1518432100.0
2060.0,621364600.0,1258835700.0,2080528400.0,902134140.0,1463002100.0
2061.0,583951900.0,1219173200.0,2090033500.0,868409900.0,1430516100.0
2062.0,553504400.0,1195018400.0,2488587000.0,832391100.0,1367117200.0
2063.0,522588900.0,1147915800.0,1984103600.0,787899900.0,1337683700.0
2064.0,492088960.0,1218070100.0,1891155800.0,762230500.0,1295265700.0
2065.0,475425860.0,1208875000.0,1866542300.0,717463040.0,1280773600.0
2066.0,437734620.0,1095992200.0,1808288500.0,691934800.0,1238381000.0
2067.0,417299420.0,1055556900.0,1781720000.0,647638500.0,1186213600.0
2068.0,391663940.0,1024591600.0,1753627100.0,613767900.0,1149996900.0
2069.0,366179780.0,2227593200.0,1718844700.0,592908160.0,1107896800.0
2070.0,334163740.0,1200186400.0,1687296500.0,570575000.0,1062462600.0
2071.0,306522720.0,1108529400.0,1635804900.0,549168800.0,1017303550.0
2072.0,283852220.0,959280500.0,1662128600.0,525491550.0,983436160.0
2073.0,260229020.0,927639040.0,1554636200.0,496976420.0,972283600.0
2074.0,248606340.0,917516500.0,1529848200.0,474415580.0,932799800.0
2075.0,233775890.0,971293440.0,1488751700.0,458312450.0,904771650.0
2076.0,218557810.0,941310600.0,1449146900.0,438785470.0,921952960.0
2077.0,198390990.0,882516600.0,1399320200.0,409564540.0,910357700.0
2078.0,184286100.0,912813500.0,1378076200.0,387472600.0,856043500.0
2079.0,176148660.0,861860030.0,1346262100.0,377375500.0,847008500.0
2080.0,160522750.0,832507300.0,1306455600.0,373923870.0,799362560.0
2081.0,144217250.0,835553800.0,1264284200.0,350643700.0,775781300.0
2082.0,131304490.0,808585700.0,1366598300.0,365020930.0,747980700.0
2083.0,121010970.0,803327400.0,1224318200.0,329149250.0,725197440.0
2084.0,106049360.0,1446711000.0,1199831800.0,315469760.0,705720200.0
2085.0,93656820.0,1497837700.0,1173659600.0,297396100.0,812842500.0
2086.0,84348400.0,1288487200.0,1146736400.0,287336450.0,763665500.0
2087.0,74921440.0,1083897000.0,1115782000.0,266189070.0,672571460.0
2088.0,66654156.0,1149214700.0,1132240400.0,252785470.0,654462000.0
2089.0,57624784.0,896000000.0,1060555700.0,234833570.0,638899140.0
2090.0,48694940.0,891133400.0,1053253250.0,224639360.0,619016600.0
2091.0,43674824.0,791877250.0,1019875000.0,207173920.0,590663900.0
2092.0,39498310.0,911396900.0,996509440.0,193299340.0,582068100.0
2093.0,38121784.0,752751400.0,1017847300.0,185637760.0,559211900.0
2094.0,36664900.0,930008200.0,973643700.0,173689000.0,538644100.0
2095.0,34291464.0,777442560.0,936569300.0,162234450.0,583928800.0
2096.0,30933504.0,932889340.0,917552200.0,154333730.0,545754430.0
2097.0,27223176.0,757995460.0,897182300.0,148860160.0,498049730.0
2098.0,24899548.0,736644300.0,878653700.0,135319040.0,484771460.0
2099.0,20659474.0,748763800.0,869409150.0,127735280.0,471090980.0
2100.0,16784644.0,680855550.0,858983000.0,125028740.0,465542750.0
