time,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM,CANESM5,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MIROC6,EC-EARTH3,MRI-ESM2-0,KACE-1-0-G,UKESM1-0-LL,GFDL-ESM4,CNRM-ESM2-1
2027.0,2793756400.0,2822783500.0,3347767600.0,2733695200.0,2784238600.0,2770948000.0,2861111300.0,3160135000.0,2668677600.0,2779645200.0,2713717500.0,2604972500.0,2801069300.0,2863295200.0
2028.0,2754162200.0,2795695600.0,3077955000.0,2711221800.0,3032944000.0,2702420500.0,2948862000.0,3034714000.0,2624421600.0,2742427000.0,2666271000.0,2560589600.0,2812749300.0,2795340300.0
2029.0,2780306400.0,2779026200.0,3048666600.0,2677099800.0,2918811100.0,2678330000.0,2871195600.0,3031513000.0,2564251600.0,2707480800.0,2618886400.0,2474595600.0,2770671600.0,2835300600.0
2030.0,2724906000.0,2751228400.0,2964285200.0,2648658000.0,2804909600.0,2646585300.0,2913410800.0,3003782100.0,2496916200.0,2716278500.0,2564410600.0,2440500500.0,2737656800.0,2843383300.0
2031.0,2769366500.0,2719955700.0,2905804300.0,2615735300.0,2983190000.0,2612980700.0,2806920400.0,3141551900.0,2450849800.0,2748027400.0,2512420900.0,2398891000.0,2812599800.0,2790127900.0
2032.0,2704802600.0,2703078100.0,2871985200.0,2564306200.0,2740482800.0,2557756000.0,2772719000.0,3000523800.0,2435524000.0,2678734800.0,2460441600.0,2316226800.0,2700593000.0,2996266200.0
2033.0,2661561900.0,2694381800.0,2889096000.0,2525909000.0,2810012400.0,2487555300.0,2763380700.0,2900805600.0,2324113400.0,2633060000.0,2454374100.0,2235402800.0,2740988200.0,2802580700.0
2034.0,3020531000.0,2742691300.0,2866130400.0,2470730000.0,4000431900.0,2434985700.0,2733848000.0,3311700700.0,2265542700.0,2588485400.0,2356843800.0,2272809000.0,2809772000.0,2720085000.0
2035.0,2785605000.0,2638031000.0,2859229000.0,2403815400.0,2886962200.0,2342557400.0,2708516400.0,2863161300.0,2178523600.0,2528752000.0,2269351200.0,2122184100.0,2657128400.0,2972520200.0
2036.0,2617878000.0,2618346800.0,2937234400.0,2413707800.0,3053223200.0,2285593300.0,2671445800.0,2842386000.0,2073403000.0,2548570000.0,2180849200.0,2139461800.0,2703991000.0,3186863900.0
2037.0,2592508700.0,2582275800.0,2862623700.0,2343977200.0,2709235000.0,2273474800.0,2645048600.0,2813770000.0,1981599500.0,2455856400.0,2114652300.0,2045493400.0,2701732600.0,2797724700.0
2038.0,2556548400.0,2545534700.0,2859424500.0,2315361800.0,2651920400.0,2182322000.0,2808116500.0,2777833500.0,1911265500.0,2425773600.0,2065578500.0,1959528400.0,2595986700.0,2768358100.0
2039.0,2650619000.0,2628800800.0,2880672000.0,2265979000.0,2619046400.0,2113310100.0,2684219600.0,2740127700.0,1851028400.0,2385687000.0,2003969300.0,2587486000.0,2553639700.0,2719684600.0
2040.0,2532124000.0,2492549400.0,2800592000.0,2200887600.0,2574370000.0,2066482200.0,2593488400.0,2713716700.0,1795464100.0,2340611300.0,1878170400.0,1882791700.0,3207582500.0,2720708400.0
2041.0,2517001200.0,2400094200.0,2768153000.0,2132946300.0,2544455400.0,1995191300.0,2527780900.0,2679205000.0,1712750600.0,2280712400.0,1762310800.0,1781923500.0,2712115000.0,2680239400.0
2042.0,2657428500.0,2345580500.0,2725414000.0,2067341200.0,2506781700.0,1961746800.0,2492361500.0,2665675500.0,1632887800.0,2230318000.0,1663236100.0,1711070800.0,2622659800.0,2617671200.0
2043.0,2837871900.0,2306125300.0,2723650600.0,1982676000.0,2727967500.0,1869649500.0,2585826600.0,2722340900.0,1590568100.0,2173232000.0,1658294500.0,1622534900.0,2565316400.0,2602141200.0
2044.0,2537422300.0,2238211600.0,2704862700.0,1869567200.0,2484204000.0,1798985900.0,2670267600.0,2646478800.0,1524502700.0,2145668700.0,1635285000.0,1556767200.0,2557369000.0,2632883700.0
2045.0,2475943200.0,2193884700.0,2720857300.0,1832095400.0,2514322700.0,1711328500.0,2522401000.0,2649610000.0,1585255600.0,2113460200.0,1532046500.0,1509258600.0,2487142400.0,2585338400.0
2046.0,2424133000.0,2183046400.0,2658815200.0,1761055500.0,2739666200.0,1623658000.0,2446929200.0,2946718200.0,1450356600.0,2023522700.0,1437737700.0,1460358500.0,2464808200.0,3969552000.0
2047.0,2392969700.0,2058552300.0,2623805200.0,1688740900.0,2885851600.0,1547351400.0,2409697500.0,2581877000.0,1382673700.0,1931310500.0,1375382700.0,1392451300.0,2417491200.0,3394669800.0
2048.0,2435956700.0,1954178700.0,2597707500.0,1641384600.0,2556931300.0,1526888100.0,2326957300.0,2600771000.0,1316852100.0,1883631700.0,1319402600.0,1334625300.0,2380919800.0,3011959600.0
2049.0,2547588400.0,1931239400.0,2576410000.0,1601105000.0,2558002700.0,1468129900.0,2567135500.0,2613669400.0,1287384300.0,1889506700.0,1271853200.0,1288163100.0,2658945300.0,2828268500.0
2050.0,2852087800.0,1835871200.0,2618135600.0,1626362400.0,2390380000.0,1404663000.0,2281202000.0,2523823400.0,1240544500.0,1850376300.0,1219066600.0,1254103300.0,2307883300.0,2654997200.0
2051.0,2366948600.0,1879345500.0,2568478700.0,1637616800.0,2368658700.0,1390726700.0,2262814000.0,2533794800.0,1192162300.0,1945204400.0,1175450400.0,1164726800.0,2282611200.0,2629888000.0
2052.0,2296386800.0,1879168600.0,2524020200.0,1566977000.0,2434055000.0,1308820200.0,2200556000.0,2547266300.0,1169423600.0,1779872300.0,1109197400.0,1125064200.0,2521934300.0,2622774300.0
2053.0,2440245800.0,1802498300.0,2483763700.0,1482642700.0,2405536500.0,1251483000.0,2130294300.0,2511453000.0,1119072000.0,1781771800.0,1069881600.0,1072529900.0,2234307800.0,2510674000.0
2054.0,2398901000.0,1877892700.0,2620773600.0,1427126400.0,2281774000.0,1205515800.0,2114210000.0,2706261500.0,1077986600.0,1701568900.0,1279669200.0,1041764160.0,2208057600.0,2606560000.0
2055.0,2371724800.0,1736420700.0,2453812000.0,1379857200.0,2239975200.0,1168703500.0,2067189900.0,2735929600.0,1031196500.0,1768246700.0,1012868500.0,1016397700.0,2154404400.0,2441727200.0
2056.0,2236902700.0,1670263400.0,2412564700.0,1326264200.0,2200228400.0,1107057300.0,2026016300.0,2527297800.0,995800100.0,1638903700.0,972068900.0,960208500.0,2124693100.0,2448106800.0
2057.0,2207146000.0,1640705900.0,2428584200.0,1320195700.0,2158967800.0,1057151800.0,1950408700.0,2533769000.0,965789300.0,1584144900.0,1011830200.0,921835100.0,2060617000.0,2822868500.0
2058.0,2423743700.0,2323448300.0,2494464300.0,1272330200.0,2191560700.0,1003536700.0,1897576400.0,2527874600.0,930286300.0,1543093600.0,949163700.0,876670300.0,2023797800.0,2975242200.0
2059.0,2212102100.0,1945792400.0,2421771000.0,1234738700.0,2110230000.0,948384640.0,1843343000.0,2514696700.0,939664800.0,1508243200.0,952890750.0,856359200.0,1979314200.0,2740183600.0
2060.0,2110585600.0,1759424800.0,2498852400.0,1185653600.0,2112134900.0,909900900.0,1813918200.0,2406808600.0,891953200.0,1482516200.0,882157300.0,821885800.0,2138110700.0,2549406700.0
2061.0,2083424400.0,1856625500.0,2375376600.0,1162831100.0,2076997600.0,935558300.0,1820391600.0,2362022400.0,868655400.0,1443610000.0,857651460.0,787894460.0,1977228400.0,2517970400.0
2062.0,2064231300.0,1678237200.0,2367350300.0,1110385700.0,2054011500.0,852622100.0,1758048900.0,2339937300.0,839423550.0,1401482000.0,849203800.0,751115260.0,1931822800.0,2850711300.0
2063.0,2062548000.0,1599374800.0,2292134700.0,1070963300.0,2006793900.0,817913150.0,1716953200.0,2444406000.0,854520300.0,1402959400.0,802151800.0,723761540.0,1968258400.0,2474018000.0
2064.0,2021147000.0,1768844400.0,2262871300.0,1024373570.0,2691877600.0,803640700.0,1662467300.0,2294473000.0,800082400.0,1605304700.0,777907500.0,686813800.0,1972014800.0,2360095200.0
2065.0,1991444500.0,1557338900.0,2232426000.0,986963000.0,2019127800.0,798846850.0,2171977200.0,2276265000.0,833627840.0,1514916200.0,771020300.0,645029400.0,1865083300.0,2353696500.0
2066.0,1954893600.0,1469385500.0,2197321000.0,960628030.0,1940156900.0,769620200.0,1616074500.0,2238967600.0,781622340.0,1652486800.0,778918100.0,623289100.0,1814085400.0,2300705500.0
2067.0,1995765200.0,1469839900.0,2199320300.0,930636800.0,1898835600.0,739510600.0,1599799200.0,2242426600.0,750810240.0,1438919200.0,901446000.0,595181900.0,1778046300.0,2322676700.0
2068.0,1900459000.0,1420555800.0,2142654800.0,900273300.0,1853064000.0,791840200.0,1652244700.0,2190584600.0,721386800.0,1329580200.0,706007040.0,572085760.0,1737796700.0,2259732200.0
2069.0,1891648900.0,1399040600.0,2282845400.0,870218000.0,1799050800.0,783426100.0,1555028200.0,2175859200.0,688540200.0,1293657300.0,711527600.0,553287800.0,1717421400.0,2287913200.0
2070.0,1851681000.0,1425417900.0,2246694400.0,834874700.0,2007551400.0,680072400.0,1500868700.0,2291733800.0,659468900.0,1252394900.0,672855740.0,538376770.0,1683657600.0,2277696300.0
2071.0,1832458500.0,2533435400.0,2122310300.0,793923400.0,1763921800.0,663672200.0,1452346000.0,2236834300.0,640249660.0,1694188200.0,652099100.0,519264300.0,1660699500.0,2612660500.0
2072.0,1811012900.0,1833788300.0,2082897300.0,772267100.0,1731320800.0,637793200.0,1406988200.0,2162231600.0,616059500.0,1238532000.0,638007500.0,498250750.0,2011242100.0,2211504400.0
2073.0,2029574700.0,1684327600.0,2044817900.0,758733760.0,1707145700.0,617718700.0,1364505500.0,2079794000.0,609808200.0,1340518300.0,625205000.0,505084830.0,1683164300.0,2153035500.0
2074.0,1833680500.0,1380032600.0,2004999700.0,733667800.0,1680416600.0,601155700.0,1332553000.0,2049350700.0,579575400.0,1362616300.0,600279940.0,464085470.0,1588038100.0,2136729500.0
2075.0,1887803600.0,1333571800.0,1967575400.0,697203400.0,1654139400.0,587472100.0,1520794800.0,2024077800.0,550269700.0,1187476000.0,586721860.0,444079740.0,1584474100.0,2130569200.0
2076.0,1765669500.0,1303278300.0,1946355700.0,680375000.0,1719058400.0,564098200.0,1286674400.0,2037960800.0,531362750.0,1189176400.0,562641860.0,421057660.0,1581376500.0,2120476200.0
2077.0,1725474300.0,1292552300.0,1913694800.0,662350340.0,1589732000.0,542199100.0,1249477000.0,2228932000.0,514603420.0,1154781600.0,545891900.0,403837380.0,1530559600.0,2221428000.0
2078.0,1705613200.0,1240835600.0,1887891000.0,643076100.0,1659202200.0,528514100.0,1275614100.0,1953247100.0,500700160.0,1428721000.0,545987900.0,387022980.0,2304790500.0,2101407600.0
2079.0,1666060400.0,2880419600.0,1863631600.0,621319740.0,1590899700.0,509712060.0,1468367000.0,1920385300.0,478216770.0,1142755700.0,526946720.0,365056960.0,1682156400.0,2062203300.0
2080.0,1634470500.0,1817998700.0,1828300900.0,612405900.0,1792284400.0,492210720.0,1521804200.0,1960721800.0,464141660.0,1228157600.0,512143940.0,337104420.0,1604087300.0,2093908500.0
2081.0,1615414400.0,1489616300.0,2046646300.0,592898240.0,1552306200.0,470293630.0,1516682800.0,1881577500.0,457503360.0,1116309000.0,479653020.0,314229380.0,2069354600.0,2011490400.0
2082.0,1981217800.0,2679666200.0,2085179800.0,602646400.0,1720598300.0,454299970.0,1212435000.0,1864112000.0,441244100.0,1133668200.0,557256260.0,286657470.0,1497682300.0,2330586600.0
2083.0,1652036100.0,1389797000.0,1957793500.0,559933950.0,1561944800.0,440878560.0,1175303700.0,1822665500.0,435213570.0,1103259900.0,662853250.0,276966400.0,1432855900.0,2183074600.0
2084.0,1595590500.0,1504881900.0,1839843000.0,545246200.0,1467672800.0,432210560.0,1145886500.0,1823612200.0,424338180.0,2119100700.0,620976060.0,260214420.0,1403661200.0,2025256600.0
2085.0,1556822100.0,1463755600.0,1780971500.0,561962400.0,1423060600.0,415777180.0,1166072800.0,1915929100.0,411328900.0,1902898000.0,691373760.0,253339710.0,1409755900.0,2247188000.0
2086.0,1551613700.0,1384551300.0,1748779300.0,513872580.0,1474308700.0,408373100.0,1097548200.0,1764682600.0,399181600.0,1445437000.0,458398880.0,238749150.0,1400511100.0,2651998500.0
2087.0,1563698800.0,1235490600.0,1744212900.0,497020900.0,1420223600.0,386084100.0,1071353100.0,1736065400.0,430468060.0,1407021000.0,437093540.0,225094770.0,1347204700.0,2054679000.0
2088.0,1479631000.0,1225707000.0,1701960300.0,475410200.0,1377847400.0,378885300.0,1062404700.0,1695916700.0,383900830.0,1149955100.0,410985300.0,214187410.0,1407773300.0,1938077000.0
2089.0,1915468700.0,1285227800.0,1671213200.0,478360960.0,1354795500.0,363285280.0,1066108350.0,1796307300.0,369491500.0,1087801600.0,401386620.0,203618290.0,2232910600.0,1895179400.0
2090.0,1515001300.0,1163876600.0,1642268900.0,464763680.0,1340624000.0,360083550.0,1013861440.0,1660750200.0,364416500.0,1028200700.0,390124640.0,190122720.0,1442191500.0,1877933000.0
2091.0,1678003700.0,1173912000.0,1605157800.0,429861800.0,1563443800.0,337526000.0,980924800.0,1643845100.0,349629470.0,1041919600.0,379142530.0,182540780.0,1300261400.0,1847585800.0
2092.0,1471860600.0,1120227600.0,1591414900.0,419602140.0,1332095000.0,318303970.0,955471400.0,2311401200.0,350260450.0,1142819600.0,370411100.0,171555950.0,1285726800.0,1829337500.0
2093.0,1427317800.0,1121161000.0,1570178800.0,469870750.0,1285763000.0,318853660.0,933250700.0,1684091400.0,337462560.0,1037035700.0,408932100.0,161833980.0,1538035500.0,1843090000.0
2094.0,1512303200.0,1085831800.0,1543948500.0,401688300.0,1304365300.0,296155460.0,907732100.0,1630599200.0,321420400.0,983319230.0,379593250.0,154100290.0,1448654800.0,1794334200.0
2095.0,1406629800.0,1055006600.0,1525384700.0,436300900.0,1257451300.0,281413280.0,988083200.0,1565313300.0,312793500.0,969745860.0,343264770.0,144938780.0,1246700400.0,1896670800.0
2096.0,1363462900.0,2184807000.0,1513776900.0,383093760.0,1283987800.0,278887000.0,894451140.0,1548110800.0,304638500.0,996806800.0,330531460.0,137641900.0,1313031700.0,2040725800.0
2097.0,1339457900.0,1896254200.0,1488141600.0,368645600.0,1238921500.0,265196670.0,1190478600.0,1521605000.0,290023580.0,2082620300.0,323716860.0,125166430.0,1276429800.0,1773029100.0
2098.0,1325840000.0,1306707000.0,1902163300.0,396012100.0,1214284400.0,253419820.0,929703100.0,1503030700.0,284015700.0,1437959200.0,310517600.0,116646500.0,1214674600.0,1725644500.0
2099.0,1324868600.0,1232216300.0,1488172900.0,370876700.0,1189358700.0,248353620.0,909309500.0,1450968600.0,273856800.0,1379025000.0,307636000.0,103455820.0,1953087600.0,1773622100.0
2100.0,1291086100.0,1108525300.0,1430383600.0,342059000.0,1171033900.0,234650510.0,841521150.0,1442992800.0,261522900.0,1336513300.0,521947780.0,99315144.0,1238811900.0,1801586400.0
