time,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,MIROC6,KACE-1-0-G,EC-EARTH3,MRI-ESM2-0,CNRM-CM6-1,TAIESM1,IPSL-CM6A-LR,MPI-ESM1-2-HR,CANESM5,CESM2-WACCM
2024.0,2847350800.0,3175031800.0,2775350300.0,3227016400.0,2823499300.0,2773130500.0,2836035000.0,3280930600.0,2844090400.0,2886575400.0,2825944800.0,2805455000.0,2943569400.0
2025.0,2805915400.0,3170549800.0,2753479200.0,2907866600.0,2796110000.0,2749530000.0,3014469600.0,3569326300.0,2792046800.0,3047142400.0,2792850400.0,2788551000.0,2875945700.0
2026.0,2785948200.0,2964135000.0,2713503000.0,3090203600.0,2832059100.0,2715015400.0,2995450000.0,3059454700.0,2996868600.0,2998656500.0,2774462500.0,3008061700.0,3028705300.0
2027.0,2768178200.0,2990793500.0,2669433000.0,2891386400.0,2741136600.0,2682952700.0,2856497200.0,3129019400.0,2777293800.0,3289230600.0,3045481500.0,2816297500.0,3053313800.0
2028.0,2730829000.0,2909288400.0,2643076000.0,2883045600.0,2827520500.0,2656465200.0,2768766700.0,2989837600.0,2755166500.0,3586674700.0,2859182000.0,2746147800.0,3333534000.0
2029.0,2710030800.0,2924001800.0,2629381600.0,2876670200.0,2706867000.0,2679343900.0,2723550700.0,2972462300.0,2747887400.0,3371534600.0,2795153700.0,2746753000.0,3220329700.0
2030.0,2819946200.0,3001219800.0,2565847300.0,2905509000.0,2694154800.0,2667566300.0,2772212000.0,2949585700.0,2811686100.0,3082505700.0,2845968100.0,2687831300.0,3114035500.0
2031.0,2668262400.0,3250317300.0,2536946700.0,2861849300.0,2641794300.0,2581073200.0,2668004000.0,3189555000.0,2850191400.0,3040060200.0,2839044400.0,2632960000.0,2973400600.0
2032.0,2705674000.0,3410312700.0,2484023000.0,2923875000.0,2601329400.0,2527311400.0,2733656600.0,3186041900.0,2792538000.0,2936148000.0,2753419300.0,2593974000.0,2872406800.0
2033.0,2673714200.0,2989033200.0,2424256000.0,3061372200.0,2509799200.0,2502790700.0,2725901300.0,2950633700.0,2709142500.0,2999602000.0,2719638500.0,2631660300.0,2925427000.0
2034.0,2628246800.0,2900155600.0,2352171500.0,2986049000.0,2464042500.0,2445690000.0,2605328400.0,2892782600.0,2638316800.0,2870235000.0,2681187000.0,2568379000.0,2836333000.0
2035.0,2705454800.0,2886864100.0,2252519200.0,2859027000.0,2423076600.0,2400482300.0,2566601500.0,2927089400.0,2598614800.0,2796656000.0,2690273800.0,2497681000.0,2796071700.0
2036.0,2807399700.0,2809412400.0,2240602600.0,2909729000.0,2339463700.0,2334330400.0,2523599400.0,2836992000.0,2576871000.0,2756313000.0,2624950300.0,2434389200.0,2763847700.0
2037.0,2673438500.0,2782716400.0,2164938500.0,2831154700.0,2246453000.0,2270178300.0,2514971400.0,2818265900.0,2648948000.0,2727598300.0,2610108700.0,2401028600.0,2753780000.0
2038.0,2731089200.0,2797883100.0,2093393900.0,2791456300.0,2177979100.0,2176351000.0,2460168400.0,3328992800.0,2481168600.0,3143805400.0,2554693600.0,2353092400.0,2721316600.0
2039.0,2551982300.0,2807067100.0,2000743000.0,2768473000.0,2078961900.0,2100309400.0,2429595100.0,2987526100.0,2428996000.0,2799561500.0,2508168000.0,2285050400.0,2716026400.0
2040.0,2540328400.0,2801324800.0,1912025000.0,2710258700.0,1949700500.0,2002628400.0,2370169600.0,2976337700.0,2349898800.0,2659940900.0,2467640600.0,2241197800.0,2659839200.0
2041.0,2519196200.0,2728496600.0,1826206100.0,2682628000.0,1863497900.0,1887009200.0,2339244300.0,2832381400.0,2280352500.0,2633439000.0,2684307000.0,2184158500.0,2628845600.0
2042.0,2442856200.0,2961033700.0,1734244500.0,2649161700.0,1787423100.0,1784719700.0,2279646000.0,2807073800.0,2232545800.0,2589465900.0,2648864000.0,2118135300.0,2585313300.0
2043.0,2423855600.0,2713554000.0,1662463400.0,2662498800.0,1699396500.0,1714322600.0,2216449800.0,2750563800.0,2188662300.0,2542477600.0,2491938800.0,2041825800.0,2561945000.0
2044.0,2412239600.0,2711522000.0,1586859000.0,2582504200.0,1631318900.0,1638088600.0,2164466400.0,2707194000.0,2137780200.0,2501653800.0,2593360600.0,1993103500.0,2521075200.0
2045.0,2362101800.0,2665052400.0,1529160600.0,2569564400.0,1572731600.0,1590716800.0,2124737700.0,2706433300.0,2093827500.0,2470523600.0,2367407900.0,1949483300.0,2475106600.0
2046.0,2344915000.0,2630388000.0,1482705900.0,2529716200.0,1512158600.0,1542580600.0,2215229000.0,2671625000.0,1991770900.0,2412548000.0,2427469300.0,1897689700.0,2436598000.0
2047.0,2259197400.0,2654492000.0,1403080600.0,3001431000.0,1445372800.0,1460157200.0,2037184900.0,2642198800.0,2050547600.0,2352726300.0,2291032600.0,1815211600.0,2375679000.0
2048.0,2235299800.0,2585927000.0,1323836700.0,2555560400.0,1351302900.0,1410836100.0,1998257200.0,3169938700.0,1926715900.0,2274248700.0,2242121200.0,1744819300.0,2297598000.0
2049.0,2181227000.0,2558017800.0,1234623000.0,2633079000.0,1280084700.0,1369918300.0,1938632200.0,2667763500.0,1793774500.0,2202940200.0,2210910200.0,1681945200.0,2230299000.0
2050.0,2144165500.0,2581995500.0,1179403000.0,2496643600.0,1176537200.0,1268283600.0,1854445400.0,2621441000.0,1726469600.0,2144946800.0,2315999200.0,1578084700.0,2183546600.0
2051.0,2131976400.0,2570140000.0,1109104300.0,2455287300.0,1149255700.0,1200710400.0,1799905000.0,3051792600.0,1655910400.0,2076944000.0,2139207700.0,1483919200.0,2130996100.0
2052.0,2258713300.0,2546149600.0,1054329300.0,2397906200.0,1077428500.0,1155891100.0,1759461900.0,2552561000.0,1625305500.0,2038671500.0,2175790600.0,1435555000.0,2083635000.0
2053.0,2095992300.0,2650168000.0,991664300.0,2378683100.0,1025794940.0,1108811400.0,1730678400.0,2640761900.0,1551137200.0,2335378200.0,2324806100.0,1405079400.0,2012122000.0
2054.0,2043837800.0,2558240800.0,936844200.0,2311389700.0,968769600.0,1180171000.0,1680491600.0,2604858600.0,1519586300.0,1997088800.0,2119194000.0,1382309500.0,1990987900.0
2055.0,1965818500.0,2458895000.0,898248600.0,2241895200.0,937566400.0,1029076540.0,1601204400.0,2447769900.0,1438990800.0,1898623900.0,2041055200.0,1293028000.0,2213199000.0
2056.0,1918841200.0,2415604200.0,858921200.0,2198713600.0,899882430.0,979870100.0,1544897400.0,2391716400.0,1382415600.0,1892911500.0,2008391800.0,1723825000.0,2293964000.0
2057.0,1851061100.0,2391101200.0,820957600.0,2141717200.0,855984700.0,925086100.0,1523534100.0,2517561300.0,1342922900.0,1814128100.0,1963663500.0,1227332000.0,1946957000.0
2058.0,1808309200.0,2416271400.0,763394200.0,2073258800.0,816944640.0,873009800.0,1475338800.0,2315956000.0,1273168000.0,1760610400.0,1917278600.0,1160372200.0,1917419300.0
2059.0,1778263000.0,2321565700.0,709229760.0,2037235500.0,796736300.0,855227200.0,1426246400.0,2263327500.0,1221240800.0,1700970500.0,1861455000.0,1104463600.0,1797726000.0
2060.0,1723906600.0,2292647700.0,665093060.0,2042293000.0,750573060.0,810076900.0,1410089900.0,2299860200.0,1174309500.0,1639250000.0,1803702100.0,1056522000.0,1856864100.0
2061.0,1674374000.0,2269567700.0,627493600.0,1984352900.0,718210940.0,780217700.0,1353414800.0,2210783700.0,1189334000.0,1573710600.0,1742312200.0,1002861760.0,1756498800.0
2062.0,1623673600.0,2218954000.0,587716200.0,1923498500.0,677688200.0,742217660.0,1312484200.0,2144211600.0,1125203200.0,1539697000.0,1801161200.0,949744060.0,1756471200.0
2063.0,1566750700.0,2173068300.0,555401900.0,1916168600.0,646148740.0,701967360.0,1265196800.0,2090857000.0,1100815700.0,1568987600.0,1707137300.0,908514200.0,1653541000.0
2064.0,1504406300.0,2172524300.0,531283100.0,1836184400.0,608467500.0,682653200.0,1216953300.0,2060781300.0,1058480640.0,1485308400.0,1658982100.0,863497100.0,1601456300.0
2065.0,1459383200.0,2115691600.0,506805700.0,1809013200.0,583640060.0,645451970.0,1192740900.0,1996936100.0,1010418370.0,1415832000.0,1607859600.0,827614100.0,1547026200.0
2066.0,1412002300.0,2119226000.0,481774900.0,1788606200.0,564684350.0,607673000.0,1181098500.0,1951372200.0,973093800.0,1389401500.0,1563689000.0,796083900.0,1494057200.0
2067.0,1380959200.0,2128674600.0,450022700.0,1758669400.0,542800450.0,595107400.0,1120113500.0,1873399200.0,931207000.0,1402060800.0,1975991300.0,749038140.0,1440360800.0
2068.0,1330870000.0,2000310300.0,428523420.0,2129653500.0,517753900.0,564315400.0,1093825000.0,1827692900.0,881839360.0,1323604500.0,1614710100.0,715289540.0,1415029200.0
2069.0,1288550300.0,2853540000.0,405036260.0,1666325000.0,501335260.0,530232700.0,1064566200.0,1835155500.0,831533950.0,1282892800.0,1507310700.0,673697200.0,1411678800.0
2070.0,1261411100.0,1977669200.0,367415900.0,1613667300.0,483310530.0,499632860.0,1045541950.0,1744975700.0,797716800.0,1253657600.0,1476555500.0,647041800.0,1348533800.0
2071.0,1233314000.0,1892729100.0,343307100.0,1574890900.0,450824670.0,476473340.0,1015299840.0,1690416800.0,760462200.0,1198226600.0,1432685000.0,620834750.0,1321740900.0
2072.0,1190450600.0,1840578700.0,318320860.0,1503106200.0,426014400.0,453562460.0,969894700.0,1653095300.0,716691400.0,1164636300.0,1384568700.0,585804700.0,1258478000.0
2073.0,1155833500.0,1875040800.0,287626180.0,1441140900.0,404173100.0,436061380.0,1050293000.0,1588982000.0,689125570.0,1105737900.0,1359205100.0,570038300.0,1231528200.0
2074.0,1122579100.0,1789536100.0,261138720.0,1387610600.0,380153540.0,419199740.0,928992500.0,1544531800.0,658704800.0,1078763500.0,1323099400.0,550963260.0,1194004000.0
2075.0,1083762600.0,1738593900.0,240928350.0,1338604200.0,369504860.0,403587700.0,901768700.0,1503086000.0,631622460.0,1038346900.0,1283660300.0,531791330.0,1154211200.0
2076.0,1041981630.0,1690106600.0,221762940.0,1299740200.0,348238720.0,380353250.0,867151040.0,1471806700.0,614462200.0,1005188200.0,1285134800.0,510378700.0,1145669100.0
2077.0,1003106560.0,1643694000.0,205004400.0,1255126300.0,330236930.0,364362700.0,834021600.0,1416252500.0,579197000.0,970619650.0,1210667500.0,479152420.0,1108521700.0
2078.0,954056400.0,1602223600.0,190677540.0,1212745600.0,330249200.0,344693380.0,806180350.0,1364591600.0,554221500.0,942300200.0,1188502400.0,460278460.0,1055834100.0
2079.0,928552060.0,1534101000.0,179291360.0,1184143700.0,310910240.0,320661760.0,787994100.0,1333438800.0,532831700.0,894417300.0,1157491600.0,425648100.0,1020387700.0
2080.0,1033710200.0,1478135600.0,162885400.0,1133098200.0,287702300.0,303281700.0,763389630.0,1298234100.0,508368480.0,861437950.0,1113716000.0,400688320.0,1020356700.0
2081.0,894436600.0,1413737500.0,146036380.0,1158303700.0,268608740.0,286368960.0,740973400.0,1258032300.0,488089470.0,824009540.0,1066126600.0,378696350.0,963561500.0
2082.0,866494000.0,1360802400.0,130179000.0,1054104960.0,253668860.0,265616910.0,702028540.0,1174571000.0,466221660.0,786142600.0,1051882400.0,361061660.0,938904100.0
2083.0,841018560.0,1347098400.0,117459840.0,1009459300.0,235781730.0,248924780.0,680829950.0,1146307300.0,436033100.0,731180500.0,1054903500.0,341210080.0,906308030.0
2084.0,815614400.0,1293635200.0,99711950.0,986385900.0,221734060.0,228147000.0,667978050.0,1095713400.0,418230560.0,694043500.0,1002832300.0,328661630.0,873165760.0
2085.0,789159900.0,1245456300.0,85948390.0,945788350.0,210910850.0,212933620.0,643311000.0,1057821000.0,409217380.0,658981400.0,962165000.0,305522850.0,847377300.0
2086.0,774048600.0,1195579300.0,72609350.0,910989440.0,196246200.0,203220270.0,627532200.0,1019220800.0,390222430.0,621308500.0,934804000.0,295210140.0,799701700.0
2087.0,752755260.0,1155285200.0,63870084.0,879289200.0,184508830.0,183641180.0,613393340.0,995072830.0,377935100.0,589412030.0,903815400.0,272713760.0,763680300.0
2088.0,722153200.0,1115047200.0,56801120.0,855506940.0,177242270.0,172050370.0,608503600.0,940368200.0,363854140.0,557880960.0,855505860.0,251889040.0,722737600.0
2089.0,693998900.0,1067808000.0,45402030.0,830200500.0,163510960.0,154434420.0,583846800.0,905059000.0,356140030.0,528978000.0,828378430.0,228667490.0,702471900.0
2090.0,658109500.0,1020968600.0,38665120.0,805642000.0,156521400.0,138735120.0,573101500.0,873904800.0,342041440.0,493172480.0,787798300.0,215919730.0,672640450.0
2091.0,628742500.0,989791040.0,36053776.0,765925700.0,153497970.0,119789700.0,566977500.0,823611460.0,322926820.0,458524380.0,770778000.0,192845940.0,637361340.0
2092.0,607561660.0,943555400.0,31474386.0,728940600.0,144370960.0,106202160.0,551896960.0,780792450.0,301917630.0,430886430.0,742157060.0,170749400.0,614445800.0
2093.0,588848450.0,903817300.0,26343156.0,711813900.0,135721420.0,95969400.0,552583800.0,753407360.0,275912300.0,412570850.0,718949250.0,162835970.0,981950900.0
2094.0,569726100.0,850436100.0,24347548.0,690411100.0,118628910.0,84625420.0,523467140.0,721802300.0,268250460.0,392825100.0,755701570.0,147703570.0,601728800.0
2095.0,549367040.0,813975900.0,17806886.0,662111400.0,105645496.0,74859410.0,508743600.0,677639740.0,245482640.0,372375800.0,739544000.0,130844050.0,595750300.0
2096.0,532271070.0,777120800.0,11409990.0,638477630.0,97056140.0,69306296.0,495863140.0,647674240.0,227208480.0,349569920.0,661335300.0,120999470.0,572046500.0
2097.0,517665570.0,743018240.0,7892469.0,606181570.0,90424470.0,63714720.0,515783040.0,612352100.0,206646050.0,331499140.0,630024200.0,110884120.0,547019260.0
2098.0,502576900.0,715975360.0,4846134.0,591361900.0,81530950.0,57862380.0,465838980.0,588642370.0,197830580.0,313850600.0,604483840.0,100020660.0,521117250.0
2099.0,487035400.0,726060900.0,3447188.2,569993600.0,74314230.0,50230110.0,457927360.0,559593000.0,181845420.0,273073060.0,576421570.0,95155850.0,532780260.0
2100.0,473933950.0,672846000.0,1311761.8,549006700.0,67201660.0,44144652.0,444497570.0,531845400.0,164504640.0,259193780.0,560030460.0,85865590.0,490204320.0
