time,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,MIROC6,IITM-ESM,CNRM-CM6-1,IPSL-CM6A-LR,EC-EARTH3,GFDL-ESM4,CESM2-WACCM
2071.0,8652272000.0,4979200500.0,19915164000.0,7374455000.0,20643187000.0,12490752000.0,7371430000.0,16615406000.0,55906180000.0,17639913000.0,9060423000.0,6365619000.0,27446440000.0,10545007000.0
2072.0,8367055400.0,4812989400.0,19435086000.0,7177944600.0,20206383000.0,12380767000.0,7082970600.0,15972793000.0,54961040000.0,16599785000.0,8618467000.0,6075426300.0,26643530000.0,10077798000.0
2073.0,8016104000.0,4681149400.0,18794496000.0,6974461000.0,19645864000.0,12039873000.0,6990414300.0,15523515000.0,53662626000.0,16280359000.0,8068637700.0,5829633000.0,25627249000.0,9723452000.0
2074.0,7625848300.0,4515628500.0,18000488000.0,6818944000.0,18989949000.0,11726480000.0,6752732700.0,14801760000.0,53247540000.0,15557455000.0,7684619300.0,5502202400.0,24610271000.0,9264369000.0
2075.0,7312858000.0,4302505000.0,17263094000.0,6720715300.0,18351790000.0,11454995000.0,6580468700.0,14342932000.0,52619235000.0,14831985000.0,7419876400.0,5294669000.0,24104057000.0,8837202000.0
2076.0,7026989000.0,4174364400.0,16648312000.0,6680832500.0,17569317000.0,11314669000.0,6435880000.0,13553662000.0,52688830000.0,13851287000.0,7114967000.0,5217827300.0,23180788000.0,8318303700.0
2077.0,6825390600.0,3972153300.0,16189825000.0,6447617000.0,16628771000.0,11032301000.0,6197811000.0,13042465000.0,51761824000.0,13275758000.0,6866652000.0,4963733500.0,22621284000.0,7923007500.0
2078.0,6605719600.0,3815622400.0,15466842000.0,6185524000.0,15938909000.0,10689857000.0,5960511500.0,12715016000.0,51060007000.0,12459546000.0,6651408400.0,4736274400.0,22323818000.0,7683327000.0
2079.0,6406144500.0,3647825200.0,15035588000.0,5970808300.0,15459536000.0,10363244000.0,5764279300.0,12480220000.0,50482330000.0,11760814000.0,6362949600.0,4591030300.0,21365512000.0,7515301400.0
2080.0,6164685300.0,3498665000.0,14332083000.0,5792244700.0,14870520000.0,10016060000.0,5627956000.0,11931703000.0,49881678000.0,11381723000.0,6095912000.0,4421077000.0,20485472000.0,7272243000.0
2081.0,5972187600.0,3360689200.0,13859322000.0,5660140000.0,14146839000.0,9609770000.0,5588622000.0,11535806000.0,49090183000.0,10753402000.0,5850768400.0,4198737700.0,19531588000.0,7025509000.0
2082.0,5647581700.0,3220228600.0,13241683000.0,5409562000.0,13586362000.0,9306632000.0,5486010400.0,11229502000.0,48124522000.0,10340329000.0,5686367000.0,3987555000.0,18633260000.0,6780117500.0
2083.0,5440000000.0,3083667500.0,12802133000.0,5190009000.0,13138410000.0,9017088000.0,5258897000.0,10998299000.0,46653366000.0,10100679000.0,5402737000.0,3870637000.0,17732170000.0,6556851000.0
2084.0,5152088600.0,2885978600.0,12157561000.0,4978422300.0,12876454000.0,8682145000.0,5179115500.0,10573823000.0,46020310000.0,9655381000.0,5165960000.0,3697953500.0,16991516000.0,6365182000.0
2085.0,5032538600.0,2786293000.0,11803089000.0,4816784400.0,12130548000.0,8390759000.0,5070068000.0,10232957000.0,45345313000.0,9216368000.0,4969280500.0,3542674200.0,16041984000.0,6308765700.0
2086.0,4750267400.0,2658546400.0,11176940000.0,4667098000.0,11690792000.0,8171349500.0,4969081300.0,9953203000.0,43927530000.0,8780171000.0,4734483500.0,3360885800.0,15402682000.0,6073886700.0
2087.0,4551031000.0,2576803000.0,10813849000.0,4512798700.0,11270387000.0,7874305000.0,4939591000.0,9637062000.0,42148720000.0,8521196500.0,4534959600.0,3204150800.0,14919434000.0,5889652000.0
2088.0,4370454000.0,2433091600.0,10295542000.0,4419764700.0,10886256000.0,7658411000.0,4765272600.0,9196422000.0,41755180000.0,8208478700.0,4302866400.0,3066037800.0,14385646000.0,5697153500.0
2089.0,4175477800.0,2298906400.0,9869357000.0,4322503700.0,10557513000.0,7662326000.0,4641243600.0,8988239000.0,40648487000.0,7974707700.0,4113661200.0,2889560300.0,13906517000.0,5467075600.0
2090.0,4014098700.0,2160637400.0,9454994000.0,4150872800.0,10059960000.0,7513894000.0,4468090000.0,8612823000.0,39731150000.0,7736105500.0,3850979300.0,2768606000.0,13188236000.0,5244915000.0
2091.0,3866994700.0,2028014200.0,9130234000.0,3977005000.0,9670987000.0,7355031600.0,4271019300.0,8401935000.0,38790713000.0,7447430700.0,3677166300.0,2643825200.0,12546738000.0,5006782000.0
2092.0,3716227300.0,1932646800.0,8776451000.0,3818518000.0,9242198000.0,7076666400.0,4068023600.0,8277172700.0,37761190000.0,7252955600.0,3517035300.0,2522504200.0,11930964000.0,4846925300.0
2093.0,3519114000.0,1835735700.0,8583721000.0,3702950100.0,9022223000.0,6946802700.0,3916093400.0,7957196000.0,36960866000.0,7064341000.0,3365259800.0,2352897300.0,11471972000.0,4684562000.0
2094.0,3317692000.0,1744957800.0,8490254000.0,3532468700.0,8664330000.0,6777309000.0,3775213600.0,7765420000.0,36542657000.0,6882657000.0,3230359000.0,2222812000.0,11088334000.0,4547425000.0
2095.0,3149481700.0,1575141200.0,8182921700.0,3449151000.0,8444289500.0,6552495600.0,3675459600.0,7612535300.0,36460917000.0,6607377400.0,3094855400.0,2095187300.0,10649727000.0,4401204700.0
2096.0,3031063800.0,1463724000.0,7896652000.0,3343230000.0,8171733000.0,6416965000.0,3578682000.0,7335823400.0,35924255000.0,6481257500.0,2990234400.0,2004734700.0,10370237000.0,4195862000.0
2097.0,2891418600.0,1374894200.0,7684055600.0,3204783900.0,7979731500.0,6211836000.0,3478146300.0,7070068000.0,34974350000.0,6402164700.0,2810119000.0,1877278800.0,9936827000.0,4047441400.0
2098.0,2820635400.0,1261761000.0,7470914600.0,3070537500.0,7780084000.0,6004021000.0,3360767000.0,6903828500.0,34766700000.0,6209860600.0,2674095900.0,1730691000.0,9537337000.0,3933959000.0
2099.0,2653251300.0,1180767100.0,7201201000.0,2960363000.0,7633218600.0,5846430000.0,3273812500.0,6736432600.0,34308917000.0,5946947000.0,2569845800.0,1618158200.0,9210246000.0,3806382600.0
2100.0,2520526600.0,1088853000.0,7010443000.0,2904863000.0,7416952300.0,5815488000.0,3147263500.0,6511339500.0,33536140000.0,5770888700.0,2507116000.0,1501625500.0,8813059000.0,3674056400.0
