time,CANESM5,UKESM1-0-LL,CNRM-ESM2-1,TAIESM1,MPI-ESM1-2-HR,MRI-ESM2-0,KACE-1-0-G,MIROC6,IITM-ESM,CNRM-CM6-1,IPSL-CM6A-LR,EC-EARTH3,GFDL-ESM4,CESM2-WACCM
2000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0
2001.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0
2002.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0
2003.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0
2004.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0
2005.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0
2006.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0
2007.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0
2008.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0
2009.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0
2010.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0
2011.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0
2012.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0
2013.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0
2014.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0
2015.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102341860000.0,101040300000.0,101669140000.0,101672560000.0,103043180000.0,100931020000.0,101075390000.0,101377290000.0,101980440000.0,101143210000.0,102342730000.0,101399370000.0,102747320000.0,101722680000.0
2022.0,99385210000.0,97418306000.0,99636220000.0,98222420000.0,101162385000.0,97507020000.0,96934730000.0,97156820000.0,101345350000.0,98948150000.0,99720900000.0,98403570000.0,101799360000.0,101668310000.0
2023.0,96888865000.0,94842315000.0,98901400000.0,96115430000.0,99773690000.0,93871100000.0,92701540000.0,95415790000.0,99983450000.0,97389640000.0,98455314000.0,94722520000.0,101176980000.0,100321680000.0
2024.0,94638645000.0,91450065000.0,97302740000.0,93196290000.0,97277985000.0,91073855000.0,88150220000.0,94927150000.0,101043880000.0,95022210000.0,94747670000.0,90175760000.0,98733280000.0,98559240000.0
2025.0,92038510000.0,87920160000.0,94180010000.0,91464920000.0,93560490000.0,87469810000.0,83879030000.0,90755850000.0,100640490000.0,92960874000.0,93386334000.0,85264090000.0,96974090000.0,96276046000.0
2026.0,89107040000.0,84974760000.0,91200730000.0,87565140000.0,91701030000.0,83080675000.0,79264900000.0,88293960000.0,99678390000.0,92479275000.0,90534440000.0,79619960000.0,95416570000.0,92489210000.0
2027.0,86578710000.0,79539765000.0,89233570000.0,83479670000.0,91000095000.0,79007460000.0,74719760000.0,86158344000.0,98964914000.0,90699825000.0,88233190000.0,76338920000.0,92998350000.0,89589930000.0
2028.0,83857400000.0,76465770000.0,88394820000.0,80940500000.0,89527080000.0,75768770000.0,70603160000.0,82795495000.0,98843940000.0,88619660000.0,84636510000.0,71499510000.0,92727230000.0,86148040000.0
2029.0,80381840000.0,72123400000.0,86903030000.0,77900910000.0,87267170000.0,71600095000.0,66620166000.0,81573230000.0,99147284000.0,87522730000.0,81862570000.0,67763044000.0,91481500000.0,83838570000.0
2030.0,76696720000.0,68679856000.0,85895045000.0,74503780000.0,86641880000.0,69248700000.0,62054617000.0,79523815000.0,98105080000.0,85551374000.0,79146750000.0,63056080000.0,90802430000.0,81319270000.0
2031.0,73257820000.0,63902930000.0,84087140000.0,70986424000.0,84414860000.0,66341695000.0,58433100000.0,76893380000.0,97178110000.0,83507850000.0,77063030000.0,59167166000.0,89632014000.0,79527080000.0
2032.0,69723780000.0,59753020000.0,80836690000.0,67966013000.0,81504620000.0,62255776000.0,54791830000.0,74818660000.0,97009790000.0,80617636000.0,75799675000.0,57214310000.0,87634160000.0,77708630000.0
2033.0,66172473000.0,56829240000.0,78514400000.0,64847946000.0,79349900000.0,59198150000.0,51187884000.0,71381480000.0,96107540000.0,78371870000.0,72950870000.0,55058207000.0,85640405000.0,76227780000.0
2034.0,63049847000.0,53350466000.0,76673350000.0,62585225000.0,77303170000.0,56462623000.0,48783376000.0,68506145000.0,95397460000.0,75767640000.0,69321470000.0,51783800000.0,83611530000.0,73021030000.0
2035.0,61136130000.0,49999536000.0,73856810000.0,59388430000.0,76398800000.0,53656600000.0,46288466000.0,65647610000.0,93926860000.0,72194160000.0,65663880000.0,49008000000.0,83277690000.0,70068960000.0
2036.0,59056652000.0,46825500000.0,71752740000.0,56489628000.0,74687816000.0,52123240000.0,41743774000.0,63317737000.0,92516780000.0,70320890000.0,63536860000.0,45963723000.0,81525690000.0,67325207000.0
2037.0,55361626000.0,43391520000.0,69352330000.0,52836246000.0,72919000000.0,49869660000.0,39595786000.0,60781257000.0,91497980000.0,69888190000.0,61543543000.0,43461382000.0,80200385000.0,64054610000.0
2038.0,52123280000.0,40412330000.0,67323430000.0,50079320000.0,70404590000.0,46361174000.0,37705654000.0,58706182000.0,90683660000.0,67971965000.0,59897598000.0,40644923000.0,77819650000.0,62340010000.0
2039.0,50131284000.0,38540603000.0,64961740000.0,48240270000.0,68817160000.0,43010570000.0,36272970000.0,57091020000.0,89537360000.0,65870836000.0,57340396000.0,38237020000.0,75658470000.0,60122020000.0
2040.0,47358620000.0,35097194000.0,62186164000.0,45636723000.0,67700777000.0,40959357000.0,33673249000.0,55690120000.0,87381295000.0,62495530000.0,54393127000.0,35400413000.0,72939766000.0,57345900000.0
2041.0,44466246000.0,32430692000.0,61442100000.0,42617504000.0,65381810000.0,38912004000.0,31458593000.0,53428430000.0,86125216000.0,59789287000.0,51562400000.0,33143374000.0,70487330000.0,54667846000.0
2042.0,41760200000.0,30072097000.0,60116845000.0,39692490000.0,64140780000.0,37483418000.0,29438882000.0,51155360000.0,85076930000.0,57036180000.0,49451217000.0,30952915000.0,68816175000.0,51787530000.0
2043.0,40459610000.0,28366252000.0,57205895000.0,37376213000.0,61670842000.0,35461333000.0,27559315000.0,48341030000.0,83598720000.0,55545455000.0,47594844000.0,29281178000.0,67039660000.0,49637835000.0
2044.0,38149005000.0,26280538000.0,55557940000.0,35840550000.0,60785870000.0,33919230000.0,25971646000.0,47208270000.0,82800620000.0,54583874000.0,44923515000.0,27545903000.0,66466394000.0,46512984000.0
2045.0,36397020000.0,24289186000.0,52364415000.0,33404195000.0,59173777000.0,32332212000.0,23841544000.0,45479600000.0,81794930000.0,52501934000.0,43396497000.0,25531027000.0,64353840000.0,43667816000.0
2046.0,34990543000.0,22660729000.0,50115620000.0,30672312000.0,57280106000.0,30329293000.0,22122627000.0,43868440000.0,80727340000.0,50171806000.0,41163850000.0,24145242000.0,63284220000.0,41002190000.0
2047.0,32927885000.0,21151937000.0,47669436000.0,28703965000.0,56631853000.0,28524958000.0,20763212000.0,42410127000.0,79049120000.0,48615140000.0,39237546000.0,22561920000.0,61974487000.0,39019872000.0
2048.0,30309853000.0,19041501000.0,45448397000.0,26824600000.0,55291700000.0,27266873000.0,19752217000.0,40273584000.0,78174134000.0,47165910000.0,37605736000.0,20533914000.0,59561820000.0,36592763000.0
2049.0,28695990000.0,17488308000.0,44796355000.0,24933634000.0,53025346000.0,26171988000.0,18405194000.0,39230743000.0,77602690000.0,44370560000.0,35049000000.0,18803182000.0,58125280000.0,34671653000.0
2050.0,27387210000.0,16408681000.0,43597672000.0,23913318000.0,50550067000.0,25342116000.0,17267132000.0,37557590000.0,76315664000.0,43139800000.0,32836495000.0,17228286000.0,56589255000.0,32813230000.0
2051.0,25792190000.0,15151431000.0,41868430000.0,22414471000.0,48458826000.0,24565215000.0,16346976000.0,36126458000.0,76440265000.0,41749310000.0,30668636000.0,16292454000.0,55276433000.0,30966080000.0
2052.0,24036157000.0,14104000000.0,40046340000.0,21163768000.0,46102794000.0,23837900000.0,15563253000.0,34246087000.0,74737615000.0,40878326000.0,28948118000.0,15386067000.0,53274460000.0,29301006000.0
2053.0,22572750000.0,13183742000.0,38619160000.0,19562467000.0,44271240000.0,23100772000.0,15042178000.0,33249642000.0,73427650000.0,39916350000.0,27414886000.0,14417697000.0,52018794000.0,27295855000.0
2054.0,21221485000.0,12414208000.0,37131080000.0,18169616000.0,42279520000.0,22547415000.0,14276727000.0,32235485000.0,72639710000.0,38512083000.0,25898768000.0,13772148000.0,50884604000.0,25974553000.0
2055.0,20188166000.0,11554706000.0,35442290000.0,16983860000.0,41717387000.0,21974690000.0,13485506000.0,31010036000.0,71673405000.0,36451156000.0,24295430000.0,13182678000.0,50084100000.0,24437572000.0
2056.0,19161840000.0,10764262000.0,35082650000.0,15565190000.0,40255455000.0,21324612000.0,12591846000.0,29525490000.0,70265094000.0,34847977000.0,22792776000.0,12204362000.0,48037196000.0,22992610000.0
2057.0,17962426000.0,10290991000.0,33904940000.0,14640598000.0,37829116000.0,20542108000.0,12041938000.0,28500404000.0,69040325000.0,33233193000.0,21251365000.0,11441443000.0,45933007000.0,21819732000.0
2058.0,16647583000.0,9639708000.0,32709192000.0,13664038000.0,36418163000.0,19945802000.0,11440417000.0,27311569000.0,67653763000.0,31857525000.0,20007033000.0,11312132000.0,44558480000.0,20429672000.0
2059.0,15715614000.0,9117426000.0,31304155000.0,12683529000.0,34417450000.0,18826848000.0,11003229000.0,26374005000.0,67075280000.0,29809800000.0,18545779000.0,10641770000.0,43486290000.0,19282053000.0
2060.0,14580188000.0,8604335000.0,30457108000.0,11899345000.0,32898680000.0,17965955000.0,10701117000.0,25161007000.0,65807070000.0,27665300000.0,17399546000.0,9914291000.0,41280483000.0,18521460000.0
2061.0,13552816000.0,8154937000.0,29435744000.0,11238323000.0,31521184000.0,17349825000.0,10095074000.0,24094824000.0,64054070000.0,26473867000.0,16207883000.0,9542535000.0,39704064000.0,17631054000.0
2062.0,12876348000.0,7592448500.0,28952201000.0,10635583000.0,30574512000.0,16539210000.0,9868891000.0,23383595000.0,63438578000.0,25905768000.0,15417673000.0,9020559000.0,38564110000.0,16791967000.0
2063.0,12059839000.0,7151431000.0,28102800000.0,10062447000.0,29370630000.0,15862524000.0,9469382000.0,22502316000.0,62535803000.0,25088016000.0,14088291000.0,8619929000.0,37269640000.0,15968648000.0
2064.0,11243103000.0,6790177000.0,27201450000.0,9652272000.0,27957772000.0,15396765000.0,9104671000.0,21739380000.0,62139458000.0,23985795000.0,13137240000.0,8242865000.0,35696677000.0,14891704000.0
2065.0,10715553000.0,6610212400.0,26252308000.0,9252452000.0,26943779000.0,15071955000.0,8793492000.0,21089745000.0,61555327000.0,23011700000.0,12545473000.0,7927197000.0,34098717000.0,13902907000.0
2066.0,10393863000.0,6262672400.0,25474345000.0,8812113000.0,25639762000.0,14692005000.0,8552662500.0,20011320000.0,60809257000.0,22237598000.0,12027933000.0,7685565400.0,32952408000.0,13377979000.0
2067.0,9832646000.0,5995247000.0,24655309000.0,8483199500.0,24513606000.0,14273846000.0,8340651500.0,19200380000.0,60352150000.0,20929830000.0,11372382000.0,7433621000.0,31955671000.0,12691817000.0
2068.0,9626656000.0,5700189700.0,23398349000.0,8233211400.0,23692265000.0,13715135000.0,8203025000.0,18469490000.0,59256220000.0,20050401000.0,10796413000.0,7045977600.0,30632636000.0,12146499000.0
2069.0,9297888000.0,5462946300.0,21948482000.0,7857588700.0,22616600000.0,13469684000.0,7977760300.0,17618002000.0,57171410000.0,18951250000.0,10039746000.0,6782684700.0,29741484000.0,11461367000.0
2070.0,8951671000.0,5145916000.0,20669565000.0,7591134000.0,21549974000.0,12902159000.0,7675528000.0,17030406000.0,56660644000.0,18106753000.0,9610616000.0,6546652700.0,28263117000.0,10926121000.0
