time,MRI-ESM2-0,KACE-1-0-G,MIROC6,IITM-ESM,TAIESM1,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,CANESM5,GFDL-ESM4,CESM2-WACCM,IPSL-CM6A-LR,EC-EARTH3,CNRM-CM6-1
2071.0,19860705000.0,10985905000.0,26547804000.0,67667902000.0,12302478000.0,39892600000.0,10893919000.0,38270267000.0,15488482000.0,40884425000.0,18524754000.0,21351670000.0,11135463000.0,32310820000.0
2072.0,19780293000.0,10886183000.0,25881512000.0,68187620000.0,11999847000.0,39213380000.0,10575796000.0,37672976000.0,15256034000.0,40683990000.0,18119131000.0,20938043000.0,11000861000.0,31763902000.0
2073.0,19864214000.0,10808251000.0,25380694000.0,68314090000.0,11590903000.0,39186227000.0,10448648000.0,38253195000.0,15020893000.0,40772180000.0,17417984000.0,20554848000.0,10642985000.0,31594246000.0
2074.0,19716458000.0,10679757000.0,25189345000.0,67538727000.0,11273183000.0,38887910000.0,10325375000.0,37780080000.0,14718789000.0,40820474000.0,17386586000.0,19668015000.0,10462346000.0,31592702000.0
2075.0,19468573000.0,10435542000.0,24723220000.0,66837193000.0,11054608000.0,38237315000.0,9963319000.0,37219963000.0,14203667000.0,40453775000.0,17084101000.0,19244345000.0,10229864000.0,30748596000.0
2076.0,19232514000.0,10262515000.0,23887956000.0,66276770000.0,10857519000.0,38529057000.0,9807525000.0,36747340000.0,14017474000.0,40286760000.0,16790385000.0,19007232000.0,10159865000.0,29992675000.0
2077.0,19165100000.0,10272454000.0,23411026000.0,66209186000.0,10858579000.0,38013220000.0,9504578000.0,36423406000.0,13768402000.0,40276590000.0,16817399000.0,18686290000.0,10074882000.0,29525582000.0
2078.0,18847658000.0,10223747000.0,23183047000.0,65608045000.0,10747939000.0,37692690000.0,9208914000.0,35086970000.0,13778835000.0,40199668000.0,16545894000.0,18550465000.0,9908706000.0,29558323000.0
2079.0,18749240000.0,10265119000.0,22485910000.0,64942200000.0,10667251000.0,37114864000.0,9023160000.0,35264120000.0,13749493000.0,40171470000.0,15994713000.0,18437345000.0,9867346000.0,28875373000.0
2080.0,18569368000.0,10168686000.0,22285564000.0,65087537000.0,10680599000.0,36446420000.0,8985583000.0,34651410000.0,13785245000.0,40182133000.0,15976986000.0,18222975000.0,9850562000.0,29091707000.0
2081.0,18371054000.0,10021692000.0,22193030000.0,64973476000.0,10780132000.0,36540375000.0,8872098000.0,34475745000.0,13734018000.0,40200550000.0,15718710000.0,18001652000.0,9681623000.0,28703013000.0
2082.0,18405670000.0,9877206000.0,21833066000.0,64642515000.0,10649705000.0,36592513000.0,8710143000.0,33947388000.0,13663372000.0,40452290000.0,15775626000.0,17592902000.0,9725601000.0,28079682000.0
2083.0,18401417000.0,9655880000.0,21420843000.0,63263314000.0,10461689000.0,35549540000.0,8639036000.0,33855520000.0,13524653000.0,40230850000.0,15669666000.0,17371080000.0,9661644000.0,27675423000.0
2084.0,18225530000.0,9760076000.0,21046346000.0,63258150000.0,10250837000.0,35425534000.0,8430390300.0,33092612000.0,13439295000.0,39717585000.0,15565921000.0,17121443000.0,9739515000.0,27775760000.0
2085.0,17968050000.0,9726166000.0,21005800000.0,63488290000.0,10162014000.0,34613273000.0,8392294000.0,32350700000.0,13149651000.0,39135826000.0,15257690000.0,16871351000.0,9791673000.0,28046800000.0
2086.0,17926130000.0,9567079000.0,20667531000.0,62811206000.0,10242932000.0,34353992000.0,8385955300.0,31319093000.0,13071666000.0,38316585000.0,15147336000.0,16602572000.0,9694539000.0,27593710000.0
2087.0,18057363000.0,9532564000.0,20552108000.0,62898810000.0,10159714000.0,34365637000.0,8336195600.0,30893110000.0,12995885000.0,38587326000.0,14860436000.0,16320550000.0,9833968000.0,27388695000.0
2088.0,17994963000.0,9442789000.0,20546654000.0,62484060000.0,10101845000.0,34582774000.0,8177655300.0,30729304000.0,12989230000.0,38733480000.0,14847366000.0,16221129000.0,9771929000.0,27296778000.0
2089.0,17771321000.0,9444579000.0,20405811000.0,61996495000.0,9905314000.0,33910130000.0,8101582300.0,30668360000.0,12935928000.0,38025298000.0,14663849000.0,16075600000.0,9676148000.0,27136127000.0
2090.0,17896798000.0,9328256000.0,20037564000.0,62308827000.0,9815856000.0,33148303000.0,7972382700.0,30238396000.0,12842596000.0,36922024000.0,14546550000.0,15718997000.0,9735737000.0,27238887000.0
2091.0,17892815000.0,9282130000.0,20091087000.0,62334530000.0,9735322000.0,32858268000.0,7873792500.0,29725624000.0,12903226000.0,36530900000.0,14369634000.0,15513959000.0,9667866000.0,26456711000.0
2092.0,17967100000.0,9133308000.0,19936102000.0,63032090000.0,9574943000.0,32446206000.0,7753482000.0,29344422000.0,12858181000.0,36038460000.0,14330461000.0,15242564000.0,9561415000.0,26329967000.0
2093.0,17835270000.0,9072451000.0,19925484000.0,62435460000.0,9488177000.0,32144316000.0,7703138000.0,29330022000.0,12800479000.0,35565576000.0,14153895000.0,15202719000.0,9660452000.0,26005574000.0
2094.0,18002407000.0,9100330000.0,19688075000.0,61739020000.0,9448416000.0,31686033000.0,7749454300.0,28818207000.0,12733069000.0,34993870000.0,14052139000.0,15051673000.0,9762944000.0,25658659000.0
2095.0,18260498000.0,9018324000.0,19472163000.0,60859048000.0,9259599000.0,31489282000.0,7639874000.0,28197181000.0,12644741000.0,34921603000.0,13848105000.0,15117161000.0,9671786000.0,25373762000.0
2096.0,18547000000.0,8985328000.0,19598662000.0,60243490000.0,9288508000.0,31107730000.0,7462423000.0,28416850000.0,12668648000.0,34121191000.0,13835625000.0,15370417000.0,9565622000.0,25077725000.0
2097.0,18810913000.0,9048969000.0,19164664000.0,60227790000.0,9119080000.0,31218700000.0,7415332400.0,28297032000.0,12640249000.0,33778080000.0,13835559000.0,15402440000.0,9454776000.0,24690887000.0
2098.0,18958730000.0,9069762000.0,19028967000.0,59835780000.0,9108126000.0,30607430000.0,7497044500.0,28289403000.0,12797268000.0,32913710000.0,13755055000.0,15332490000.0,9472465000.0,24254280000.0
2099.0,19076635000.0,9011480000.0,18707436000.0,59693273000.0,9046629000.0,30831004000.0,7489679400.0,27724370000.0,13092576000.0,33052582000.0,13738110000.0,15173467000.0,9550851000.0,23886635000.0
2100.0,19005026000.0,8834128000.0,18328836000.0,59585253000.0,8992176000.0,30814180000.0,7442514000.0,27246737000.0,13101721000.0,32665430000.0,13799857000.0,14871560000.0,9994868000.0,24085789000.0
