time,UKESM1-0-LL,MPI-ESM1-2-HR,TAIESM1,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,GFDL-ESM4
2000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0
2001.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0
2002.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0
2003.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0
2004.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0
2005.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0
2006.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0
2007.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0
2008.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0
2009.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0
2010.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0
2011.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0
2012.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0
2013.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0
2014.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0
2015.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102353630000.0,101703100000.0,100258930000.0,101049410000.0,98814890000.0,100291270000.0,102331105000.0,102013580000.0,103433520000.0
2022.0,99221420000.0,101259390000.0,97296890000.0,100288880000.0,93731370000.0,96504816000.0,100669860000.0,101014830000.0,103252990000.0
2023.0,94205936000.0,99503870000.0,94129720000.0,99167625000.0,88275720000.0,93816150000.0,97986280000.0,100005560000.0,101154950000.0
2024.0,90982834000.0,96554680000.0,91551790000.0,98975154000.0,82950685000.0,90647510000.0,95876240000.0,97571000000.0,100245400000.0
2025.0,87609434000.0,94614725000.0,88416264000.0,99007330000.0,78561950000.0,87813220000.0,93915020000.0,95468580000.0,100218320000.0
2026.0,84413310000.0,91751200000.0,85577240000.0,98743020000.0,72388210000.0,85923730000.0,92335800000.0,92449170000.0,99418090000.0
2027.0,80594300000.0,90023360000.0,83292190000.0,95840640000.0,68521726000.0,84242070000.0,90317136000.0,89585170000.0,98604840000.0
2028.0,77360400000.0,87633910000.0,79224980000.0,95865620000.0,64386703000.0,81104420000.0,90020856000.0,86432380000.0,97025000000.0
2029.0,75896070000.0,86173516000.0,76421360000.0,95651560000.0,60976103000.0,79125710000.0,88097060000.0,84312410000.0,95623390000.0
2030.0,73533006000.0,83960490000.0,73030300000.0,94343360000.0,58306180000.0,76206514000.0,85103860000.0,81698910000.0,93804560000.0
2031.0,69665790000.0,83937000000.0,70598280000.0,93557940000.0,55406380000.0,74147410000.0,82557970000.0,79850630000.0,92081190000.0
2032.0,67504083000.0,79966270000.0,67447796000.0,93639246000.0,53088280000.0,71513470000.0,79210594000.0,76828254000.0,91396596000.0
2033.0,64693555000.0,76426580000.0,65211707000.0,93785690000.0,50003650000.0,69333510000.0,76933310000.0,74849030000.0,89549070000.0
2034.0,61361107000.0,74028820000.0,63809516000.0,91731160000.0,47265670000.0,67432157000.0,73850520000.0,72241900000.0,87195660000.0
2035.0,57487127000.0,72640290000.0,61363225000.0,90259276000.0,45442286000.0,65027440000.0,71559586000.0,70447490000.0,84923190000.0
2036.0,54022762000.0,69506140000.0,58771767000.0,89670190000.0,40963850000.0,62872030000.0,69902115000.0,68266435000.0,83573146000.0
2037.0,50834830000.0,68169974000.0,57146650000.0,89109000000.0,38605720000.0,59660927000.0,68016290000.0,66303623000.0,81400865000.0
2038.0,47392260000.0,65797110000.0,54894840000.0,87062550000.0,36032900000.0,57354736000.0,65113490000.0,64406778000.0,79326060000.0
2039.0,44171112000.0,63803638000.0,51936840000.0,86462450000.0,34052660000.0,55356360000.0,63023030000.0,61722505000.0,76570360000.0
2040.0,41118860000.0,62529690000.0,49172505000.0,85952960000.0,31531065000.0,53701130000.0,59907210000.0,59676054000.0,74781810000.0
2041.0,38775200000.0,60447980000.0,47704840000.0,84546340000.0,29025004000.0,51783803000.0,57017156000.0,57432250000.0,73657040000.0
2042.0,36603396000.0,57565680000.0,45683294000.0,83085280000.0,27449127000.0,49044525000.0,54186357000.0,54525096000.0,71779100000.0
2043.0,34088153000.0,55329833000.0,43996975000.0,82952170000.0,26064706000.0,47320556000.0,52322070000.0,52960567000.0,70684830000.0
2044.0,31705418000.0,53560510000.0,41665843000.0,82149560000.0,24367907000.0,45204900000.0,49321160000.0,50387130000.0,68612207000.0
2045.0,30150076000.0,51781042000.0,40152842000.0,81230630000.0,22775718000.0,42488940000.0,47378493000.0,48566370000.0,65520464000.0
2046.0,28640324000.0,50238650000.0,38089576000.0,81077140000.0,21583430000.0,40771760000.0,45338067000.0,46258360000.0,63191167000.0
2047.0,26278887000.0,48263012000.0,36561814000.0,80513565000.0,20129670000.0,38872973000.0,43211686000.0,44848530000.0,61469073000.0
2048.0,24611228000.0,45971810000.0,34281626000.0,79805235000.0,18919825000.0,37200912000.0,40303415000.0,42907574000.0,60470874000.0
2049.0,23377748000.0,44859370000.0,33063981000.0,79234270000.0,17850139000.0,35692830000.0,38198714000.0,41088025000.0,58940056000.0
2050.0,21550030000.0,43080480000.0,31525800000.0,79104910000.0,16864722000.0,34010305000.0,36576520000.0,39105667000.0,56678070000.0
2051.0,20307220000.0,42053120000.0,30363382000.0,78112760000.0,15716981000.0,32428760000.0,35614503000.0,37240713000.0,54705586000.0
2052.0,18809598000.0,41609916000.0,28888801000.0,76538315000.0,14902044000.0,31226626000.0,34509062000.0,35877710000.0,53414207000.0
2053.0,17821630000.0,40420100000.0,27996785000.0,75794506000.0,14171189000.0,31032525000.0,32699781000.0,33870012000.0,51539706000.0
2054.0,16990181000.0,39059970000.0,26746982000.0,74424160000.0,13354384000.0,29784513000.0,30535050000.0,32553240000.0,50557866000.0
2055.0,16000427000.0,38063124000.0,25622470000.0,73342670000.0,12687154000.0,28870701000.0,28990204000.0,31076950000.0,49751196000.0
2056.0,15289301000.0,36616114000.0,24248275000.0,72471110000.0,12252266000.0,27884460000.0,27557693000.0,29633737000.0,48541016000.0
2057.0,14672633000.0,35561656000.0,23123760000.0,71000920000.0,11585698000.0,26318795000.0,26422270000.0,28561457000.0,47135814000.0
2058.0,13907670000.0,34398642000.0,21706883000.0,70365930000.0,11081908000.0,25209485000.0,25662890000.0,27559965000.0,45099495000.0
2059.0,13229007000.0,33217430000.0,20690868000.0,69408140000.0,10747237000.0,24296473000.0,24324420000.0,26391300000.0,44122500000.0
2060.0,12602156000.0,32019110000.0,19834380000.0,66762748000.0,10331189000.0,23358240000.0,23235801000.0,25314462000.0,43227226000.0
2061.0,12218756000.0,30874410000.0,19021298000.0,64296730000.0,10366388000.0,22412700000.0,22087772000.0,24304920000.0,42209026000.0
