time,UKESM1-0-LL,MPI-ESM1-2-HR,TAIESM1,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,GFDL-ESM4
2062.0,11749826000.0,30688168000.0,18282658000.0,63548543000.0,10268838000.0,21940113000.0,21555857000.0,23539091000.0,41202807000.0
2063.0,11569980000.0,29624218000.0,17288190000.0,62417703000.0,10193106000.0,21025989000.0,20452563000.0,22650444000.0,40862052000.0
2064.0,11087492000.0,29041324000.0,16505226000.0,61817418000.0,10025341000.0,20216148000.0,19935910000.0,22156350000.0,39316103000.0
2065.0,10647503000.0,28368013000.0,15766427000.0,60475388000.0,9844297000.0,19942396000.0,18630914000.0,21691302000.0,38662420000.0
2066.0,10418488000.0,27651973000.0,15140190000.0,59434030000.0,9744637000.0,19720876000.0,18064572000.0,21505348000.0,37767713000.0
2067.0,10090288000.0,27141680000.0,14585343000.0,59540242000.0,9568099000.0,19413453000.0,17459170000.0,20966287000.0,37067588000.0
2068.0,9884209000.0,26952712000.0,14134369000.0,59491690000.0,9362269000.0,18912487000.0,16442186000.0,20419965000.0,36400243000.0
2069.0,9576047000.0,26337495000.0,13540679000.0,58790550000.0,9189109000.0,18625395000.0,15534117000.0,19493605000.0,36037313000.0
2070.0,9149698000.0,25611407000.0,13088126000.0,57711223000.0,8939258000.0,18329856000.0,15083278000.0,19299950000.0,35035877000.0
2071.0,8890165000.0,25004816000.0,12530229000.0,57149407000.0,8753235000.0,17812802000.0,14237373000.0,18722083000.0,34744734000.0
2072.0,8658077000.0,24428673000.0,12089514000.0,55865700000.0,8587511300.0,17507160000.0,13752595000.0,18095780000.0,34324568000.0
2073.0,8401114600.0,23854082000.0,11707430000.0,55805415000.0,8409214000.0,17252266000.0,13285120000.0,17742980000.0,33650627000.0
2074.0,8148699000.0,22986470000.0,11355428000.0,55583195000.0,8199364000.0,16674524000.0,12637413000.0,17567970000.0,33282025000.0
2075.0,7887896000.0,22875003000.0,11231498000.0,55597050000.0,8007192000.0,16420393000.0,12088292000.0,16996115000.0,32961802000.0
2076.0,7717515000.0,22399807000.0,10920775000.0,55480340000.0,7860684300.0,16112123000.0,11769475000.0,16507723000.0,32294158000.0
2077.0,7503766000.0,21555085000.0,10652127000.0,55603930000.0,7845676500.0,16012179000.0,11616774000.0,15882134000.0,31463000000.0
2078.0,7272362500.0,21058087000.0,10411430000.0,54065017000.0,7915179500.0,15660351000.0,11273654000.0,15343883000.0,30963020000.0
2079.0,7120578000.0,20488071000.0,9956962000.0,53679310000.0,7993249000.0,15382913000.0,10955882000.0,15018494000.0,30141790000.0
2080.0,7014615000.0,20653056000.0,9722151000.0,52838048000.0,7900691500.0,15215709000.0,10923316000.0,14598040000.0,29264714000.0
2081.0,6715147000.0,19741366000.0,9420886000.0,52196483000.0,7956890000.0,15090571000.0,10601480000.0,14323576000.0,28444920000.0
2082.0,6536744400.0,19556299000.0,9161889000.0,51504914000.0,7950263000.0,14929201000.0,10483773000.0,13836176000.0,28023914000.0
2083.0,6435869000.0,18708093000.0,9007485000.0,50894360000.0,7914444300.0,14770596000.0,10494404000.0,13468836000.0,27430810000.0
2084.0,6351501000.0,18575692000.0,8793998000.0,50878267000.0,7815166500.0,14440429000.0,10287824000.0,12941783000.0,26740170000.0
2085.0,6249631000.0,18202282000.0,8519692300.0,49929520000.0,7747623000.0,14156252000.0,10070162000.0,12741576000.0,26232814000.0
2086.0,6111773700.0,17984379000.0,8271634000.0,49243378000.0,7632919000.0,13802476000.0,9974447000.0,12451454000.0,26161207000.0
2087.0,5988874000.0,17697251000.0,8040443000.0,49104884000.0,7541432000.0,13661848000.0,9844644000.0,12247832000.0,25858048000.0
2088.0,5795285000.0,17708552000.0,7830470700.0,49147187000.0,7432577000.0,13489153000.0,9519891000.0,11853381000.0,25320684000.0
2089.0,5685605000.0,17410144000.0,7675965000.0,48811086000.0,7524025000.0,13468994000.0,9280198000.0,11435131000.0,24565107000.0
2090.0,5605059000.0,17320989000.0,7441136000.0,48179870000.0,7340016000.0,13482137000.0,9085570000.0,11248161000.0,23648618000.0
2091.0,5450683400.0,17218386000.0,7328362000.0,47842720000.0,7325370400.0,13359508000.0,8934449000.0,11033768000.0,23537517000.0
2092.0,5282670600.0,17079513000.0,7248601000.0,47267713000.0,7251742700.0,13373662000.0,8790767000.0,10965985000.0,23262433000.0
2093.0,5127887000.0,16952877000.0,7092624400.0,47321965000.0,7249743000.0,13303772000.0,8693430000.0,10769589000.0,22958230000.0
2094.0,4976746000.0,16634592000.0,6933203500.0,46722520000.0,7265641000.0,13366914000.0,8599030000.0,10625206000.0,22570856000.0
2095.0,4887555000.0,16418047000.0,6819523000.0,46119990000.0,7185468400.0,13237126000.0,8575788500.0,10564402000.0,22345974000.0
2096.0,4770712000.0,16031791000.0,6705751600.0,45015675000.0,7260031500.0,13149733000.0,8414138000.0,10409843000.0,21996347000.0
2097.0,4656509400.0,15713170000.0,6595118000.0,44673266000.0,7300614000.0,13038689000.0,8359742500.0,10317323000.0,21872673000.0
2098.0,4529421000.0,15666884000.0,6491572000.0,44136280000.0,7207596500.0,12931743000.0,8300773400.0,10344286000.0,21452409000.0
2099.0,4384397000.0,15458280000.0,6343516700.0,44285290000.0,7180023300.0,13030036000.0,8118645000.0,10319797000.0,21115746000.0
2100.0,4311417000.0,15018213000.0,6244824000.0,44457810000.0,7197928000.0,13041957000.0,7947978000.0,10143995000.0,20657488000.0
